GO,ENTREZID,ONTOLOGY,SYMBOL,Terms
rno04210,246144,KEGG,Il3ra,Apoptosis
rno04210,246756,KEGG,Tradd,Apoptosis
rno04210,246775,KEGG,Tnfsf10,Apoptosis
rno04210,24703,KEGG,Raf1,Apoptosis
rno04210,24835,KEGG,Tnf,Apoptosis
rno04210,24842,KEGG,Tp53,Apoptosis
rno04210,24887,KEGG,Bax,Apoptosis
rno04210,24888,KEGG,Bcl2l1,Apoptosis
rno04210,25112,KEGG,Gadd45a,Apoptosis
rno04210,25233,KEGG,Akt2,Apoptosis
rno04210,25262,KEGG,Itpr1,Apoptosis
rno04210,25272,KEGG,Mapk10,Apoptosis
rno04210,252929,KEGG,Ctsz,Apoptosis
rno04210,25309,KEGG,Cycs,Apoptosis
rno04210,25310,KEGG,Cyct,Apoptosis
rno04210,25385,KEGG,Faslg,Apoptosis
rno04210,25402,KEGG,Casp3,Apoptosis
rno04210,25423,KEGG,Ctsc,Apoptosis
rno04210,25425,KEGG,Ctsh,Apoptosis
rno04210,25493,KEGG,Nfkbia,Apoptosis
rno04210,25513,KEGG,Pik3r1,Apoptosis
rno04210,25591,KEGG,Parp1,Apoptosis
rno04210,25625,KEGG,Tnfrsf1a,Apoptosis
rno04210,25679,KEGG,Itpr3,Apoptosis
rno04210,25697,KEGG,Ctsl,Apoptosis
rno04210,266610,KEGG,Fadd,Apoptosis
rno04210,287606,KEGG,Septin4,Apoptosis
rno04210,287876,KEGG,Actg1,Apoptosis
rno04210,288753,KEGG,Diablo,Apoptosis
rno04210,289257,KEGG,Spta1,Apoptosis
rno04210,290027,KEGG,Parp2,Apoptosis
rno04210,291005,KEGG,Gadd45g,Apoptosis
rno04210,291287,KEGG,Tubal3,Apoptosis
rno04210,29153,KEGG,Capn1,Apoptosis
rno04210,29154,KEGG,Capn2,Apoptosis
rno04210,29175,KEGG,Ctsk,Apoptosis
rno04210,293621,KEGG,Hras,Apoptosis
rno04210,293625,KEGG,Pidd1,Apoptosis
rno04210,293676,KEGG,Ctsw,Apoptosis
rno04210,29414,KEGG,Akt3,Apoptosis
rno04210,29467,KEGG,Ddit3,Apoptosis
rno04210,29702,KEGG,Eif2ak3,Apoptosis
rno04210,297376,KEGG,Htra2,Apoptosis
rno04210,29741,KEGG,Pik3r2,Apoptosis
rno04210,299625,KEGG,Lmnb2,Apoptosis
rno04210,299626,KEGG,Gadd45b,Apoptosis
rno04210,300218,KEGG,Tuba1c,Apoptosis
rno04210,300711,KEGG,Atm,Apoptosis
rno04210,300985,KEGG,Parp3,Apoptosis
rno04210,306886,KEGG,Ripk1,Apoptosis
rno04210,309165,KEGG,Rela,Apoptosis
rno04210,309295,KEGG,Ikbkg,Apoptosis
rno04210,309361,KEGG,Chuk,Apoptosis
rno04210,310738,KEGG,Ngf,Apoptosis
rno04210,311786,KEGG,Traf2,Apoptosis
rno04210,314322,KEGG,Fos,Apoptosis
rno04210,316531,KEGG,Tuba4a,Apoptosis
rno04210,317673,KEGG,Bbc3,Apoptosis
rno04210,360640,KEGG,Map3k14,Apoptosis
rno04210,361046,KEGG,Parp4,Apoptosis
rno04210,361704,KEGG,Ctsf,Apoptosis
rno04210,362100,KEGG,Endog,Apoptosis
rno04210,364420,KEGG,Tnfrsf10b,Apoptosis
rno04210,365057,KEGG,Map3k5,Apoptosis
rno04210,366508,KEGG,Pik3cd,Apoptosis
rno04210,367858,KEGG,LOC367858,Apoptosis
rno04210,492821,KEGG,Pmaip1,Apoptosis
rno04210,498013,KEGG,Ern1,Apoptosis
rno04210,498331,KEGG,Ptpn13,Apoptosis
rno04210,500319,KEGG,Tuba3a,Apoptosis
rno04210,500363,KEGG,Tuba3b,Apoptosis
rno04210,500377,KEGG,Tuba8,Apoptosis
rno04210,500929,KEGG,Tuba1b,Apoptosis
rno04210,50654,KEGG,Ctss,Apoptosis
rno04210,50658,KEGG,Mapk9,Apoptosis
rno04210,50669,KEGG,Prf1,Apoptosis
rno04210,50689,KEGG,Mapk3,Apoptosis
rno04210,54318,KEGG,Eif2s1,Apoptosis
rno04210,58918,KEGG,Casp9,Apoptosis
rno04210,58960,KEGG,Map2k2,Apoptosis
rno04210,59109,KEGG,Ntrk1,Apoptosis
rno04210,60371,KEGG,Birc2,Apoptosis
rno04210,60374,KEGG,Lmna,Apoptosis
rno04210,60430,KEGG,Mcl1,Apoptosis
rno04210,60664,KEGG,Pik3r3,Apoptosis
rno04210,63879,KEGG,Xiap,Apoptosis
rno04210,64026,KEGG,Casp7,Apoptosis
rno04210,64041,KEGG,Birc5,Apoptosis
rno04210,64044,KEGG,Casp8,Apoptosis
rno04210,64158,KEGG,Tuba1a,Apoptosis
rno04210,64159,KEGG,Sptan1,Apoptosis
rno04210,64314,KEGG,Casp2,Apoptosis
rno04210,64529,KEGG,Ctsb,Apoptosis
rno04210,64547,KEGG,Bcl2l11,Apoptosis
rno04210,64625,KEGG,Bid,Apoptosis
rno04210,64639,KEGG,Bad,Apoptosis
rno04210,684529,KEGG,Ctso,Apoptosis
rno04210,687813,KEGG,Traf1,Apoptosis
rno04210,78963,KEGG,Apaf1,Apoptosis
rno04210,78971,KEGG,Birc3,Apoptosis
rno04210,79255,KEGG,Atf4,Apoptosis
rno04210,81678,KEGG,Itpr2,Apoptosis
rno04210,81736,KEGG,Nfkb1,Apoptosis
rno04210,81745,KEGG,Pdpk1,Apoptosis
rno04210,81822,KEGG,Actb,Apoptosis
rno04210,83533,KEGG,Aifm1,Apoptosis
rno04210,83584,KEGG,Casp6,Apoptosis
rno04210,84351,KEGG,Ikbkb,Apoptosis
rno04210,84359,KEGG,Dffb,Apoptosis
rno04210,85243,KEGG,Pik3cb,Apoptosis
