GO,ENTREZID,ONTOLOGY,SYMBOL,Terms
mmu04210,12123,KEGG,Hrk,Apoptosis
mmu04210,12125,KEGG,Bcl2l11,Apoptosis
mmu04210,12333,KEGG,Capn1,Apoptosis
mmu04210,12334,KEGG,Capn2,Apoptosis
mmu04210,12364,KEGG,Casp12,Apoptosis
mmu04210,12366,KEGG,Casp2,Apoptosis
mmu04210,12367,KEGG,Casp3,Apoptosis
mmu04210,12368,KEGG,Casp6,Apoptosis
mmu04210,12369,KEGG,Casp7,Apoptosis
mmu04210,12370,KEGG,Casp8,Apoptosis
mmu04210,12371,KEGG,Casp9,Apoptosis
mmu04210,12633,KEGG,Cflar,Apoptosis
mmu04210,12675,KEGG,Chuk,Apoptosis
mmu04210,12983,KEGG,Csf2rb,Apoptosis
mmu04210,12984,KEGG,Csf2rb2,Apoptosis
mmu04210,13030,KEGG,Ctsb,Apoptosis
mmu04210,13032,KEGG,Ctsc,Apoptosis
mmu04210,13033,KEGG,Ctsd,Apoptosis
mmu04210,13036,KEGG,Ctsh,Apoptosis
mmu04210,13038,KEGG,Ctsk,Apoptosis
mmu04210,13039,KEGG,Ctsl,Apoptosis
mmu04210,13040,KEGG,Ctss,Apoptosis
mmu04210,13041,KEGG,Ctsw,Apoptosis
mmu04210,13063,KEGG,Cycs,Apoptosis
mmu04210,13067,KEGG,Cyct,Apoptosis
mmu04210,13163,KEGG,Daxx,Apoptosis
mmu04210,13197,KEGG,Gadd45a,Apoptosis
mmu04210,13198,KEGG,Ddit3,Apoptosis
mmu04210,13347,KEGG,Dffa,Apoptosis
mmu04210,13368,KEGG,Dffb,Apoptosis
mmu04210,13665,KEGG,Eif2s1,Apoptosis
mmu04210,13666,KEGG,Eif2ak3,Apoptosis
mmu04210,13804,KEGG,Endog,Apoptosis
mmu04210,14082,KEGG,Fadd,Apoptosis
mmu04210,14102,KEGG,Fas,Apoptosis
mmu04210,14103,KEGG,Fasl,Apoptosis
mmu04210,14281,KEGG,Fos,Apoptosis
mmu04210,14939,KEGG,Gzmb,Apoptosis
mmu04210,15461,KEGG,Hras,Apoptosis
mmu04210,16150,KEGG,Ikbkb,Apoptosis
mmu04210,16151,KEGG,Ikbkg,Apoptosis
mmu04210,16187,KEGG,Il3,Apoptosis
mmu04210,16188,KEGG,Il3ra,Apoptosis
mmu04210,16438,KEGG,Itpr1,Apoptosis
mmu04210,16439,KEGG,Itpr2,Apoptosis
mmu04210,16440,KEGG,Itpr3,Apoptosis
mmu04210,16476,KEGG,Jun,Apoptosis
mmu04210,16653,KEGG,Kras,Apoptosis
mmu04210,16905,KEGG,Lmna,Apoptosis
mmu04210,16906,KEGG,Lmnb1,Apoptosis
mmu04210,16907,KEGG,Lmnb2,Apoptosis
mmu04210,170770,KEGG,Bbc3,Apoptosis
mmu04210,17210,KEGG,Mcl1,Apoptosis
mmu04210,17873,KEGG,Gadd45b,Apoptosis
mmu04210,18033,KEGG,Nfkb1,Apoptosis
mmu04210,18035,KEGG,Nfkbia,Apoptosis
mmu04210,18049,KEGG,Ngf,Apoptosis
mmu04210,18176,KEGG,Nras,Apoptosis
mmu04210,18211,KEGG,Ntrk1,Apoptosis
mmu04210,18607,KEGG,Pdpk1,Apoptosis
mmu04210,18646,KEGG,Prf1,Apoptosis
mmu04210,18706,KEGG,Pik3ca,Apoptosis
mmu04210,18707,KEGG,Pik3cd,Apoptosis
mmu04210,18708,KEGG,Pik3r1,Apoptosis
mmu04210,18709,KEGG,Pik3r2,Apoptosis
mmu04210,18710,KEGG,Pik3r3,Apoptosis
mmu04210,18952,KEGG,Septin4,Apoptosis
mmu04210,19249,KEGG,Ptpn13,Apoptosis
mmu04210,19697,KEGG,Rela,Apoptosis
mmu04210,19766,KEGG,Ripk1,Apoptosis
mmu04210,20739,KEGG,Spta1,Apoptosis
mmu04210,20740,KEGG,Sptan1,Apoptosis
mmu04210,21926,KEGG,Tnf,Apoptosis
mmu04210,21933,KEGG,Tnfrsf10b,Apoptosis
mmu04210,21937,KEGG,Tnfrsf1a,Apoptosis
mmu04210,22029,KEGG,Traf1,Apoptosis
mmu04210,22030,KEGG,Traf2,Apoptosis
mmu04210,22035,KEGG,Tnfsf10,Apoptosis
mmu04210,22059,KEGG,Trp53,Apoptosis
mmu04210,22142,KEGG,Tuba1a,Apoptosis
mmu04210,22143,KEGG,Tuba1b,Apoptosis
mmu04210,22144,KEGG,Tuba3a,Apoptosis
mmu04210,22145,KEGG,Tuba4a,Apoptosis
mmu04210,22146,KEGG,Tuba1c,Apoptosis
mmu04210,22147,KEGG,Tuba3b,Apoptosis
mmu04210,229445,KEGG,Ctso,Apoptosis
mmu04210,235587,KEGG,Parp3,Apoptosis
mmu04210,23797,KEGG,Akt3,Apoptosis
mmu04210,238463,KEGG,Tubal3,Apoptosis
mmu04210,23882,KEGG,Gadd45g,Apoptosis
mmu04210,26395,KEGG,Map2k1,Apoptosis
mmu04210,26396,KEGG,Map2k2,Apoptosis
mmu04210,26408,KEGG,Map3k5,Apoptosis
mmu04210,26413,KEGG,Mapk1,Apoptosis
mmu04210,26414,KEGG,Mapk10,Apoptosis
mmu04210,26417,KEGG,Mapk3,Apoptosis
mmu04210,26419,KEGG,Mapk8,Apoptosis
mmu04210,26420,KEGG,Mapk9,Apoptosis
mmu04210,26926,KEGG,Aifm1,Apoptosis
mmu04210,328417,KEGG,Parp4,Apoptosis
mmu04210,53857,KEGG,Tuba8,Apoptosis
mmu04210,53859,KEGG,Map3k14,Apoptosis
mmu04210,56464,KEGG,Ctsf,Apoptosis
mmu04210,57913,KEGG,Pidd1,Apoptosis
mmu04210,58801,KEGG,Pmaip1,Apoptosis
mmu04210,64138,KEGG,Ctsz,Apoptosis
mmu04210,64704,KEGG,Htra2,Apoptosis
mmu04210,66593,KEGG,Diablo,Apoptosis
mmu04210,69601,KEGG,Dab2ip,Apoptosis
mmu04210,71609,KEGG,Tradd,Apoptosis
mmu04210,74769,KEGG,Pik3cb,Apoptosis
mmu04210,78943,KEGG,Ern1,Apoptosis
