rank,Run,isolate,Library_Name,Sample_Name,tissue
177,SRR8518300,FUSCCTNBC118,Lib_FUSCCTNBC118,FUSCCTNBC118_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
178,SRR8518158,FUSCCTNBC119,Lib_FUSCCTNBC119,FUSCCTNBC119_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
179,SRR8518211,FUSCCTNBC121,Lib_FUSCCTNBC121,FUSCCTNBC121_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
180,SRR8518291,FUSCCTNBC123,Lib_FUSCCTNBC123,FUSCCTNBC123_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
181,SRR8518380,FUSCCTNBC125,Lib_FUSCCTNBC125.rep,FUSCCTNBC125_ForRNAseq.TumorTissue.rep,Primary_breast_tumor_tissue
182,SRR8613800,FUSCCTNBC128,Lib_FUSCCTNBC128,FUSCCTNBC128_ForRNAseq.TumorTissue.2018,Primary_breast_tumor_tissue
183,SRR8518274,FUSCCTNBC129,Lib_FUSCCTNBC129,FUSCCTNBC129_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
184,SRR8518205,FUSCCTNBC130,Lib_FUSCCTNBC130,FUSCCTNBC130_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
185,SRR8518139,FUSCCTNBC131,Lib_FUSCCTNBC131,FUSCCTNBC131_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
186,SRR8613803,FUSCCTNBC132,Lib_FUSCCTNBC132,FUSCCTNBC132_ForRNAseq.TumorTissue.2018,Primary_breast_tumor_tissue
187,SRR8518324,FUSCCTNBC134,Lib_FUSCCTNBC134,FUSCCTNBC134_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
188,SRR8518332,FUSCCTNBC135,Lib_FUSCCTNBC135,FUSCCTNBC135_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
189,SRR8518231,FUSCCTNBC136,Lib_FUSCCTNBC136,FUSCCTNBC136_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
190,SRR8518323,FUSCCTNBC137,Lib_FUSCCTNBC137,FUSCCTNBC137_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
191,SRR8518230,FUSCCTNBC138,Lib_FUSCCTNBC138,FUSCCTNBC138_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
192,SRR8518130,FUSCCTNBC140,Lib_FUSCCTNBC140,FUSCCTNBC140_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
193,SRR8518331,FUSCCTNBC142,Lib_FUSCCTNBC142,FUSCCTNBC142_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
194,SRR8518326,FUSCCTNBC143,Lib_FUSCCTNBC143,FUSCCTNBC143_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
195,SRR8518325,FUSCCTNBC145,Lib_FUSCCTNBC145,FUSCCTNBC145_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
196,SRR8518328,FUSCCTNBC146,Lib_FUSCCTNBC146,FUSCCTNBC146_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
197,SRR8518327,FUSCCTNBC147,Lib_FUSCCTNBC147,FUSCCTNBC147_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
198,SRR8518264,FUSCCTNBC148,Lib_FUSCCTNBC148,FUSCCTNBC148_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
199,SRR8518257,FUSCCTNBC149,Lib_FUSCCTNBC149,FUSCCTNBC149_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
200,SRR8518263,FUSCCTNBC150,Lib_FUSCCTNBC150,FUSCCTNBC150_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
201,SRR8518448,FUSCCTNBC152,Lib_FUSCCTNBC152,FUSCCTNBC152_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
202,SRR8518294,FUSCCTNBC154,Lib_FUSCCTNBC154,FUSCCTNBC154_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
203,SRR8518290,FUSCCTNBC155,Lib_FUSCCTNBC155.rep,FUSCCTNBC155_ForRNAseq.TumorTissue.rep,Primary_breast_tumor_tissue
204,SRR8518417,FUSCCTNBC156,Lib_FUSCCTNBC156,FUSCCTNBC156_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
205,SRR8518418,FUSCCTNBC158,Lib_FUSCCTNBC158,FUSCCTNBC158_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
206,SRR8518222,FUSCCTNBC159,Lib_FUSCCTNBC159,FUSCCTNBC159_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
207,SRR8613802,FUSCCTNBC160,Lib_FUSCCTNBC160,FUSCCTNBC160_ForRNAseq.TumorTissue.2018,Primary_breast_tumor_tissue
208,SRR8518419,FUSCCTNBC161,Lib_FUSCCTNBC161,FUSCCTNBC161_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
209,SRR8518420,FUSCCTNBC163,Lib_FUSCCTNBC163,FUSCCTNBC163_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
210,SRR8518212,FUSCCTNBC164,Lib_FUSCCTNBC164,FUSCCTNBC164_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
211,SRR8518421,FUSCCTNBC165,Lib_FUSCCTNBC165,FUSCCTNBC165_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
212,SRR8518255,FUSCCTNBC166,Lib_FUSCCTNBC166,FUSCCTNBC166_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
213,SRR8518412,FUSCCTNBC167,Lib_FUSCCTNBC167,FUSCCTNBC167_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
214,SRR8518444,FUSCCTNBC168,Lib_FUSCCTNBC168.rep,FUSCCTNBC168_ForRNAseq.TumorTissue.rep,Primary_breast_tumor_tissue
215,SRR8518413,FUSCCTNBC169,Lib_FUSCCTNBC169,FUSCCTNBC169_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
216,SRR8518149,FUSCCTNBC170,Lib_FUSCCTNBC170,FUSCCTNBC170_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
217,SRR8518374,FUSCCTNBC171,Lib_FUSCCTNBC171,FUSCCTNBC171_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
218,SRR8518220,FUSCCTNBC173,Lib_FUSCCTNBC173,FUSCCTNBC173_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
219,SRR8518193,FUSCCTNBC174,Lib_FUSCCTNBC174,FUSCCTNBC174_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
220,SRR8613809,FUSCCTNBC175,Lib_FUSCCTNBC175,FUSCCTNBC175_ForRNAseq.TumorTissue.2018,Primary_breast_tumor_tissue
221,SRR8518410,FUSCCTNBC176,Lib_FUSCCTNBC176,FUSCCTNBC176_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
222,SRR8518192,FUSCCTNBC177,Lib_FUSCCTNBC177,FUSCCTNBC177_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
223,SRR8518198,FUSCCTNBC178,Lib_FUSCCTNBC178,FUSCCTNBC178_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
224,SRR8518133,FUSCCTNBC179,Lib_FUSCCTNBC179,FUSCCTNBC179_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
225,SRR8518407,FUSCCTNBC180,Lib_FUSCCTNBC180.rep,FUSCCTNBC180_ForRNAseq.TumorTissue.rep,Primary_breast_tumor_tissue
226,SRR8518261,FUSCCTNBC181,Lib_FUSCCTNBC181,FUSCCTNBC181_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
227,SRR8518123,FUSCCTNBC182,Lib_FUSCCTNBC182.rep,FUSCCTNBC182_ForRNAseq.TumorTissue.rep,Primary_breast_tumor_tissue
228,SRR8518213,FUSCCTNBC183,Lib_FUSCCTNBC183,FUSCCTNBC183_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
229,SRR8518360,FUSCCTNBC184,Lib_FUSCCTNBC184,FUSCCTNBC184_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
230,SRR8518215,FUSCCTNBC186,Lib_FUSCCTNBC186,FUSCCTNBC186_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
231,SRR8518127,FUSCCTNBC187,Lib_FUSCCTNBC187.rep,FUSCCTNBC187_ForRNAseq.TumorTissue.rep,Primary_breast_tumor_tissue
232,SRR8518191,FUSCCTNBC188,Lib_FUSCCTNBC188,FUSCCTNBC188_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
233,SRR8518190,FUSCCTNBC191,Lib_FUSCCTNBC191,FUSCCTNBC191_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
234,SRR8518189,FUSCCTNBC194,Lib_FUSCCTNBC194,FUSCCTNBC194_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
235,SRR8518188,FUSCCTNBC195,Lib_FUSCCTNBC195,FUSCCTNBC195_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
236,SRR8518307,FUSCCTNBC196,Lib_FUSCCTNBC196,FUSCCTNBC196_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
237,SRR8518146,FUSCCTNBC197,Lib_FUSCCTNBC197,FUSCCTNBC197_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
238,SRR8518181,FUSCCTNBC198,Lib_FUSCCTNBC198,FUSCCTNBC198_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
239,SRR8613808,FUSCCTNBC199,Lib_FUSCCTNBC199,FUSCCTNBC199_ForRNAseq.TumorTissue.2018,Primary_breast_tumor_tissue
240,SRR8518314,FUSCCTNBC201,Lib_FUSCCTNBC201,FUSCCTNBC201_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
241,SRR8518125,FUSCCTNBC202,Lib_FUSCCTNBC202.rep,FUSCCTNBC202_ForRNAseq.TumorTissue.rep,Primary_breast_tumor_tissue
242,SRR8518124,FUSCCTNBC203,Lib_FUSCCTNBC203.rep,FUSCCTNBC203_ForRNAseq.TumorTissue.rep,Primary_breast_tumor_tissue
243,SRR8518210,FUSCCTNBC204,Lib_FUSCCTNBC204,FUSCCTNBC204_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
244,SRR8518376,FUSCCTNBC205,Lib_FUSCCTNBC205,FUSCCTNBC205_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
245,SRR8518173,FUSCCTNBC208,Lib_FUSCCTNBC208,FUSCCTNBC208_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
246,SRR8518174,FUSCCTNBC210,Lib_FUSCCTNBC210,FUSCCTNBC210_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
247,SRR8613782,FUSCCTNBC211,Lib_FUSCCTNBC211,FUSCCTNBC211_ForRNAseq.TumorTissue.2018,Primary_breast_tumor_tissue
248,SRR8518171,FUSCCTNBC212,Lib_FUSCCTNBC212,FUSCCTNBC212_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
249,SRR8518179,FUSCCTNBC213,Lib_FUSCCTNBC213,FUSCCTNBC213_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
250,SRR8518172,FUSCCTNBC214,Lib_FUSCCTNBC214,FUSCCTNBC214_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
251,SRR8518305,FUSCCTNBC215,Lib_FUSCCTNBC215,FUSCCTNBC215_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
252,SRR8518169,FUSCCTNBC216,Lib_FUSCCTNBC216,FUSCCTNBC216_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
253,SRR8518184,FUSCCTNBC217,Lib_FUSCCTNBC217,FUSCCTNBC217_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
254,SRR8518214,FUSCCTNBC220,Lib_FUSCCTNBC220,FUSCCTNBC220_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
255,SRR8613783,FUSCCTNBC223,Lib_FUSCCTNBC223,FUSCCTNBC223_ForRNAseq.TumorTissue.2018,Primary_breast_tumor_tissue
256,SRR8518170,FUSCCTNBC225,Lib_FUSCCTNBC225,FUSCCTNBC225_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
257,SRR8518167,FUSCCTNBC226,Lib_FUSCCTNBC226,FUSCCTNBC226_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
258,SRR8518168,FUSCCTNBC227,Lib_FUSCCTNBC227,FUSCCTNBC227_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
259,SRR8518135,FUSCCTNBC229,Lib_FUSCCTNBC229,FUSCCTNBC229_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
260,SRR8518277,FUSCCTNBC231,Lib_FUSCCTNBC231,FUSCCTNBC231_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
261,SRR8518166,FUSCCTNBC232,Lib_FUSCCTNBC232,FUSCCTNBC232_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
262,SRR8518441,FUSCCTNBC233,Lib_FUSCCTNBC233,FUSCCTNBC233_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
263,SRR8518330,FUSCCTNBC234,Lib_FUSCCTNBC234,FUSCCTNBC234_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
264,SRR8518180,FUSCCTNBC236,Lib_FUSCCTNBC236,FUSCCTNBC236_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
265,SRR8518329,FUSCCTNBC237,Lib_FUSCCTNBC237,FUSCCTNBC237_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
266,SRR8518162,FUSCCTNBC238,Lib_FUSCCTNBC238,FUSCCTNBC238_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
267,SRR8518243,FUSCCTNBC239,Lib_FUSCCTNBC239,FUSCCTNBC239_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
268,SRR8518244,FUSCCTNBC240,Lib_FUSCCTNBC240,FUSCCTNBC240_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
269,SRR8518208,FUSCCTNBC241,Lib_FUSCCTNBC241,FUSCCTNBC241_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
270,SRR8518409,FUSCCTNBC242,Lib_FUSCCTNBC242,FUSCCTNBC242_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
271,SRR8518233,FUSCCTNBC243,Lib_FUSCCTNBC243,FUSCCTNBC243_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
272,SRR8518209,FUSCCTNBC245,Lib_FUSCCTNBC245,FUSCCTNBC245_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
273,SRR8518177,FUSCCTNBC246,Lib_FUSCCTNBC246,FUSCCTNBC246_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
274,SRR8518129,FUSCCTNBC247,Lib_FUSCCTNBC247.rep,FUSCCTNBC247_ForRNAseq.TumorTissue.rep,Primary_breast_tumor_tissue
275,SRR8518122,FUSCCTNBC248,Lib_FUSCCTNBC248.rep,FUSCCTNBC248_ForRNAseq.TumorTissue.rep,Primary_breast_tumor_tissue
276,SRR8518357,FUSCCTNBC249,Lib_FUSCCTNBC249,FUSCCTNBC249_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
277,SRR8613784,FUSCCTNBC250,Lib_FUSCCTNBC250,FUSCCTNBC250_ForRNAseq.TumorTissue.2018,Primary_breast_tumor_tissue
278,SRR8613785,FUSCCTNBC251,Lib_FUSCCTNBC251,FUSCCTNBC251_ForRNAseq.TumorTissue.2018,Primary_breast_tumor_tissue
279,SRR8518126,FUSCCTNBC252,Lib_FUSCCTNBC252.rep,FUSCCTNBC252_ForRNAseq.TumorTissue.rep,Primary_breast_tumor_tissue
280,SRR8518440,FUSCCTNBC255,Lib_FUSCCTNBC255,FUSCCTNBC255_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
281,SRR8518239,FUSCCTNBC256,Lib_FUSCCTNBC256,FUSCCTNBC256_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
282,SRR8518351,FUSCCTNBC257,Lib_FUSCCTNBC257,FUSCCTNBC257_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
283,SRR8518240,FUSCCTNBC258,Lib_FUSCCTNBC258,FUSCCTNBC258_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
284,SRR8518258,FUSCCTNBC260,Lib_FUSCCTNBC260,FUSCCTNBC260_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
285,SRR8518164,FUSCCTNBC261,Lib_FUSCCTNBC261,FUSCCTNBC261_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
286,SRR8518260,FUSCCTNBC262,Lib_FUSCCTNBC262,FUSCCTNBC262_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
287,SRR8518185,FUSCCTNBC263,Lib_FUSCCTNBC263,FUSCCTNBC263_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
288,SRR8518387,FUSCCTNBC264,Lib_FUSCCTNBC264.rep,FUSCCTNBC264_ForRNAseq.TumorTissue.rep,Primary_breast_tumor_tissue
289,SRR8613786,FUSCCTNBC265,Lib_FUSCCTNBC265,FUSCCTNBC265_ForRNAseq.TumorTissue.2018,Primary_breast_tumor_tissue
290,SRR8518390,FUSCCTNBC266,Lib_FUSCCTNBC266.rep,FUSCCTNBC266_ForRNAseq.TumorTissue.rep,Primary_breast_tumor_tissue
291,SRR8613787,FUSCCTNBC267,Lib_FUSCCTNBC267,FUSCCTNBC267_ForRNAseq.TumorTissue.2018,Primary_breast_tumor_tissue
292,SRR8518216,FUSCCTNBC268,Lib_FUSCCTNBC268,FUSCCTNBC268_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
293,SRR8518350,FUSCCTNBC269,Lib_FUSCCTNBC269,FUSCCTNBC269_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
294,SRR8518232,FUSCCTNBC271,Lib_FUSCCTNBC271,FUSCCTNBC271_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
295,SRR8518266,FUSCCTNBC272,Lib_FUSCCTNBC272,FUSCCTNBC272_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
296,SRR8518265,FUSCCTNBC273,Lib_FUSCCTNBC273,FUSCCTNBC273_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
297,SRR8518262,FUSCCTNBC274,Lib_FUSCCTNBC274,FUSCCTNBC274_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
298,SRR8613788,FUSCCTNBC277,Lib_FUSCCTNBC277,FUSCCTNBC277_ForRNAseq.TumorTissue.2018,Primary_breast_tumor_tissue
299,SRR8518399,FUSCCTNBC282,Lib_FUSCCTNBC282,FUSCCTNBC282_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
300,SRR8518393,FUSCCTNBC283,Lib_FUSCCTNBC283.rep,FUSCCTNBC283_ForRNAseq.TumorTissue.rep,Primary_breast_tumor_tissue
301,SRR8518362,FUSCCTNBC284,Lib_FUSCCTNBC284,FUSCCTNBC284_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
302,SRR8518138,FUSCCTNBC285,Lib_FUSCCTNBC285,FUSCCTNBC285_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
303,SRR8518398,FUSCCTNBC288,Lib_FUSCCTNBC288,FUSCCTNBC288_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
304,SRR8518343,FUSCCTNBC289,Lib_FUSCCTNBC289,FUSCCTNBC289_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
305,SRR8518395,FUSCCTNBC290,Lib_FUSCCTNBC290,FUSCCTNBC290_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
306,SRR8518396,FUSCCTNBC291,Lib_FUSCCTNBC291,FUSCCTNBC291_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
307,SRR8518365,FUSCCTNBC292,Lib_FUSCCTNBC292,FUSCCTNBC292_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
308,SRR8518388,FUSCCTNBC293,Lib_FUSCCTNBC293.rep,FUSCCTNBC293_ForRNAseq.TumorTissue.rep,Primary_breast_tumor_tissue
309,SRR8518295,FUSCCTNBC295,Lib_FUSCCTNBC295.rep,FUSCCTNBC295_ForRNAseq.TumorTissue.rep,Primary_breast_tumor_tissue
310,SRR8518302,FUSCCTNBC296,Lib_FUSCCTNBC296,FUSCCTNBC296_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
311,SRR8518342,FUSCCTNBC297,Lib_FUSCCTNBC297,FUSCCTNBC297_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
312,SRR8518308,FUSCCTNBC298,Lib_FUSCCTNBC298,FUSCCTNBC298_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
313,SRR8518349,FUSCCTNBC300,Lib_FUSCCTNBC300,FUSCCTNBC300_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
314,SRR8518427,FUSCCTNBC301,Lib_FUSCCTNBC301,FUSCCTNBC301_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
315,SRR8518128,FUSCCTNBC303,Lib_FUSCCTNBC303.rep,FUSCCTNBC303_ForRNAseq.TumorTissue.rep,Primary_breast_tumor_tissue
316,SRR8518428,FUSCCTNBC305,Lib_FUSCCTNBC305,FUSCCTNBC305_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
317,SRR8518296,FUSCCTNBC306,Lib_FUSCCTNBC306.rep,FUSCCTNBC306_ForRNAseq.TumorTissue.rep,Primary_breast_tumor_tissue
318,SRR8518425,FUSCCTNBC307,Lib_FUSCCTNBC307,FUSCCTNBC307_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
319,SRR8613789,FUSCCTNBC308,Lib_FUSCCTNBC308,FUSCCTNBC308_ForRNAseq.TumorTissue.2018,Primary_breast_tumor_tissue
320,SRR8518228,FUSCCTNBC309,Lib_FUSCCTNBC309.rep,FUSCCTNBC309_ForRNAseq.TumorTissue.rep,Primary_breast_tumor_tissue
321,SRR8518391,FUSCCTNBC310,Lib_FUSCCTNBC310.rep,FUSCCTNBC310_ForRNAseq.TumorTissue.rep,Primary_breast_tumor_tissue
322,SRR8518426,FUSCCTNBC312,Lib_FUSCCTNBC312,FUSCCTNBC312_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
323,SRR8518431,FUSCCTNBC313,Lib_FUSCCTNBC313,FUSCCTNBC313_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
324,SRR8518445,FUSCCTNBC315,Lib_FUSCCTNBC315,FUSCCTNBC315_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
325,SRR8518429,FUSCCTNBC317,Lib_FUSCCTNBC317,FUSCCTNBC317_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
326,SRR8518430,FUSCCTNBC320,Lib_FUSCCTNBC320,FUSCCTNBC320_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
327,SRR8518423,FUSCCTNBC321,Lib_FUSCCTNBC321,FUSCCTNBC321_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
328,SRR8613780,FUSCCTNBC322,Lib_FUSCCTNBC322,FUSCCTNBC322_ForRNAseq.TumorTissue.2018,Primary_breast_tumor_tissue
329,SRR8518437,FUSCCTNBC324,Lib_FUSCCTNBC324,FUSCCTNBC324_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
330,SRR8518424,FUSCCTNBC326,Lib_FUSCCTNBC326,FUSCCTNBC326_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
331,SRR8613781,FUSCCTNBC327,Lib_FUSCCTNBC327,FUSCCTNBC327_ForRNAseq.TumorTissue.2018,Primary_breast_tumor_tissue
332,SRR8518443,FUSCCTNBC328,Lib_FUSCCTNBC328,FUSCCTNBC328_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
333,SRR8518155,FUSCCTNBC329,Lib_FUSCCTNBC329,FUSCCTNBC329_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
334,SRR8518154,FUSCCTNBC330,Lib_FUSCCTNBC330,FUSCCTNBC330_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
335,SRR8613769,FUSCCTNBC332,Lib_FUSCCTNBC332,FUSCCTNBC332_ForRNAseq.TumorTissue.2018,Primary_breast_tumor_tissue
336,SRR8518157,FUSCCTNBC333,Lib_FUSCCTNBC333,FUSCCTNBC333_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
337,SRR8518178,FUSCCTNBC334,Lib_FUSCCTNBC334,FUSCCTNBC334_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
338,SRR8518175,FUSCCTNBC335,Lib_FUSCCTNBC335,FUSCCTNBC335_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
339,SRR8518454,FUSCCTNBC337,Lib_FUSCCTNBC337,FUSCCTNBC337_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
340,SRR8518156,FUSCCTNBC339,Lib_FUSCCTNBC339,FUSCCTNBC339_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
341,SRR8518159,FUSCCTNBC340,Lib_FUSCCTNBC340,FUSCCTNBC340_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
342,SRR8613768,FUSCCTNBC341,Lib_FUSCCTNBC341,FUSCCTNBC341_ForRNAseq.TumorTissue.2018,Primary_breast_tumor_tissue
343,SRR8518235,FUSCCTNBC343,Lib_FUSCCTNBC343,FUSCCTNBC343_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
344,SRR8518276,FUSCCTNBC344,Lib_FUSCCTNBC344,FUSCCTNBC344_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
345,SRR8613767,FUSCCTNBC345,Lib_FUSCCTNBC345,FUSCCTNBC345_ForRNAseq.TumorTissue.2018,Primary_breast_tumor_tissue
346,SRR8518438,FUSCCTNBC348,Lib_FUSCCTNBC348,FUSCCTNBC348_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
347,SRR8518406,FUSCCTNBC351,Lib_FUSCCTNBC351,FUSCCTNBC351_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
348,SRR8518161,FUSCCTNBC352,Lib_FUSCCTNBC352,FUSCCTNBC352_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
349,SRR8518160,FUSCCTNBC354,Lib_FUSCCTNBC354,FUSCCTNBC354_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
350,SRR8518381,FUSCCTNBC356,Lib_FUSCCTNBC356.rep,FUSCCTNBC356_ForRNAseq.TumorTissue.rep,Primary_breast_tumor_tissue
351,SRR8518229,FUSCCTNBC357,Lib_FUSCCTNBC357.rep,FUSCCTNBC357_ForRNAseq.TumorTissue.rep,Primary_breast_tumor_tissue
352,SRR8518152,FUSCCTNBC359,Lib_FUSCCTNBC359,FUSCCTNBC359_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
353,SRR8518451,FUSCCTNBC360,Lib_FUSCCTNBC360,FUSCCTNBC360_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
354,SRR8518151,FUSCCTNBC367,Lib_FUSCCTNBC367,FUSCCTNBC367_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
355,SRR8518392,FUSCCTNBC368,Lib_FUSCCTNBC368.rep,FUSCCTNBC368_ForRNAseq.TumorTissue.rep,Primary_breast_tumor_tissue
356,SRR8518303,FUSCCTNBC370,Lib_FUSCCTNBC370,FUSCCTNBC370_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
357,SRR8518405,FUSCCTNBC374,Lib_FUSCCTNBC374,FUSCCTNBC374_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
