ensembl_gene_id,gene_biotype,,,,,,,,,,
ENSG00000186862,protein_coding,,,,,,,,,,
ENSG00000186860,protein_coding,,,,,,,,,,
ENSG00000186854,protein_coding,,,,,,,,,,
ENSG00000186847,protein_coding,,,,,,,,,,
ENSG00000186834,protein_coding,,,,,,,,,,
ENSG00000186832,protein_coding,,,,,,,,,,
ENSG00000186827,protein_coding,,,,,,,,,,
ENSG00000186818,protein_coding,,,,,,,,,,
ENSG00000186815,protein_coding,,,,,,,,,,
ENSG00000186814,protein_coding,,,,,,,,,,
ENSG00000186812,protein_coding,,,,,,,,,,
ENSG00000186810,protein_coding,,,,,,,,,,
ENSG00000186806,protein_coding,,,,,,,,,,
ENSG00000186803,protein_coding,,,,,,,,,,
ENSG00000186792,protein_coding,,,,,,,,,,
ENSG00000186790,protein_coding,,,,,,,,,,
ENSG00000186777,protein_coding,,,,,,,,,,
ENSG00000186767,protein_coding,,,,,,,,,,
ENSG00000186765,protein_coding,,,,,,,,,,
ENSG00000186732,protein_coding,,,,,,,,,,
ENSG00000186723,protein_coding,,,,,,,,,,
ENSG00000186716,protein_coding,,,,,,,,,,
ENSG00000186715,transcribed_unprocessed_pseudogene,,,,,,,,,,
ENSG00000186710,protein_coding,,,,,,,,,,
ENSG00000186687,protein_coding,,,,,,,,,,
ENSG00000186684,protein_coding,,,,,,,,,,
ENSG00000186675,protein_coding,,,,,,,,,,
ENSG00000186666,protein_coding,,,,,,,,,,
ENSG00000186665,protein_coding,,,,,,,,,,
ENSG00000186660,protein_coding,,,,,,,,,,
ENSG00000186654,protein_coding,,,,,,,,,,
ENSG00000186652,protein_coding,,,,,,,,,,
ENSG00000186648,protein_coding,,,,,,,,,,
ENSG00000186642,protein_coding,,,,,,,,,,
ENSG00000186638,protein_coding,,,,,,,,,,
ENSG00000186635,protein_coding,,,,,,,,,,
ENSG00000186628,protein_coding,,,,,,,,,,
ENSG00000186625,protein_coding,,,,,,,,,,
ENSG00000186603,protein_coding,,,,,,,,,,
ENSG00000186594,lincRNA,,,,,,,,,,
ENSG00000186591,protein_coding,,,,,,,,,,
ENSG00000186583,protein_coding,,,,,,,,,,
ENSG00000186577,protein_coding,,,,,,,,,,
ENSG00000186575,protein_coding,,,,,,,,,,
ENSG00000186567,protein_coding,,,,,,,,,,
ENSG00000186566,protein_coding,,,,,,,,,,
ENSG00000186564,protein_coding,,,,,,,,,,
ENSG00000186532,protein_coding,,,,,,,,,,
ENSG00000186529,protein_coding,,,,,,,,,,
ENSG00000186526,protein_coding,,,,,,,,,,
ENSG00000186522,protein_coding,,,,,,,,,,
ENSG00000186517,protein_coding,,,,,,,,,,
ENSG00000186501,protein_coding,,,,,,,,,,
ENSG00000186496,protein_coding,,,,,,,,,,
ENSG00000186487,protein_coding,,,,,,,,,,
ENSG00000186481,transcribed_unprocessed_pseudogene,,,,,,,,,,
ENSG00000186480,protein_coding,,,,,,,,,,
ENSG00000186479,protein_coding,,,,,,,,,,
ENSG00000186474,protein_coding,,,,,,,,,,
ENSG00000186472,protein_coding,,,,,,,,,,
ENSG00000186471,protein_coding,,,,,,,,,,
ENSG00000186470,protein_coding,,,,,,,,,,
ENSG00000186469,protein_coding,,,,,,,,,,
ENSG00000186468,protein_coding,,,,,,,,,,
ENSG00000186462,protein_coding,,,,,,,,,,
ENSG00000186458,protein_coding,,,,,,,,,,
ENSG00000186453,protein_coding,,,,,,,,,,
ENSG00000186452,protein_coding,,,,,,,,,,
ENSG00000186451,protein_coding,,,,,,,,,,
ENSG00000186448,protein_coding,,,,,,,,,,
ENSG00000186446,protein_coding,,,,,,,,,,
ENSG00000186442,protein_coding,,,,,,,,,,
ENSG00000186439,protein_coding,,,,,,,,,,
ENSG00000186432,protein_coding,,,,,,,,,,
ENSG00000186431,protein_coding,,,,,,,,,,
ENSG00000186417,protein_coding,,,,,,,,,,
ENSG00000186416,protein_coding,,,,,,,,,,
ENSG00000186409,protein_coding,,,,,,,,,,
ENSG00000186395,protein_coding,,,,,,,,,,
ENSG00000186377,protein_coding,,,,,,,,,,
ENSG00000186376,protein_coding,,,,,,,,,,
ENSG00000186369,transcribed_unitary_pseudogene,,,,,,,,,,
ENSG00000186364,protein_coding,,,,,,,,,,
ENSG00000186352,protein_coding,,,,,,,,,,
ENSG00000186350,protein_coding,,,,,,,,,,
ENSG00000186340,protein_coding,,,,,,,,,,
ENSG00000186329,protein_coding,,,,,,,,,,
ENSG00000186326,protein_coding,,,,,,,,,,
ENSG00000186318,protein_coding,,,,,,,,,,
ENSG00000186314,protein_coding,,,,,,,,,,
ENSG00000186312,transcribed_unprocessed_pseudogene,,,,,,,,,,
ENSG00000186310,protein_coding,,,,,,,,,,
ENSG00000186300,protein_coding,,,,,,,,,,
ENSG00000186298,protein_coding,,,,,,,,,,
ENSG00000186297,protein_coding,,,,,,,,,,
ENSG00000186283,protein_coding,,,,,,,,,,
ENSG00000186281,protein_coding,,,,,,,,,,
ENSG00000186280,protein_coding,,,,,,,,,,
ENSG00000186272,protein_coding,,,,,,,,,,
ENSG00000186265,protein_coding,,,,,,,,,,
ENSG00000186260,protein_coding,,,,,,,,,,
ENSG00000186231,protein_coding,,,,,,,,,,
ENSG00000186230,protein_coding,,,,,,,,,,
ENSG00000186226,protein_coding,,,,,,,,,,
ENSG00000186222,protein_coding,,,,,,,,,,
ENSG00000186205,protein_coding,,,,,,,,,,
ENSG00000186204,protein_coding,,,,,,,,,,
ENSG00000186198,protein_coding,,,,,,,,,,
ENSG00000186197,protein_coding,,,,,,,,,,
ENSG00000186193,protein_coding,,,,,,,,,,
ENSG00000186191,protein_coding,,,,,,,,,,
ENSG00000186188,protein_coding,,,,,,,,,,
ENSG00000186187,protein_coding,,,,,,,,,,
ENSG00000186185,protein_coding,,,,,,,,,,
ENSG00000186184,protein_coding,,,,,,,,,,
ENSG00000186174,protein_coding,,,,,,,,,,
ENSG00000186166,protein_coding,,,,,,,,,,
ENSG00000186162,transcribed_unprocessed_pseudogene,,,,,,,,,,
ENSG00000186160,protein_coding,,,,,,,,,,
ENSG00000186153,protein_coding,,,,,,,,,,
ENSG00000186150,protein_coding,,,,,,,,,,
ENSG00000186143,protein_coding,,,,,,,,,,
ENSG00000186141,protein_coding,,,,,,,,,,
ENSG00000186132,protein_coding,,,,,,,,,,
ENSG00000186130,protein_coding,,,,,,,,,,
ENSG00000186118,protein_coding,,,,,,,,,,
ENSG00000186115,protein_coding,,,,,,,,,,
ENSG00000186111,protein_coding,,,,,,,,,,
ENSG00000186104,protein_coding,,,,,,,,,,
ENSG00000186094,protein_coding,,,,,,,,,,
ENSG00000186088,protein_coding,,,,,,,,,,
ENSG00000186081,protein_coding,,,,,,,,,,
ENSG00000186075,protein_coding,,,,,,,,,,
ENSG00000186074,protein_coding,,,,,,,,,,
ENSG00000186073,protein_coding,,,,,,,,,,
ENSG00000186063,protein_coding,,,,,,,,,,
ENSG00000186056,antisense,,,,,,,,,,
ENSG00000186051,protein_coding,,,,,,,,,,
ENSG00000186049,protein_coding,,,,,,,,,,
ENSG00000186047,protein_coding,,,,,,,,,,
ENSG00000186026,protein_coding,,,,,,,,,,
ENSG00000186020,protein_coding,,,,,,,,,,
ENSG00000186017,protein_coding,,,,,,,,,,
ENSG00000186010,protein_coding,,,,,,,,,,
ENSG00000186009,protein_coding,,,,,,,,,,
ENSG00000186007,protein_coding,,,,,,,,,,
ENSG00000186001,protein_coding,,,,,,,,,,
ENSG00000185989,protein_coding,,,,,,,,,,
ENSG00000185988,protein_coding,,,,,,,,,,
ENSG00000185985,protein_coding,,,,,,,,,,
ENSG00000185974,protein_coding,,,,,,,,,,
ENSG00000185973,protein_coding,,,,,,,,,,
ENSG00000185972,protein_coding,,,,,,,,,,
ENSG00000185963,protein_coding,,,,,,,,,,
ENSG00000185960,protein_coding,,,,,,,,,,
ENSG00000185958,protein_coding,,,,,,,,,,
ENSG00000185955,protein_coding,,,,,,,,,,
ENSG00000185950,protein_coding,,,,,,,,,,
ENSG00000185947,protein_coding,,,,,,,,,,
ENSG00000185946,protein_coding,,,,,,,,,,
ENSG00000185942,protein_coding,,,,,,,,,,
ENSG00000185933,protein_coding,,,,,,,,,,
ENSG00000185924,protein_coding,,,,,,,,,,
ENSG00000185920,protein_coding,,,,,,,,,,
ENSG00000185917,protein_coding,,,,,,,,,,
ENSG00000185915,protein_coding,,,,,,,,,,
ENSG00000185909,protein_coding,,,,,,,,,,
ENSG00000185904,lincRNA,,,,,,,,,,
ENSG00000185900,protein_coding,,,,,,,,,,
ENSG00000185896,protein_coding,,,,,,,,,,
ENSG00000185885,protein_coding,,,,,,,,,,
ENSG00000185883,protein_coding,,,,,,,,,,
ENSG00000185880,protein_coding,,,,,,,,,,
ENSG00000185875,protein_coding,,,,,,,,,,
ENSG00000185873,protein_coding,,,,,,,,,,
ENSG00000185869,protein_coding,,,,,,,,,,
ENSG00000185862,protein_coding,,,,,,,,,,
ENSG00000185860,protein_coding,,,,,,,,,,
ENSG00000185847,lincRNA,,,,,,,,,,
ENSG00000185842,protein_coding,,,,,,,,,,
ENSG00000185838,protein_coding,,,,,,,,,,
ENSG00000185837,antisense,,,,,,,,,,
ENSG00000185825,protein_coding,,,,,,,,,,
ENSG00000185823,protein_coding,,,,,,,,,,
ENSG00000185818,protein_coding,,,,,,,,,,
ENSG00000185813,protein_coding,,,,,,,,,,
ENSG00000185811,protein_coding,,,,,,,,,,
ENSG00000185808,protein_coding,,,,,,,,,,
ENSG00000185803,protein_coding,,,,,,,,,,
ENSG00000185800,protein_coding,,,,,,,,,,
ENSG00000185798,protein_coding,,,,,,,,,,
ENSG00000185792,protein_coding,,,,,,,,,,
ENSG00000185787,protein_coding,,,,,,,,,,
ENSG00000185774,protein_coding,,,,,,,,,,
ENSG00000185761,protein_coding,,,,,,,,,,
ENSG00000185760,protein_coding,,,,,,,,,,
ENSG00000185753,protein_coding,,,,,,,,,,
ENSG00000185745,protein_coding,,,,,,,,,,
ENSG00000185742,protein_coding,,,,,,,,,,
ENSG00000185739,protein_coding,,,,,,,,,,
ENSG00000185737,protein_coding,,,,,,,,,,
ENSG00000185736,protein_coding,,,,,,,,,,
ENSG00000185730,protein_coding,,,,,,,,,,
ENSG00000185728,protein_coding,,,,,,,,,,
ENSG00000185722,protein_coding,,,,,,,,,,
ENSG00000185721,protein_coding,,,,,,,,,,
ENSG00000185716,protein_coding,,,,,,,,,,
ENSG00000185697,protein_coding,,,,,,,,,,
ENSG00000185689,protein_coding,,,,,,,,,,
ENSG00000185686,protein_coding,,,,,,,,,,
ENSG00000185684,transcribed_unprocessed_pseudogene,,,,,,,,,,
ENSG00000185681,protein_coding,,,,,,,,,,
ENSG00000185674,protein_coding,,,,,,,,,,
ENSG00000185670,protein_coding,,,,,,,,,,
ENSG00000185669,protein_coding,,,,,,,,,,
ENSG00000185668,protein_coding,,,,,,,,,,
ENSG00000185666,protein_coding,,,,,,,,,,
ENSG00000185664,protein_coding,,,,,,,,,,
ENSG00000185658,protein_coding,,,,,,,,,,
ENSG00000185652,protein_coding,,,,,,,,,,
ENSG00000185651,protein_coding,,,,,,,,,,
ENSG00000185650,protein_coding,,,,,,,,,,
ENSG00000185640,protein_coding,,,,,,,,,,
ENSG00000185634,protein_coding,,,,,,,,,,
ENSG00000185633,protein_coding,,,,,,,,,,
ENSG00000185630,protein_coding,,,,,,,,,,
ENSG00000185627,protein_coding,,,,,,,,,,
ENSG00000185624,protein_coding,,,,,,,,,,
ENSG00000185621,protein_coding,,,,,,,,,,
ENSG00000185619,protein_coding,,,,,,,,,,
ENSG00000185615,protein_coding,,,,,,,,,,
ENSG00000185614,protein_coding,,,,,,,,,,
ENSG00000185608,protein_coding,,,,,,,,,,
ENSG00000185594,protein_coding,,,,,,,,,,
ENSG00000185591,protein_coding,,,,,,,,,,
ENSG00000185585,protein_coding,,,,,,,,,,
ENSG00000185567,protein_coding,,,,,,,,,,
ENSG00000185565,protein_coding,,,,,,,,,,
ENSG00000185561,protein_coding,,,,,,,,,,
ENSG00000185559,protein_coding,,,,,,,,,,
ENSG00000185551,protein_coding,,,,,,,,,,
ENSG00000185532,protein_coding,,,,,,,,,,
ENSG00000185527,protein_coding,,,,,,,,,,
ENSG00000185523,protein_coding,,,,,,,,,,
ENSG00000185522,protein_coding,,,,,,,,,,
ENSG00000185519,protein_coding,,,,,,,,,,
ENSG00000185518,protein_coding,,,,,,,,,,
ENSG00000185515,protein_coding,,,,,,,,,,
ENSG00000185513,protein_coding,,,,,,,,,,
ENSG00000185507,protein_coding,,,,,,,,,,
ENSG00000185504,protein_coding,,,,,,,,,,
ENSG00000185499,protein_coding,,,,,,,,,,
ENSG00000185485,transcribed_unprocessed_pseudogene,,,,,,,,,,
ENSG00000185483,protein_coding,,,,,,,,,,
ENSG00000185482,protein_coding,,,,,,,,,,
ENSG00000185480,protein_coding,,,,,,,,,,
ENSG00000185479,protein_coding,,,,,,,,,,
ENSG00000185477,protein_coding,,,,,,,,,,
ENSG00000185475,protein_coding,,,,,,,,,,
ENSG00000185453,protein_coding,,,,,,,,,,
ENSG00000185448,protein_coding,,,,,,,,,,
ENSG00000185442,protein_coding,,,,,,,,,,
ENSG00000185437,protein_coding,,,,,,,,,,
ENSG00000185436,protein_coding,,,,,,,,,,
ENSG00000185433,lincRNA,,,,,,,,,,
ENSG00000185432,protein_coding,,,,,,,,,,
ENSG00000185420,protein_coding,,,,,,,,,,
ENSG00000185418,protein_coding,,,,,,,,,,
ENSG00000185414,protein_coding,,,,,,,,,,
ENSG00000185404,protein_coding,,,,,,,,,,
ENSG00000185386,protein_coding,,,,,,,,,,
ENSG00000185385,protein_coding,,,,,,,,,,
ENSG00000185379,protein_coding,,,,,,,,,,
ENSG00000185361,protein_coding,,,,,,,,,,
ENSG00000185359,protein_coding,,,,,,,,,,
ENSG00000185352,protein_coding,,,,,,,,,,
ENSG00000185347,protein_coding,,,,,,,,,,
ENSG00000185345,protein_coding,,,,,,,,,,
ENSG00000185344,protein_coding,,,,,,,,,,
ENSG00000185340,protein_coding,,,,,,,,,,
ENSG00000185339,protein_coding,,,,,,,,,,
ENSG00000185338,protein_coding,,,,,,,,,,
ENSG00000185332,protein_coding,,,,,,,,,,
ENSG00000185324,protein_coding,,,,,,,,,,
ENSG00000185313,protein_coding,,,,,,,,,,
ENSG00000185306,protein_coding,,,,,,,,,,
ENSG00000185305,protein_coding,,,,,,,,,,
ENSG00000185303,protein_coding,,,,,,,,,,
ENSG00000185298,protein_coding,,,,,,,,,,
ENSG00000185294,protein_coding,,,,,,,,,,
ENSG00000185291,protein_coding,,,,,,,,,,
ENSG00000185278,protein_coding,,,,,,,,,,
ENSG00000185274,protein_coding,,,,,,,,,,
ENSG00000185272,protein_coding,,,,,,,,,,
ENSG00000185269,protein_coding,,,,,,,,,,
ENSG00000185267,protein_coding,,,,,,,,,,
ENSG00000185264,protein_coding,,,,,,,,,,
ENSG00000185262,protein_coding,,,,,,,,,,
ENSG00000185261,protein_coding,,,,,,,,,,
ENSG00000185252,protein_coding,,,,,,,,,,
ENSG00000185250,protein_coding,,,,,,,,,,
ENSG00000185247,protein_coding,,,,,,,,,,
ENSG00000185246,protein_coding,,,,,,,,,,
ENSG00000185245,protein_coding,,,,,,,,,,
ENSG00000185238,protein_coding,,,,,,,,,,
ENSG00000185236,protein_coding,,,,,,,,,,
ENSG00000185231,protein_coding,,,,,,,,,,
ENSG00000185222,protein_coding,,,,,,,,,,
ENSG00000185220,protein_coding,,,,,,,,,,
ENSG00000185219,protein_coding,,,,,,,,,,
ENSG00000185215,protein_coding,,,,,,,,,,
ENSG00000185201,protein_coding,,,,,,,,,,
ENSG00000185189,protein_coding,,,,,,,,,,
ENSG00000185187,protein_coding,,,,,,,,,,
ENSG00000185186,lincRNA,,,,,,,,,,
ENSG00000185177,protein_coding,,,,,,,,,,
ENSG00000185168,lincRNA,,,,,,,,,,
ENSG00000185163,protein_coding,,,,,,,,,,
ENSG00000185158,protein_coding,,,,,,,,,,
ENSG00000185156,protein_coding,,,,,,,,,,
ENSG00000185155,protein_coding,,,,,,,,,,
ENSG00000185149,protein_coding,,,,,,,,,,
ENSG00000185133,protein_coding,,,,,,,,,,
ENSG00000185130,protein_coding,,,,,,,,,,
ENSG00000185129,protein_coding,,,,,,,,,,
ENSG00000185127,protein_coding,,,,,,,,,,
ENSG00000185122,protein_coding,,,,,,,,,,
ENSG00000185115,protein_coding,,,,,,,,,,
ENSG00000185112,protein_coding,,,,,,,,,,
ENSG00000185105,protein_coding,,,,,,,,,,
ENSG00000185104,protein_coding,,,,,,,,,,
ENSG00000185101,protein_coding,,,,,,,,,,
ENSG00000185100,protein_coding,,,,,,,,,,
ENSG00000185090,protein_coding,,,,,,,,,,
ENSG00000185088,protein_coding,,,,,,,,,,
ENSG00000185085,protein_coding,,,,,,,,,,
ENSG00000185070,protein_coding,,,,,,,,,,
ENSG00000185069,protein_coding,,,,,,,,,,
ENSG00000185056,protein_coding,,,,,,,,,,
ENSG00000185053,protein_coding,,,,,,,,,,
ENSG00000185052,protein_coding,,,,,,,,,,
ENSG00000185049,protein_coding,,,,,,,,,,
ENSG00000185046,protein_coding,,,,,,,,,,
ENSG00000185043,protein_coding,,,,,,,,,,
ENSG00000185038,protein_coding,,,,,,,,,,
ENSG00000185033,protein_coding,,,,,,,,,,
ENSG00000185024,protein_coding,,,,,,,,,,
ENSG00000185022,protein_coding,,,,,,,,,,
ENSG00000185019,protein_coding,,,,,,,,,,
ENSG00000185015,protein_coding,,,,,,,,,,
ENSG00000185013,protein_coding,,,,,,,,,,
ENSG00000185010,protein_coding,,,,,,,,,,
ENSG00000185009,protein_coding,,,,,,,,,,
ENSG00000185008,protein_coding,,,,,,,,,,
ENSG00000185002,protein_coding,,,,,,,,,,
ENSG00000185000,protein_coding,,,,,,,,,,
ENSG00000184995,protein_coding,,,,,,,,,,
ENSG00000184992,protein_coding,,,,,,,,,,
ENSG00000184991,lincRNA,,,,,,,,,,
ENSG00000184990,protein_coding,,,,,,,,,,
ENSG00000184988,protein_coding,,,,,,,,,,
ENSG00000184986,protein_coding,,,,,,,,,,
ENSG00000184985,protein_coding,,,,,,,,,,
ENSG00000184984,protein_coding,,,,,,,,,,
ENSG00000184983,protein_coding,,,,,,,,,,
ENSG00000184979,protein_coding,,,,,,,,,,
ENSG00000184967,protein_coding,,,,,,,,,,
ENSG00000184956,protein_coding,,,,,,,,,,
ENSG00000184939,protein_coding,,,,,,,,,,
ENSG00000184937,protein_coding,,,,,,,,,,
ENSG00000184933,protein_coding,,,,,,,,,,
ENSG00000184925,protein_coding,,,,,,,,,,
ENSG00000184924,protein_coding,,,,,,,,,,
ENSG00000184922,protein_coding,,,,,,,,,,
ENSG00000184916,protein_coding,,,,,,,,,,
ENSG00000184908,protein_coding,,,,,,,,,,
ENSG00000184905,protein_coding,,,,,,,,,,
ENSG00000184903,protein_coding,,,,,,,,,,
ENSG00000184900,protein_coding,,,,,,,,,,
ENSG00000184898,protein_coding,,,,,,,,,,
ENSG00000184897,protein_coding,,,,,,,,,,
ENSG00000184895,protein_coding,,,,,,,,,,
ENSG00000184887,protein_coding,,,,,,,,,,
ENSG00000184867,protein_coding,,,,,,,,,,
ENSG00000184863,protein_coding,,,,,,,,,,
ENSG00000184860,protein_coding,,,,,,,,,,
ENSG00000184857,protein_coding,,,,,,,,,,
ENSG00000184856,lincRNA,,,,,,,,,,
ENSG00000184845,protein_coding,,,,,,,,,,
ENSG00000184840,protein_coding,,,,,,,,,,
ENSG00000184838,protein_coding,,,,,,,,,,
ENSG00000184831,protein_coding,,,,,,,,,,
ENSG00000184828,protein_coding,,,,,,,,,,
ENSG00000184811,protein_coding,,,,,,,,,,
ENSG00000184809,antisense,,,,,,,,,,
ENSG00000184787,protein_coding,,,,,,,,,,
ENSG00000184786,protein_coding,,,,,,,,,,
ENSG00000184785,protein_coding,,,,,,,,,,
ENSG00000184774,transcribed_unitary_pseudogene,,,,,,,,,,
ENSG00000184752,protein_coding,,,,,,,,,,
ENSG00000184743,protein_coding,,,,,,,,,,
ENSG00000184735,protein_coding,,,,,,,,,,
ENSG00000184731,protein_coding,,,,,,,,,,
ENSG00000184730,protein_coding,,,,,,,,,,
ENSG00000184719,protein_coding,,,,,,,,,,
ENSG00000184708,protein_coding,,,,,,,,,,
ENSG00000184702,protein_coding,,,,,,,,,,
ENSG00000184698,protein_coding,,,,,,,,,,
ENSG00000184697,protein_coding,,,,,,,,,,
ENSG00000184678,protein_coding,,,,,,,,,,
ENSG00000184677,protein_coding,,,,,,,,,,
ENSG00000184675,protein_coding,,,,,,,,,,
ENSG00000184672,protein_coding,,,,,,,,,,
ENSG00000184669,transcribed_unprocessed_pseudogene,,,,,,,,,,
ENSG00000184661,protein_coding,,,,,,,,,,
ENSG00000184650,protein_coding,,,,,,,,,,
ENSG00000184647,protein_coding,,,,,,,,,,
ENSG00000184640,protein_coding,,,,,,,,,,
ENSG00000184635,protein_coding,,,,,,,,,,
ENSG00000184634,protein_coding,,,,,,,,,,
ENSG00000184619,protein_coding,,,,,,,,,,
ENSG00000184613,protein_coding,,,,,,,,,,
ENSG00000184611,protein_coding,,,,,,,,,,
ENSG00000184608,antisense,,,,,,,,,,
ENSG00000184602,protein_coding,,,,,,,,,,
ENSG00000184601,protein_coding,,,,,,,,,,
ENSG00000184588,protein_coding,,,,,,,,,,
ENSG00000184584,protein_coding,,,,,,,,,,
ENSG00000184575,protein_coding,,,,,,,,,,
ENSG00000184574,protein_coding,,,,,,,,,,
ENSG00000184564,protein_coding,,,,,,,,,,
ENSG00000184560,protein_coding,,,,,,,,,,
ENSG00000184557,protein_coding,,,,,,,,,,
ENSG00000184545,protein_coding,,,,,,,,,,
ENSG00000184544,protein_coding,,,,,,,,,,
ENSG00000184530,protein_coding,,,,,,,,,,
ENSG00000184524,protein_coding,,,,,,,,,,
ENSG00000184517,protein_coding,,,,,,,,,,
ENSG00000184515,protein_coding,,,,,,,,,,
ENSG00000184507,protein_coding,,,,,,,,,,
ENSG00000184502,protein_coding,,,,,,,,,,
ENSG00000184500,protein_coding,,,,,,,,,,
ENSG00000184497,protein_coding,,,,,,,,,,
ENSG00000184489,protein_coding,,,,,,,,,,
ENSG00000184486,protein_coding,,,,,,,,,,
ENSG00000184481,protein_coding,,,,,,,,,,
ENSG00000184470,protein_coding,,,,,,,,,,
ENSG00000184465,protein_coding,,,,,,,,,,
ENSG00000184459,protein_coding,,,,,,,,,,
ENSG00000184451,protein_coding,,,,,,,,,,
ENSG00000184445,protein_coding,,,,,,,,,,
ENSG00000184436,protein_coding,,,,,,,,,,
ENSG00000184434,protein_coding,,,,,,,,,,
ENSG00000184432,protein_coding,,,,,,,,,,
ENSG00000184428,protein_coding,,,,,,,,,,
ENSG00000184408,protein_coding,,,,,,,,,,
ENSG00000184402,protein_coding,,,,,,,,,,
ENSG00000184388,protein_coding,,,,,,,,,,
ENSG00000184385,NA,,,,,,,,,,
ENSG00000184384,protein_coding,,,,,,,,,,
ENSG00000184381,protein_coding,,,,,,,,,,
ENSG00000184378,protein_coding,,,,,,,,,,
ENSG00000184374,protein_coding,,,,,,,,,,
ENSG00000184371,protein_coding,,,,,,,,,,
ENSG00000184368,protein_coding,,,,,,,,,,
ENSG00000184363,protein_coding,,,,,,,,,,
ENSG00000184361,protein_coding,,,,,,,,,,
ENSG00000184357,protein_coding,,,,,,,,,,
ENSG00000184351,protein_coding,,,,,,,,,,
ENSG00000184349,protein_coding,,,,,,,,,,
ENSG00000184347,protein_coding,,,,,,,,,,
ENSG00000184345,protein_coding,,,,,,,,,,
ENSG00000184344,protein_coding,,,,,,,,,,
ENSG00000184343,protein_coding,,,,,,,,,,
ENSG00000184330,protein_coding,,,,,,,,,,
ENSG00000184321,unprocessed_pseudogene,,,,,,,,,,
ENSG00000184313,protein_coding,,,,,,,,,,
ENSG00000184307,protein_coding,,,,,,,,,,
ENSG00000184305,protein_coding,,,,,,,,,,
ENSG00000184304,protein_coding,,,,,,,,,,
ENSG00000184302,protein_coding,,,,,,,,,,
ENSG00000184293,protein_coding,,,,,,,,,,
ENSG00000184292,protein_coding,,,,,,,,,,
ENSG00000184281,protein_coding,,,,,,,,,,
ENSG00000184277,protein_coding,,,,,,,,,,
ENSG00000184276,protein_coding,,,,,,,,,,
ENSG00000184274,lincRNA,,,,,,,,,,
ENSG00000184271,protein_coding,,,,,,,,,,
ENSG00000184261,protein_coding,,,,,,,,,,
ENSG00000184258,protein_coding,,,,,,,,,,
ENSG00000184254,protein_coding,,,,,,,,,,
ENSG00000184232,protein_coding,,,,,,,,,,
ENSG00000184226,protein_coding,,,,,,,,,,
ENSG00000184224,lincRNA,,,,,,,,,,
ENSG00000184221,protein_coding,,,,,,,,,,
ENSG00000184220,protein_coding,,,,,,,,,,
ENSG00000184216,protein_coding,,,,,,,,,,
ENSG00000184209,protein_coding,,,,,,,,,,
ENSG00000184208,protein_coding,,,,,,,,,,
ENSG00000184207,protein_coding,,,,,,,,,,
ENSG00000184205,protein_coding,,,,,,,,,,
ENSG00000184203,protein_coding,,,,,,,,,,
ENSG00000184194,protein_coding,,,,,,,,,,
ENSG00000184185,protein_coding,,,,,,,,,,
ENSG00000184182,protein_coding,,,,,,,,,,
ENSG00000184178,protein_coding,,,,,,,,,,
ENSG00000184166,protein_coding,,,,,,,,,,
ENSG00000184164,protein_coding,,,,,,,,,,
ENSG00000184163,protein_coding,,,,,,,,,,
ENSG00000184162,protein_coding,,,,,,,,,,
ENSG00000184160,protein_coding,,,,,,,,,,
ENSG00000184156,protein_coding,,,,,,,,,,
ENSG00000184154,protein_coding,,,,,,,,,,
ENSG00000184148,protein_coding,,,,,,,,,,
ENSG00000184144,protein_coding,,,,,,,,,,
ENSG00000184117,protein_coding,,,,,,,,,,
ENSG00000184113,protein_coding,,,,,,,,,,
ENSG00000184108,protein_coding,,,,,,,,,,
ENSG00000184106,transcribed_unprocessed_pseudogene,,,,,,,,,,
ENSG00000184083,protein_coding,,,,,,,,,,
ENSG00000184076,protein_coding,,,,,,,,,,
ENSG00000184060,protein_coding,,,,,,,,,,
ENSG00000184058,protein_coding,,,,,,,,,,
ENSG00000184056,protein_coding,,,,,,,,,,
ENSG00000184029,lincRNA,,,,,,,,,,
ENSG00000184014,protein_coding,,,,,,,,,,
ENSG00000184012,protein_coding,,,,,,,,,,
ENSG00000184009,protein_coding,,,,,,,,,,
ENSG00000184007,protein_coding,,,,,,,,,,
ENSG00000184005,protein_coding,,,,,,,,,,
ENSG00000183979,protein_coding,,,,,,,,,,
ENSG00000183978,protein_coding,,,,,,,,,,
ENSG00000183977,protein_coding,,,,,,,,,,
ENSG00000183971,protein_coding,,,,,,,,,,
ENSG00000183963,protein_coding,,,,,,,,,,
ENSG00000183960,protein_coding,,,,,,,,,,
ENSG00000183955,protein_coding,,,,,,,,,,
ENSG00000183943,protein_coding,,,,,,,,,,
ENSG00000183935,transcribed_processed_pseudogene,,,,,,,,,,
ENSG00000183918,protein_coding,,,,,,,,,,
ENSG00000183914,protein_coding,,,,,,,,,,
ENSG00000183908,protein_coding,,,,,,,,,,
ENSG00000183891,protein_coding,,,,,,,,,,
ENSG00000183888,protein_coding,,,,,,,,,,
ENSG00000183878,protein_coding,,,,,,,,,,
ENSG00000183876,protein_coding,,,,,,,,,,
ENSG00000183873,protein_coding,,,,,,,,,,
ENSG00000183864,protein_coding,,,,,,,,,,
ENSG00000183856,protein_coding,,,,,,,,,,
ENSG00000183853,protein_coding,,,,,,,,,,
ENSG00000183844,protein_coding,,,,,,,,,,
ENSG00000183840,protein_coding,,,,,,,,,,
ENSG00000183837,protein_coding,,,,,,,,,,
ENSG00000183833,protein_coding,,,,,,,,,,
