probe_id	ensembl_gene_id
1567014_s_at	ENSG00000101266
212073_at	ENSG00000101266
233451_at	ENSG00000101276
228236_at	ENSG00000101276
216505_x_at	ENSG00000101278
221134_at	ENSG00000101280
237423_at	ENSG00000101282
233630_at	ENSG00000101290
212862_at	ENSG00000101290
212864_at	ENSG00000101290
228861_at	ENSG00000101290
228456_s_at	ENSG00000101290
234450_at	ENSG00000101292
1558561_at	ENSG00000101294
224615_x_at	ENSG00000101294
232209_x_at	ENSG00000101294
205104_at	ENSG00000101298
231792_at	ENSG00000101306
1554624_a_at	ENSG00000101307
206934_at	ENSG00000101307
201583_s_at	ENSG00000101310
210293_s_at	ENSG00000101310
201582_at	ENSG00000101310
229545_at	ENSG00000101311
218796_at	ENSG00000101311
60474_at	ENSG00000101311
220224_at	ENSG00000101323
206803_at	ENSG00000101327
231991_at	ENSG00000101331
203896_s_at	ENSG00000101333
203895_at	ENSG00000101333
201058_s_at	ENSG00000101335
244149_at	ENSG00000101335
208018_s_at	ENSG00000101336
212194_s_at	ENSG00000101337
212198_s_at	ENSG00000101337
233829_at	ENSG00000101342
219913_s_at	ENSG00000101343
210433_at	ENSG00000101346
212349_at	ENSG00000101346
1559883_s_at	ENSG00000101347
1559882_at	ENSG00000101347
204502_at	ENSG00000101347
235964_x_at	ENSG00000101347
234987_at	ENSG00000101347
235529_x_at	ENSG00000101347
213990_s_at	ENSG00000101349
210721_s_at	ENSG00000101349
203943_at	ENSG00000101350
225205_at	ENSG00000101350
232185_at	ENSG00000101353
236618_at	ENSG00000101353
200874_s_at	ENSG00000101361
200875_s_at	ENSG00000101361
224689_at	ENSG00000101363
210418_s_at	ENSG00000101365
210014_x_at	ENSG00000101365
201509_at	ENSG00000101365
200712_s_at	ENSG00000101367
200713_s_at	ENSG00000101367
209097_s_at	ENSG00000101384
209098_s_at	ENSG00000101384
209099_x_at	ENSG00000101384
216268_s_at	ENSG00000101384
218315_s_at	ENSG00000101391
203516_at	ENSG00000101400
207576_x_at	ENSG00000101405
212898_at	ENSG00000101407
2028_s_at	ENSG00000101412
204947_at	ENSG00000101412
225024_at	ENSG00000101413
219428_s_at	ENSG00000101417
224210_s_at	ENSG00000101417
238746_at	ENSG00000101417
225119_at	ENSG00000101421
225498_at	ENSG00000101421
205557_at	ENSG00000101425
230829_at	ENSG00000101435
240532_at	ENSG00000101438
201360_at	ENSG00000101439
237623_at	ENSG00000101439
230343_at	ENSG00000101439
214498_at	ENSG00000101440
206994_at	ENSG00000101441
222147_s_at	ENSG00000101442
219623_at	ENSG00000101442
203892_at	ENSG00000101443
1553089_a_at	ENSG00000101443
1552261_at	ENSG00000101443
200903_s_at	ENSG00000101444
212750_at	ENSG00000101445
41577_at	ENSG00000101445
215503_at	ENSG00000101446
225687_at	ENSG00000101447
206319_s_at	ENSG00000101448
206318_at	ENSG00000101448
234728_s_at	ENSG00000101452
218579_s_at	ENSG00000101452
234942_s_at	ENSG00000101457
224825_at	ENSG00000101457
232011_s_at	ENSG00000101460
227219_x_at	ENSG00000101460
224378_x_at	ENSG00000101460
219310_at	ENSG00000101463
225903_at	ENSG00000101464
205388_at	ENSG00000101470
236514_at	ENSG00000101473
204212_at	ENSG00000101473
206656_s_at	ENSG00000101474
223653_x_at	ENSG00000101489
223654_s_at	ENSG00000101489
231220_at	ENSG00000101489
238966_at	ENSG00000101489
203604_at	ENSG00000101493
210913_at	ENSG00000101542
203321_s_at	ENSG00000101544
203322_at	ENSG00000101544
243001_at	ENSG00000101546
219419_at	ENSG00000101546
201672_s_at	ENSG00000101557
201671_x_at	ENSG00000101557
226567_at	ENSG00000101557
242780_at	ENSG00000101558
208780_x_at	ENSG00000101558
225198_at	ENSG00000101558
228480_at	ENSG00000101558
239750_x_at	ENSG00000101558
219698_s_at	ENSG00000101574
232194_at	ENSG00000101574
202459_s_at	ENSG00000101577
202460_s_at	ENSG00000101577
1558747_at	ENSG00000101596
241620_at	ENSG00000101596
212577_at	ENSG00000101596
212569_at	ENSG00000101596
212579_at	ENSG00000101596
205610_at	ENSG00000101605
1555976_s_at	ENSG00000101608
1555977_at	ENSG00000101608
1555978_s_at	ENSG00000101608
201319_at	ENSG00000101608
219311_at	ENSG00000101624
52285_f_at	ENSG00000101624
206258_at	ENSG00000101638
217514_at	ENSG00000101638
236110_at	ENSG00000101638
218827_s_at	ENSG00000101639
202684_s_at	ENSG00000101654
202683_s_at	ENSG00000101654
204790_at	ENSG00000101665
219181_at	ENSG00000101670
222346_at	ENSG00000101680
227048_at	ENSG00000101680
207735_at	ENSG00000101695
235199_at	ENSG00000101695
216550_x_at	ENSG00000101745
212286_at	ENSG00000101745
212289_at	ENSG00000101745
206045_s_at	ENSG00000101746
238605_at	ENSG00000101746
219317_at	ENSG00000101751
238992_at	ENSG00000101751
224726_at	ENSG00000101752
224725_at	ENSG00000101752
224720_at	ENSG00000101752
224722_at	ENSG00000101752
203344_s_at	ENSG00000101773
202129_s_at	ENSG00000101782
202131_s_at	ENSG00000101782
202130_at	ENSG00000101782
204459_at	ENSG00000101811
238821_at	ENSG00000101811
234899_at	ENSG00000101812
209596_at	ENSG00000101825
234370_at	ENSG00000101842
243764_at	ENSG00000101842
1554577_a_at	ENSG00000101843
219485_s_at	ENSG00000101843
213115_at	ENSG00000101844
203770_s_at	ENSG00000101846
203768_s_at	ENSG00000101846
203767_s_at	ENSG00000101846
203769_s_at	ENSG00000101846
1570293_at	ENSG00000101849
201867_s_at	ENSG00000101849
201868_s_at	ENSG00000101849
201869_s_at	ENSG00000101849
213400_s_at	ENSG00000101849
206696_at	ENSG00000101850
201120_s_at	ENSG00000101856
201121_s_at	ENSG00000101856
204835_at	ENSG00000101868
203637_s_at	ENSG00000101871
203636_at	ENSG00000101871
223439_at	ENSG00000101882
228493_at	ENSG00000101882
1552724_at	ENSG00000101883
209629_s_at	ENSG00000101888
209628_at	ENSG00000101888
208053_at	ENSG00000101890
220556_at	ENSG00000101892
243737_at	ENSG00000101892
219015_s_at	ENSG00000101901
222808_at	ENSG00000101901
205584_at	ENSG00000101901
205583_s_at	ENSG00000101901
203401_at	ENSG00000101911
220832_at	ENSG00000101916
229560_at	ENSG00000101916
1557455_s_at	ENSG00000101928
218853_s_at	ENSG00000101928
236760_at	ENSG00000101935
1553219_a_at	ENSG00000101935
204976_s_at	ENSG00000101935
226421_at	ENSG00000101935
209763_at	ENSG00000101938
222138_s_at	ENSG00000101940
238782_at	ENSG00000101940
218619_s_at	ENSG00000101945
205564_at	ENSG00000101951
204955_at	ENSG00000101955
207462_at	ENSG00000101958
206536_s_at	ENSG00000101966
243026_x_at	ENSG00000101966
235222_x_at	ENSG00000101966
225859_at	ENSG00000101966
225858_s_at	ENSG00000101966
228363_at	ENSG00000101966
207983_s_at	ENSG00000101972
209023_s_at	ENSG00000101972
209022_at	ENSG00000101972
242690_at	ENSG00000101974
226785_at	ENSG00000101974
1555313_a_at	ENSG00000101977
217004_s_at	ENSG00000101977
208017_s_at	ENSG00000101977
207218_at	ENSG00000101981
205142_x_at	ENSG00000101986
206016_at	ENSG00000101997
214037_s_at	ENSG00000101997
208377_s_at	ENSG00000102001
213200_at	ENSG00000102003
201136_at	ENSG00000102007
206464_at	ENSG00000102010
220665_at	ENSG00000102021
201215_at	ENSG00000102024
203025_at	ENSG00000102030
206617_s_at	ENSG00000102032
203490_at	ENSG00000102034
31845_at	ENSG00000102034
215294_s_at	ENSG00000102038
203875_at	ENSG00000102038
203874_s_at	ENSG00000102038
221390_s_at	ENSG00000102043
220537_at	ENSG00000102043
205673_s_at	ENSG00000102048
234878_at	ENSG00000102053
229234_at	ENSG00000102053
201092_at	ENSG00000102054
207377_at	ENSG00000102055
206842_at	ENSG00000102057
211855_s_at	ENSG00000102078
204587_at	ENSG00000102078
203689_s_at	ENSG00000102081
215245_x_at	ENSG00000102081
204269_at	ENSG00000102096
206147_x_at	ENSG00000102098
207439_s_at	ENSG00000102100
209326_at	ENSG00000102100
207440_at	ENSG00000102100
214527_s_at	ENSG00000102103
207769_s_at	ENSG00000102103
210499_s_at	ENSG00000102103
216937_s_at	ENSG00000102104
207363_at	ENSG00000102104
218952_at	ENSG00000102109
209477_at	ENSG00000102119
203977_at	ENSG00000102125
37278_at	ENSG00000102125
217356_s_at	ENSG00000102144
200737_at	ENSG00000102144
200738_s_at	ENSG00000102144
227068_at	ENSG00000102144
1558365_at	ENSG00000102144
1555590_a_at	ENSG00000102145
210446_at	ENSG00000102145
221553_at	ENSG00000102158
224899_s_at	ENSG00000102158
210617_at	ENSG00000102174
239229_at	ENSG00000102174
221746_at	ENSG00000102178
1554758_a_at	ENSG00000102181
233825_s_at	ENSG00000102181
223041_at	ENSG00000102181
204840_s_at	ENSG00000102189
204841_s_at	ENSG00000102189
225885_at	ENSG00000102189
208311_at	ENSG00000102195
205191_at	ENSG00000102218
204866_at	ENSG00000102221
207239_s_at	ENSG00000102225
208824_x_at	ENSG00000102225
208823_s_at	ENSG00000102225
208723_at	ENSG00000102226
206751_s_at	ENSG00000102230
210456_at	ENSG00000102230
232553_at	ENSG00000102230
1552818_a_at	ENSG00000102239
207369_at	ENSG00000102239
202601_s_at	ENSG00000102241
202602_s_at	ENSG00000102241
205487_s_at	ENSG00000102243
215730_at	ENSG00000102243
215729_s_at	ENSG00000102243
207892_at	ENSG00000102245
201666_at	ENSG00000102265
1553027_a_at	ENSG00000102271
214591_at	ENSG00000102271
204537_s_at	ENSG00000102287
208366_at	ENSG00000102290
204819_at	ENSG00000102302
204571_x_at	ENSG00000102309
214225_at	ENSG00000102309
214224_s_at	ENSG00000102309
204572_s_at	ENSG00000102309
219483_s_at	ENSG00000102312
234894_at	ENSG00000102313
208682_s_at	ENSG00000102316
213627_at	ENSG00000102316
208319_s_at	ENSG00000102317
222026_at	ENSG00000102317
219930_at	ENSG00000102349
230986_at	ENSG00000102349
241417_at	ENSG00000102349
205499_at	ENSG00000102359
1557241_a_at	ENSG00000102359
229991_s_at	ENSG00000102359
1563513_at	ENSG00000102362
227703_s_at	ENSG00000102362
1552557_a_at	ENSG00000102383
1555046_at	ENSG00000102384
207590_s_at	ENSG00000102384
214804_at	ENSG00000102384
1569881_at	ENSG00000102385
207648_at	ENSG00000102385
1556627_at	ENSG00000102385
224380_s_at	ENSG00000102387
220325_at	ENSG00000102387
224177_s_at	ENSG00000102390
223294_at	ENSG00000102390
214430_at	ENSG00000102393
217858_s_at	ENSG00000102401
222444_at	ENSG00000102401
215440_s_at	ENSG00000102409
219471_at	ENSG00000102445
44790_s_at	ENSG00000102445
1554702_at	ENSG00000102452
242880_at	ENSG00000102452
228608_at	ENSG00000102452
221310_at	ENSG00000102466
231523_at	ENSG00000102466
230288_at	ENSG00000102466
230231_at	ENSG00000102466
233185_at	ENSG00000102466
211616_s_at	ENSG00000102468
207135_at	ENSG00000102468
244130_at	ENSG00000102468
224799_at	ENSG00000102471
224802_at	ENSG00000102471
224801_at	ENSG00000102471
223502_s_at	ENSG00000102524
223501_at	ENSG00000102524
241611_s_at	ENSG00000102531
215910_s_at	ENSG00000102531
202304_at	ENSG00000102531
221365_at	ENSG00000102539
233564_s_at	ENSG00000102543
223527_s_at	ENSG00000102543
233647_s_at	ENSG00000102543
221015_s_at	ENSG00000102543
225914_s_at	ENSG00000102547
221003_s_at	ENSG00000102547
225915_at	ENSG00000102547
209212_s_at	ENSG00000102554
209211_at	ENSG00000102554
215188_at	ENSG00000102572
208854_s_at	ENSG00000102572
208855_s_at	ENSG00000102572
1562425_at	ENSG00000102572
1562426_a_at	ENSG00000102572
204638_at	ENSG00000102575
208499_s_at	ENSG00000102580
235341_at	ENSG00000102580
1558080_s_at	ENSG00000102580
225284_at	ENSG00000102580
1555561_a_at	ENSG00000102595
235749_at	ENSG00000102595
1555560_at	ENSG00000102595
233945_at	ENSG00000102595
218801_at	ENSG00000102595
236416_at	ENSG00000102606
229642_at	ENSG00000102606
242999_at	ENSG00000102606
202547_s_at	ENSG00000102606
202548_s_at	ENSG00000102606
206404_at	ENSG00000102678
239178_at	ENSG00000102678
207302_at	ENSG00000102683
216682_s_at	ENSG00000102710
221774_x_at	ENSG00000102710
220408_x_at	ENSG00000102710
226330_s_at	ENSG00000102710
212604_at	ENSG00000102738
212603_at	ENSG00000102738
222705_s_at	ENSG00000102743
218653_at	ENSG00000102743
221503_s_at	ENSG00000102753
221502_at	ENSG00000102753
210287_s_at	ENSG00000102755
226498_at	ENSG00000102755
226497_s_at	ENSG00000102755
222033_s_at	ENSG00000102755
218723_s_at	ENSG00000102760
214231_s_at	ENSG00000102763
212946_at	ENSG00000102763
1553300_a_at	ENSG00000102780
240145_at	ENSG00000102780
235952_at	ENSG00000102780
227415_at	ENSG00000102780
223790_at	ENSG00000102781
227713_at	ENSG00000102781
1568695_s_at	ENSG00000102786
222239_s_at	ENSG00000102786
218819_at	ENSG00000102786
235283_at	ENSG00000102786
240287_at	ENSG00000102794
204800_s_at	ENSG00000102796
204801_s_at	ENSG00000102796
227058_at	ENSG00000102802
243133_at	ENSG00000102804
215111_s_at	ENSG00000102804
239123_at	ENSG00000102804
204084_s_at	ENSG00000102805
204085_s_at	ENSG00000102805
236446_at	ENSG00000102805
212768_s_at	ENSG00000102837
204885_s_at	ENSG00000102854
212576_at	ENSG00000102858
213196_at	ENSG00000102870
1729_at	ENSG00000102871
205641_s_at	ENSG00000102871
210977_s_at	ENSG00000102878
209083_at	ENSG00000102879
212046_x_at	ENSG00000102882
219722_s_at	ENSG00000102886
219411_at	ENSG00000102890
217395_at	ENSG00000102891
242248_at	ENSG00000102893
202738_s_at	ENSG00000102893
202739_s_at	ENSG00000102893
238601_at	ENSG00000102893
203897_at	ENSG00000102897
202397_at	ENSG00000102898
228379_at	ENSG00000102898
202188_at	ENSG00000102900
241758_at	ENSG00000102900
226788_at	ENSG00000102901
218148_at	ENSG00000102901
222220_s_at	ENSG00000102904
215092_s_at	ENSG00000102908
208003_s_at	ENSG00000102908
223098_s_at	ENSG00000102910
223099_s_at	ENSG00000102910
229663_at	ENSG00000102910
221834_at	ENSG00000102910
221833_at	ENSG00000102910
204601_at	ENSG00000102921
32069_at	ENSG00000102921
221867_at	ENSG00000102921
48612_at	ENSG00000102921
205747_at	ENSG00000102924
202092_s_at	ENSG00000102931
204519_s_at	ENSG00000102934
202091_at	ENSG00000102934
214761_at	ENSG00000102935
207861_at	ENSG00000102962
213632_at	ENSG00000102967
213631_x_at	ENSG00000102967
217647_at	ENSG00000102967
207900_at	ENSG00000102970
202521_at	ENSG00000102974
204617_s_at	ENSG00000102977
208996_s_at	ENSG00000102978
216282_x_at	ENSG00000102978
214263_x_at	ENSG00000102978
205245_at	ENSG00000102981
205494_at	ENSG00000102984
41397_at	ENSG00000102984
203365_s_at	ENSG00000102996
1554119_at	ENSG00000103005
1554016_a_at	ENSG00000103005
218060_s_at	ENSG00000103005
201633_s_at	ENSG00000103018
201634_s_at	ENSG00000103018
222890_at	ENSG00000103021
231287_s_at	ENSG00000103023
204862_s_at	ENSG00000103024
209159_s_at	ENSG00000103034
201705_at	ENSG00000103035
1554555_a_at	ENSG00000103037
219751_at	ENSG00000103037
222215_at	ENSG00000103042
56821_at	ENSG00000103042
218727_at	ENSG00000103042
228951_at	ENSG00000103042
216407_at	ENSG00000103043
218169_at	ENSG00000103043
223541_at	ENSG00000103044
1552980_at	ENSG00000103044
226467_at	ENSG00000103047
212189_s_at	ENSG00000103051
231732_at	ENSG00000103056
219695_at	ENSG00000103056
232057_at	ENSG00000103061
229153_at	ENSG00000103061
203578_s_at	ENSG00000103064
203579_s_at	ENSG00000103064
203580_s_at	ENSG00000103064
204458_at	ENSG00000103066
219395_at	ENSG00000103067
234963_s_at	ENSG00000103089
219429_at	ENSG00000103089
221981_s_at	ENSG00000103091
228295_at	ENSG00000103091
219586_at	ENSG00000103091
218505_at	ENSG00000103091
233557_s_at	ENSG00000103111
203644_s_at	ENSG00000103111
227116_at	ENSG00000103111
218447_at	ENSG00000103121
212849_at	ENSG00000103126
218537_at	ENSG00000103145
45714_at	ENSG00000103145
203289_s_at	ENSG00000103148
214273_x_at	ENSG00000103148
210672_s_at	ENSG00000103148
218869_at	ENSG00000103150
230530_at	ENSG00000103150
203686_at	ENSG00000103152
215005_at	ENSG00000103154
223248_at	ENSG00000103160
203937_s_at	ENSG00000103168
203938_s_at	ENSG00000103168
205090_s_at	ENSG00000103174
219478_at	ENSG00000103175
210169_at	ENSG00000103184
1556346_at	ENSG00000103187
224583_at	ENSG00000103187
221059_s_at	ENSG00000103187
209136_s_at	ENSG00000103194
209137_s_at	ENSG00000103194
1555809_at	ENSG00000103196
221541_at	ENSG00000103196
215624_at	ENSG00000103197
215735_s_at	ENSG00000103197
213639_s_at	ENSG00000103199
41113_at	ENSG00000103199
213641_at	ENSG00000103199
212739_s_at	ENSG00000103202
202805_s_at	ENSG00000103222
202804_at	ENSG00000103222
219135_s_at	ENSG00000103227
46142_at	ENSG00000103227
1569048_s_at	ENSG00000103227
219136_s_at	ENSG00000103227
205935_at	ENSG00000103241
218742_at	ENSG00000103245
244734_at	ENSG00000103248
1554494_at	ENSG00000103248
1554495_s_at	ENSG00000103248
230442_at	ENSG00000103248
218879_s_at	ENSG00000103248
222769_at	ENSG00000103248
38069_at	ENSG00000103249
209235_at	ENSG00000103249
221961_at	ENSG00000103249
223485_at	ENSG00000103253
219709_x_at	ENSG00000103254
201195_s_at	ENSG00000103257
219051_x_at	ENSG00000103260
232269_x_at	ENSG00000103260
228419_at	ENSG00000103260
224162_s_at	ENSG00000103264
222352_at	ENSG00000103264
217934_x_at	ENSG00000103266
233049_x_at	ENSG00000103266
227625_s_at	ENSG00000103266
207383_s_at	ENSG00000103269
203978_at	ENSG00000103274
1558088_a_at	ENSG00000103275
211008_s_at	ENSG00000103275
213535_s_at	ENSG00000103275
208760_at	ENSG00000103275
207933_at	ENSG00000103310
208262_x_at	ENSG00000103313
205489_at	ENSG00000103316
225545_at	ENSG00000103319
225546_at	ENSG00000103319
230295_at	ENSG00000103326
204275_at	ENSG00000103326
202771_at	ENSG00000103335
201912_s_at	ENSG00000103342
215438_x_at	ENSG00000103342
217595_at	ENSG00000103342
234975_at	ENSG00000103342
225276_at	ENSG00000103342
210291_s_at	ENSG00000103343
210290_at	ENSG00000103343
205252_at	ENSG00000103343
204576_s_at	ENSG00000103351
204577_s_at	ENSG00000103351
205687_at	ENSG00000103353
224878_at	ENSG00000103353
1552349_a_at	ENSG00000103355
1552348_at	ENSG00000103355
1555437_at	ENSG00000103356
1563796_s_at	ENSG00000103356
225993_at	ENSG00000103356
227374_at	ENSG00000103356
200085_s_at	ENSG00000103363
213877_x_at	ENSG00000103363
214190_x_at	ENSG00000103365
208915_s_at	ENSG00000103365
210658_s_at	ENSG00000103365
213772_s_at	ENSG00000103365
208913_at	ENSG00000103365
208914_at	ENSG00000103365
206784_at	ENSG00000103375
222686_s_at	ENSG00000103381
218610_s_at	ENSG00000103381
239135_at	ENSG00000103381
244441_at	ENSG00000103404
226035_at	ENSG00000103404
226033_at	ENSG00000103404
218120_s_at	ENSG00000103415
218121_at	ENSG00000103415
205963_s_at	ENSG00000103423
1554078_s_at	ENSG00000103423
218056_at	ENSG00000103429
206893_at	ENSG00000103449
229273_at	ENSG00000103449
215108_x_at	ENSG00000103460
214774_x_at	ENSG00000103460
216623_x_at	ENSG00000103460
243124_at	ENSG00000103472
212332_at	ENSG00000103479
212331_at	ENSG00000103479
204044_at	ENSG00000103485
242414_at	ENSG00000103485
232574_at	ENSG00000103489
213725_x_at	ENSG00000103489
221666_s_at	ENSG00000103490
241028_at	ENSG00000103494
213959_s_at	ENSG00000103494
207824_s_at	ENSG00000103495
212064_x_at	ENSG00000103495
229395_at	ENSG00000103496
203530_s_at	ENSG00000103496
236232_at	ENSG00000103496
201253_s_at	ENSG00000103502
202030_at	ENSG00000103507
221820_s_at	ENSG00000103510
214885_at	ENSG00000103510
221658_s_at	ENSG00000103522
219971_at	ENSG00000103522
237753_at	ENSG00000103522
205613_at	ENSG00000103528
229053_at	ENSG00000103528
236983_at	ENSG00000103534
240303_at	ENSG00000103534
240304_s_at	ENSG00000103534
222904_s_at	ENSG00000103534
219580_s_at	ENSG00000103534
1569353_at	ENSG00000103540
204662_at	ENSG00000103540
1558557_at	ENSG00000103544
203173_s_at	ENSG00000103544
210353_s_at	ENSG00000103546
215715_at	ENSG00000103546
239394_at	ENSG00000103546
206845_s_at	ENSG00000103549
239801_at	ENSG00000103549
213235_at	ENSG00000103550
213237_at	ENSG00000103550
229558_at	ENSG00000103550
205568_at	ENSG00000103569
202852_s_at	ENSG00000103591
202851_at	ENSG00000103591
1569610_at	ENSG00000103599
1569611_a_at	ENSG00000103599
239812_s_at	ENSG00000103599
239813_at	ENSG00000103599
224165_s_at	ENSG00000103599
220361_at	ENSG00000103599
1552486_s_at	ENSG00000103642
1552485_at	ENSG00000103642
226354_at	ENSG00000103642
209789_at	ENSG00000103647
202329_at	ENSG00000103653
240703_s_at	ENSG00000103657
240702_at	ENSG00000103657
218306_s_at	ENSG00000103657
203732_at	ENSG00000103671
235689_at	ENSG00000103707
219167_at	ENSG00000103710
1570032_at	ENSG00000103723
205678_at	ENSG00000103723
206465_at	ENSG00000103740
206466_at	ENSG00000103740
227870_at	ENSG00000103742
200863_s_at	ENSG00000103769
200864_s_at	ENSG00000103769
234998_at	ENSG00000103769
202295_s_at	ENSG00000103811
232734_at	ENSG00000103852
240716_at	ENSG00000103852
219838_at	ENSG00000103852
1552914_a_at	ENSG00000103855
1559583_at	ENSG00000103855
224859_at	ENSG00000103855
236481_at	ENSG00000103876
202862_at	ENSG00000103876
1554685_a_at	ENSG00000103888
212942_s_at	ENSG00000103888
218441_s_at	ENSG00000103932
217080_s_at	ENSG00000103942
1556097_at	ENSG00000103942
1556607_at	ENSG00000103966
1556608_a_at	ENSG00000103966
209536_s_at	ENSG00000103966
233660_at	ENSG00000103966
229074_at	ENSG00000103966
239472_at	ENSG00000103966
237097_at	ENSG00000103966
223772_s_at	ENSG00000103978
212202_s_at	ENSG00000103978
212204_at	ENSG00000103978
222407_s_at	ENSG00000103994
217781_s_at	ENSG00000103994
215170_s_at	ENSG00000103995
215882_at	ENSG00000103995
238535_at	ENSG00000103995
239413_at	ENSG00000103995
220416_at	ENSG00000104043
206498_at	ENSG00000104044
236649_at	ENSG00000104047
1555210_at	ENSG00000104047
219291_at	ENSG00000104047
229984_at	ENSG00000104047
232429_at	ENSG00000104047
207911_s_at	ENSG00000104055
213997_at	ENSG00000104059
206173_x_at	ENSG00000104064
204618_s_at	ENSG00000104064
214168_s_at	ENSG00000104067
202011_at	ENSG00000104067
226530_at	ENSG00000104081
215761_at	ENSG00000104093
212820_at	ENSG00000104093
219196_at	ENSG00000104112
219861_at	ENSG00000104129
208985_s_at	ENSG00000104131
208264_s_at	ENSG00000104131
241920_x_at	ENSG00000104133
232403_at	ENSG00000104133
203513_at	ENSG00000104133
241990_at	ENSG00000104140
1552276_a_at	ENSG00000104142
223346_at	ENSG00000104142
213599_at	ENSG00000104147
207362_at	ENSG00000104154
238845_at	ENSG00000104154
227193_at	ENSG00000104154
222826_at	ENSG00000104164
224883_at	ENSG00000104164
224892_at	ENSG00000104164
222771_s_at	ENSG00000104177
232676_x_at	ENSG00000104177
222772_at	ENSG00000104177
229464_at	ENSG00000104177
222153_at	ENSG00000104177
228792_at	ENSG00000104177
227627_at	ENSG00000104205
205226_at	ENSG00000104213
1554873_at	ENSG00000104218
220072_at	ENSG00000104218
221925_s_at	ENSG00000104218
227105_at	ENSG00000104218
222730_s_at	ENSG00000104219
222731_at	ENSG00000104219
244779_at	ENSG00000104219
218954_s_at	ENSG00000104221
218955_at	ENSG00000104221
227102_at	ENSG00000104228
218919_at	ENSG00000104231
224021_at	ENSG00000104237
209301_at	ENSG00000104267
219683_at	ENSG00000104290
239082_at	ENSG00000104290
227524_at	ENSG00000104290
227499_at	ENSG00000104290
203941_at	ENSG00000104299
209545_s_at	ENSG00000104312
209544_at	ENSG00000104312
1569736_at	ENSG00000104313
214608_s_at	ENSG00000104313
202905_x_at	ENSG00000104320
217299_s_at	ENSG00000104320
202906_s_at	ENSG00000104320
202907_s_at	ENSG00000104320
217590_s_at	ENSG00000104321
208349_at	ENSG00000104321
208454_s_at	ENSG00000104324
203501_at	ENSG00000104324
202447_at	ENSG00000104325
205625_s_at	ENSG00000104327
205626_s_at	ENSG00000104327
222655_s_at	ENSG00000104331
218516_s_at	ENSG00000104331
222654_at	ENSG00000104331
224744_at	ENSG00000104331
224743_at	ENSG00000104331
202035_s_at	ENSG00000104332
202036_s_at	ENSG00000104332
202037_s_at	ENSG00000104332
1554679_a_at	ENSG00000104341
208767_s_at	ENSG00000104341
208029_s_at	ENSG00000104341
214039_s_at	ENSG00000104341
222657_s_at	ENSG00000104343
218521_s_at	ENSG00000104343
222656_at	ENSG00000104343
241887_at	ENSG00000104343
1555217_at	ENSG00000104343
213449_at	ENSG00000104356
220128_s_at	ENSG00000104361
227001_at	ENSG00000104361
211027_s_at	ENSG00000104365
209342_s_at	ENSG00000104365
209341_s_at	ENSG00000104365
201860_s_at	ENSG00000104368
1553533_at	ENSG00000104369
229139_at	ENSG00000104369
206619_at	ENSG00000104371
211078_s_at	ENSG00000104375
204068_at	ENSG00000104375
221279_at	ENSG00000104381
226271_at	ENSG00000104381
226269_at	ENSG00000104381
208730_x_at	ENSG00000104388
208734_x_at	ENSG00000104388
208731_at	ENSG00000104388
208732_at	ENSG00000104388
208733_at	ENSG00000104388
235429_at	ENSG00000104408
236989_at	ENSG00000104408
208697_s_at	ENSG00000104408
203584_at	ENSG00000104412
239184_at	ENSG00000104412
219121_s_at	ENSG00000104413
225846_at	ENSG00000104413
211312_s_at	ENSG00000104415
206796_at	ENSG00000104415
235821_at	ENSG00000104415
229802_at	ENSG00000104415
200632_s_at	ENSG00000104419
205308_at	ENSG00000104427
241808_at	ENSG00000104427
206693_at	ENSG00000104432
203001_s_at	ENSG00000104435
203000_at	ENSG00000104435
218185_s_at	ENSG00000104442
222550_at	ENSG00000104442
234351_x_at	ENSG00000104447
224218_s_at	ENSG00000104447
222651_s_at	ENSG00000104447
218502_s_at	ENSG00000104447
210117_at	ENSG00000104450
231764_at	ENSG00000104472
211685_s_at	ENSG00000104490
219793_at	ENSG00000104497
229618_at	ENSG00000104497
208000_at	ENSG00000104499
208884_s_at	ENSG00000104517
208882_s_at	ENSG00000104517
208883_at	ENSG00000104517
218154_at	ENSG00000104518
201644_at	ENSG00000104522
36936_at	ENSG00000104522
218944_at	ENSG00000104524
203113_s_at	ENSG00000104529
214394_x_at	ENSG00000104529
208323_s_at	ENSG00000104537
213577_at	ENSG00000104549
213562_s_at	ENSG00000104549
209218_at	ENSG00000104549
219749_at	ENSG00000104611
1560172_at	ENSG00000104613
237504_at	ENSG00000104613
229632_s_at	ENSG00000104613
231852_at	ENSG00000104626
226416_at	ENSG00000104626
1555434_a_at	ENSG00000104635
212110_at	ENSG00000104635
1555433_at	ENSG00000104635
204837_at	ENSG00000104643
213278_at	ENSG00000104643
202595_s_at	ENSG00000104660
202594_at	ENSG00000104660
203261_at	ENSG00000104671
212866_at	ENSG00000104679
35156_at	ENSG00000104679
205770_at	ENSG00000104687
225609_at	ENSG00000104687
1552648_a_at	ENSG00000104689
231775_at	ENSG00000104689
241371_at	ENSG00000104689
215983_s_at	ENSG00000104691
201374_x_at	ENSG00000104695
201375_s_at	ENSG00000104695
227016_at	ENSG00000104714
1563315_s_at	ENSG00000104714
227017_at	ENSG00000104714
1556356_at	ENSG00000104714
1556357_s_at	ENSG00000104714
1558371_a_at	ENSG00000104714
236467_at	ENSG00000104714
205113_at	ENSG00000104722
