genesymbol	entrezgene	PC3_PROSTATE	VCAP_PROSTATE
C1orf131	128061	-0.268176478802665	0.249838586460977
C1orf133	574036	0.553404470292516	-0.202467614611827
C1orf135	79000	-0.367932510247501	-0.233958451415757
C1orf14	81626	NA	NA
C1orf141	400757	NA	NA
C1orf144	26099	-0.0926439784124794	-0.236297920927902
C1orf146	388649	NA	NA
C1orf150	148823	0.0203931425942811	-0.092519119084584
C1orf151	440574	0.312853117786704	0.203558490845018
C1orf152	767846	-0.202066750453847	-0.1272300122395
C1orf156	92342	0.0650237807733064	0.113958779992936
C1orf157	284573	NA	NA
C1orf158	93190	NA	NA
C1orf159	54991	0.347656012551648	0.0174326622144459
C1orf161	126868	-0.264134979504998	-0.0984466513878279
C1orf162	128346	0.333040899644315	-0.396311721169406
C1orf163	65260	-0.538756499667316	0.036644569851401
C1orf168	199920	-0.128823611556059	0.437508727831309
C1orf170	84808	0.260707919531449	0.109348842176167
C1orf172	126695	0.0392304722475501	0.276962632560356
C1orf173	127254	0.0940437171936223	-0.332285172133369
C1orf174	339448	-0.0783377280530981	-0.366378340192382
C1orf175	374977	0.461468575700075	-0.158014408109285
C1orf177	163747	0.310254072303408	-0.143596441509155
C1orf180	439927	NA	NA
C1orf182	128229	0.0521336980540017	0.18823693700354
C1orf183	55924	0.1805022302176	-0.0795436062988245
C1orf185	284546	NA	NA
C1orf186	440712	0.312268250408668	-0.240286847876981
C1orf187	374946	-0.326682931237011	-0.119764738740071
C1orf189	388701	NA	NA
C1orf190	541468	0.368645522725219	-0.179730073847721
C1orf192	257177	-0.209854029588375	-0.0188816875723897
C1orf194	127003	0.253009356235163	-0.0407649276719486
C1orf198	84886	0.0617511520737327	-0.348319738452566
C1orf200	644997	NA	NA
C1orf201	90529	0.133650410310752	0.454538883001881
C1orf203	84852	0.335544657745796	0.463873760647954
C1orf204	284677	0.363979726788076	-0.207797136449888
C1orf21	81563	0.0974904917978922	0.496455473685075
C1orf210	149466	0.0745985197598101	0.329774842488315
C1orf212	113444	0.460239697051841	-0.288357689116702
C1orf213	148898	0.344245381437032	0.129487337456977
C1orf216	127703	0.0673632502854514	-0.299710030639822
C1orf220	400798	0.250380738805786	-0.0571707862030443
C1orf223	374973	0.357477184422156	0.217565735971808
C1orf226	400793	-0.279558392271865	-0.11810213821599
C1orf227	149643	NA	NA
C1orf228	339541	0.388360153445542	0.024086350082555
C1orf229	388759	-0.0299383096347043	0.358600918373214
C1orf230	284485	NA	NA
C1orf25	81627	-0.0422468107477595	-0.142196702728012
C1orf26	54823	-0.192193006234752	0.322460714491075
C1orf27	54953	-0.111353162966066	0.388537585122025
C1orf31	388753	0.251603045910446	0.179779360424522
C1orf35	79169	0.233081150348703	0.129671340677033
C1orf38	9473	0.15448220343856	-0.445407723206585
C1orf43	25912	-0.358232911933102	0.23701093340562
C1orf49	84066	NA	NA
C1orf50	79078	0.234819323623878	0.192472296836623
C1orf51	148523	0.631743841231507	0.0810287751464222
C1orf52	148423	0.264558844065485	-0.0158522059850333
C1orf53	388722	0.190783410138249	0.26095763818724
C1orf54	79630	0.538654640741927	-0.184044292203685
C1orf55	163859	-0.333612623935205	-0.189331099008518
C1orf56	54964	0.342605781315459	0.246296524474893
C1orf57	84284	0.0951477365139604	0.233869735577515
C1orf58	148362	-0.331325726771647	-0.156171090136935
C1orf59	113802	-0.128409604310933	0.251083893968144
C1orf61	10485	0.306291431528623	0.0335000862515094
C1orf63	57035	0.257708009890173	0.160524737754339
C1orf64	149563	0.445644298775229	0.0472181834610677
C1orf65	164127	NA	NA
C1orf66	51093	0.260898494295079	0.394356686956307
C1orf68	100129271	NA	NA
C1orf69	200205	-0.44412955798155	-0.0666338089487995
C1orf70	339453	0.563064639345474	-0.121608056712421
C1orf74	148304	-0.107360950245201	-0.249848443776338
C1orf77	26097	0.0946581565177391	0.00269268997921749
C1orf83	127428	-0.183452853282075	-0.124998973196317
C1orf84	149469	-0.142692854267807	-0.199924427248905
C1orf85	112770	0.438349885408709	0.252956783886575
C1orf86	199990	0.316516753328898	0.154557776189655
C1orf87	127795	NA	NA
C1orf88	128344	0.39652858210733	0.363467146389348
C1orf89	79363	0.0528664251624403	0.302913658131874
C1orf9	51430	-0.467810115248445	0.101906569079245
C1orf91	56063	0.354881424710647	0.0389873251353327
C1orf92	149499	NA	NA
C1orf93	127281	0.114974083475032	0.207760992960234
C1orf94	84970	NA	NA
C1orf95	375057	0.152786745196612	-0.0895422098458152
C1orf96	126731	-0.218518609789957	-0.204061213928387
C1orf97	84791	0.208799296844838	0.215663274107297
C1QA	712	0.29631582838414	-0.414672613913601
C1QB	713	0.238972539162292	-0.436181276029473
C1QBP	708	-0.0412085068631558	0.288449690726731
C1QC	714	0.135529871772756	-0.437860305412488
C1QL1	10882	0.488001182877843	0.199875140672105
C1QL2	165257	NA	NA
C1QL3	389941	0.047461330573285	0.172215513771491
C1QL4	338761	NA	NA
C1QTNF1	114897	0.466499092305544	-0.139078505302414
C1QTNF2	114898	0.39530627500267	-0.206916549611047
C1QTNF3	114899	0.0354288342903144	0.268087762964423
C1QTNF4	114900	0.643464189194739	-0.104995194558762
C1QTNF6	114904	0.292747480223761	-0.224525000616082
C1QTNF7	114905	0.168597879034312	-0.180991810213822
C1QTNF8	390664	NA	NA
C1QTNF9	338872	0.0359611293197631	0.265557718688648
C1QTNF9B	387911	0.2715575379712	0.358840779713645
C1R	715	0.225530446782819	-0.401565670256372
C1RL	51279	0.270032939862162	-0.269842365098532
C1S	716	0.198330827932346	-0.360477094063432
C2	717	0.539282223153191	0.288111256232698
C20orf103	24141	0.244578065830438	-0.506404790655265
C20orf106	200232	NA	NA
C20orf107	388799	0.529477480141617	-0.024168494377223
C20orf108	116151	0.130137920270748	0.485885145847195
C20orf11	54994	-0.409599382274904	0.129628625643806
C20orf111	51526	0.117053977016026	-0.0131053007713349
C20orf112	140688	-0.00139481012346287	-0.230344102450364
C20orf114	92747	0.403379416282642	-0.277110492290758
C20orf117	140710	-0.298146003269343	0.0991530923219728
C20orf118	140711	0.222379391639354	-0.312583684500193
C20orf12	55184	-0.385202526758504	0.203781923326515
C20orf123	128506	NA	NA
C20orf132	140699	0.55222816399287	0.263244535350797
C20orf134	170487	0.0786433048292631	0.274633020363571
C20orf135	140701	0.307405308164321	0.249230718680434
C20orf141	128653	NA	NA
C20orf144	128864	NA	NA
C20orf151	140893	0.205401808817369	0.379813861028282
C20orf152	140894	0.315987744071236	0.260734205705743
C20orf160	140706	0.423879346459992	-0.203693207488274
C20orf165	128497	0.0631640339420226	-0.110199857068927
C20orf166	128826	NA	NA
C20orf173	140873	NA	NA
C20orf177	63939	-0.200584867378036	0.116564397019805
C20orf185	359710	NA	NA
C20orf186	149954	NA	NA
C20orf191	149934	NA	NA
C20orf194	25943	0.162742633710376	-0.149859122534644
C20orf195	79025	0.293634638606176	-0.256761707615598
C20orf196	149840	0.242156452023625	0.422505893853142
C20orf197	284756	0.013680310834011	-0.237861948298381
C20orf199	441951	0.126641859089677	0.181004953300968
C20orf20	55257	0.205487238883823	-0.0669032422353106
C20orf200	253868	0.516984975808505	0.0252363702079072
C20orf201	198437	NA	NA
C20orf202	400831	0.342947501581278	-0.186817483591677
C20orf203	284805	0.356452023624699	0.0502805227662913
C20orf24	55969	0.146951214503397	0.0189474030081241
C20orf26	26074	0.00623146619351553	0.146313774776773
C20orf27	54976	0.342027485480996	-0.085993576316157
C20orf29	55317	0.226292745837338	0.302966230480462
C20orf3	57136	-0.0626317389125738	0.239718409357878
C20orf30	29058	0.0768197014876332	0.440199774924633
C20orf4	25980	0.411252125483625	0.160892744194452
C20orf43	51507	0.541552691457815	0.0704781619392625
C20orf46	55321	0.431446478884809	0.318777364318161
C20orf54	113278	0.234372458660884	0.254747529510338
C20orf56	140828	0.386244116414894	0.0991399492348259
C20orf7	79133	0.330836146775426	0.0930908433754734
C20orf70	140683	NA	NA
C20orf71	128861	NA	NA
C20orf72	92667	-0.368109941923984	0.0217633094293436
C20orf79	140856	NA	NA
C20orf85	128602	NA	NA
C20orf94	128710	-0.331220582074472	-0.0385930325209263
C20orf96	140680	0.120523752022803	0.268590486047792
C21orf119	84996	0.331066150800496	0.189577531892522
C21orf121	150142	NA	NA
C21orf122	728039	0.297833854949605	0.290312723329801
C21orf125	284836	0.149520688040612	-0.188621372302587
C21orf128	150147	NA	NA
C21orf129	150135	NA	NA
C21orf130	284835	0.407756064302554	-0.313135694160362
C21orf131	387486	NA	NA
C21orf15	54094	0.493971430214314	0.054105161126034
C21orf2	755	0.44350854711386	0.228504070249801
C21orf29	54084	0.27905238341671	-0.249280005257235
C21orf33	8209	0.125514839366832	0.294255649473866
C21orf34	388815	0.280846414812259	-0.0261301001338952
C21orf45	54069	-0.424704075178459	0.140688533477907
C21orf49	54067	0.394507832458497	0.243497046912607
C21orf54	728409	NA	NA
C21orf56	84221	0.448604779155064	0.330326852148484
C21orf57	54059	0.266063727543803	0.171742362634203
C21orf58	54058	-0.105198912409539	0.11524680253333
C21orf59	56683	0.0933208474005438	0.241137862769741
C21orf62	56245	0.345697692566763	0.153595045056146
C21orf63	59271	0.567753435685124	-0.210176035223474
C21orf67	84536	0.290394867624469	0.297912713472486
C21orf7	56911	0.45222569966403	-0.0655297896284614
C21orf70	85395	0.315678881523284	0.106726796290364
C21orf71	282566	0.587589639961556	0.190901697922571
C21orf81	391267	0.229394514404002	0.404601723387302
C21orf82	114036	0.416581647321685	-0.255913978494624
C21orf84	114038	NA	NA
C21orf88	114041	0.154104339683087	-0.310638507602454
C21orf90	114043	NA	NA
C21orf91	54149	-0.024286782161545	-0.325040045343651
C21orf94	246705	NA	NA
C21orf96	80215	NA	NA
C21orf99	149992	NA	NA
C22orf13	83606	0.252914068853348	0.371274140154596
C22orf15	150248	0.363753008534792	-0.300258754528204
C22orf23	84645	0.250272308336824	-0.0525838487887824
C22orf24	25775	0.226161314965869	-0.390617478663019
C22orf25	128989	0.601219021332873	-0.284920771827793
C22orf26	55267	0.361669829222011	-0.203111625882024
C22orf27	150291	0.203029481587356	0.317308624329497
C22orf28	51493	0.123333086900449	0.19391803642278
C22orf29	79680	-0.408656365772115	0.125935418155532
C22orf30	253143	-0.396827587339921	-0.0456771564930958
C22orf31	25770	0.581816538932289	-0.0531490015360983
C22orf32	91689	0.280580267297535	0.297028840861858
C22orf33	339669	NA	NA
C22orf34	348645	0.0602068393339741	-0.330829575231852
C22orf36	388886	0.402492257900228	0.187566639559049
C22orf39	128977	0.44006177250959	0.277580357656259
C22orf40	150383	0.370873275996616	0.134461995942072
C22orf41	644186	0.213126658287949	0.121322194566976
C22orf42	150297	NA	NA
C22orf43	51233	0.459470826453749	-0.0662033728447391
C22orf45	646023	0.175576858309306	-0.0798130395853356
C22orf46	79640	0.325224048563707	0.424667931688805
C22orf9	23313	0.427552839317545	-0.215495699746174
C2CD2	25966	0.101459704116251	-0.189078094580941
C2CD2L	9854	-0.128087598675834	0.297225987169061
C2CD3	26005	-0.363979726788076	-0.0570754988212294
C2CD4A	145741	0.281825574804702	-0.480752770316338
C2CD4B	388125	0.444165701471204	-0.313359126641859
C2CD4C	126567	0.0350739709373485	-0.278602232681929
C2CD4D	100191040	0.21339609157446	0.288324831398835
C2orf14	100132708	-0.108865833723519	0.284335904449756
C2orf15	150590	-0.547536081881433	0.0789225954311343
C2orf16	84226	-0.47234448031412	0.191506279931327
C2orf18	54978	0.146047627262049	0.201074447374258
C2orf24	27013	0.284749911694883	0.370156977747111
C2orf27A	29798	0.484623409481095	-0.057561793045664
C2orf27B	408029	NA	NA
C2orf28	51374	0.474476946203702	0.114780222939616
C2orf29	55571	-0.176970025546876	0.188713373912615
C2orf3	6936	-0.337295974108118	0.41526405283521
C2orf34	79823	0.00242654246449313	0.215091549816408
C2orf39	92749	NA	NA
C2orf40	84417	0.442013520950902	-0.204616509360342
C2orf42	54980	0.499254951247361	-0.123806238037737
C2orf43	60526	0.282039149970839	0.122426213887314
C2orf44	80304	-0.462746740925109	0.195271774398909
C2orf47	79568	-0.0615112907333021	0.170759916869974
C2orf48	348738	NA	NA
C2orf49	79074	-0.419982421120941	-0.214404823512983
C2orf50	130813	0.319644808069856	-0.150328987900145
C2orf51	200523	NA	NA
C2orf52	151477	-0.304740547245291	0.343180791378135
C2orf53	339779	NA	NA
C2orf54	79919	0.392730229921881	-0.290342295275882
C2orf55	343990	0.556621240871715	-0.301122912508112
C2orf56	55471	0.284493621495519	-0.165312107247591
C2orf57	165100	NA	NA
C2orf58	285154	0.552763744794105	0.304779976506732
C2orf60	129450	-0.366894206362897	-0.106618365821402
C2orf61	285051	NA	NA
C2orf62	375307	0.376222512465397	0.146974214905904
C2orf63	130162	0.0817516449395007	0.149264397841248
C2orf64	493753	0.0924435463334894	0.342444778497909
C2orf65	130951	0.306018712470325	-0.361252536205098
C2orf66	401027	NA	NA
C2orf67	151050	0.0355142643567691	0.15284917486056
C2orf68	388969	0.0589779606857406	0.340187453280432
C2orf69	205327	-0.477220565645613	-0.0245200719584021
C2orf7	84279	0.318941652907497	0.246000805014088
C2orf70	339778	0.284726911292376	-0.135792733515694
C2orf71	388939	NA	NA
C2orf72	257407	0.0628946006555115	0.550838282527087
C2orf73	129852	0.5366076049188	0.00238382743126576
C2orf74	339804	0.463854046017234	0.217605165233249
C2orf76	130355	-0.00842636174704486	0.339366010333752
C2orf77	129881	0.0291825821237586	-0.385218955617438
C2orf78	388960	NA	NA
C2orf79	391356	0.141891125951847	0.348668030261958
C2orf80	389073	NA	NA
C2orf81	388963	0.343088789768107	0.213284375333711
C2orf82	389084	0.37397504456328	0.207691991752713
C2orf83	56918	NA	NA
C2orf84	653140	0.45487074595234	-0.0952364523522019
C2orf85	285093	NA	NA
C2orf86	51057	-0.421743594798623	0.037949021250729
C2orf88	84281	0.411498558367629	0.0542365919975028
C2orf89	129293	0.283346887141954	-0.446705603062339
C3	718	0.150148270451876	-0.429445443866696
C3AR1	719	0.0754133911629168	-0.39818132531605
C3orf1	51300	0.0315220516359036	0.169678897952143
C3orf10	55845	0.251672047117967	0.137675480749485
C3orf14	57415	0.172412660078694	0.454302307433237
C3orf15	89876	0.102695154308058	0.347846587315278
C3orf16	389161	NA	NA
C3orf17	25871	-0.481475640109416	-0.138253776583947
C3orf18	51161	0.508780403657064	0.0072336265884653
C3orf19	51244	0.375604787369493	-0.0422730969220533
C3orf20	84077	NA	NA
C3orf21	152002	-0.223095689888859	0.00599817639665837
C3orf22	152065	NA	NA
C3orf23	285343	-0.0414713686060935	0.465930653786441
C3orf24	115795	NA	NA
C3orf26	84319	-0.0903307950746281	0.239383260635633
C3orf27	23434	NA	NA
C3orf30	152405	NA	NA
C3orf31	132001	0.0983710786367333	0.0187568282444943
C3orf32	51066	0.444582994488118	0.129152188734731
C3orf33	285315	0.157074677378283	0.297219415625488
C3orf34	84984	0.107597525813845	-0.215334696928625
C3orf35	339883	0.222175673788577	0.124262960316091
C3orf36	80111	0.254468238908467	-0.293125343979234
C3orf37	56941	0.108037819233265	-0.331194295900178
C3orf38	285237	-0.386927556946532	-0.151485579569071
C3orf39	84892	0.358111338376993	0.328969828400568
C3orf42	84657	0.141937126756861	0.104472756844673
C3orf43	255798	NA	NA
C3orf45	132228	0.568913313125837	0.0577293674067868
C3orf47	339942	0.35752318522717	0.0537601550884283
C3orf48	151649	NA	NA
C3orf49	132200	NA	NA
C3orf50	93556	NA	NA
C3orf51	711	NA	NA
C3orf52	79669	-0.0148763317643773	-0.669756935032077
C3orf54	389119	0.568594593262525	-0.0947895873892079
C3orf55	152078	0.543527440301634	-0.00539359438790179
C3orf57	165679	0.319802525115618	-0.249648011697348
C3orf58	205428	0.11666954171698	-0.334374922989724
C3orf59	151963	0.159788724874114	-0.331299440597353
C3orf62	375341	0.124644109843351	0.396183576069724
C3orf63	23272	-0.393508957835334	-0.19795624994866
C3orf64	285203	0.258003729350978	-0.202796191790499
C3orf65	646600	NA	NA
C3orf66	677779	NA	NA
C3orf67	200844	-0.429074151654797	-0.152100018893188
C3orf70	285382	0.300508473183995	-0.040912787402351
C3orf71	646450	0.300354041910019	0.267874187798286
C3orf72	401089	-0.208434576176512	-0.213629381371317
C3orf74	100128378	NA	NA
C3orf75	54859	0.26097735281796	0.351894658156518
C3orf77	375337	NA	NA
C3orf79	152118	NA	NA
C3P1	388503	NA	NA
C4A	720	0.158030836968218	-0.556930103419667
C4BPA	722	NA	NA
C4BPB	725	NA	NA
C4orf10	317648	0.581497819068977	0.187162489629283
C4orf11	439934	NA	NA
C4orf12	404201	-0.104968908384468	-0.108218536681535
C4orf14	84273	-0.433983094704157	0.293973073100208
C4orf17	84103	NA	NA
C4orf19	55286	0.200042715033227	-0.315961457896942
C4orf21	55345	-0.457555221502091	0.0720159031354477
C4orf22	255119	NA	NA
C4orf23	152992	0.231970559484791	0.322592145362544
C4orf26	152816	NA	NA
C4orf27	54969	0.0881490426082456	0.0896276399122699
C4orf29	80167	-0.301083483246671	-0.109122123922883
C4orf3	401152	0.482674946811569	-0.239521263050675
C4orf31	79625	0.125780986881556	-0.195774497482277
C4orf32	132720	-0.277287923967241	-0.225678306513221
C4orf33	132321	0.206745689478137	-0.204935229223654
C4orf34	201895	-0.379317709488488	0.158375843005824
C4orf35	85438	NA	NA
C4orf36	132989	0.0215661631221404	-0.200351577581179
C4orf37	285555	NA	NA
C4orf38	152641	0.439710194928411	-0.12277121992492
C4orf39	152756	-0.00718434001166449	0.478380443086325
C4orf40	401137	NA	NA
C4orf41	60684	-0.476546982429335	0.105080624625217
C4orf42	92070	-0.461853010999121	0.161319894526726
C4orf43	55319	-0.417807240198132	0.224771433500086
C4orf44	345222	0.442880964702597	-0.186321332051882
C4orf45	152940	NA	NA
C4orf46	201725	-0.539108077248495	-0.00602774834273886
C4orf47	441054	0.122672646771319	0.15609551738584
C4orf48	401115	0.35728332388674	-0.0360531309297913
C4orf49	84709	0.512946762282626	-0.0368811454200449
C4orf50	389197	NA	NA
C4orf51	646603	NA	NA
C4orf52	389203	0.275227745056967	0.134241849232362
C4orf6	10141	NA	NA
C4orf7	260436	NA	NA
C5	727	-0.0933931343798517	0.0224073206995408
C5AR1	728	0.0578936559961228	-0.460272554769708
C5orf13	9315	0.216586575979365	-0.18880866129443
C5orf15	56951	-0.439739766874492	-0.101173841970806
C5orf20	140947	0.119403303843532	-0.438425458159804
C5orf22	55322	-0.535848591636068	0.0504218109531203
C5orf23	79614	0.365616041137863	0.371428571428571
C5orf24	134553	-0.439204186073256	0.0398087680820129
C5orf25	375484	0.0460320198460616	-0.119189728677395
C5orf27	202299	0.540852822067243	0.0988770874918883
C5orf28	64417	-0.435714696435759	0.213678667948118
C5orf30	90355	-0.571118065994726	-0.0315844812998513
C5orf32	84418	0.507751957087821	-0.144056449559296
C5orf33	133686	-0.580278797736103	0.149024536500817
C5orf34	375444	0.180620518001922	-0.1024125779344
C5orf35	133383	-0.078574303621742	0.416883938326064
C5orf36	285600	-0.155191930144492	-0.165735971808078
C5orf38	153571	0.246312953333826	0.26324124957901
C5orf39	389289	0.436861430789325	-0.246891249168289
C5orf4	10826	0.349620904080107	-0.13457371218282
C5orf40	408263	NA	NA
C5orf41	153222	-0.122718647576333	-0.158277269852222
C5orf42	65250	-0.301346344989609	-0.0808809154160198
C5orf43	643155	-0.0756433951879872	0.305841280793842
C5orf44	80006	-0.185733178902059	0.245031502337005
C5orf45	51149	0.475676252905854	-0.0838676819701488
C5orf46	389336	0.391820071136959	-0.390308616115068
C5orf47	133491	NA	NA
C5orf48	389320	NA	NA
C5orf49	134121	0.175606430255387	0.1504144179666
C5orf51	285636	-0.357671044957572	0.135549586403476
C5orf52	100190949	NA	NA
C5orf53	492311	0.15977229601518	0.102330433639732
C5orf54	63920	-0.0103222520679826	0.481357352325094
C5orf55	116349	0.185766036619927	0.206670116727043
C5orf56	441108	0.38087845108718	-0.308151178359907
C5orf58	133874	0.14901139341367	-0.343292507618883
C5orf60	285679	NA	NA
C5orf62	85027	0.313759990799839	-0.280678840451137
C6	729	0.320630539605872	-0.227308049319435
C6orf1	221491	0.377576250441526	0.0494032216992369
C6orf10	10665	NA	NA
C6orf103	79747	NA	NA
C6orf105	84830	0.150489990717695	0.247584547015287
C6orf106	64771	0.38595825426945	-0.0257489506066356
C6orf108	10591	0.234227884702268	0.260842636174705
C6orf114	85411	0.442522815577844	-0.272007688705981
C6orf115	58527	-0.109913994923483	-0.238141238900252
C6orf118	168090	-0.202641760516523	-0.28272916204605
C6orf120	387263	-0.469469430000739	0.146211915851385
C6orf122	401288	0.391724783755144	-0.422887043380402
C6orf123	26238	0.452797423954919	-0.00511101801424382
C6orf124	653483	0.00448014983119348	0.34248420775935
C6orf125	84300	0.218081602142323	0.25368293945144
C6orf126	389383	NA	NA
C6orf127	340204	NA	NA
C6orf129	154467	0.269405357450898	0.192567584218438
C6orf130	221443	0.302134930218422	0.270578377978758
C6orf132	647024	0.0378701627278477	0.337627837058577
C6orf134	79969	0.0745788051290898	0.317758775064278
C6orf136	221545	0.167986725481982	0.211579059776403
C6orf138	442213	0.434137525978133	0.305831423478482
C6orf141	135398	0.485172133369477	-0.270213657310432
C6orf142	90523	0.262538094416652	0.229351799370775
C6orf145	221749	0.455521328766111	-0.28233815520343
C6orf146	222826	NA	NA
C6orf147	387097	0.55406162464986	0.220470358231269
C6orf15	29113	NA	NA
C6orf150	115004	5.75010062676097e-05	-0.315922028635501
C6orf153	88745	0.176575732932469	0.0223744629816736
C6orf154	221424	0.207162982495051	0.0890493440778071
C6orf155	79940	-0.214010530898576	0.43577384032792
C6orf162	57150	0.344817105727922	0.364761740473315
C6orf163	206412	0.330047561546613	0.0804373362248125
C6orf164	63914	0.328062955387434	0.239314259428111
C6orf165	154313	0.242458743028003	0.0547327435372976
C6orf167	253714	-0.384016363143498	0.0277894148861891
C6orf168	84553	0.158096552403953	0.357615186837198
C6orf170	221322	-0.452774423552412	0.0507503881317923
C6orf174	387104	0.19024125779344	-0.228195207701849
C6orf176	90632	NA	NA
C6orf182	285753	-0.411439414475468	-0.336145953982766
C6orf186	728464	0.133367833937094	-0.135211151909444
C6orf191	253582	NA	NA
C6orf192	116843	0.125511553595045	-0.237907949103395
C6orf195	154386	NA	NA
C6orf201	404220	-0.318912080961417	0.256735421441304
C6orf203	51250	0.10425589590675	0.0971389142167131
C6orf204	387119	-0.0642614817187872	-0.232348423240264
C6orf208	80069	0.232617856526775	-0.173710539934449
C6orf211	79624	-0.33760483665607	0.00329070044440063
C6orf217	100131814	0.10424603859139	0.546941357188036
C6orf218	221718	NA	NA
C6orf221	154288	NA	NA
C6orf222	389384	0.0388887519817311	-0.453211431200046
C6orf223	221416	NA	NA
C6orf225	619208	0.646743389437887	-0.0306513221124227
C6orf226	441150	0.383293493350419	0.1378200547081
C6orf227	401253	NA	NA
C6orf25	80739	NA	NA
C6orf26	401251	0.374349622546966	0.151531580374085
C6orf27	80737	0.160652882854021	-0.270348373953687
C6orf35	729515	0.505300771334927	0.327681805860174
C6orf41	100133205	0.300475615466128	0.0622933044185416
C6orf47	57827	0.512230464033121	-0.0539343009931245
C6orf48	50854	0.110170285122847	0.142137558835851
C6orf52	347744	0.299795460706277	0.0343839588621372
C6orf57	135154	-0.162716347536082	0.363477003704708
C6orf58	352999	NA	NA
C6orf59	79992	NA	NA
C6orf62	81688	-0.384979094277007	0.0284859985049738
C6orf64	55776	-0.116682684804127	0.311525665984869
C6orf70	55780	0.226476749057394	0.182966559057641
C6orf72	116254	-0.0725711985674035	-0.0611859993264168
C6orf81	221481	0.202086465084568	0.254221806024463
C6orf89	221477	-0.00728291316526611	0.160199446347454
C6orf94	153918	NA	NA
C6orf97	80129	0.0449115716667899	-0.34530997149593
C7	730	0.193734033202724	-0.195656209697955
C7orf10	79783	-0.0199988499798746	-0.034692821410089
C7orf11	136647	0.174423552412167	0.109591989288384
C7orf13	129790	-0.0450068590486048	0.282302011713776
C7orf16	10842	NA	NA
C7orf23	79161	0.530995506707082	-0.23353458685527
C7orf25	79020	0.264575272924419	0.137386332832253
C7orf26	79034	0.300317898420365	0.15730796717514
C7orf27	221927	0.179914077067777	0.257964300089537
C7orf28A	51622	-0.153358469487502	0.150066126157208
C7orf28B	221960	-0.182674125368623	-0.444274131940166
C7orf29	113763	0.133006399040555	-0.188700230825468
C7orf30	115416	0.139584514157569	0.0420365213534094
C7orf31	136895	0.312218963831867	-0.235433762947994
C7orf33	202865	NA	NA
C7orf34	135927	0.549155967372286	0.296624690932091
C7orf36	57002	0.044592851803478	0.319161799617208
C7orf4	64433	0.35671159959585	0.0801744744818749
C7orf40	285958	0.157984836163204	0.037643444474564
C7orf41	222166	0.116722114065568	-0.0316107674741451
C7orf42	55069	0.084794269614004	0.247029251583331
C7orf43	55262	0.18799707566311	0.18942967216212
C7orf44	55744	-0.102337005183305	0.324057599579421
C7orf45	136263	NA	NA
C7orf46	340277	-0.245461938441066	0.323761880118616
C7orf47	221908	0.257297288416833	0.108478112652686
C7orf49	78996	0.173556108660473	0.100414828688073
C7orf50	84310	0.423652628206708	0.0635320403821353
C7orf51	222950	0.449649654583241	-0.0394604762726205
C7orf52	375607	NA	NA
C7orf53	286006	0.236619926563001	-0.0151161931048079
C7orf54	27099	0.421595735068221	-0.105662206231466
C7orf55	154791	0.190868840204704	0.295901821139013
C7orf57	136288	NA	NA
C7orf58	79974	0.140892251328684	-0.156558811207768
C7orf59	389541	0.314634006095107	0.092318687005594
C7orf60	154743	-0.129858629668876	-0.170027189761535
C7orf61	402573	0.456464345268899	-0.111711312090819
C7orf63	79846	-0.424796076788487	0.173184816448574
C7orf64	84060	-0.220269926152279	0.018536681534784
C7orf65	401335	NA	NA
C7orf66	154907	NA	NA
C7orf68	29923	-0.229624518429073	0.11283176027009
C7orf69	80099	NA	NA
C7orf70	84792	-0.392684229116867	-0.241666872027403
C7orf71	285941	NA	NA
C7orf72	100130988	NA	NA
C8A	731	NA	NA
C8B	732	NA	NA
C8G	733	0.483042953251682	-0.0066421876668556
C8orf12	83656	NA	NA
C8orf22	492307	NA	NA
C8orf30A	51236	0.0132038739249365	0.210698472937562
C8orf31	286122	0.337746124842899	-0.215252552633957
C8orf33	65265	-0.36562918422501	0.201511455021891
C8orf34	116328	-0.256702563723437	0.405334450495741
C8orf37	157657	-0.464300910980228	0.00189096166325768
C8orf38	137682	-0.279413818313249	0.10243229256512
C8orf39	55472	-0.380204867870902	-0.0717234694464296
C8orf4	56892	-0.000875658181161028	-0.235161043889697
C8orf40	114926	0.280609839243615	0.15343075646681
C8orf41	80185	0.202270468304624	0.263379251994053
C8orf42	157695	-0.421401874532804	0.349795049984803
C8orf44	56260	0.219819775417498	-0.00932666321660629
C8orf45	157777	-0.433854949604475	0.394806837691088
C8orf46	254778	0.571081922505072	0.208013997387811
C8orf47	203111	-0.100184824663003	0.0344135308082177
C8orf48	157773	0.181478104438256	-0.309419486269581
C8orf51	78998	-0.404246860034336	-0.062559451933266
C8orf55	51337	-0.168696452187913	0.268284909271627
C8orf56	157556	NA	NA
C8orf58	541565	0.600653868585557	-0.056868495198666
C8orf59	401466	0.163291357598758	0.0348833961737188
C8orf71	26138	NA	NA
C8orf73	642475	0.390811339198436	-0.232630999613922
C8orf74	203076	NA	NA
C8orf75	619351	NA	NA
C8orf76	84933	-0.0215530200349935	-0.064392912590256
C8orf77	286103	-0.0332240814214249	0.269461215571273
C8orf79	57604	0.326935935664588	-0.18697520063744
C8orf80	389643	0.0396116217748096	-0.372299300952052
C8orf83	286144	-0.662879814682471	0.0984696517903349
C8orf84	157869	0.330333423692058	-0.0186746839498263
C8orf85	441376	0.293762783705858	-0.247213254803388
C8orf86	389649	0.137478334442281	0.577476034402031
