hgnc_symbol	entrezgene_id	ensembl_gene_id	exp_num_xpr	cell_num_xpr	cell_name_xpr	exp_num_sh	cell_num_sh	cell_name_sh	exp_num_oe	cell_num_oe	cell_name_oe
SLC2A13	114134	ENSG00000151229-bioMart	20	10	BICR6|A549|HT29|YAPC|PC3|MCF7|U251MG|A375|AGS|ES2	NA	NA	NA	NA	NA	NA
SLC2A2	6514	ENSG00000163581	26	11	HCC44|ES2|A549|AGS|MCF7|U251MG|A375|PC3|YAPC|HT29|BICR6	24	1	NA	NA	NA	NA
SLC2A3	6515	ENSG00000059804	20	10	A549|PC3|MCF7|A375|BICR6|HT29|YAPC|U251MG|AGS|ES2	NA	NA	NA	5	5	LCLC103H|A375|AGS|U251MG|YAPC
SLC2A4	6517	ENSG00000181856	18	9	ES2|AGS|BICR6|HT29|YAPC|PC3|A375|U251MG|A549	NA	NA	NA	NA	NA	NA
SLC2A4RG	56731	ENSG00000125520	20	10	HT29|A549|U251MG|A375|YAPC|ES2|MCF7|AGS|BICR6|PC3	27	1	NA	NA	NA	NA
SLC2A5	6518	ENSG00000142583	20	10	MCF7|A549|AGS|HT29|A375|BICR6|ES2|PC3|U251MG|YAPC	NA	NA	NA	NA	NA	NA
SLC2A6	11182	ENSG00000160326	44	19	HT29|IPC298|ES2|A549|KYSE30|AGS|KELLY|MCF7|DANG|HCC1806|BICR6|U251MG|SNGM|SNU761|A375|YAPC|LCLC103H|PC3|HS944T	41	16	LCLC103H|BICR6|KYSE30|YAPC|U251MG|SNGM|A549|A375|PC3|MCF7|ES2|HT29|AGS|SNU761|HS944T|IPC298	9	7	YAPC|BICR6|U251MG|HT29|A375|MCF7|ES2
SLC30A10	55532	ENSG00000196660	NA	NA	NA	8	6	A375|ES2|HT29|MCF7|A549|LCLC103H	NA	NA	NA
SLC30A2	7780	ENSG00000158014-bioMart	NA	NA	NA	24	1	NA	9	7	U251MG|ES2|A375|MCF7|BICR6|YAPC|AGS
SLC30A3	7781	ENSG00000115194	20	10	U251MG|AGS|BICR6|PC3|HT29|MCF7|ES2|A549|YAPC|A375	NA	NA	NA	NA	NA	NA
SLC30A4	7782	ENSG00000104154	20	10	BICR6|HT29|AGS|MCF7|YAPC|A549|U251MG|PC3|ES2|A375	NA	NA	NA	NA	NA	NA
SLC30A7	148867	ENSG00000162695-bioMart	20	10	A375|ES2|AGS|MCF7|HT29|YAPC|A549|U251MG|PC3|BICR6	NA	NA	NA	NA	NA	NA
SLC30A8	169026	ENSG00000164756-bioMart	20	10	HT29|A375|A549|U251MG|AGS|PC3|MCF7|ES2|YAPC|BICR6	27	1	NA	8	7	A375|YAPC|A549|AGS|HT29|BICR6|IPC298
SLC30A9	10463	ENSG00000014824	NA	NA	NA	NA	NA	NA	1	1	HT29
SLC32A1	140679	ENSG00000101438-bioMart	20	10	YAPC|HT29|BICR6|PC3|U251MG|A375|AGS|A549|MCF7|ES2	NA	NA	NA	NA	NA	NA
SLC35A1	10559	ENSG00000164414	NA	NA	NA	73	15	YAPC|ES2|A375|MCF7|A549|U251MG|HS944T|BICR6|HT29|HCC1806|PC3|IPC298|AGS|SNU761|DANG	8	6	AGS|YAPC|BICR6|ES2|U251MG|PC3
SLC35A3	23443	ENSG00000117620	NA	NA	NA	48	14	PC3|LCLC103H|YAPC|SNU761|MCF7|A375|AGS|ES2|BICR6|U251MG|A549|HCC1806|HT29|KELLY	NA	NA	NA
SLC35A4	113829	ENSG00000176087-bioMart	NA	NA	NA	NA	NA	NA	8	5	ES2|BICR6|AGS|PC3|IPC298
SLC35B1	10237	ENSG00000121073	NA	NA	NA	45	14	MCF7|YAPC|A375|PC3|U251MG|ES2|A549|HS944T|KYSE30|DANG|BICR6|AGS|HT29|NA	NA	NA	NA
SLC35C1	55343	ENSG00000181830	20	10	U251MG|AGS|A549|A375|HT29|ES2|MCF7|YAPC|PC3|BICR6	NA	NA	NA	NA	NA	NA
SLC35F2	54733	ENSG00000110660	NA	NA	NA	47	14	A549|U251MG|AGS|BICR6|A375|PC3|HS944T|HT29|ES2|YAPC|MCF7|SNU761|DANG|IPC298	9	7	AGS|HT29|U251MG|A375|BICR6|KELLY|ES2
SLC36A1	206358	ENSG00000123643	NA	NA	NA	47	12	YAPC|ES2|A375|KYSE30|HS944T|BICR6|U251MG|MCF7|A549|PC3|HT29|AGS	NA	NA	NA
SLC36A2	153201	ENSG00000186335-bioMart	18	9	HT29|A549|BICR6|ES2|A375|AGS|YAPC|U251MG|PC3	NA	NA	NA	NA	NA	NA
SLC36A4	120103	ENSG00000180773-bioMart	NA	NA	NA	33	10	A375|MCF7|A549|YAPC|ES2|HT29|U251MG|SNGM|BICR6|NA	NA	NA	NA
SLC37A2	219855	ENSG00000134955-bioMart	20	10	PC3|U251MG|HT29|BICR6|YAPC|MCF7|A375|ES2|AGS|A549	NA	NA	NA	NA	NA	NA
SLC37A4	2542	ENSG00000137700	14	11	AGS|ES2|U251MG|A549|BICR6|A375|MCF7|YAPC|HS944T|HT29|PC3	39	14	HT29|KELLY|ES2|MCF7|BICR6|A549|KYSE30|DANG|A375|U251MG|AGS|YAPC|PC3|IPC298	8	6	ES2|MCF7|A375|AGS|HT29|BICR6
SLC38A1	81539	ENSG00000111371	20	10	YAPC|ES2|A375|MCF7|HT29|PC3|U251MG|A549|AGS|BICR6	30	9	SNU761|IPC298|ES2|BICR6|MCF7|A375|A549|U251MG|NA	NA	NA	NA
SLC38A2	54407	ENSG00000134294	NA	NA	NA	24	1	NA	9	7	AGS|KELLY|YAPC|U251MG|BICR6|MCF7|ES2
SLC38A3	10991	ENSG00000188338-bioMart	18	9	ES2|PC3|BICR6|A549|U251MG|HT29|YAPC|A375|AGS	30	11	A549|BICR6|A375|YAPC|U251MG|DANG|MCF7|ES2|PC3|HT29|NA	NA	NA	NA
SLC38A5	92745	ENSG00000017483-bioMart	18	9	HT29|A549|YAPC|ES2|PC3|BICR6|AGS|U251MG|A375	NA	NA	NA	NA	NA	NA
SLC38A6	145389	ENSG00000139974	20	10	ES2|YAPC|A375|U251MG|PC3|AGS|HT29|A549|BICR6|MCF7	NA	NA	NA	NA	NA	NA
SLC39A14	23516	ENSG00000104635	20	10	YAPC|ES2|U251MG|A375|BICR6|PC3|A549|MCF7|AGS|HT29	NA	NA	NA	NA	NA	NA
SLC39A5	283375	ENSG00000139540-bioMart	NA	NA	NA	10	7	HT29|U251MG|A375|HCC1806|PC3|BICR6|AGS	NA	NA	NA
SLC39A6	25800	ENSG00000141424	NA	NA	NA	104	1	NA	NA	NA	NA
SLC39A8	64116	ENSG00000138821	20	10	ES2|PC3|HT29|AGS|YAPC|BICR6|MCF7|A375|U251MG|A549	43	13	MCF7|PC3|A549|KELLY|U251MG|ES2|YAPC|AGS|A375|KYSE30|BICR6|SNGM|HS944T	8	7	A375|PC3|ES2|U251MG|HT29|KELLY|A549
SLC3A1	6519	ENSG00000138079	20	10	ES2|U251MG|A375|AGS|HT29|BICR6|A549|PC3|YAPC|MCF7	30	10	A375|A549|BICR6|AGS|YAPC|PC3|ES2|MCF7|U251MG|NA	NA	NA	NA
SLC3A2	6520	ENSG00000168003	NA	NA	NA	27	1	NA	8	7	YAPC|LCLC103H|HT29|PC3|ES2|A375|U251MG
SLC41A1	254428	ENSG00000133065-bioMart	20	10	HT29|PC3|ES2|U251MG|BICR6|AGS|MCF7|A549|A375|YAPC	NA	NA	NA	NA	NA	NA
SLC41A2	84102	ENSG00000136052-bioMart	20	10	U251MG|YAPC|ES2|AGS|A375|BICR6|HT29|A549|MCF7|PC3	NA	NA	NA	NA	NA	NA
SLC43A3	29015	ENSG00000134802	20	10	YAPC|BICR6|AGS|U251MG|A549|MCF7|A375|PC3|ES2|HT29	NA	NA	NA	NA	NA	NA
SLC44A1	23446	ENSG00000070214	18	9	A375|PC3|HT29|YAPC|U251MG|BICR6|A549|AGS|ES2	NA	NA	NA	NA	NA	NA
SLC45A3	85414	ENSG00000158715-bioMart	20	10	MCF7|BICR6|ES2|PC3|HT29|A549|U251MG|A375|YAPC|AGS	NA	NA	NA	NA	NA	NA
SLC46A1	113235	ENSG00000076351-bioMart	NA	NA	NA	NA	NA	NA	1	1	HT29
SLC47A1	55244	ENSG00000142494	20	10	U251MG|PC3|YAPC|BICR6|MCF7|ES2|A375|HT29|A549|AGS	NA	NA	NA	NA	NA	NA
SLC47A2	146802	ENSG00000180638-bioMart	20	10	BICR6|AGS|YAPC|A375|U251MG|MCF7|HT29|PC3|ES2|A549	NA	NA	NA	NA	NA	NA
SLC4A1	6521	ENSG00000004939	20	10	A375|A549|PC3|HT29|ES2|AGS|BICR6|YAPC|U251MG|MCF7	NA	NA	NA	NA	NA	NA
SLC4A11	83959	ENSG00000088836-bioMart	20	10	ES2|BICR6|HT29|YAPC|MCF7|A549|U251MG|A375|PC3|AGS	NA	NA	NA	NA	NA	NA
SLC4A1AP	22950	ENSG00000163798	20	10	ES2|A375|BICR6|U251MG|HT29|PC3|YAPC|AGS|A549|MCF7	NA	NA	NA	NA	NA	NA
SLC4A2	6522	ENSG00000164889	NA	NA	NA	NA	NA	NA	8	8	HCC44|HCC1806|BICR6|AGS|U251MG|MCF7|HT29|ES2
SLC4A3	6508	ENSG00000114923	20	10	HT29|PC3|YAPC|ES2|MCF7|BICR6|AGS|U251MG|A375|A549	NA	NA	NA	NA	NA	NA
SLC50A1	55974	ENSG00000169241	20	10	BICR6|AGS|ES2|U251MG|PC3|MCF7|A375|HT29|A549|YAPC	NA	NA	NA	NA	NA	NA
SLC52A2	79581	ENSG00000185803	20	10	BICR6|PC3|ES2|A549|AGS|U251MG|YAPC|HT29|MCF7|A375	NA	NA	NA	NA	NA	NA
SLC5A1	6523	ENSG00000100170	18	9	HT29|A549|PC3|AGS|YAPC|A375|BICR6|ES2|U251MG	NA	NA	NA	NA	NA	NA
SLC5A2	6524	ENSG00000140675	18	9	ES2|PC3|YAPC|AGS|BICR6|A549|U251MG|A375|HT29	NA	NA	NA	NA	NA	NA
SLC5A3	6526	ENSG00000198743-bioMart	18	9	BICR6|YAPC|A375|HT29|PC3|A549|AGS|ES2|U251MG	NA	NA	NA	NA	NA	NA
SLC5A4	6527	ENSG00000100191	18	9	PC3|HT29|ES2|A375|U251MG|YAPC|AGS|BICR6|A549	NA	NA	NA	NA	NA	NA
SLC5A6	8884	ENSG00000138074	53	19	HCC1806|KELLY|IPC298|LCLC103H|SNU761|A375|BICR6|AGS|YAPC|SNGM|U251MG|A549|DANG|HT29|KYSE30|ES2|PC3|MCF7|HS944T	55	16	YAPC|IPC298|MCF7|A549|AGS|A375|ES2|SNGM|HT29|SNU761|U251MG|LCLC103H|PC3|KYSE30|BICR6|HCC1806	9	6	A549|HT29|AGS|YAPC|BICR6|A375
SLC6A1	6529	ENSG00000157103	20	10	YAPC|A375|PC3|HT29|MCF7|BICR6|AGS|A549|ES2|U251MG	NA	NA	NA	NA	NA	NA
SLC6A11	6538	ENSG00000132164	18	9	AGS|HT29|A375|PC3|YAPC|BICR6|A549|U251MG|ES2	NA	NA	NA	NA	NA	NA
SLC6A12	6539	ENSG00000111181	20	10	ES2|YAPC|PC3|A375|AGS|MCF7|U251MG|A549|BICR6|HT29	NA	NA	NA	NA	NA	NA
SLC6A13	6540	ENSG00000010379	20	10	BICR6|A549|PC3|HT29|AGS|MCF7|A375|YAPC|ES2|U251MG	NA	NA	NA	NA	NA	NA
SLC6A14	11254	ENSG00000268104	NA	NA	NA	30	12	ES2|U251MG|HS944T|HCC1806|BICR6|SNGM|KELLY|YAPC|PC3|AGS|MCF7|NA	9	8	HS944T|YAPC|BICR6|PC3|A375|IPC298|U251MG|A549
SLC6A2	6530	ENSG00000103546	20	10	HT29|MCF7|ES2|YAPC|PC3|BICR6|AGS|U251MG|A549|A375	NA	NA	NA	NA	NA	NA
SLC6A3	6531	ENSG00000142319	20	10	U251MG|BICR6|A375|HT29|MCF7|PC3|YAPC|A549|AGS|ES2	NA	NA	NA	NA	NA	NA
SLC6A4	6532	ENSG00000108576	20	10	A549|A375|U251MG|HT29|YAPC|AGS|BICR6|PC3|ES2|MCF7	NA	NA	NA	NA	NA	NA
SLC6A5	9152	ENSG00000165970	20	10	MCF7|HT29|AGS|U251MG|BICR6|YAPC|A375|ES2|PC3|A549	NA	NA	NA	NA	NA	NA
SLC6A8	6535	ENSG00000130821	18	9	PC3|ES2|YAPC|A375|BICR6|HT29|U251MG|A549|AGS	30	13	MCF7|ES2|AGS|BICR6|A549|KELLY|YAPC|HT29|U251MG|LCLC103H|HCC1806|PC3|NA	NA	NA	NA
SLC7A1	6541	ENSG00000139514	42	18	AGS|HT29|HS944T|DANG|A375|BICR6|U251MG|PC3|IPC298|A549|ES2|YAPC|LCLC103H|KYSE30|SNGM|HCC1806|KELLY|SNU761	30	8	AGS|BICR6|HT29|MCF7|A549|ES2|U251MG|NA	17	10	A375|AGS|PC3|LCLC103H|HS944T|HT29|MCF7|YAPC|U251MG|BICR6
SLC7A11	23657	ENSG00000151012	20	10	AGS|HT29|YAPC|U251MG|BICR6|MCF7|PC3|A549|ES2|A375	24	1	NA	9	7	HT29|U251MG|YAPC|A549|PC3|ES2|A375
SLC7A14	57709	ENSG00000013293-bioMart	20	10	A375|PC3|BICR6|ES2|HT29|MCF7|A549|YAPC|U251MG|AGS	NA	NA	NA	NA	NA	NA
SLC7A2	6542	ENSG00000003989	20	10	A549|BICR6|HT29|MCF7|YAPC|PC3|A375|U251MG|ES2|AGS	NA	NA	NA	NA	NA	NA
SLC7A3	84889	ENSG00000165349-bioMart	18	9	YAPC|U251MG|A549|HT29|ES2|AGS|A375|BICR6|PC3	NA	NA	NA	NA	NA	NA
SLC7A4	6545	ENSG00000099960	42	18	HT29|ES2|BICR6|U251MG|PC3|HS944T|SNGM|A549|A375|SNU761|IPC298|KYSE30|HCC1806|AGS|KELLY|LCLC103H|YAPC|DANG	NA	NA	NA	NA	NA	NA
SLC7A5	8140	ENSG00000103257	44	19	A375|ES2|MCF7|U251MG|BICR6|HCC1806|HS944T|SNU761|LCLC103H|KELLY|SNGM|KYSE30|PC3|YAPC|HT29|AGS|DANG|A549|IPC298	20	10	PC3|BICR6|YAPC|AGS|A549|A375|MCF7|U251MG|HT29|ES2	NA	NA	NA
SLC7A7	9056	ENSG00000155465	20	10	ES2|YAPC|U251MG|A375|PC3|AGS|HT29|A549|MCF7|BICR6	NA	NA	NA	NA	NA	NA
SLC7A8	23428	ENSG00000092068	20	10	AGS|MCF7|HT29|YAPC|ES2|A375|A549|U251MG|PC3|BICR6	NA	NA	NA	NA	NA	NA
SLC7A9	11136	ENSG00000021488	18	9	U251MG|AGS|YAPC|ES2|HT29|A375|PC3|A549|BICR6	30	12	BICR6|MCF7|SNGM|HS944T|AGS|A375|ES2|HT29|A549|PC3|U251MG|NA	9	7	AGS|HT29|HS944T|A549|PC3|MCF7|U251MG
SLC8A1	6546	ENSG00000183023	20	10	A375|HT29|MCF7|PC3|U251MG|YAPC|ES2|A549|AGS|BICR6	NA	NA	NA	NA	NA	NA
SLC9A1	6548	ENSG00000090020	20	10	A549|MCF7|PC3|BICR6|YAPC|HT29|AGS|U251MG|A375|ES2	30	10	MCF7|A375|YAPC|U251MG|HT29|PC3|A549|BICR6|ES2|NA	NA	NA	NA
SLC9A4	389015	ENSG00000180251-bioMart	20	10	ES2|U251MG|YAPC|A549|A375|AGS|BICR6|MCF7|HT29|PC3	NA	NA	NA	NA	NA	NA
SLC9A5	6553	ENSG00000135740	NA	NA	NA	6	5	A375|MCF7|YAPC|U251MG|PC3	NA	NA	NA
SLC9B1	150159	ENSG00000164037-bioMart	20	10	A375|MCF7|YAPC|PC3|AGS|U251MG|HT29|BICR6|A549|ES2	NA	NA	NA	NA	NA	NA
SLCO1A2	6579	ENSG00000084453	18	9	PC3|HT29|U251MG|YAPC|A549|AGS|BICR6|A375|ES2	NA	NA	NA	NA	NA	NA
SLCO1B3	28234	ENSG00000111700	20	10	A375|PC3|U251MG|MCF7|YAPC|A549|ES2|BICR6|AGS|HT29	NA	NA	NA	NA	NA	NA
SLCO1C1	53919	ENSG00000139155	18	9	BICR6|ES2|A549|HT29|U251MG|A375|YAPC|PC3|AGS	NA	NA	NA	NA	NA	NA
SLCO2B1	11309	ENSG00000137491	18	9	A375|AGS|YAPC|A549|BICR6|ES2|HT29|U251MG|PC3	NA	NA	NA	NA	NA	NA
SLCO4A1	28231	ENSG00000101187	20	10	YAPC|PC3|A375|BICR6|ES2|A549|AGS|MCF7|U251MG|HT29	NA	NA	NA	NA	NA	NA
SLCO6A1	133482	ENSG00000205359-bioMart	20	10	MCF7|AGS|PC3|U251MG|A549|HT29|A375|BICR6|ES2|YAPC	NA	NA	NA	NA	NA	NA
SLF1	84250	ENSG00000133302-bioMart	20	10	BICR6|AGS|HT29|U251MG|MCF7|A375|ES2|PC3|YAPC|A549	NA	NA	NA	NA	NA	NA
SLFN11	91607	ENSG00000172716-bioMart	20	10	AGS|A549|HT29|MCF7|U251MG|PC3|YAPC|A375|BICR6|ES2	NA	NA	NA	1	1	BICR6
SLFN12L	100506736	ENSG00000205045-bioMart	20	10	A375|U251MG|ES2|BICR6|YAPC|A549|PC3|MCF7|HT29|AGS	NA	NA	NA	NA	NA	NA
SLFN14	342618	ENSG00000236320-bioMart	20	10	YAPC|A549|U251MG|AGS|HT29|BICR6|A375|MCF7|PC3|ES2	NA	NA	NA	NA	NA	NA
SLIRP	81892	ENSG00000119705	NA	NA	NA	29	12	HCC44|A549|A375|ES2|HS944T|PC3|MCF7|HT29|YAPC|SNGM|BICR6|U251MG	14	8	A375|U251MG|YAPC|IPC298|A549|HT29|PC3|LCLC103H
SLITRK3	22865	ENSG00000121871	20	10	AGS|HT29|A549|YAPC|A375|ES2|U251MG|PC3|MCF7|BICR6	NA	NA	NA	NA	NA	NA
SLITRK6	84189	ENSG00000184564-bioMart	NA	NA	NA	9	6	HCC44|A375|ES2|MCF7|YAPC|A549	12	9	A549|A375|MCF7|PC3|BICR6|U251MG|SNGM|DANG|IPC298
SLK	9748	ENSG00000065613	20	10	YAPC|MCF7|ES2|PC3|BICR6|AGS|U251MG|A549|HT29|A375	42	12	HT29|A549|AGS|MCF7|ES2|BICR6|A375|U251MG|SNU761|PC3|YAPC|NA	1	1	BICR6
SLPI	6590	ENSG00000124107	20	10	PC3|A375|HT29|A549|YAPC|BICR6|U251MG|MCF7|AGS|ES2	NA	NA	NA	NA	NA	NA
SMAD1	4086	ENSG00000170365	NA	NA	NA	33	9	A375|AGS|PC3|A549|ES2|YAPC|HT29|SNU761|BICR6	13	9	A375|MCF7|KYSE30|PC3|BICR6|KELLY|A549|U251MG|AGS
SMAD2	4087	ENSG00000175387	20	10	MCF7|HT29|U251MG|AGS|A375|ES2|BICR6|PC3|YAPC|A549	94	13	DANG|YAPC|BICR6|ES2|MCF7|A375|PC3|AGS|HT29|U251MG|A549|SNU761|NA	12	7	U251MG|YAPC|SNU761|AGS|HT29|A375|A549
SMAD3	4088	ENSG00000166949	46	19	A375|ES2|SNGM|KELLY|YAPC|IPC298|PC3|A549|HS944T|DANG|SNU761|U251MG|KYSE30|LCLC103H|HT29|AGS|MCF7|HCC1806|BICR6	111	16	A375|BICR6|U251MG|A549|KELLY|PC3|ES2|AGS|YAPC|DANG|HCC1806|HS944T|HT29|MCF7|KYSE30|NA	29	11	PC3|U251MG|A549|HT29|YAPC|BICR6|ES2|MCF7|A375|AGS|KYSE30
SMAD4	4089	ENSG00000141646	20	10	MCF7|BICR6|U251MG|YAPC|A375|PC3|ES2|AGS|A549|HT29	121	13	A375|YAPC|HT29|AGS|U251MG|ES2|BICR6|PC3|A549|HS944T|MCF7|SNGM|NA	70	15	HCC44|HT29|ES2|BICR6|YAPC|PC3|MCF7|AGS|KELLY|A549|SNU761|A375|LCLC103H|U251MG|SNGM
SMAD5	4090	ENSG00000113658	NA	NA	NA	34	8	ES2|HCC44|A375|BICR6|PC3|HT29|A549|NA	18	8	AGS|MCF7|PC3|A375|ES2|YAPC|U251MG|A549
SMAD6	4091	ENSG00000137834	NA	NA	NA	33	10	A549|A375|YAPC|AGS|MCF7|U251MG|BICR6|PC3|ES2|IPC298	NA	NA	NA
SMAD7	4092	ENSG00000101665	NA	NA	NA	38	13	SNU761|A549|BICR6|A375|ES2|HT29|DANG|AGS|U251MG|YAPC|PC3|SNGM|MCF7	12	8	HT29|A375|ES2|MCF7|AGS|U251MG|YAPC|LCLC103H
SMAD9	4093	ENSG00000120693	3	1	HUH751	NA	NA	NA	NA	NA	NA
SMARCA1	6594	ENSG00000102038	20	10	AGS|A549|ES2|MCF7|A375|YAPC|HT29|PC3|BICR6|U251MG	NA	NA	NA	NA	NA	NA
SMARCA2	6595	ENSG00000080503	20	10	BICR6|U251MG|A549|MCF7|A375|PC3|HT29|AGS|YAPC|ES2	24	1	NA	NA	NA	NA
SMARCA4	6597	ENSG00000127616	32	19	PC3|ES2|HS944T|SNU761|U251MG|KYSE30|BICR6|A375|YAPC|AGS|KELLY|HCC1806|SNGM|HT29|MCF7|A549|LCLC103H|DANG|IPC298	94	18	AGS|A375|ES2|KELLY|U251MG|BICR6|DANG|HT29|YAPC|MCF7|A549|HCC1806|HS944T|KYSE30|IPC298|SNGM|PC3|NA	NA	NA	NA
SMARCA5	8467	ENSG00000153147	NA	NA	NA	27	1	NA	1	1	ES2
SMARCAD1	56916	ENSG00000163104-bioMart	NA	NA	NA	36	8	AGS|PC3|A549|BICR6|HT29|YAPC|MCF7|NA	8	6	A375|A549|PC3|ES2|AGS|MCF7
SMARCAL1	50485	ENSG00000138375	20	10	YAPC|A549|A375|ES2|AGS|BICR6|PC3|MCF7|U251MG|HT29	NA	NA	NA	NA	NA	NA
SMARCB1	6598	ENSG00000099956	56	20	HCC44|A549|ES2|U251MG|YAPC|A375|IPC298|KELLY|AGS|HS944T|KYSE30|SNU761|MCF7|DANG|PC3|SNGM|HCC1806|HT29|LCLC103H|BICR6	102	14	ES2|KYSE30|U251MG|A549|PC3|AGS|LCLC103H|YAPC|HT29|BICR6|A375|MCF7|SNU761|NA	15	9	A375|AGS|YAPC|IPC298|PC3|BICR6|SNU761|A549|MCF7
SMARCC1	6599	ENSG00000173473	NA	NA	NA	39	14	A549|MCF7|AGS|BICR6|YAPC|ES2|PC3|U251MG|HT29|HCC1806|A375|LCLC103H|IPC298|KYSE30	1	1	HT29
SMARCC2	6601	ENSG00000139613	NA	NA	NA	30	11	A375|ES2|AGS|LCLC103H|PC3|A549|U251MG|HT29|YAPC|BICR6|NA	10	8	AGS|HS944T|BICR6|U251MG|YAPC|HT29|IPC298|PC3
SMARCD1	6602	ENSG00000066117	20	10	BICR6|U251MG|AGS|PC3|YAPC|MCF7|A549|HT29|A375|ES2	NA	NA	NA	1	1	A375
SMARCD2	6603	ENSG00000108604	NA	NA	NA	40	13	YAPC|PC3|AGS|A549|IPC298|A375|U251MG|ES2|MCF7|HT29|BICR6|KELLY|HCC1806	NA	NA	NA
SMARCE1	6605	ENSG00000073584	NA	NA	NA	43	13	PC3|HT29|A549|U251MG|A375|AGS|LCLC103H|BICR6|HS944T|ES2|MCF7|KELLY|YAPC	10	7	U251MG|PC3|AGS|KELLY|HT29|BICR6|A549
SMC1A	8243	ENSG00000072501	4	4	THP1|TF1|U937|K562	53	14	A549|PC3|U251MG|ES2|HT29|A375|YAPC|BICR6|MCF7|AGS|DANG|KELLY|KYSE30|HS944T	NA	NA	NA
SMC3	9126	ENSG00000108055	4	4	K562|THP1|U937|TF1	47	15	U251MG|HS944T|ES2|BICR6|PC3|A549|KELLY|YAPC|AGS|A375|KYSE30|MCF7|IPC298|HT29|SNGM	NA	NA	NA
SMC4	10051	ENSG00000113810	NA	NA	NA	41	11	U251MG|ES2|BICR6|PC3|HT29|AGS|A375|YAPC|A549|KYSE30|DANG	NA	NA	NA
SMC6	79677	ENSG00000163029	20	10	YAPC|U251MG|AGS|MCF7|A549|BICR6|HT29|A375|ES2|PC3	NA	NA	NA	NA	NA	NA
SMCO4	56935	ENSG00000166002	20	10	BICR6|ES2|MCF7|YAPC|PC3|U251MG|HT29|A375|AGS|A549	NA	NA	NA	NA	NA	NA
SMG1	23049	ENSG00000157106	50	10	A375|HT29|YAPC|A549|PC3|U251MG|AGS|MCF7|ES2|BICR6	10	1	NA	NA	NA	NA
SMG7	9887	ENSG00000116698	44	19	ES2|YAPC|U251MG|AGS|PC3|HS944T|KYSE30|IPC298|DANG|LCLC103H|MCF7|A549|SNU761|SNGM|BICR6|HCC1806|HT29|A375|KELLY	35	12	DANG|PC3|A549|KELLY|ES2|MCF7|YAPC|HT29|BICR6|SNU761|U251MG|A375	NA	NA	NA
SMIM26	388789	ENSG00000232388-bioMart	NA	NA	NA	NA	NA	NA	12	6	ES2|A375|PC3|YAPC|A549|MCF7
SMIM27	100129250	ENSG00000235453	NA	NA	NA	NA	NA	NA	8	7	ES2|HCC44|AGS|BICR6|YAPC|HT29|MCF7
SMIM3	85027	ENSG00000256235-bioMart	20	10	PC3|ES2|BICR6|AGS|YAPC|A549|HT29|MCF7|U251MG|A375	NA	NA	NA	NA	NA	NA
SMIM30	401397	ENSG00000214194-bioMart	NA	NA	NA	NA	NA	NA	8	5	A375|HCC44|AGS|YAPC|PC3
SMKR1	100287482	ENSG00000240204-bioMart	20	10	MCF7|ES2|A375|AGS|YAPC|PC3|U251MG|HT29|BICR6|A549	NA	NA	NA	NA	NA	NA
SMNDC1	10285	ENSG00000119953	NA	NA	NA	41	11	A375|AGS|PC3|U251MG|YAPC|MCF7|BICR6|KYSE30|ES2|A549|HT29	8	6	BICR6|A549|YAPC|U251MG|AGS|A375
SMO	6608	ENSG00000128602	NA	NA	NA	38	10	HCC44|U251MG|ES2|BICR6|A375|YAPC|A549|AGS|HT29|NA	10	7	BICR6|ES2|A549|MCF7|U251MG|HCC1806|A375
SMOC2	64094	ENSG00000112562-bioMart	NA	NA	NA	33	12	AGS|HT29|A549|PC3|ES2|A375|KYSE30|YAPC|U251MG|BICR6|MCF7|NA	NA	NA	NA
SMOX	54498	ENSG00000088826	20	10	YAPC|HT29|PC3|U251MG|A375|MCF7|ES2|A549|AGS|BICR6	27	1	NA	9	8	HT29|BICR6|AGS|A375|ES2|PC3|A549|MCF7
SMPD1	6609	ENSG00000166311	18	9	BICR6|A549|U251MG|A375|AGS|ES2|PC3|YAPC|HT29	NA	NA	NA	NA	NA	NA
SMR3A	26952	ENSG00000109208	NA	NA	NA	NA	NA	NA	3	3	PC3|U251MG|A549
SMS	6611	ENSG00000102172	9	9	BICR6|A549|A375|AGS|HT29|ES2|YAPC|PC3|U251MG	33	10	PC3|U251MG|BICR6|AGS|HT29|YAPC|ES2|A549|A375|NA	NA	NA	NA
SMTNL1	219537	ENSG00000214872-bioMart	19	10	MCF7|YAPC|ES2|AGS|PC3|U251MG|HT29|BICR6|A375|A549	NA	NA	NA	NA	NA	NA
SMU1	55234	ENSG00000122692	NA	NA	NA	30	13	SNGM|DANG|BICR6|MCF7|A375|HT29|AGS|A549|ES2|PC3|YAPC|KYSE30|NA	8	7	SNU761|HT29|AGS|HS944T|YAPC|ES2|SNGM
SMURF1	57154	ENSG00000198742	NA	NA	NA	34	11	BICR6|MCF7|AGS|A549|PC3|U251MG|YAPC|DANG|HT29|A375|ES2	NA	NA	NA
SMURF2	64750	ENSG00000108854	NA	NA	NA	46	11	A375|HUH751|MCF7|AGS|KELLY|ES2|U251MG|YAPC|PC3|A549|BICR6	17	9	A549|DANG|A375|U251MG|KYSE30|AGS|HS944T|ES2|YAPC
SMYD1	150572	ENSG00000115593-bioMart	26	10	A375|AGS|A549|YAPC|U251MG|MCF7|PC3|HT29|ES2|BICR6	NA	NA	NA	1	1	PC3
