cmap_name	entrezgene_id	ensembl_gene_id
EHBP1L1	254102	ENSG00000173442
EHD1	10938	ENSG00000110047
EHF	26298	ENSG00000135373
EHHADH	1962	ENSG00000113790
EHMT1	79813	ENSG00000181090
EHMT2	10919	ENSG00000204371
EIF1AX	1964	ENSG00000173674
EIF1B	10289	ENSG00000114784
EIF2A	83939	ENSG00000144895
EIF2AK1	27102	ENSG00000086232
EIF2AK2	5610	ENSG00000055332
EIF2AK3	9451	ENSG00000172071
EIF2AK4	440275	ENSG00000128829
EIF2B2	8892	ENSG00000119718
EIF2B3	8891	ENSG00000070785
EIF2B4	8890	ENSG00000115211
EIF2B5	8893	ENSG00000145191
EIF2S1	1965	ENSG00000134001
EIF2S2	8894	ENSG00000125977
EIF3G	8666	ENSG00000130811
EIF3H	8667	ENSG00000147677
EIF3J	8669	ENSG00000104131
EIF4A1	1973	ENSG00000161960
EIF4A2	1974	ENSG00000156976
EIF4B	1975	ENSG00000063046
EIF4E	1977	ENSG00000151247
EIF4E3	317649	ENSG00000163412
EIF4EBP1	1978	ENSG00000187840
EIF4EBP2	1979	ENSG00000148730
EIF4EBP3	8637	ENSG00000243056
EIF4G1	1981	ENSG00000114867
EIF4H	7458	ENSG00000106682
EIF5	1983	ENSG00000100664
EIF5A	1984	ENSG00000132507
EIF6	3692	ENSG00000242372
ELAC2	60528	ENSG00000006744
ELANE	1991	ENSG00000197561
ELAVL1	1994	ENSG00000066044
ELF1	1997	ENSG00000120690
ELF2	1998	ENSG00000109381
ELF3	1999	ENSG00000163435
ELF4	2000	ENSG00000102034
ELFN1-AS1	101927125	ENSG00000236081
ELK1	2002	ENSG00000126767
ELK3	2004	ENSG00000111145
ELK4	2005	ENSG00000158711
ELL2	22936	ENSG00000118985
ELL3	80237	ENSG00000128886
ELMO1	9844	ENSG00000155849
ELMOD3	84173	ENSG00000115459
ELN	2006	ENSG00000049540
ELOF1	84337	ENSG00000130165
ELOVL4	6785	ENSG00000118402
ELOVL6	79071	ENSG00000170522
ELOVL7	79993	ENSG00000164181
ELP1	8518	ENSG00000070061
EMB	133418	ENSG00000170571
EMD	2010	ENSG00000102119
EML3	256364	ENSG00000149499
EML4	27436	ENSG00000143924
EMP1	2012	ENSG00000134531
ENAM	10117	ENSG00000132464
ENC1	8507	ENSG00000171617
ENDOG	2021	ENSG00000167136
ENO1	2023	ENSG00000074800
ENOPH1	58478	ENSG00000145293
ENOSF1	55556	ENSG00000132199
ENOX2	10495	ENSG00000165675
ENPEP	2028	ENSG00000138792
ENPP1	5167	ENSG00000197594
ENPP2	5168	ENSG00000136960
ENPP3	5169	ENSG00000154269
ENTHD1	150350	ENSG00000176177
ENTPD1	953	ENSG00000138185
ENTPD2	954	ENSG00000054179
ENTPD3	956	ENSG00000168032
ENTPD3-AS1	285266	ENSG00000223797
ENTPD6	955	ENSG00000197586
EOMES	8320	ENSG00000163508
EP300	2033	ENSG00000100393
EP400	57634	ENSG00000183495
EPAS1	2034	ENSG00000116016
EPB41L2	2037	ENSG00000079819
EPB41L4B	54566	ENSG00000095203
EPC1	80314	ENSG00000120616
EPCAM	4072	ENSG00000119888
EPDR1	54749	ENSG00000086289
EPHA1	2041	ENSG00000146904
EPHA10	284656	ENSG00000183317
EPHA2	1969	ENSG00000142627
EPHA3	2042	ENSG00000044524
EPHA4	2043	ENSG00000116106
EPHA5	2044	ENSG00000145242
EPHA6	285220	ENSG00000080224
EPHA7	2045	ENSG00000135333
EPHA8	2046	ENSG00000070886
EPHB1	2047	ENSG00000154928
EPHB2	2048	ENSG00000133216
EPHB3	2049	ENSG00000182580
EPHB4	2050	ENSG00000196411
EPHB6	2051	ENSG00000106123
EPHX1	2052	ENSG00000143819
EPHX2	2053	ENSG00000120915
EPN2	22905	ENSG00000072134
EPO	2056	ENSG00000130427
EPOR	2057	ENSG00000187266
EPRS	2058	ENSG00000136628
EPS8	2059	ENSG00000151491
EPSTI1	94240	ENSG00000133106
EPX	8288	ENSG00000121053
ERAP1	51752	ENSG00000164307
ERAP2	64167	ENSG00000164308
ERBB2	2064	ENSG00000141736
ERBB3	2065	ENSG00000065361
ERBB4	2066	ENSG00000178568
ERBIN	55914	ENSG00000112851
ERCC1	2067	ENSG00000012061
ERCC2	2068	ENSG00000104884
ERCC3	2071	ENSG00000163161
ERCC4	2072	ENSG00000175595
ERCC5	2073	ENSG00000134899
ERCC6	2074	ENSG00000225830
ERCC6L	54821	ENSG00000186871
EREG	2069	ENSG00000124882
ERF	2077	ENSG00000105722
ERG	2078	ENSG00000157554
ERGIC1	57222	ENSG00000113719
ERGIC2	51290	ENSG00000087502
ERH	2079	ENSG00000100632
ERI1	90459	ENSG00000104626
ERLIN1	10613	ENSG00000107566
ERMAP	114625	ENSG00000164010
ERN1	2081	ENSG00000178607
ERN2	10595	ENSG00000134398
ERO1A	30001	ENSG00000197930
ERO1B	56605	ENSG00000086619
ERP27	121506	ENSG00000139055
ERRFI1	54206	ENSG00000116285
ESAM	90952	ENSG00000149564
ESD	2098	ENSG00000139684
ESPL1	9700	ENSG00000135476
ESR1	2099	ENSG00000091831
ESR2	2100	ENSG00000140009
ESRG	790952	ENSG00000265992
ESRRA	2101	ENSG00000173153
ESRRB	2103	ENSG00000119715
ESRRG	2104	ENSG00000196482
ESYT1	23344	ENSG00000139641
ETFA	2108	ENSG00000140374
ETFB	2109	ENSG00000105379
ETNK1	55500	ENSG00000139163
ETNK2	55224	ENSG00000143845
ETS1	2113	ENSG00000134954
ETS2	2114	ENSG00000157557
ETV1	2115	ENSG00000006468
ETV4	2118	ENSG00000175832
ETV5	2119	ENSG00000244405
ETV6	2120	ENSG00000139083
ETV7	51513	ENSG00000010030
EVI2A	2123	ENSG00000126860
EVI2B	2124	ENSG00000185862
EVL	51466	ENSG00000196405
EWSR1	2130	ENSG00000182944
EXD1	161829	ENSG00000178997
EXO1	9156	ENSG00000174371
EXOC1L	644145	ENSG00000250821
EXOC2	55770	ENSG00000112685
EXOC3	11336	ENSG00000180104
EXOC6	54536	ENSG00000138190
EXOSC10	5394	ENSG00000171824
EXOSC4	54512	ENSG00000178896
EXOSC8	11340	ENSG00000120699
EXT1	2131	ENSG00000182197
EXT2	2132	ENSG00000151348
EXTL2	2135	ENSG00000162694
EYA1	2138	ENSG00000104313
EYS	346007	ENSG00000188107
EZH1	2145	ENSG00000108799
EZH2	2146	ENSG00000106462
EZR	7430	ENSG00000092820
F10	2159	ENSG00000126218
F11	2160	ENSG00000088926
F11R	50848	ENSG00000158769
F12	2161	ENSG00000131187
F13A1	2162	ENSG00000124491
F2	2147	ENSG00000180210
F2R	2149	ENSG00000181104
F2RL1	2150	ENSG00000164251
F3	2152	ENSG00000117525
F5	2153	ENSG00000198734
F7	2155	ENSG00000057593
F8	2157	ENSG00000185010
FAAH	2166	ENSG00000117480
FAAH2	158584	ENSG00000165591
FAAP24	91442	ENSG00000131944
FABP1	2168	ENSG00000163586
FABP2	2169	ENSG00000145384
FABP4	2167	ENSG00000170323
FABP5	2171	ENSG00000164687
FABP6	2172	ENSG00000170231
FADD	8772	ENSG00000168040
FADS1	3992	ENSG00000149485
FADS2	9415	ENSG00000134824
FADS3	3995	ENSG00000221968
FAF1	11124	ENSG00000185104
FAH	2184	ENSG00000103876
FAIM	55179	ENSG00000158234
FAIM2	23017	ENSG00000135472
FAM102A	399665	ENSG00000167106
FAM104A	84923	ENSG00000133193
FAM114A2	10827	ENSG00000055147
FAM120A	23196	ENSG00000048828
FAM13A	10144	ENSG00000138640
FAM171B	165215	ENSG00000144369
FAM189B	10712	ENSG00000160767
FAM200A	221786	ENSG00000221909
FAM200B	285550	ENSG00000237765
FAM20B	9917	ENSG00000116199
FAM3C	10447	ENSG00000196937
FAM47E	100129583	ENSG00000189157
FAM47E-STBD1	100631383	ENSG00000272414
FAM49A	81553	ENSG00000197872
FAM57A	79850	ENSG00000167695
FAM78A	286336	ENSG00000126882
FAM89A	375061	ENSG00000182118
FAM89B	23625	ENSG00000176973
FANCA	2175	ENSG00000187741
FANCF	2188	ENSG00000183161
FANCG	2189	ENSG00000221829
FANCL	55120	ENSG00000115392
FAP	2191	ENSG00000078098
FARS2	10667	ENSG00000145982
FARSA	2193	ENSG00000179115
FARSB	10056	ENSG00000116120
FAS	355	ENSG00000026103
FASLG	356	ENSG00000117560
FASN	2194	ENSG00000169710
FASTK	10922	ENSG00000164896
FASTKD1	79675	ENSG00000138399
FASTKD2	22868	ENSG00000118246
FASTKD3	79072	ENSG00000124279
FASTKD5	60493	ENSG00000215251
FAT1	2195	ENSG00000083857
FAT4	79633	ENSG00000196159
FAU	2197	ENSG00000149806
FBLIM1	54751	ENSG00000162458
FBLN2	2199	ENSG00000163520
FBLN5	10516	ENSG00000140092
FBN1	2200	ENSG00000166147
FBP1	2203	ENSG00000165140
FBRS	64319	ENSG00000156860
FBXL12	54850	ENSG00000127452
FBXL13	222235	ENSG00000161040
FBXL14	144699	ENSG00000171823
FBXL19	54620	ENSG00000099364
FBXL19-AS1	283932	ENSG00000260852
FBXL20	84961	ENSG00000108306
FBXL4	26235	ENSG00000112234
FBXL5	26234	ENSG00000118564
FBXO10	26267	ENSG00000147912
FBXO11	80204	ENSG00000138081
FBXO15	201456	ENSG00000141665
FBXO16	157574	ENSG00000214050
FBXO21	23014	ENSG00000135108
FBXO22	26263	ENSG00000167196
FBXO28	23219	ENSG00000143756
FBXO3	26273	ENSG00000110429
FBXO32	114907	ENSG00000156804
FBXO34	55030	ENSG00000178974
FBXO36	130888	ENSG00000153832
FBXO38	81545	ENSG00000145868
FBXO40	51725	ENSG00000163833
FBXO42	54455	ENSG00000037637
FBXO46	23403	ENSG00000177051
FBXO5	26271	ENSG00000112029
FBXO7	25793	ENSG00000100225
FBXW11	23291	ENSG00000072803
FBXW7	55294	ENSG00000109670
FCAMR	83953	ENSG00000162897
FCAR	2204	ENSG00000186431
FCER1A	2205	ENSG00000179639
FCER1G	2207	ENSG00000158869
FCER2	2208	ENSG00000104921
FCGR1A	2209	ENSG00000150337
FCGR2A	2212	ENSG00000143226
FCGR2B	2213	ENSG00000072694
FCGR3A	2214	ENSG00000203747
FCGR3B	2215	ENSG00000162747
FCHO1	23149	ENSG00000130475
FCMR	9214	ENSG00000162894
FCN1	2219	ENSG00000085265
FCN3	8547	ENSG00000142748
FCRL1	115350	ENSG00000163534
FCRL2	79368	ENSG00000132704
FCRL3	115352	ENSG00000160856
FCRL4	83417	ENSG00000163518
FCRL5	83416	ENSG00000143297
FCRL6	343413	ENSG00000181036
FCRLA	84824	ENSG00000132185
FCRLB	127943	ENSG00000162746
FDCSP	260436	ENSG00000181617
FDFT1	2222	ENSG00000079459
FDPS	2224	ENSG00000160752
FDX1	2230	ENSG00000137714
FDXR	2232	ENSG00000161513
FECH	2235	ENSG00000066926
FEN1	2237	ENSG00000168496
FER	2241	ENSG00000151422
FERD3L	222894	ENSG00000146618
FERMT1	55612	ENSG00000101311
FERMT3	83706	ENSG00000149781
FES	2242	ENSG00000182511
FEZ1	9638	ENSG00000149557
FEZ2	9637	ENSG00000171055
FEZF1-AS1	154860	ENSG00000230316
FEZF2	55079	ENSG00000153266
FFAR1	2864	ENSG00000126266
FFAR2	2867	ENSG00000126262
FFAR3	2865	ENSG00000185897
FFAR4	338557	ENSG00000186188
FGA	2243	ENSG00000171560
FGB	2244	ENSG00000171564
FGD2	221472	ENSG00000146192
FGD5-AS1	100505641	ENSG00000225733
FGF1	2246	ENSG00000113578
FGF10	2255	ENSG00000070193
FGF14	2259	ENSG00000102466
FGF2	2247	ENSG00000138685
FGF9	2254	ENSG00000102678
FGFBP2	83888	ENSG00000137441
FGFR1	2260	ENSG00000077782
FGFR1OP	11116	ENSG00000213066
FGFR2	2263	ENSG00000066468
FGFR3	2261	ENSG00000068078
FGFR4	2264	ENSG00000160867
FGFRL1	53834	ENSG00000127418
FGG	2266	ENSG00000171557
FGGY	55277	ENSG00000172456
FGL2	10875	ENSG00000127951
FGR	2268	ENSG00000000938
FH	2271	ENSG00000091483
FHAD1	114827	ENSG00000142621
FHIT	2272	ENSG00000189283
FHL1	2273	ENSG00000022267
FHL2	2274	ENSG00000115641
FIBP	9158	ENSG00000172500
FIS1	51024	ENSG00000214253
FJX1	24147	ENSG00000179431
FKBP11	51303	ENSG00000134285
FKBP14	55033	ENSG00000106080
FKBP1A	2280	ENSG00000088832
FKBP3	2287	ENSG00000100442
FKBP4	2288	ENSG00000004478
FKBP5	2289	ENSG00000096060
FKBP8	23770	ENSG00000105701
FKBP9	11328	ENSG00000122642
FLAD1	80308	ENSG00000160688
FLCN	201163	ENSG00000154803
FLI1	2313	ENSG00000151702
FLNB	2317	ENSG00000136068
FLT1	2321	ENSG00000102755
FLT3	2322	ENSG00000122025
FLT4	2324	ENSG00000037280
FMNL1	752	ENSG00000184922
FMO1	2326	ENSG00000010932
FMR1	2332	ENSG00000102081
FN1	2335	ENSG00000115414
FN3K	64122	ENSG00000167363
FN3KRP	79672	ENSG00000141560
FNBP1L	54874	ENSG00000137942
FNDC4	64838	ENSG00000115226
FNIP1	96459	ENSG00000217128
FNTA	2339	ENSG00000168522
FNTB	2342	ENSG00000257365
FOLH1	2346	ENSG00000086205
FOLR1	2348	ENSG00000110195
FOLR3	2352	ENSG00000110203
FOS	2353	ENSG00000170345
FOSB	2354	ENSG00000125740
FOSL1	8061	ENSG00000175592
FOSL2	2355	ENSG00000075426
FOXA1	3169	ENSG00000129514
FOXA2	3170	ENSG00000125798
FOXA3	3171	ENSG00000170608
FOXC2	2303	ENSG00000176692
FOXD4L3	286380	ENSG00000187559
FOXD4L6	653404	ENSG00000273514
FOXF2	2295	ENSG00000137273
FOXJ1	2302	ENSG00000129654
FOXJ2	55810	ENSG00000065970
FOXJ3	22887	ENSG00000198815
FOXM1	2305	ENSG00000111206
FOXN1	8456	ENSG00000109101
FOXN2	3344	ENSG00000170802
FOXN3	1112	ENSG00000053254
FOXO1	2308	ENSG00000150907
FOXO3	2309	ENSG00000118689
FOXO4	4303	ENSG00000184481
FOXP1	27086	ENSG00000114861
FOXP2	93986	ENSG00000128573
FOXP3	50943	ENSG00000049768
FOXP4	116113	ENSG00000137166
FOXP4-AS1	101060264	ENSG00000234753
FOXQ1	94234	ENSG00000164379
FOXR2	139628	ENSG00000189299
FPGS	2356	ENSG00000136877
FPGT-TNNI3K	100526835	ENSG00000259030
FPR1	2357	ENSG00000171051
FPR2	2358	ENSG00000171049
FPR3	2359	ENSG00000187474
FRAT1	10023	ENSG00000165879
FRAT2	23401	ENSG00000181274
FRK	2444	ENSG00000111816
FRMD6	122786	ENSG00000139926
FRS2	10818	ENSG00000166225
FRS3	10817	ENSG00000137218
FSCN1	6624	ENSG00000075618
FSD1	79187	ENSG00000105255
FSHR	2492	ENSG00000170820
FST	10468	ENSG00000134363
FTCD	10841	ENSG00000160282
FTCDNL1	348751	ENSG00000226124
FTH1	2495	ENSG00000167996
FTL	2512	ENSG00000087086
FTSJ1	24140	ENSG00000068438
FTSJ3	117246	ENSG00000108592
FURIN	5045	ENSG00000140564
FUS	2521	ENSG00000089280
FUT1	2523	ENSG00000174951
FUT2	2524	ENSG00000176920
FUT3	2525	ENSG00000171124
FUT4	2526	ENSG00000196371
FUT8	2530	ENSG00000033170
FXN	2395	ENSG00000165060
FXR2	9513	ENSG00000129245
FXYD2	486	ENSG00000137731
FYB1	2533	ENSG00000082074
FYN	2534	ENSG00000010810
FZD1	8321	ENSG00000157240
FZD10	11211	ENSG00000111432
FZD2	2535	ENSG00000180340
FZD3	7976	ENSG00000104290
FZD4	8322	ENSG00000174804
FZD5	7855	ENSG00000163251
FZD6	8323	ENSG00000164930
FZD7	8324	ENSG00000155760
FZD8	8325	ENSG00000177283
FZD9	8326	ENSG00000188763
G0S2	50486	ENSG00000123689
G2E3	55632	ENSG00000092140
G3BP1	10146	ENSG00000145907
G3BP2	9908	ENSG00000138757
G6PC	2538	ENSG00000131482
G6PC2	57818	ENSG00000152254
G6PC3	92579	ENSG00000141349
G6PD	2539	ENSG00000160211
GAA	2548	ENSG00000171298
GAB1	2549	ENSG00000109458
GAB2	9846	ENSG00000033327
GAB3	139716	ENSG00000160219
GABARAPL1	23710	ENSG00000139112
GABBR1	2550	ENSG00000204681
GABBR2	9568	ENSG00000136928
GABPB1	2553	ENSG00000104064
GABPB2	126626	ENSG00000143458
GABRA1	2554	ENSG00000022355
GABRA2	2555	ENSG00000151834
GABRA3	2556	ENSG00000011677
GABRA4	2557	ENSG00000109158
GABRA5	2558	ENSG00000186297
GABRA6	2559	ENSG00000145863
GABRB1	2560	ENSG00000163288
GABRB2	2561	ENSG00000145864
GABRB3	2562	ENSG00000166206
GABRD	2563	ENSG00000187730
GABRE	2564	ENSG00000102287
GABRG1	2565	ENSG00000163285
GABRG2	2566	ENSG00000113327
GABRG3	2567	ENSG00000182256
GABRP	2568	ENSG00000094755
GABRQ	55879	ENSG00000268089
GABRR1	2569	ENSG00000146276
GABRR2	2570	ENSG00000111886
GABRR3	200959	ENSG00000183185
GAD1	2571	ENSG00000128683
GAD2	2572	ENSG00000136750
GADD45A	1647	ENSG00000116717
GADD45B	4616	ENSG00000099860
GADL1	339896	ENSG00000144644
GAK	2580	ENSG00000178950
GALC	2581	ENSG00000054983
GALE	2582	ENSG00000117308
GALK1	2584	ENSG00000108479
GALK2	2585	ENSG00000156958
GALNS	2588	ENSG00000141012
GALNT1	2589	ENSG00000141429
GALNT10	55568	ENSG00000164574
GALNT12	79695	ENSG00000119514
GALNT14	79623	ENSG00000158089
GALNT2	2590	ENSG00000143641
GALNT3	2591	ENSG00000115339
GALNTL5	168391	ENSG00000106648
GALR1	2587	ENSG00000166573
GALR2	8811	ENSG00000182687
GALR3	8484	ENSG00000128310
GALT	2592	ENSG00000213930
GAMT	2593	ENSG00000130005
GANAB	23193	ENSG00000089597
GANC	2595	ENSG00000214013
GAPDH	2597	ENSG00000111640
GAPDHS	26330	ENSG00000105679
GAPT	202309	ENSG00000175857
GARS	2617	ENSG00000106105
GART	2618	ENSG00000159131
GAS2L1	10634	ENSG00000185340
GAS2L3	283431	ENSG00000139354
GAS5	60674	ENSG00000234741
GAS6	2621	ENSG00000183087
GAS7	8522	ENSG00000007237
GAST	2520	ENSG00000184502
GATA1	2623	ENSG00000102145
GATA2	2624	ENSG00000179348
GATA3	2625	ENSG00000107485
GATA3-AS1	399717	ENSG00000197308
GATA4	2626	ENSG00000136574
GATA6	2627	ENSG00000141448
GATAD1	57798	ENSG00000157259
GATAD2A	54815	ENSG00000167491
GATM	2628	ENSG00000171766
GBF1	8729	ENSG00000107862
GBGT1	26301	ENSG00000148288
GBP1	2633	ENSG00000117228
GBP2	2634	ENSG00000162645
GBP3	2635	ENSG00000117226
GBP4	115361	ENSG00000162654
GBP5	115362	ENSG00000154451
GBP7	388646	ENSG00000213512
GCA	25801	ENSG00000115271
GCAT	23464	ENSG00000100116
GCDH	2639	ENSG00000105607
GCG	2641	ENSG00000115263
GCGR	2642	ENSG00000215644
GCH1	2643	ENSG00000131979
GCK	2645	ENSG00000106633
GCKR	2646	ENSG00000084734
GCLC	2729	ENSG00000001084
GCLM	2730	ENSG00000023909
GCM1	8521	ENSG00000137270
GCM2	9247	ENSG00000124827
GCSAML	148823	ENSG00000169224
GCSH	2653	ENSG00000140905
GDF15	9518	ENSG00000130513
GDI1	2664	ENSG00000203879
GDPD5	81544	ENSG00000158555
GEM	2669	ENSG00000164949
GEMIN2	8487	ENSG00000092208
GEN1	348654	ENSG00000178295
GFER	2671	ENSG00000127554
GFI1	2672	ENSG00000162676
GFOD1	54438	ENSG00000145990
GFOD2	81577	ENSG00000141098
GFPT1	2673	ENSG00000198380
GFPT2	9945	ENSG00000131459
GFRA1	2674	ENSG00000151892
GGA2	23062	ENSG00000103365
GGCT	79017	ENSG00000006625
GGCX	2677	ENSG00000115486
GGH	8836	ENSG00000137563
GGPS1	9453	ENSG00000152904
GGT1	2678	ENSG00000100031
GGT7	2686	ENSG00000131067
GGTLC1	92086	ENSG00000149435
GH1	2688	ENSG00000259384
GHR	2690	ENSG00000112964
GHRHR	2692	ENSG00000106128
GHRL	51738	ENSG00000157017
GHSR	2693	ENSG00000121853
GIGYF2	26058	ENSG00000204120
GIMAP1	170575	ENSG00000213203
GIMAP4	55303	ENSG00000133574
GIMAP5	55340	ENSG00000196329
GIMAP6	474344	ENSG00000133561
GIMAP7	168537	ENSG00000179144
GIMAP8	155038	ENSG00000171115
GINS2	51659	ENSG00000131153
GIPC1	10755	ENSG00000123159
GIT1	28964	ENSG00000108262
GIT2	9815	ENSG00000139436
GJA1	2697	ENSG00000152661
GJA3	2700	ENSG00000121743
GJA4	2701	ENSG00000187513
GJA5	2702	ENSG00000265107
GJA8	2703	ENSG00000121634
GJB1	2705	ENSG00000169562
GJB2	2706	ENSG00000165474
GJB3	2707	ENSG00000188910
GJB4	127534	ENSG00000189433
GJB5	2709	ENSG00000189280
GJB6	10804	ENSG00000121742
GJB7	375519	ENSG00000164411
GJC1	10052	ENSG00000182963
GJC2	57165	ENSG00000198835
GJC3	349149	ENSG00000176402
GJD2	57369	ENSG00000159248
GJD3	125111	ENSG00000183153
GJD4	219770	ENSG00000177291
GK	2710	ENSG00000198814
GK2	2712	ENSG00000196475
GK5	256356	ENSG00000175066
GLA	2717	ENSG00000102393
GLDC	2731	ENSG00000178445
GLI1	2735	ENSG00000111087
GLI3	2737	ENSG00000106571
GLIPR1	11010	ENSG00000139278
GLIS3	169792	ENSG00000107249
GLO1	2739	ENSG00000124767
GLOD4	51031	ENSG00000167699
GLP1R	2740	ENSG00000112164
GLRA1	2741	ENSG00000145888
GLRA2	2742	ENSG00000101958
GLRA3	8001	ENSG00000145451
GLRB	2743	ENSG00000109738
GLRX	2745	ENSG00000173221
GLRX2	51022	ENSG00000023572
GLS	2744	ENSG00000115419
GLTP	51228	ENSG00000139433
GLUD1	2746	ENSG00000148672
GLUD2	2747	ENSG00000182890
GLUL	2752	ENSG00000135821
GLYAT	10249	ENSG00000149124
GLYATL1	92292	ENSG00000166840
GLYATL2	219970	ENSG00000156689
GLYCTK	132158	ENSG00000168237
GM2A	2760	ENSG00000196743
GMCL1	64395	ENSG00000087338
GMDS	2762	ENSG00000112699
GMEB1	10691	ENSG00000162419
GMEB2	26205	ENSG00000101216
GMFG	9535	ENSG00000130755
GMNN	51053	ENSG00000112312
GMPPB	29925	ENSG00000173540
GMPR	2766	ENSG00000137198
GMPR2	51292	ENSG00000100938
GMPS	8833	ENSG00000163655
GNA11	2767	ENSG00000088256
GNA12	2768	ENSG00000146535
GNA13	10672	ENSG00000120063
GNA15	2769	ENSG00000060558
GNAI1	2770	ENSG00000127955
GNAI2	2771	ENSG00000114353
GNAI3	2773	ENSG00000065135
GNAL	2774	ENSG00000141404
GNAQ	2776	ENSG00000156052
GNAS	2778	ENSG00000087460
GNAT2	2780	ENSG00000134183
GNAZ	2781	ENSG00000128266
GNB1	2782	ENSG00000078369
GNB1L	54584	ENSG00000185838
GNB2	2783	ENSG00000172354
GNB4	59345	ENSG00000114450
GNB5	10681	ENSG00000069966
GNE	10020	ENSG00000159921
GNG11	2791	ENSG00000127920
GNG12	55970	ENSG00000172380
GNG4	2786	ENSG00000168243
GNG5	2787	ENSG00000174021
GNG7	2788	ENSG00000176533
GNG8	94235	ENSG00000167414
GNGT2	2793	ENSG00000167083
GNLY	10578	ENSG00000115523
GNMT	27232	ENSG00000124713
GNPDA1	10007	ENSG00000113552
GNPTAB	79158	ENSG00000111670
GNPTG	84572	ENSG00000090581
GNRH1	2796	ENSG00000147437
GNRHR	2798	ENSG00000109163
GOLGA2	2801	ENSG00000167110
GOLGA5	9950	ENSG00000066455
GOLGA8A	23015	ENSG00000175265
GOLIM4	27333	ENSG00000173905
GOLT1B	51026	ENSG00000111711
GON4L	54856	ENSG00000116580
GOPC	57120	ENSG00000047932
GOT1	2805	ENSG00000120053
GOT2	2806	ENSG00000125166
GP1BA	2811	ENSG00000185245
GP1BB	2812	ENSG00000203618
GP2	2813	ENSG00000169347
GP5	2814	ENSG00000178732
GP6	51206	ENSG00000088053
GP9	2815	ENSG00000169704
GPA33	10223	ENSG00000143167
GPAT3	84803	ENSG00000138678
GPATCH1	55094	ENSG00000076650
GPATCH8	23131	ENSG00000186566
GPBAR1	151306	ENSG00000179921
GPC1	2817	ENSG00000063660
GPC4	2239	ENSG00000076716
GPD1	2819	ENSG00000167588
GPER1	2852	ENSG00000164850
GPHN	10243	ENSG00000171723
GPI	2821	ENSG00000105220
GPM6B	2824	ENSG00000046653
GPN1	11321	ENSG00000198522
GPNMB	10457	ENSG00000136235
GPR101	83550	ENSG00000165370
GPR107	57720	ENSG00000148358
GPR119	139760	ENSG00000147262
GPR12	2835	ENSG00000132975
GPR132	29933	ENSG00000183484
GPR137	56834	ENSG00000173264
GPR137B	7107	ENSG00000077585
GPR139	124274	ENSG00000180269
GPR141	353345	ENSG00000187037
GPR142	350383	ENSG00000257008
GPR143	4935	ENSG00000101850
GPR146	115330	ENSG00000164849
GPR148	344561	ENSG00000173302
GPR150	285601	ENSG00000178015
GPR151	134391	ENSG00000173250
GPR152	390212	ENSG00000175514
GPR153	387509	ENSG00000158292
GPR156	165829	ENSG00000175697
GPR157	80045	ENSG00000180758
GPR158	57512	ENSG00000151025
GPR160	26996	ENSG00000173890
GPR161	23432	ENSG00000143147
GPR17	2840	ENSG00000144230
GPR171	29909	ENSG00000174946
GPR174	84636	ENSG00000147138
GPR176	11245	ENSG00000166073
GPR18	2841	ENSG00000125245
GPR183	1880	ENSG00000169508
GPR19	2842	ENSG00000183150
GPR22	2845	ENSG00000172209
GPR25	2848	ENSG00000170128
GPR26	2849	ENSG00000154478
GPR27	2850	ENSG00000170837
GPR3	2827	ENSG00000181773
GPR31	2853	ENSG00000120436
GPR34	2857	ENSG00000171659
GPR35	2859	ENSG00000178623
GPR37	2861	ENSG00000170775
GPR39	2863	ENSG00000183840
GPR4	2828	ENSG00000177464
GPR52	9293	ENSG00000203737
GPR55	9290	ENSG00000135898
GPR61	83873	ENSG00000156097
GPR62	118442	ENSG00000180929
GPR65	8477	ENSG00000140030
GPR78	27201	ENSG00000155269
GPR82	27197	ENSG00000171657
GPR83	10888	ENSG00000123901
GPR84	53831	ENSG00000139572
GPR87	53836	ENSG00000138271
GPRC5A	9052	ENSG00000013588
GPRC5B	51704	ENSG00000167191
GPRC5C	55890	ENSG00000170412
GPRC6A	222545	ENSG00000173612
GPSM1	26086	ENSG00000160360
GPSM2	29899	ENSG00000121957
GPT	2875	ENSG00000167701
GPX1	2876	ENSG00000233276
GPX2	2877	ENSG00000176153
GPX3	2878	ENSG00000211445
GPX4	2879	ENSG00000167468
GPX5	2880	ENSG00000224586
GPX7	2882	ENSG00000116157
GRAMD1B	57476	ENSG00000023171
GRAMD2A	196996	ENSG00000175318
GRAP	10750	ENSG00000154016
GRAP2	9402	ENSG00000100351
GRB10	2887	ENSG00000106070
GRB2	2885	ENSG00000177885
GRB7	2886	ENSG00000141738
GREB1	9687	ENSG00000196208
GRHL1	29841	ENSG00000134317
GRHL3	57822	ENSG00000158055
GRHPR	9380	ENSG00000137106
GRIA1	2890	ENSG00000155511
GRIA2	2891	ENSG00000120251
GRIA4	2893	ENSG00000152578
GRIK1	2897	ENSG00000171189
GRIK2	2898	ENSG00000164418
GRIK3	2899	ENSG00000163873
GRIK4	2900	ENSG00000149403
GRIK5	2901	ENSG00000105737
GRIN1	2902	ENSG00000176884
GRIN2A	2903	ENSG00000183454
GRIN2B	2904	ENSG00000273079
GRIN2C	2905	ENSG00000161509
GRIN2D	2906	ENSG00000105464
GRIN3A	116443	ENSG00000198785
GRIN3B	116444	ENSG00000116032
