Geneid	dolloAge	wagnerAge
ENSG00000103671	1628	910
ENSG00000103707	4200	4200
ENSG00000103710	910	454.6
ENSG00000103723	1628	1628
ENSG00000103740	1628	454.6
ENSG00000103742	454.6	454.6
ENSG00000103769	1628	1628
ENSG00000103811	1628	454.6
ENSG00000103852	454.6	91
ENSG00000103855	454.6	454.6
ENSG00000103876	1628	1628
ENSG00000103888	1628	454.6
ENSG00000103932	1628	324.5
ENSG00000103942	910	324.5
ENSG00000103966	1628	1628
ENSG00000103978	1628	1628
ENSG00000103994	454.6	454.6
ENSG00000103995	324.5	324.5
ENSG00000104043	1628	1628
ENSG00000104044	1628	1628
ENSG00000104047	1628	454.6
ENSG00000104055	324.5	324.5
ENSG00000104059	454.6	454.6
ENSG00000104064	454.6	454.6
ENSG00000104067	910	910
ENSG00000104081	454.6	454.6
ENSG00000104093	1628	910
ENSG00000104112	454.6	454.6
ENSG00000104129	1628	1628
ENSG00000104131	910	454.6
ENSG00000104133	454.6	454.6
ENSG00000104140	324.5	324.5
ENSG00000104142	1628	1628
ENSG00000104147	324.5	324.5
ENSG00000104154	91	91
ENSG00000104164	910	454.6
ENSG00000104177	910	910
ENSG00000104205	454.6	454.6
ENSG00000104213	454.6	454.6
ENSG00000104218	454.6	454.6
ENSG00000104219	1628	1628
ENSG00000104221	454.6	454.6
ENSG00000104228	910	454.6
ENSG00000104231	1628	454.6
ENSG00000104237	91	91
ENSG00000104267	1628	910
ENSG00000104290	454.6	454.6
ENSG00000104299	1628	1628
ENSG00000104312	454.6	454.6
ENSG00000104313	1628	910
ENSG00000104320	454.6	454.6
ENSG00000104321	1368	910
ENSG00000104324	324.5	324.5
ENSG00000104325	4200	4200
ENSG00000104327	454.6	454.6
ENSG00000104331	910	910
ENSG00000104332	324.5	324.5
ENSG00000104341	454.6	454.6
ENSG00000104343	1628	1628
ENSG00000104356	1628	1628
ENSG00000104361	91	91
ENSG00000104365	454.6	454.6
ENSG00000104368	454.6	454.6
ENSG00000104369	454.6	454.6
ENSG00000104371	91	91
ENSG00000104375	1628	1628
ENSG00000104381	1628	454.6
ENSG00000104388	1628	1628
ENSG00000104408	1628	1628
ENSG00000104412	1628	1628
ENSG00000104413	1628	910
ENSG00000104415	454.6	454.6
ENSG00000104419	454.6	454.6
ENSG00000104427	910	454.6
ENSG00000104432	324.5	324.5
ENSG00000104435	454.6	454.6
ENSG00000104442	1628	454.6
ENSG00000104447	454.6	454.6
ENSG00000104450	910	454.6
ENSG00000104472	1628	91
ENSG00000104490	454.6	454.6
ENSG00000104497	910	454.6
ENSG00000104499	91	91
ENSG00000104517	910	910
ENSG00000104518	91	91
ENSG00000104522	4200	4200
ENSG00000104524	0	0
ENSG00000104529	910	454.6
ENSG00000104537	1628	454.6
ENSG00000104549	1628	1628
ENSG00000104611	324.5	324.5
ENSG00000104613	910	454.6
ENSG00000104626	1628	454.6
ENSG00000104635	910	454.6
ENSG00000104643	910	910
ENSG00000104660	1628	1628
ENSG00000104671	1628	324.5
ENSG00000104679	324.5	324.5
ENSG00000104687	4200	4200
ENSG00000104689	324.5	324.5
ENSG00000104691	454.6	91
ENSG00000104695	1628	1628
ENSG00000104714	324.5	324.5
ENSG00000104722	454.6	454.6
ENSG00000104723	1628	454.6
ENSG00000104728	910	324.5
ENSG00000104731	1628	454.6
ENSG00000104738	1628	1628
ENSG00000104755	91	91
ENSG00000104756	1628	1628
ENSG00000104760	910	454.6
ENSG00000104763	910	454.6
ENSG00000104765	454.6	454.6
ENSG00000104774	1628	1628
ENSG00000104783	0	0
ENSG00000104804	1628	910
ENSG00000104805	454.6	91
ENSG00000104808	4200	4200
ENSG00000104812	1628	910
ENSG00000104814	91	91
ENSG00000104818	454.6	91
ENSG00000104823	1628	910
ENSG00000104824	1628	910
ENSG00000104825	454.6	91
ENSG00000104826	454.6	91
ENSG00000104827	454.6	91
ENSG00000104833	1628	1628
ENSG00000104848	91	91
ENSG00000104852	1628	91
ENSG00000104853	1628	1628
ENSG00000104856	324.5	324.5
ENSG00000104859	910	91
ENSG00000104863	910	910
ENSG00000104866	910	910
ENSG00000104870	91	91
ENSG00000104872	910	910
ENSG00000104879	910	910
ENSG00000104880	910	454.6
ENSG00000104881	91	91
ENSG00000104883	910	910
ENSG00000104884	1628	1628
ENSG00000104885	454.6	91
ENSG00000104886	454.6	454.6
ENSG00000104888	4200	4200
ENSG00000104889	4200	4200
ENSG00000104892	91	91
ENSG00000104894	91	91
ENSG00000104897	1628	1628
ENSG00000104899	454.6	454.6
ENSG00000104901	91	91
ENSG00000104903	91	91
ENSG00000104904	910	454.6
ENSG00000104907	1628	1628
ENSG00000104915	1628	1628
ENSG00000104918	0	0
ENSG00000104921	91	91
ENSG00000104936	91	91
ENSG00000104938	454.6	91
ENSG00000104941	91	91
ENSG00000104946	1628	1628
ENSG00000104951	91	91
ENSG00000104953	91	0
ENSG00000104957	1628	1628
ENSG00000104960	910	91
ENSG00000104964	454.6	91
ENSG00000104967	1628	910
ENSG00000104969	1628	1628
ENSG00000104970	0	0
ENSG00000104972	91	91
ENSG00000104973	91	91
ENSG00000104974	91	91
ENSG00000104976	454.6	91
ENSG00000104979	454.6	91
ENSG00000104980	1628	1368
ENSG00000104983	454.6	454.6
ENSG00000104998	91	91
ENSG00000105011	0	0
ENSG00000105048	454.6	454.6
ENSG00000105053	454.6	454.6
ENSG00000105058	1628	910
ENSG00000105063	1628	1628
ENSG00000105072	324.5	324.5
ENSG00000105085	454.6	454.6
ENSG00000105088	454.6	454.6
ENSG00000105122	91	91
ENSG00000105127	324.5	324.5
ENSG00000105131	91	91
ENSG00000105135	1628	91
ENSG00000105136	91	91
ENSG00000105137	91	91
ENSG00000105141	91	91
ENSG00000105143	4200	910
ENSG00000105146	91	91
ENSG00000105171	1628	1628
ENSG00000105173	910	910
ENSG00000105176	454.6	454.6
ENSG00000105185	1628	1628
ENSG00000105186	454.6	454.6
ENSG00000105193	1628	1628
ENSG00000105197	1628	1368
ENSG00000105198	91	0
ENSG00000105202	1628	1368
ENSG00000105204	1628	910
ENSG00000105205	91	0
ENSG00000105219	0	0
ENSG00000105220	4200	4200
ENSG00000105221	1628	910
ENSG00000105223	1628	910
ENSG00000105227	1628	91
ENSG00000105229	454.6	454.6
ENSG00000105245	910	91
ENSG00000105246	91	91
ENSG00000105248	1628	1628
ENSG00000105251	454.6	91
ENSG00000105254	1628	1368
ENSG00000105255	454.6	454.6
ENSG00000105258	1628	1628
ENSG00000105261	91	91
ENSG00000105270	454.6	91
ENSG00000105278	910	910
ENSG00000105281	454.6	91
ENSG00000105287	910	910
ENSG00000105289	910	910
ENSG00000105290	454.6	0
ENSG00000105298	1628	1628
ENSG00000105321	454.6	91
ENSG00000105323	454.6	91
ENSG00000105325	1628	1368
ENSG00000105327	91	91
ENSG00000105329	91	91
ENSG00000105339	454.6	454.6
ENSG00000105341	910	91
ENSG00000105352	0	0
ENSG00000105355	454.6	91
ENSG00000105357	1628	1368
ENSG00000105364	4200	4200
ENSG00000105366	91	0
ENSG00000105369	91	91
ENSG00000105370	454.6	91
ENSG00000105371	91	0
ENSG00000105372	1628	1628
ENSG00000105373	1628	1368
ENSG00000105374	91	91
ENSG00000105376	91	91
ENSG00000105379	4200	4200
ENSG00000105383	91	91
ENSG00000105388	91	91
ENSG00000105392	910	91
ENSG00000105393	324.5	324.5
ENSG00000105397	910	454.6
ENSG00000105398	91	91
ENSG00000105401	910	910
ENSG00000105402	1628	1628
ENSG00000105404	1628	1628
ENSG00000105409	4200	4200
ENSG00000105426	1628	1628
ENSG00000105427	454.6	91
ENSG00000105428	91	91
ENSG00000105429	910	91
ENSG00000105438	91	91
ENSG00000105443	1628	910
ENSG00000105447	1628	1368
ENSG00000105464	910	910
ENSG00000105467	0	0
ENSG00000105472	91	91
ENSG00000105479	454.6	91
ENSG00000105483	0	0
ENSG00000105486	1628	91
ENSG00000105492	0	0
ENSG00000105497	91	91
ENSG00000105499	454.6	91
ENSG00000105501	91	91
ENSG00000105507	454.6	91
ENSG00000105509	91	0
ENSG00000105514	454.6	91
ENSG00000105516	91	91
ENSG00000105518	1628	91
ENSG00000105519	0	0
ENSG00000105520	91	91
ENSG00000105523	91	91
ENSG00000105538	454.6	454.6
ENSG00000105549	91	91
ENSG00000105550	91	91
ENSG00000105552	0	0
ENSG00000105556	324.5	324.5
ENSG00000105559	91	91
ENSG00000105568	1628	1628
ENSG00000105576	1628	1628
ENSG00000105583	1628	1628
ENSG00000105605	454.6	91
ENSG00000105607	1628	1628
ENSG00000105609	91	91
ENSG00000105610	91	91
ENSG00000105612	910	324.5
ENSG00000105613	1628	910
ENSG00000105617	910	910
ENSG00000105618	1628	1628
ENSG00000105619	91	91
ENSG00000105639	910	454.6
ENSG00000105640	1628	1628
ENSG00000105641	454.6	91
ENSG00000105642	1628	910
ENSG00000105643	910	454.6
ENSG00000105647	910	910
ENSG00000105649	910	910
ENSG00000105650	910	910
ENSG00000105655	1628	91
ENSG00000105656	910	454.6
ENSG00000105662	454.6	454.6
ENSG00000105664	910	454.6
ENSG00000105668	454.6	0
ENSG00000105669	1628	1628
ENSG00000105671	1628	1628
ENSG00000105672	91	91
ENSG00000105675	4200	4200
ENSG00000105676	1628	1628
ENSG00000105677	1628	1628
ENSG00000105679	454.6	91
ENSG00000105695	454.6	91
ENSG00000105696	454.6	454.6
ENSG00000105697	0	0
ENSG00000105698	454.6	91
ENSG00000105699	454.6	91
ENSG00000105700	1628	1628
ENSG00000105701	910	454.6
ENSG00000105705	1628	324.5
ENSG00000105707	454.6	91
ENSG00000105708	910	910
ENSG00000105711	454.6	91
ENSG00000105717	91	91
ENSG00000105722	454.6	91
ENSG00000105723	1628	1628
ENSG00000105726	1628	1628
ENSG00000105732	91	91
ENSG00000105737	1628	910
ENSG00000105738	910	454.6
ENSG00000105750	910	910
ENSG00000105755	4200	4200
ENSG00000105767	454.6	91
ENSG00000105771	910	91
ENSG00000105778	1628	1368
ENSG00000105784	454.6	454.6
ENSG00000105792	324.5	324.5
ENSG00000105793	910	910
ENSG00000105808	454.6	454.6
ENSG00000105810	910	454.6
ENSG00000105819	1628	1628
ENSG00000105821	1628	1628
ENSG00000105825	454.6	454.6
ENSG00000105829	1628	1628
ENSG00000105835	454.6	454.6
ENSG00000105849	1628	1628
ENSG00000105851	454.6	454.6
ENSG00000105852	0	0
ENSG00000105854	910	454.6
ENSG00000105855	324.5	324.5
ENSG00000105856	454.6	454.6
ENSG00000105865	1628	1368
ENSG00000105866	454.6	454.6
ENSG00000105875	1628	910
ENSG00000105877	1628	1368
ENSG00000105879	454.6	454.6
ENSG00000105880	454.6	454.6
ENSG00000105887	1628	910
ENSG00000105889	0	0
ENSG00000105894	454.6	454.6
ENSG00000105926	910	454.6
ENSG00000105928	454.6	454.6
ENSG00000105929	1628	1628
ENSG00000105939	91	91
ENSG00000105948	910	910
ENSG00000105953	1628	1628
ENSG00000105954	324.5	324.5
ENSG00000105963	454.6	454.6
ENSG00000105967	454.6	454.6
ENSG00000105968	1628	1628
ENSG00000105971	910	454.6
ENSG00000105974	910	454.6
ENSG00000105976	910	454.6
ENSG00000105982	454.6	454.6
ENSG00000105983	1628	910
ENSG00000105989	324.5	324.5
ENSG00000105991	454.6	91
ENSG00000105993	324.5	324.5
ENSG00000105996	910	454.6
ENSG00000105997	454.6	454.6
ENSG00000106003	910	454.6
ENSG00000106004	454.6	91
ENSG00000106006	324.5	324.5
ENSG00000106009	454.6	454.6
ENSG00000106012	324.5	324.5
ENSG00000106013	324.5	324.5
ENSG00000106018	324.5	324.5
ENSG00000106025	454.6	454.6
ENSG00000106028	4200	4200
ENSG00000106031	454.6	454.6
ENSG00000106034	454.6	454.6
ENSG00000106038	454.6	454.6
ENSG00000106049	4200	4200
ENSG00000106052	454.6	454.6
ENSG00000106066	1628	1628
ENSG00000106069	910	910
ENSG00000106070	454.6	454.6
ENSG00000106077	4200	4200
ENSG00000106078	0	0
ENSG00000106080	910	454.6
ENSG00000106086	1628	454.6
ENSG00000106089	1628	1628
ENSG00000106100	454.6	454.6
ENSG00000106105	1628	1628
ENSG00000106113	910	454.6
ENSG00000106123	910	910
ENSG00000106125	976.25	976.25
ENSG00000106128	454.6	454.6
ENSG00000106133	0	0
ENSG00000106144	454.6	454.6
ENSG00000106153	1628	1368
ENSG00000106178	454.6	454.6
ENSG00000106211	910	910
ENSG00000106236	454.6	454.6
ENSG00000106244	454.6	454.6
ENSG00000106245	1628	1628
ENSG00000106246	1628	1628
ENSG00000106258	1628	910
ENSG00000106261	91	91
ENSG00000106263	1628	1628
ENSG00000106266	1368	324.5
ENSG00000106268	1628	454.6
ENSG00000106278	910	454.6
ENSG00000106290	1628	1628
ENSG00000106299	910	454.6
ENSG00000106302	454.6	0
ENSG00000106304	454.6	454.6
ENSG00000106305	910	454.6
ENSG00000106327	454.6	454.6
ENSG00000106328	91	91
ENSG00000106330	91	91
ENSG00000106331	91	91
ENSG00000106333	454.6	91
ENSG00000106336	91	91
ENSG00000106341	324.5	324.5
ENSG00000106344	1628	1628
ENSG00000106346	324.5	324.5
ENSG00000106348	4200	4200
ENSG00000106351	91	91
ENSG00000106355	1628	1628
ENSG00000106366	454.6	91
ENSG00000106367	1628	1628
ENSG00000106384	0	0
ENSG00000106392	910	910
ENSG00000106397	910	910
ENSG00000106399	454.6	454.6
ENSG00000106400	1628	1628
ENSG00000106404	454.6	91
ENSG00000106410	324.5	324.5
ENSG00000106415	454.6	454.6
ENSG00000106436	91	91
ENSG00000106443	910	910
ENSG00000106459	454.6	454.6
ENSG00000106460	454.6	454.6
ENSG00000106462	910	454.6
ENSG00000106477	454.6	454.6
ENSG00000106479	91	91
ENSG00000106483	324.5	324.5
ENSG00000106484	454.6	454.6
ENSG00000106511	454.6	454.6
ENSG00000106524	910	910
ENSG00000106526	0	0
ENSG00000106536	910	454.6
ENSG00000106537	454.6	454.6
ENSG00000106538	324.5	324.5
ENSG00000106540	1628	454.6
ENSG00000106541	454.6	454.6
ENSG00000106546	910	910
ENSG00000106554	454.6	454.6
ENSG00000106560	1628	454.6
ENSG00000106565	0	0
ENSG00000106571	454.6	454.6
ENSG00000106588	1628	1628
ENSG00000106591	910	910
ENSG00000106603	910	0
ENSG00000106605	454.6	454.6
ENSG00000106608	91	91
ENSG00000106609	454.6	454.6
ENSG00000106610	0	0
ENSG00000106615	1628	1368
ENSG00000106617	1628	1628
ENSG00000106624	454.6	454.6
ENSG00000106628	1628	1628
ENSG00000106631	454.6	91
ENSG00000106633	0	0
ENSG00000106635	454.6	91
ENSG00000106636	1628	1628
ENSG00000106638	1628	1628
ENSG00000106648	91	91
ENSG00000106665	910	454.6
ENSG00000106682	1368	454.6
ENSG00000106683	910	454.6
ENSG00000106686	910	91
ENSG00000106688	454.6	454.6
ENSG00000106689	910	454.6
ENSG00000106692	454.6	454.6
ENSG00000106701	91	91
ENSG00000106714	910	910
ENSG00000106723	454.6	454.6
ENSG00000106733	910	324.5
ENSG00000106771	910	910
ENSG00000106772	500.5	227.3
ENSG00000106780	454.6	454.6
ENSG00000106785	324.5	324.5
ENSG00000106789	454.6	454.6
ENSG00000106799	910	910
ENSG00000106803	1628	1628
ENSG00000106804	454.6	454.6
ENSG00000106809	454.6	454.6
ENSG00000106819	324.5	324.5
ENSG00000106823	454.6	454.6
ENSG00000106829	910	910
ENSG00000106852	910	454.6
ENSG00000106853	4200	4200
ENSG00000106868	454.6	454.6
ENSG00000106927	454.6	454.6
ENSG00000106948	91	91
ENSG00000106952	324.5	324.5
ENSG00000106976	910	910
ENSG00000106991	324.5	324.5
ENSG00000106992	910	910
ENSG00000106993	454.6	454.6
ENSG00000107014	91	91
ENSG00000107018	91	91
ENSG00000107020	910	91
ENSG00000107021	1628	1628
ENSG00000107036	1628	1628
ENSG00000107077	1368	910
ENSG00000107099	1628	1628
ENSG00000107104	454.6	454.6
ENSG00000107105	1628	910
ENSG00000107130	1628	1628
ENSG00000107140	91	91
ENSG00000107147	910	324.5
ENSG00000107159	91	91
ENSG00000107164	1628	910
ENSG00000107165	454.6	454.6
ENSG00000107175	91	91
ENSG00000107185	1628	910
ENSG00000107186	910	910
ENSG00000107187	910	910
ENSG00000107201	910	91
ENSG00000107223	1628	1628
ENSG00000107242	1628	1628
ENSG00000107249	454.6	0
ENSG00000107262	910	454.6
ENSG00000107263	910	454.6
ENSG00000107281	454.6	454.6
ENSG00000107282	910	454.6
ENSG00000107290	1628	454.6
ENSG00000107295	454.6	454.6
ENSG00000107317	454.6	454.6
ENSG00000107331	4200	4200
ENSG00000107338	910	324.5
ENSG00000107341	1628	910
ENSG00000107362	1628	1628
ENSG00000107371	1628	1628
ENSG00000107372	1628	1628
ENSG00000107404	910	910
ENSG00000107438	454.6	454.6
ENSG00000107443	910	454.6
ENSG00000107447	454.6	454.6
ENSG00000107485	910	454.6
ENSG00000107518	1628	910
ENSG00000107521	910	454.6
ENSG00000107537	910	454.6
ENSG00000107551	0	0
ENSG00000107554	324.5	324.5
ENSG00000107560	324.5	324.5
ENSG00000107562	454.6	454.6
ENSG00000107566	324.5	324.5
ENSG00000107581	1628	1628
ENSG00000107593	1628	910
ENSG00000107611	910	910
ENSG00000107614	1628	1628
ENSG00000107625	1628	454.6
ENSG00000107643	910	910
ENSG00000107651	910	454.6
ENSG00000107669	1628	1628
ENSG00000107672	1628	1628
ENSG00000107679	454.6	454.6
ENSG00000107719	1628	454.6
ENSG00000107731	910	910
ENSG00000107736	910	910
ENSG00000107738	454.6	454.6
ENSG00000107742	91	91
ENSG00000107745	1628	1628
ENSG00000107758	1628	1368
ENSG00000107771	324.5	324.5
ENSG00000107779	910	910
ENSG00000107789	1628	1628
ENSG00000107796	1628	1628
ENSG00000107798	1628	1628
ENSG00000107807	454.6	454.6
ENSG00000107815	1628	324.5
ENSG00000107816	91	91
ENSG00000107819	454.6	91
ENSG00000107821	454.6	454.6
ENSG00000107829	454.6	454.6
ENSG00000107831	454.6	454.6
ENSG00000107833	454.6	454.6
ENSG00000107854	910	454.6
ENSG00000107859	454.6	454.6
ENSG00000107862	1628	1628
ENSG00000107863	910	454.6
ENSG00000107864	910	454.6
ENSG00000107872	910	454.6
ENSG00000107874	910	454.6
ENSG00000107882	910	454.6
ENSG00000107890	324.5	324.5
ENSG00000107897	454.6	454.6
ENSG00000107902	910	454.6
ENSG00000107929	454.6	454.6
ENSG00000107937	1628	1628
ENSG00000107938	910	454.6
ENSG00000107949	1628	1628
ENSG00000107951	910	324.5
ENSG00000107954	910	454.6
ENSG00000107957	454.6	454.6
ENSG00000107959	1628	1628
ENSG00000107960	1628	454.6
ENSG00000107968	454.6	454.6
ENSG00000107984	454.6	454.6
ENSG00000108001	910	910
ENSG00000108010	1628	1368
ENSG00000108018	324.5	324.5
ENSG00000108021	324.5	324.5
ENSG00000108039	1628	1628
ENSG00000108055	1628	1628
ENSG00000108061	1628	910
ENSG00000108064	910	910
ENSG00000108091	1628	454.6
ENSG00000108094	910	910
ENSG00000108100	1628	910
ENSG00000108106	1628	1628
ENSG00000108107	1628	1628
ENSG00000108175	324.5	324.5
ENSG00000108176	910	910
ENSG00000108179	1628	1628
ENSG00000108187	4200	4200
ENSG00000108219	454.6	454.6
ENSG00000108231	454.6	454.6
ENSG00000108239	1628	454.6
ENSG00000108242	1628	1628
ENSG00000108244	324.5	324.5
ENSG00000108255	454.6	454.6
ENSG00000108256	454.6	454.6
ENSG00000108262	910	910
ENSG00000108298	1628	1628
ENSG00000108306	1628	1628
ENSG00000108309	454.6	91
ENSG00000108312	454.6	91
ENSG00000108342	324.5	324.5
ENSG00000108344	1628	1628
ENSG00000108349	454.6	454.6
ENSG00000108352	91	0
ENSG00000108370	910	910
ENSG00000108375	910	324.5
ENSG00000108379	454.6	454.6
ENSG00000108381	454.6	454.6
ENSG00000108384	1628	1628
ENSG00000108387	272.8	91
ENSG00000108389	910	454.6
ENSG00000108395	324.5	324.5
ENSG00000108405	454.6	454.6
ENSG00000108406	324.5	324.5
ENSG00000108417	0	0
ENSG00000108423	454.6	454.6
ENSG00000108424	1628	1368
ENSG00000108433	1628	1628
ENSG00000108439	4200	4200
ENSG00000108442	0	0
ENSG00000108443	1628	1368
ENSG00000108448	454.6	91
ENSG00000108465	1628	910
ENSG00000108468	454.6	454.6
ENSG00000108469	1628	910
ENSG00000108474	1628	1628
ENSG00000108479	4200	454.6
ENSG00000108506	1628	910
ENSG00000108509	454.6	91
ENSG00000108510	910	910
ENSG00000108511	454.6	91
ENSG00000108515	4200	4200
ENSG00000108516	324.5	324.5
ENSG00000108518	91	91
ENSG00000108523	454.6	91
ENSG00000108528	1628	1628
ENSG00000108551	910	910
ENSG00000108556	91	91
ENSG00000108557	324.5	324.5
ENSG00000108559	910	91
ENSG00000108561	910	910
ENSG00000108576	910	910
ENSG00000108578	1368	454.6
ENSG00000108582	1628	1628
ENSG00000108587	1628	1628
ENSG00000108588	1628	1368
ENSG00000108590	1628	1368
ENSG00000108591	1628	1628
ENSG00000108592	324.5	0
ENSG00000108599	910	910
ENSG00000108602	1628	1628
ENSG00000108604	1628	1628
ENSG00000108622	91	91
ENSG00000108639	454.6	91
ENSG00000108641	910	910
ENSG00000108651	1628	1628
ENSG00000108654	1628	1628
ENSG00000108666	454.6	454.6
ENSG00000108669	1628	910
ENSG00000108671	1628	1628
ENSG00000108679	454.6	91
ENSG00000108684	910	454.6
ENSG00000108688	91	91
ENSG00000108691	91	91
ENSG00000108700	91	91
ENSG00000108702	324.5	324.5
ENSG00000108733	1628	1628
ENSG00000108759	91	91
ENSG00000108771	1628	91
ENSG00000108773	1628	1628
ENSG00000108774	1628	1628
ENSG00000108784	1628	1628
ENSG00000108786	454.6	454.6
ENSG00000108788	910	910
ENSG00000108797	910	910
ENSG00000108798	91	91
ENSG00000108799	910	454.6
ENSG00000108813	91	91
ENSG00000108819	91	91
ENSG00000108821	454.6	454.6
ENSG00000108823	91	91
ENSG00000108825	1368	454.6
ENSG00000108826	4200	4200
ENSG00000108828	454.6	454.6
ENSG00000108829	910	454.6
ENSG00000108830	454.6	454.6
ENSG00000108839	454.6	91
ENSG00000108840	1628	910
ENSG00000108846	4200	4200
ENSG00000108848	1628	1628
ENSG00000108849	91	91
ENSG00000108852	910	454.6
ENSG00000108854	1628	454.6
ENSG00000108861	454.6	454.6
ENSG00000108878	454.6	454.6
ENSG00000108883	1628	1628
ENSG00000108924	910	454.6
ENSG00000108932	454.6	454.6
ENSG00000108946	1628	910
ENSG00000108947	454.6	91
ENSG00000108950	324.5	324.5
ENSG00000108953	1628	1628
ENSG00000108960	4200	4200
ENSG00000108961	1628	1628
ENSG00000108963	1628	1628
ENSG00000108984	1368	910
ENSG00000109016	1628	910
ENSG00000109046	454.6	454.6
ENSG00000109047	454.6	454.6
ENSG00000109061	1628	1368
ENSG00000109062	454.6	454.6
ENSG00000109063	1628	1368
ENSG00000109065	1628	910
ENSG00000109066	1628	910
ENSG00000109072	454.6	454.6
ENSG00000109079	324.5	324.5
ENSG00000109083	910	910
ENSG00000109084	1628	454.6
ENSG00000109089	454.6	454.6
ENSG00000109099	454.6	454.6
ENSG00000109101	454.6	454.6
ENSG00000109103	910	454.6
ENSG00000109107	1628	1628
ENSG00000109111	1628	1628
ENSG00000109113	910	91
ENSG00000109118	910	324.5
ENSG00000109132	454.6	454.6
ENSG00000109133	910	910
ENSG00000109158	910	910
ENSG00000109163	910	910
ENSG00000109171	454.6	454.6
ENSG00000109180	910	91
ENSG00000109181	910	910
ENSG00000109182	1628	324.5
ENSG00000109184	1628	454.6
ENSG00000109189	1628	1628
ENSG00000109193	91	91
ENSG00000109205	91	91
ENSG00000109208	0	0
ENSG00000109220	0	0
ENSG00000109255	454.6	454.6
ENSG00000109265	454.6	454.6
ENSG00000109270	1628	454.6
ENSG00000109272	91	91
ENSG00000109320	324.5	324.5
ENSG00000109321	324.5	324.5
ENSG00000109323	1628	1628
ENSG00000109332	1628	1628
ENSG00000109339	910	910
ENSG00000109381	454.6	454.6
ENSG00000109390	324.5	324.5
ENSG00000109424	91	91
ENSG00000109436	1628	1368
ENSG00000109445	910	454.6
ENSG00000109452	910	910
ENSG00000109458	454.6	454.6
ENSG00000109466	910	910
ENSG00000109471	91	91
ENSG00000109472	910	454.6
ENSG00000109475	1628	1628
ENSG00000109501	910	454.6
ENSG00000109511	324.5	324.5
ENSG00000109519	4200	4200
ENSG00000109534	0	0
ENSG00000109536	1368	910
ENSG00000109572	1368	1368
ENSG00000109576	4200	4200
ENSG00000109586	910	910
ENSG00000109606	4200	4200
ENSG00000109610	324.5	324.5
ENSG00000109618	910	910
ENSG00000109625	454.6	454.6
ENSG00000109654	910	910
ENSG00000109667	454.6	454.6
ENSG00000109670	1628	1368
ENSG00000109674	0	0
ENSG00000109680	910	454.6
ENSG00000109684	91	91
ENSG00000109685	910	910
ENSG00000109686	910	454.6
ENSG00000109689	454.6	454.6
ENSG00000109705	454.6	91
ENSG00000109736	910	910
ENSG00000109738	454.6	454.6
ENSG00000109743	324.5	324.5
ENSG00000109756	910	910
ENSG00000109758	324.5	324.5
ENSG00000109762	1368	324.5
ENSG00000109771	454.6	454.6
ENSG00000109775	454.6	0
ENSG00000109787	324.5	324.5
ENSG00000109790	910	454.6
ENSG00000109794	324.5	324.5
ENSG00000109805	1628	454.6
ENSG00000109814	4200	4200
ENSG00000109819	454.6	454.6
ENSG00000109832	1628	1628
ENSG00000109846	910	910
ENSG00000109851	454.6	91
ENSG00000109854	4200	4200
ENSG00000109861	454.6	454.6
ENSG00000109881	454.6	454.6
ENSG00000109906	454.6	454.6
ENSG00000109911	1628	1628
ENSG00000109917	1628	1628
ENSG00000109919	910	910
ENSG00000109920	454.6	454.6
ENSG00000109927	1628	454.6
ENSG00000109929	1628	91
ENSG00000109943	324.5	324.5
ENSG00000109944	454.6	91
ENSG00000109956	454.6	454.6
ENSG00000109971	1628	1628
ENSG00000109991	454.6	454.6
ENSG00000110002	1628	454.6
ENSG00000110011	910	91
ENSG00000110013	454.6	91
ENSG00000110025	454.6	91
ENSG00000110031	1368	324.5
ENSG00000110042	910	454.6
ENSG00000110046	1628	910
ENSG00000110047	1628	1628
ENSG00000110048	1628	1368
ENSG00000110057	454.6	454.6
ENSG00000110060	1628	1628
ENSG00000110063	1368	1368
ENSG00000110066	1368	910
ENSG00000110074	910	910
ENSG00000110075	1628	1628
ENSG00000110076	910	910
ENSG00000110077	91	91
ENSG00000110079	454.6	91
ENSG00000110080	454.6	454.6
ENSG00000110090	910	910
ENSG00000110092	454.6	454.6
ENSG00000110104	1628	910
ENSG00000110107	1628	1628
ENSG00000110108	91	91
ENSG00000110148	324.5	324.5
ENSG00000110169	454.6	454.6
ENSG00000110171	910	910
ENSG00000110172	910	910
ENSG00000110195	324.5	324.5
ENSG00000110200	454.6	91
ENSG00000110203	0	0
ENSG00000110218	454.6	454.6
ENSG00000110237	910	910
ENSG00000110243	324.5	324.5
ENSG00000110245	91	91
ENSG00000110274	910	454.6
ENSG00000110315	910	454.6
ENSG00000110318	91	91
ENSG00000110321	1628	454.6
ENSG00000110324	324.5	324.5
ENSG00000110328	454.6	454.6
ENSG00000110330	910	454.6
ENSG00000110344	910	454.6
ENSG00000110367	1628	1628
ENSG00000110375	91	91
ENSG00000110395	910	910
ENSG00000110400	454.6	0
ENSG00000110422	910	910
ENSG00000110427	454.6	454.6
ENSG00000110429	4200	454.6
ENSG00000110435	1628	1628
ENSG00000110436	910	910
ENSG00000110442	1628	454.6
ENSG00000110446	0	0
ENSG00000110448	324.5	324.5
ENSG00000110455	1628	1628
ENSG00000110484	91	91
ENSG00000110492	454.6	454.6
ENSG00000110497	454.6	454.6
ENSG00000110514	910	910
ENSG00000110536	1628	1628
