gene_symbol	entrez_ID
MOCS1	4337
LRFN2	57497
UNC5CL	222643
OARD1	221443
TSPO2	222642
APOBEC2	10930
NFYA	4800
TREML1	340205
TREM2	54209
TREML2	79865
TREML4	285852
TREM1	54210
NCR2	9436
FOXP4	116113
MDFI	4188
TFEB	7942
PGC	5225
FRS3	10817
TOMM6	100188893
USP49	25862
MED20	9477
BYSL	705
CCND3	896
TAF8	129685
C6orf132	647024
GUCA1A	2978
GUCA1B	2979
MRPS10	55173
TRERF1	55809
UBR2	23304
PRPH2	5961
TBCC	6903
GLTSCR1L	23506
RPL7L1	285855
C6orf226	441150
PTCRA	171558
CNPY3	10695
GNMT	27232
PEX6	5190
PPP2R5D	5528
MEA1	4201
KLHDC3	116138
RRP36	88745
CUL7	9820
KLC4	89953
MRPL2	51069
PTK7	5754
SRF	6722
CUL9	23113
DNPH1	10591
TTBK1	84630
SLC22A7	10864
CRIP3	401262
ZNF318	24149
ABCC10	89845
DLK2	65989
TJAP1	93643
LRRC73	221424
POLR1C	9533
YIPF3	25844
XPO5	57510
POLH	5429
GTPBP2	54676
MAD2L1BP	9587
RSPH9	221421
MRPS18A	55168
VEGFA	7422
C6orf223	221416
MRPL14	64928
TMEM63B	55362
CAPN11	11131
SLC29A1	2030
HSP90AB1	3326
SLC35B2	347734
NFKBIE	4794
TMEM151B	441151
TCTE1	202500
AARS2	57505
SPATS1	221409
CDC5L	988
SUPT3H	8464
RUNX2	860
CLIC5	53405
ENPP4	22875
ENPP5	59084
RCAN2	10231
CYP39A1	51302
SLC25A27	9481
TDRD6	221400
PLA2G7	7941
ANKRD66	100287718
MEP1A	4224
GPR116	221395
GPR110	266977
TNFRSF21	27242
CD2AP	23607
GPR111	222611
GPR115	221393
OPN5	221391
PTCHD4	442213
MUT	4594
CENPQ	55166
GLYATL3	389396
C6orf141	135398
RHAG	6005
CRISP2	7180
CRISP3	10321
PGK2	5232
CRISP1	167
DEFB133	403339
DEFB114	245928
DEFB113	245927
DEFB110	245913
DEFB112	245915
TFAP2D	83741
TFAP2B	7021
PKHD1	5314
IL17A	3605
IL17F	112744
MCM3	4172
PAQR8	85315
EFHC1	114327
TRAM2	9697
TMEM14A	28978
GSTA2	2939
GSTA1	2938
GSTA5	221357
GSTA3	2940
GSTA4	2941
ICK	22858
FBXO9	26268
GCM1	8521
ELOVL5	60481
GCLC	2729
KLHL31	401265
LRRC1	55227
MLIP	90523
TINAG	27283
FAM83B	222584
HCRTR2	3062
GFRAL	389400
HMGCLL1	54511
BMP5	653
COL21A1	81578
DST	667
BEND6	221336
KIAA1586	57691
ZNF451	26036
BAG2	9532
RAB23	51715
PRIM2	5558
KHDRBS2	202559
LGSN	51557
PTP4A1	7803
PHF3	23469
EYS	346007
BAI3	577
LMBRD1	55788
COL19A1	1310
COL9A1	1297
FAM135A	57579
C6orf57	135154
SMAP1	60682
B3GAT2	135152
OGFRL1	79627
RIMS1	22999
KCNQ5	56479
KHDC1L	100129128
KHDC1	80759
DPPA5	340168
KHDC3L	154288
OOEP	441161
DDX43	55510
MB21D1	115004
MTO1	25821
EEF1A1	1915
SLC17A5	26503
CD109	135228
COL12A1	1303
COX7A2	1347
TMEM30A	55754
FILIP1	27145
SENP6	26054
MYO6	4646
IMPG1	3617
HTR1B	3351
MEI4	101928601
IRAK1BP1	134728
PHIP	55023
HMGN3	9324
LCA5	167691
SH3BGRL2	83699
ELOVL4	6785
TTK	7272
BCKDHB	594
FAM46A	55603
IBTK	25998
TPBG	7162
UBE3D	90025
DOPEY1	23033
PGM3	5238
RWDD2A	112611
ME1	4199
PRSS35	167681
SNAP91	9892
RIPPLY2	134701
CYB5R4	51167
MRAP2	112609
KIAA1009	22832
TBX18	9096
NT5E	4907
SNX14	57231
SYNCRIP	10492
HTR1E	3354
CGA	1081
ZNF292	23036
GJB7	375519
SMIM8	57150
C6orf163	206412
C6ORF165	154313
SLC35A1	10559
RARS2	57038
ORC3	23595
AKIRIN2	55122
SPACA1	81833
CNR1	1268
RNGTT	8732
PNRC1	10957
SRSF12	135295
PM20D2	135293
GABRR1	2569
GABRR2	2570
UBE2J1	51465
RRAGD	58528
ANKRD6	22881
LYRM2	57226
MDN1	23195
GJA10	84694
BACH2	60468
MAP3K7	6885
EPHA7	2045
MANEA	79694
FUT9	10690
UFL1	23376
FHL5	9457
GPR63	81491
NDUFAF4	29078
KLHL32	114792
MMS22L	253714
POU3F2	5454
FBXL4	26235
FAXC	84553
COQ3	51805
PNISR	25957
USP45	85015
CCNC	892
PRDM13	59336
MCHR2	84539
SIM1	6492
ASCC3	10973
GRIK2	2898
HACE1	57531
LIN28B	389421
BVES	11149
POPDC3	64208
PREP	5550
PRDM1	639
ATG5	9474
AIM1	202
RTN4IP1	84816
QRSL1	55278
C6orf203	51250
BEND3	57673
PDSS2	57107
SOBP	55084
SCML4	256380
SEC63	11231
OSTM1	28962
NR2E1	7101
SNX3	8724
LACE1	246269
FOXO3	2309
ARMC2	84071
SESN1	27244
CEP57L1	285753
CD164	8763
PPIL6	285755
SMPD2	6610
MICAL1	64780
ZBTB24	9841
AK9	221264
FIG4	9896
GPR6	2830
WASF1	8936
CDC40	51362
METTL24	728464
DDO	8528
SLC22A16	85413
CDK19	23097
AMD1	262
GTF3C6	112495
RPF2	84154
SLC16A10	117247
KIAA1919	91749
REV3L	5980
TRAF3IP2	10758
FYN	2534
WISP3	8838
TUBE1	51175
FAM229B	619208
LAMA4	3910
RFPL4B	442247
HDAC2	3066
HS3ST5	222537
FRK	2444
NT5DC1	221294
COL10A1	1300
TSPYL4	23270
DSE	29940
TSPYL1	7259
FAM26F	441168
TRAPPC3L	100128327
FAM26E	254228
FAM26D	221301
RWDD1	51389
RSPH4A	345895
ZUFSP	221302
KPNA5	3841
FAM162B	221303
GPRC6A	222545
RFX6	222546
VGLL2	245806
ROS1	6098
GOPC	57120
DCBLD1	285761
NUS1	116150
SLC35F1	222553
CEP85L	387119
PLN	5350
MCM9	254394
ASF1A	25842
FAM184A	79632
MAN1A1	4121
TBC1D32	221322
GJA1	2697
HSF2	3298
SERINC1	57515
PKIB	5570
FABP7	2173
SMPDL3A	10924
CLVS2	134829
TRDN	10345
NKAIN2	154215
RNF217	154214
TPD52L1	7164
HDDC2	51020
HEY2	23493
NCOA7	135112
HINT3	135114
TRMT11	60487
CENPW	387103
RSPO3	84870
RNF146	81847
ECHDC1	55862
SOGA3	387104
KIAA0408	9729
C6orf58	352999
THEMIS	387357
PTPRK	5796
LAMA2	3908
ARHGAP18	93663
TMEM244	253582
L3MBTL3	84456
SAMD3	154075
TMEM200A	114801
SMLR1	100507203
EPB41L2	2037
AKAP7	9465
ARG1	383
MED23	9439
ENPP3	5169
OR2A4	79541
CTAGE9	643854
ENPP1	5167
CTGF	1490
MOXD1	26002
STX7	8417
TAAR8	83551
TAAR6	319100
TAAR5	9038
TAAR2	9287
TAAR1	134864
VNN1	8876
VNN3	55350
VNN2	8875
SLC18B1	116843
RPS12	6206
EYA4	2070
TCF21	6943
TBPL1	9519
SLC2A12	154091
SGK1	6446
ALDH8A1	64577
HBS1L	10767
MYB	4602
AHI1	54806
PDE7B	27115
MTFR2	113115
BCLAF1	9774
MAP7	9053
MAP3K5	4217
PEX7	5191
SLC35D3	340146
IL20RA	53832
IL22RA2	116379
IFNGR1	3459
OLIG3	167826
TNFAIP3	7128
PERP	64065
KIAA1244	57221
PBOV1	59351
RP3-422G23.4	110806279
HEBP2	23593
NHSL1	57224
CCDC28A	25901
ECT2L	345930
REPS1	85021
ABRACL	58527
HECA	51696
TXLNB	167838
CITED2	10370
NMBR	4829
GJE1	100126572
VTA1	51534
GPR126	57211
HIVEP2	3097
AIG1	51390
ADAT2	134637
PEX3	8504
FUCA2	2519
PHACTR2	9749
LTV1	84946
ZC2HC1B	153918
PLAGL1	5325
SF3B5	83443
STX11	8676
UTRN	7402
EPM2A	7957
FBXO30	84085
SHPRH	257218
GRM1	2911
RAB32	10981
ADGB	79747
STXBP5	134957
SAMD5	389432
SASH1	23328
UST	10090
TAB2	23118
SUMO4	387082
ZC3H12D	340152
PPIL4	85313
GINM1	116254
KATNA1	11104
LATS1	9113
NUP43	348995
PCMT1	5110
LRP11	84918
RAET1E	135250
RAET1G	353091
ULBP2	80328
ULBP1	80329
RAET1L	154064
ULBP3	79465
PPP1R14C	81706
IYD	389434
PLEKHG1	57480
MTHFD1L	25902
AKAP12	9590
ZBTB2	57621
RMND1	55005
C6orf211	79624
CCDC170	80129
ESR1	2099
SYNE1	23345
MYCT1	80177
VIP	7432
FBXO5	26271
MTRF1L	54516
RGS17	26575
OPRM1	4988
IPCEF1	26034
CNKSR3	154043
SCAF8	22828
TIAM2	26230
TFB1M	51106
CLDN20	49861
NOX3	50508
ARID1B	57492
TMEM242	729515
ZDHHC14	79683
SNX9	51429
SYNJ2	8871
SERAC1	84947
GTF2H5	404672
TULP4	56995
TMEM181	57583
DYNLT1	6993
SYTL3	94120
EZR	7430
C6orf99	100130967
RSPH3	83861
TAGAP	117289
FNDC1	84624
SOD2	6648
WTAP	9589
ACAT2	39
TCP1	6950
MRPL18	29074
PNLDC1	154197
MAS1	4142
IGF2R	3482
SLC22A1	6580
SLC22A2	6582
SLC22A3	6581
LPA	4018
PLG	5340
MAP3K4	4216
AGPAT4	56895
PARK2	5071
PACRG	135138
AL078585.1	729658
QKI	9444
C6orf118	168090
PDE10A	10846
T	6862
PRR18	285800
SFT2D1	113402
MPC1	51660
RPS6KA2	6196
RNASET2	8635
FGFR1OP	11116
CCR6	1235
TCP10L2	401285
GPR31	2853
UNC93A	54346
TTLL2	83887
TCP10	6953
C6orf123	26238
MLLT4	4301
KIF25	3834
FRMD1	79981
DACT2	168002
SMOC2	64094
THBS2	7058
WDR27	253769
C6orf120	387263
PHF10	55274
TCTE3	6991
ERMARD	55780
DLL1	28514
FAM120B	84498
PSMB1	5689
TBP	6908
PDCD2	5134
FAM20C	56975
PDGFA	5154
PRKAR1B	5575
HEATR2	54919
SUN1	23353
GET4	51608
ADAP1	11033
COX19	90639
CYP2W1	54905
C7orf50	84310
GPR146	115330
GPER1	2852
ZFAND2A	90637
UNCX	340260
MICALL2	79778
INTS1	26173
MAFK	7975
TMEM184A	202915
PSMG3	84262
ELFN1	392617
MAD1L1	8379
FTSJ2	29960
NUDT1	4521
SNX8	29886
EIF3B	8662
CHST12	55501
LFNG	3955
BRAT1	221927
IQCE	23288
TTYH3	80727
AMZ1	155185
GNA12	2768
CARD11	84433
AC091801.1	100129603
SDK1	221935
FOXK1	221937
AP5Z1	9907
RADIL	55698
PAPOLB	56903
MMD2	221938
RBAK-RBAKDN	100533952
RBAK	57786
WIPI2	26100
SLC29A4	222962
TNRC18	84629
FBXL18	80028
ACTB	60
FSCN1	6624
RNF216	54476
OCM	654231
CCZ1	51622
RSPH10B	222967
PMS2	5395
AIMP2	7965
EIF2AK1	27102
ANKRD61	100310846
USP42	84132
CYTH3	9265
FAM220A	84792
RAC1	5879
DAGLB	221955
KDELR2	11014
GRID2IP	392862
ZDHHC4	55146
C7orf26	79034
ZNF853	54753
ZNF12	7559
RSPH10B2	728194
CCZ1B	221960
C1GALT1	56913
COL28A1	340267
MIOS	54468
RPA3	6119
RPA3-AS1	729852
GLCCI1	113263
ICA1	3382
NXPH1	30010
NDUFA4	4697
PHF14	9678
THSD7A	221981
TMEM106B	54664
VWDE	221806
SCIN	85477
ARL4A	10124
ETV1	2115
DGKB	1607
AGMO	392636
MEOX2	4223
ISPD	729920
SOSTDC1	25928
LRRC72	100506049
ANKMY2	57037
BZW2	28969
TSPAN13	27075
AGR2	10551
AGR3	155465
AHR	196
SNX13	23161
PRPS1L1	221823
HDAC9	9734
TWIST1	7291
FERD3L	222894
TWISTNB	221830
TMEM196	256130
MACC1	346389
ITGB8	3696
ABCB5	340273
SP8	221833
SP4	6671
DNAH11	8701
CDCA7L	55536
RAPGEF5	9771
STEAP1B	256227
IL6	3569
TOMM7	54543
FAM126A	84668
KLHL7	55975
NUPL2	11097
GPNMB	10457
MALSU1	115416
IGF2BP3	10643
TRA2A	29896
CCDC126	90693
FAM221A	340277
STK31	56164
NPY	4852
MPP6	51678
DFNA5	1687
OSBPL3	26031
CYCS	54205
C7orf31	136895
NPVF	64111
NFE2L3	9603
HNRNPA2B1	3181
CBX3	11335
SNX10	29887
KIAA0087	9808
C7orf71	285941
SKAP2	8935
HOXA1	3198
HOXA2	3199
HOXA3	3200
HOXA4	3201
HOXA5	3202
HOXA6	3203
HOXA7	3204
HOXA9	3205
HOXA10	3206
HOXA11	3207
HOXA13	3209
EVX1	2128
HIBADH	11112
TAX1BP1	8887
JAZF1	221895
CREB5	9586
CPVL	54504
CHN2	1124
PRR15	222171
WIPF3	644150
SCRN1	9805
FKBP14	55033
PLEKHA8	84725
C7orf41	222166
ZNRF2	223082
NOD1	10392
GGCT	79017
GARS	2617
CRHR2	1395
INMT	11185
FAM188B	84182
AQP1	358
GHRHR	2692
ADCYAP1R1	117
NEUROD6	63974
CCDC129	223075
PPP1R17	10842
PDE1C	5137
LSM5	23658
AVL9	23080
KBTBD2	25948
FKBP9	11328
NT5C3A	51251
RP9	6100
BBS9	27241
BMPER	168667
NPSR1	387129
DPY19L1	23333
TBX20	57057
HERPUD2	64224
SEPT7	989
EEPD1	80820
KIAA0895	23366
ANLN	54443
AOAH	313
ELMO1	9844
GPR141	353345
EPDR1	54749
NME8	51314
SFRP4	6424
STARD3NL	83930
AMPH	273
FAM183B	340286
VPS41	27072
POU6F2	11281
YAE1D1	57002
RALA	5898
CDK13	8621
MPLKIP	136647
C7orf10	79783
INHBA	3624
GLI3	2737
C7orf25	79020
PSMA2	5683
MRPL32	64983
HECW1	23072
STK17A	9263
COA1	55744
BLVRA	644
URGCP-MRPS24	100534592
MRPS24	64951
URGCP	55665
UBE2D4	51619
SPDYE1	285955
DBNL	28988
PGAM2	5224
POLM	27434
AEBP1	165
POLD2	5425
MYL7	58498
GCK	2645
YKT6	10652
CAMK2B	816
NUDCD3	23386
NPC1L1	29881
DDX56	54606
TMED4	222068
OGDH	4967
ZMIZ2	83637
PPIA	5478
H2AFV	94239
PURB	5814
MYO1G	64005
CCM2	83605
NACAD	23148
TBRG4	9238
RAMP3	10268
ADCY1	107
IGFBP1	3484
IGFBP3	3486
AC011294.3	730338
TNS3	64759
C7orf65	401335
HUS1	3364
PKD1L1	168507
C7orf69	80099
SUN3	256979
C7orf57	136288
UPP1	7378
ABCA13	154664
VWC2	375567
ZPBP	11055
C7orf72	100130988
IKZF1	10320
FIGNL1	63979
DDC	1644
GRB10	2887
COBL	23242
POM121L12	285877
VSTM2A	222008
SEC61G	23480
EGFR	1956
LANCL2	55915
VOPP1	81552
SEPT14	346288
ZNF713	349075
GBAS	2631
MRPS17	51373
PSPH	5723
CCT6A	908
SUMF2	25870
PHKG1	5260
CHCHD2	51142
NUPR1L	389493
ZNF479	90827
ZNF716	441234
AC006455.1	100287704
ZNF679	168417
ZNF736	728927
ZNF680	340252
ZNF107	51427
ZNF138	7697
ZNF273	10793
ZNF117	51351
ERV3-1	2086
ZNF92	168374
VKORC1L1	154807
GUSB	2990
ASL	435
CRCP	27297
TPST1	8460
KCTD7	154881
RABGEF1	27342
TMEM248	55069
SBDS	51119
TYW1	55253
AUTS2	26053
WBSCR17	64409
CALN1	83698
POM121	9883
TRIM74	378108
NSUN5	55695
TRIM50	135892
FKBP6	8468
FZD9	8326
BAZ1B	9031
BCL7B	9275
TBL2	26608
MLXIPL	51085
VPS37D	155382
DNAJC30	84277
WBSCR22	114049
STX1A	6804
ABHD11	83451
CLDN3	1365
CLDN4	1364
WBSCR27	155368
WBSCR28	135886
ELN	2006
LIMK1	3984
EIF4H	7458
LAT2	7462
RFC2	5982
CLIP2	7461
GTF2IRD1	9569
NCF1	653361
GTF2IRD2	84163
GTF2IRD2B	389524
TRIM73	375593
HIP1	3092
CCL26	10344
CCL24	6369
RHBDD2	57414
POR	5447
STYXL1	51657
MDH2	4191
SRRM3	222183
HSPB1	3315
YWHAG	7532
SRCRB4D	136853
ZP3	7784
DTX2	113878
UPK3B	105375355
POMZP3	22932
CCDC146	57639
FGL2	10875
GSAP	54103
PTPN12	5782
RSBN1L	222194
TMEM60	85025
PHTF2	57157
MAGI2	9863
GNAI1	2770
CD36	948
GNAT3	346562
SEMA3C	10512
HGF	3082
CACNA2D1	781
PCLO	27445
SEMA3E	9723
SEMA3A	10371
SEMA3D	223117
GRM3	2913
KIAA1324L	222223
DMTF1	9988
TMEM243	79161
CROT	54677
ABCB4	5244
ABCB1	5243
RUNDC3B	154661
SLC25A40	55972
DBF4	10926
ADAM22	53616
SRI	6717
STEAP4	79689
ZNF804B	219578
C7orf62	219557
STEAP1	26872
STEAP2	261729
C7orf63	79846
GTPBP10	85865
CLDN12	9069
CDK14	5218
FZD1	8321
MTERF	7978
AKAP9	10142
CYP51A1	1595
LRRD1	401387
KRIT1	889
ANKIB1	54467
GATAD1	57798
ERVW-1	30816
PEX1	5189
RBM48	84060
FAM133B	257415
CDK6	1021
SAMD9	54809
SAMD9L	219285
HEPACAM2	253012
CCDC132	55610
CALCR	799
GNGT1	2792
TFPI2	7980
GNG11	2791
BET1	10282
COL1A2	1278
CASD1	64921
SGCE	8910
PEG10	23089
PPP1R9A	55607
PON1	5444
PON3	5446
PON2	5445
ASB4	51666
PDK4	5166
DYNC1I1	1780
SLC25A13	10165
SHFM1	7979
DLX6	1750
DLX5	1749
ACN9	57001
TAC1	6863
ASNS	440
OCM2	4951
LMTK2	22853
BHLHA15	168620
TECPR1	25851
BRI3	25798
BAIAP2L1	55971
NPTX2	4885
TMEM130	222865
TRRAP	8295
SMURF1	57154
KPNA7	402569
ARPC1A	10552
ARPC1B	10095
PDAP1	11333
BUD31	8896
PTCD1	26024
ATP5J2-PTCD1	100526740
CPSF4	10898
ATP5J2	9551
ZNF789	285989
ZNF394	84124
ZKSCAN5	23660
FAM200A	221786
ZNF655	79027
ZSCAN25	221785
CYP3A5	1577
CYP3A7	1551
CYP3A4	1576
CYP3A43	64816
OR2AE1	81392
TRIM4	89122
GJC3	349149
AZGP1	563
ZKSCAN1	7586
ZSCAN21	7589
ZNF3	7551
COPS6	10980
MCM7	4176
AP4M1	9179
TAF6	6878
CNPY4	245812
MBLAC1	255374
LAMTOR4	389541
C7orf43	55262
GAL3ST4	79690
GPC2	221914
STAG3	10734
PVRIG	79037
SPDYE3	441272
PILRB	29990
PILRA	29992
ZCWPW1	55063
MEPCE	56257
PPP1R35	221908
C7orf61	402573
TSC22D4	81628
NYAP1	222950
AGFG2	3268
LRCH4	4034
SAP25	100316904
FBXO24	26261
PCOLCE	5118
MOSPD3	64598
TFR2	7036
ACTL6B	51412
GNB2	2783
GIGYF1	64599
POP7	10248
EPO	2056
ZAN	7455
EPHB4	2050
SLC12A9	56996
TRIP6	7205
SRRT	51593
UFSP1	402682
ACHE	43
MUC3A	4584
MUC12	10071
MUC17	140453
TRIM56	81844
SERPINE1	5054
AP1S1	1174
VGF	7425
NAT16	375607
MOGAT3	346606
PLOD3	8985
ZNHIT1	10467
CLDN15	24146
FIS1	51024
RABL5	64792
COL26A1	136227
MYL10	93408
CUX1	1523
SH2B2	10603
PRKRIP1	79706
ORAI2	80228
ALKBH4	54784
LRWD1	222229
POLR2J	5439
RASA4B	100271927
POLR2J3	548644
SPDYE2	441273
RASA4	10156
UPK3BL	100134938
POLR2J2	246721
SPDYE2B	100310812
FAM185A	222234
FBXL13	222235
LRRC17	10234
ARMC10	83787
NAPEPLD	222236
PMPCB	9512
DNAJC2	27000
PSMC2	5701
SLC26A5	375611
RELN	5649
ORC5	5001
LHFPL3	375612
KMT2E	55904
SRPK2	6733
PUS7	54517
RINT1	60561
EFCAB10	100130771
ATXN7L1	222255
CDHR3	222256
SYPL1	6856
NAMPT	10135
CCDC71L	168455
PIK3CG	5294
PRKAR2B	5577
HBP1	26959
COG5	10466
GPR22	2845
DUS4L	11062
BCAP29	55973
SLC26A4	5172
CBLL1	79872
SLC26A3	1811
DLD	1738
LAMB1	3912
LAMB4	22798
NRCAM	4897
PNPLA8	50640
THAP5	168451
DNAJB9	4189
C7orf66	154907
IMMP2L	83943
LRRN3	54674
DOCK4	9732
ZNF277	11179
IFRD1	3475
LSMEM1	286006
TMEM168	64418
C7orf60	154743
GPR85	54329
LINC00998	401397
PPP1R3A	5506
FOXP2	93986
MDFIC	29969
TFEC	22797
TES	26136
CAV2	858
CAV1	857
MET	4233
CAPZA2	830
ST7	7982
ST7-OT4	338069
WNT2	7472
ASZ1	136991
CFTR	1080
CTTNBP2	83992
NAA38	51691
ANKRD7	56311
KCND2	3751
TSPAN12	23554
ING3	54556
CPED1	79974
WNT16	51384
FAM3C	10447
PTPRZ1	5803
AASS	10157
FEZF1	389549
CADPS2	93664
RNF133	168433
RNF148	378925
TAS2R16	50833
SLC13A1	6561
IQUB	154865
NDUFA5	4698
ASB15	142685
LMOD2	442721
WASL	8976
HYAL4	23553
SPAM1	6677
TMEM229A	730130
GPR37	2861
POT1	25913
GRM8	2918
ZNF800	168850
GCC1	79571
ARF5	381
FSCN3	29999
PAX4	5078
SND1	27044
LRRC4	64101
LEP	3952
RBM28	55131
PRRT4	401399
IMPDH1	3614
HILPDA	29923
METTL2B	55798
FAM71F2	346653
FAM71F1	84691
CALU	813
OPN1SW	611
CCDC136	64753
FLNC	2318
ATP6V1F	9296
IRF5	3663
TNPO3	23534
TSPAN33	340348
SMO	6608
AHCYL2	23382
STRIP2	57464
SMKR1	100287482
NRF1	4899
UBE2H	7328
ZC3HC1	51530
KLHDC10	23008
TMEM209	84928
SSMEM1	136263
CPA2	1358
CPA4	51200
CPA5	93979
CPA1	1357
CEP41	95681
MEST	4232
COPG2	26958
TSGA13	114960
MKLN1	4289
PODXL	5420
PLXNA4	91584
AC009365.3	286023
CHCHD3	54927
EXOC4	60412
LRGUK	136332
SLC35B4	84912
AKR1B1	231
AKR1B10	57016
AKR1B15	441282
BPGM	669
CALD1	800
AGBL3	340351
C7orf49	78996
TMEM140	55281
WDR91	29062
STRA8	346673
CNOT4	4850
NUP205	23165
C7orf73	647087
SLC13A4	26266
FAM180A	389558
MTPN	136319
LUZP6	767558
CHRM2	1129
PTN	5764
DGKI	9162
CREB3L2	64764
AKR1D1	6718
TRIM24	8805
SVOPL	136306
ATP6V0A4	50617
TMEM213	155006
KIAA1549	57670
ZC3HAV1L	92092
ZC3HAV1	56829
TTC26	79989
UBN2	254048
C7orf55	154791
C7orf55-LUC7L2	51631
LUC7L2	100996928
KLRG2	346689
CLEC2L	154790
HIPK2	28996
TBXAS1	6916
PARP12	64761
JHDM1D	80853
SLC37A3	84255
RAB19	401409
MKRN1	23608
DENND2A	27147
ADCK2	90956
NDUFB2	4708
BRAF	673
MRPS33	51650
TMEM178B	100507421
AGK	55750
KIAA1147	57189
WEE2	494551
SSBP1	6742
TAS2R3	50831
TAS2R4	50832
TAS2R5	54429
PRSS37	136242
MGAM	8972
OR9A4	130075
CLEC5A	23601
TAS2R38	5726
RP11-1220K2.2	93432
PRSS58	136541
MTRNR2L6	100463482
PRSS1	5644
EPHB6	2051
TRPV6	55503
TRPV5	56302
C7orf34	135927
KEL	3792
OR9A2	135924
OR6V1	346517
PIP	5304
TAS2R39	259285
TAS2R40	259286
GSTK1	373156
TMEM139	135932
CASP2	835
CLCN1	1180
FAM131B	9715
ZYX	7791
EPHA1	2041
TAS2R60	338398
TAS2R41	259287
CTAGE15	441294
FAM115C	285966
CTAGE6	340307
FAM115A	9747
OR2F2	135948
OR2F1	26211
OR6B1	135946
OR2A5	393046
OR2A25	392138
OR2A12	346525
OR2A2	442361
OR2A14	135941
CTAGE4	100128553
ARHGEF35	445328
OR2A42	402317
OR2A7	401427
CTAGE8	100142659
OR2A1	346528
ARHGEF5	7984
NOBOX	135935
TPK1	27010
CNTNAP2	26047
C7orf33	202865
CUL1	8454
EZH2	2146
PDIA4	9601
ZNF786	136051
ZNF425	155054
ZNF398	57541
ZNF282	8427
ZNF212	7988
ZNF783	100289678
ZNF777	27153
ZNF746	155061
KRBA1	84626
ZNF467	168544
ZNF862	643641
ATP6V0E2	155066
ACTR3C	653857
LRRC61	65999
ZBED6CL	113763
RARRES2	5919
REPIN1	29803
ZNF775	285971
GIMAP8	155038
GIMAP7	168537
GIMAP4	55303
GIMAP6	474344
GIMAP2	26157
GIMAP1	170575
GIMAP5	55340
TMEM176B	28959
TMEM176A	55365
AOC1	26
KCNH2	3757
NOS3	4846
ATG9B	285973
ABCB8	11194
ASIC3	9311
CDK5	1020
SLC4A2	6522
FASTK	10922
TMUB1	83590
AGAP3	116988
GBX1	2636
ASB10	136371
ABCF2	10061
CHPF2	54480
SMARCD3	6604
NUB1	51667
WDR86	349136
CRYGN	155051
RHEB	6009
PRKAG2	51422
GALNTL5	168391
GALNT11	63917
KMT2C	58508
XRCC2	7516
ACTR3B	57180
DPP6	1804
PAXIP1-AS2	100132707
PAXIP1	22976
HTR5A-AS1	100128264
HTR5A	3361
INSIG1	3638
BLACE	338436
EN2	2020
CNPY1	285888
AC009403.2	100506302
RBM33	155435
SHH	6469
AC021218.2	389602
RNF32	140545
LMBR1	64327
NOM1	64434
MNX1	3110
UBE3C	9690
DNAJB6	10049
PTPRN2	5799
AC005481.5	105375614
NCAPG2	54892
ESYT2	57488
WDR60	55112
VIPR2	7434
PLCXD1	55344
GTPBP6	8225
PPP2R3B	28227
SHOX	6473
CRLF2	64109
CSF2RA	1438
IL3RA	3563
SLC25A6	293
ASMTL	8623
P2RY8	286530
AKAP17A	8227
ASMT	438
DHRSX	207063
ZBED1	9189
CD99	4267
XG	7499
GYG2	8908
ARSD	414
ARSE	415
ARSH	347527
ARSF	416
CXorf28	100129464
MXRA5	25878
PRKX	5613
NLGN4X	57502
VCX3A	51481
HDHD1	8226
STS	412
VCX	26609
PNPLA4	8228
VCX2	51480
VCX3B	425054
KAL1	3730
FAM9A	171482
FAM9B	171483
TBL1X	6907
GPR143	4935
SHROOM2	357
AC002365.1	100288814
WWC3	55841
CLCN4	1183
MID1	4281
HCCS	3052
ARHGAP6	395
AMELX	265
MSL3	10943
FRMPD4	9758
PRPS2	5634
TLR7	51284
TLR8	51311
TMSB4X	7114
FAM9C	171484
ATXN3L	92552
EGFL6	25975
TCEANC	170082
RAB9A	9367
TRAPPC2	6399
OFD1	8481
GPM6B	2824
GEMIN8	54960
GLRA2	2742
FANCB	2187
MOSPD2	158747
ASB9	140462
ASB11	140456
PIGA	5277
FIGF	2277
PIR	8544
BMX	660
ACE2	59272
TMEM27	57393
CA5B	11238
ZRSR2	8233
AP1S2	8905
GRPR	2925
MAGEB17	645864
CTPS2	56474
S100G	795
SYAP1	94056
TXLNG	55787
RBBP7	5931
REPS2	9185
NHS	4810
SCML1	6322
RAI2	10742
BEND2	139105
SCML2	10389
CDKL5	6792
RS1	6247
PPEF1	5475
PHKA2	5256
GPR64	10149
PDHA1	5160
MAP3K15	389840
SH3KBP1	30011
CXorf23	256643
MAP7D2	256714
EIF1AX	1964
RPS6KA3	6197
CNKSR2	22866
KLHL34	257240
SMPX	23676
MBTPS2	51360
YY2	404281
SMS	6611
PHEX	5251
ZNF645	158506
DDX53	168400
PTCHD1	139411
PRDX4	10549
ACOT9	23597
SAT1	6303
APOO	79135
CXorf58	254158
KLHL15	80311
EIF2S3	1968
ZFX	7543
PDK3	5165
PCYT1B	9468
POLA1	5422
ARX	170302
MAGEB18	286514
MAGEB6	158809
MAGEB5	347541
DCAF8L2	347442
MAGEB10	139422
DCAF8L1	139425
IL1RAPL1	11141
MAGEB2	4113
MAGEB3	4114
MAGEB4	4115
MAGEB1	4112
NR0B1	190
CXorf21	80231
GK	2710
TAB3	257397
