ensg_id	gsymbol	ID
ENSG00000153066	TXNDC11	chr16:11815433:11815526:-@chr16:11797526:11797606:-@chr16:11794308:11794420:-
ENSG00000153066	TXNDC11	chr16:11827838:11827935:-@chr16:11824501:11824630:-@chr16:11815433:11815526:-
ENSG00000153066	TXNDC11	chr16:11815433:11815526:-@chr16:11815170:11815291:-@chr16:11794308:11794420:-
ENSG00000100348	TXN2	chr22:36872780:36872903:-@chr22:36864649:36864764:-@chr22:36863093:36863964:-
ENSG00000136810	TXN	chr9:113013638:113013742:-@chr9:113013100:113013159:-@chr9:113007058:113007123:-
ENSG00000131002	TXLNG2P	chrY:21751407:21751498:+@chrY:21751969:21752309:+@chrY:21753666:21753845:+
ENSG00000131002	TXLNG2P	chrY:21729673:21729837:+@chrY:21731271:21731345:+@chrY:21749096:21749393:+
ENSG00000074966	TXK	chr4:48081929:48082145:-@chr4:48078419:48078483:-@chr4:48073534:48073691:-
ENSG00000074966	TXK	chr4:48078419:48078483:-@chr4:48075952:48076070:-@chr4:48073534:48073691:-
ENSG00000151239	TWF1	chr12:44200024:44200178:-@chr12:44199634:44199805:-@chr12:44198298:44198375:-
ENSG00000151239	TWF1	chr12:44193201:44193305:-@chr12:44192368:44192388:-@chr12:44191511:44191636:-
ENSG00000151239	TWF1	chr12:44200024:44200178:-@chr12:44199327:44199440:-@chr12:44198298:44198375:-
ENSG00000151239	TWF1	chr12:44200024:44200178:-@chr12:44198298:44198375:-@chr12:44196089:44196267:-
ENSG00000151239	TWF1	chr12:44198298:44198375:-@chr12:44197979:44198043:-@chr12:44196089:44196267:-
ENSG00000151239	TWF1	chr12:44200024:44200178:-@chr12:44199634:44199688:-@chr12:44198298:44198375:-
ENSG00000149016,ENSG00000255508	TUT1,MIR3654	chr11:62356503:62356693:-@chr11:62349943:62350064:-@chr11:62348858:62349173:-
ENSG00000104723	TUSC3	chr8:15480589:15480758:+@chr8:15508206:15508323:+@chr8:15517016:15517156:+
ENSG00000104723	TUSC3	chr8:15531256:15531345:+@chr8:15588175:15588238:+@chr8:15601047:15601121:+
ENSG00000104723	TUSC3	chr8:15605884:15605974:+@chr8:15615300:15615368:+@chr8:15621712:15624158:+
ENSG00000104723	TUSC3	chr8:15605884:15605974:+@chr8:15615300:15615364:+@chr8:15621712:15624158:+
ENSG00000104723	TUSC3	chr8:15601047:15601121:+@chr8:15605884:15605974:+@chr8:15621712:15624158:+
ENSG00000114383	TUSC2	chr3:50365385:50365668:-@chr3:50364459:50364655:-@chr3:50363788:50363908:-
ENSG00000114383	TUSC2	chr3:50365385:50365668:-@chr3:50364459:50364650:-@chr3:50363788:50363908:-
ENSG00000114383	TUSC2	chr3:50365385:50365668:-@chr3:50364469:50364650:-@chr3:50363788:50363908:-
ENSG00000130338	TULP4	chr6:158919701:158919844:+@chr6:158922710:158925210:+@chr6:158927610:158932856:+
ENSG00000078246	TULP3	chr12:3018695:3018746:+@chr12:3029929:3030088:+@chr12:3031428:3031568:+
ENSG00000078246	TULP3	chr12:3040203:3040406:+@chr12:3042584:3042696:+@chr12:3043613:3043727:+
ENSG00000078246	TULP3	chr12:3031428:3031568:+@chr12:3039414:3039511:+@chr12:3040203:3040406:+
ENSG00000078246	TULP3	chr12:3039414:3039511:+@chr12:3040072:3040105:+@chr12:3040203:3040406:+
ENSG00000078246	TULP3	chr12:2994449:2994700:+@chr12:2996144:2996277:+@chr12:2997077:2998691:+
ENSG00000078246	TULP3	chr12:3043613:3043727:+@chr12:3046797:3046895:+@chr12:3047280:3047451:+
ENSG00000078246	TULP3	chr12:3048477:3048590:+@chr12:3049188:3049247:+@chr12:3049361:3049504:+
ENSG00000104804	TULP2	chr19:49399687:49399813:-@chr19:49398623:49398760:-@chr19:49398255:49398419:-
ENSG00000112041	TULP1	chr6:35479957:35480047:-@chr6:35479425:35479583:-@chr6:35478638:35478787:-
ENSG00000143367	TUFT1	chr1:151512781:151512902:+@chr1:151534194:151534332:+@chr1:151534567:151534641:+
ENSG00000143367	TUFT1	chr1:151536380:151536466:+@chr1:151537001:151537090:+@chr1:151538639:151538704:+
ENSG00000143367	TUFT1	chr1:151512781:151512902:+@chr1:151535061:151535162:+@chr1:151536380:151536466:+
ENSG00000143367	TUFT1	chr1:151512781:151512902:+@chr1:151534567:151534641:+@chr1:151535061:151535162:+
ENSG00000143367	TUFT1	chr1:151512781:151512902:+@chr1:151535069:151535162:+@chr1:151536380:151536466:+
ENSG00000178952	TUFM	chr16:28857233:28857427:-@chr16:28856635:28856801:-@chr16:28856272:28856376:-
ENSG00000153575	TUBGCP5	chr15:22864187:22864369:+@chr15:22864503:22864610:+@chr15:22866716:22866800:+
ENSG00000137822	TUBGCP4	chr15:43675501:43675702:+@chr15:43677566:43677706:+@chr15:43677989:43678154:+
ENSG00000137822	TUBGCP4	chr15:43690236:43690377:+@chr15:43691310:43691372:+@chr15:43692242:43692419:+
ENSG00000137822	TUBGCP4	chr15:43693914:43694048:+@chr15:43695881:43695997:+@chr15:43696611:43696750:+
ENSG00000137822	TUBGCP4	chr15:43693914:43694048:+@chr15:43695881:43696040:+@chr15:43696611:43696750:+
ENSG00000130640	TUBGCP2	chr10:135122327:135122644:-@chr10:135116296:135116484:-@chr10:135113489:135113617:-
ENSG00000130640	TUBGCP2	chr10:135111456:135111615:-@chr10:135110825:135110908:-@chr10:135107066:135107273:-
ENSG00000130640	TUBGCP2	chr10:135122327:135122644:-@chr10:135116296:135116483:-@chr10:135113489:135113617:-
ENSG00000037042	TUBG2	chr17:40812657:40812725:+@chr17:40814991:40815070:+@chr17:40815395:40815521:+
ENSG00000108423	TUBD1	chr17:57963444:57963591:-@chr17:57962022:57962117:-@chr17:57958255:57958471:-
ENSG00000108423	TUBD1	chr17:57955464:57955695:-@chr17:57951900:57952064:-@chr17:57943970:57944110:-
ENSG00000108423	TUBD1	chr17:57955464:57955695:-@chr17:57943970:57944110:-@chr17:57941025:57941208:-
ENSG00000173876	TUBB8	chr10:94744:94852:-@chr10:94365:94665:-@chr10:92828:94054:-
ENSG00000173876	TUBB8	chr10:94744:94852:-@chr10:94555:94665:-@chr10:92828:94054:-
ENSG00000173876	TUBB8	chr10:95122:95209:-@chr10:94744:94852:-@chr10:94555:94665:-
ENSG00000258947,ENSG00000198211	TUBB3	chr16:89998979:89999087:+@chr16:89999547:89999775:+@chr16:89999876:89999986:+
ENSG00000258947,ENSG00000198211	TUBB3	chr16:89989753:89989866:+@chr16:89998209:89998347:+@chr16:89998979:89999087:+
ENSG00000258947	TUBB3	chr16:89999876:89999986:+@chr16:90000738:90000983:+@chr16:90001137:90002505:+
ENSG00000258947,ENSG00000198211	TUBB3	chr16:89998979:89999087:+@chr16:89999523:89999775:+@chr16:89999876:89999986:+
ENSG00000127824	TUBA4A	chr2:220118578:220118638:-@chr2:220116730:220116952:-@chr2:220116287:220116435:-
ENSG00000161149	TUBA3FP	chr22:21368071:21368576:-@chr22:21367331:21367473:-@chr22:21365673:21365879:-
ENSG00000167553	TUBA1C	chr12:49621709:49621949:+@chr12:49650180:49650294:+@chr12:49651667:49651784:+
ENSG00000167553	TUBA1C	chr12:49621709:49621949:+@chr12:49650180:49650294:+@chr12:49663248:49663470:+
ENSG00000167553	TUBA1C	chr12:49650180:49650294:+@chr12:49651667:49651784:+@chr12:49663248:49663470:+
ENSG00000167553	TUBA1C	chr12:49621709:49621949:+@chr12:49651667:49651784:+@chr12:49663248:49663470:+
ENSG00000123416	TUBA1B	chr12:49525081:49525178:-@chr12:49523902:49524127:-@chr12:49523283:49523505:-
ENSG00000123416	TUBA1B	chr12:49523283:49523505:-@chr12:49523025:49523173:-@chr12:49521567:49522721:-
ENSG00000123416	TUBA1B	chr12:49525081:49525178:-@chr12:49523902:49524185:-@chr12:49523283:49523505:-
ENSG00000123416	TUBA1B	chr12:49525081:49525178:-@chr12:49523902:49524057:-@chr12:49523283:49523505:-
ENSG00000167552	TUBA1A	chr12:49582760:49583107:-@chr12:49580394:49580616:-@chr12:49580093:49580241:-
ENSG00000167552	TUBA1A	chr12:49582760:49583107:-@chr12:49580773:49580867:-@chr12:49580394:49580616:-
ENSG00000136295	TTYH3	chr7:2687052:2687272:+@chr7:2687593:2687688:+@chr7:2689201:2689273:+
ENSG00000136295	TTYH3	chr7:2698574:2698649:+@chr7:2699574:2699674:+@chr7:2701302:2704436:+
ENSG00000141540	TTYH2	chr17:72246404:72246496:+@chr17:72248008:72248153:+@chr17:72248373:72248515:+
ENSG00000167614	TTYH1	chr19:54930302:54930480:+@chr19:54932451:54932562:+@chr19:54933364:54933584:+
ENSG00000167614	TTYH1	chr19:54941060:54941135:+@chr19:54941728:54941783:+@chr19:54941991:54942083:+
ENSG00000167614	TTYH1	chr19:54926605:54926852:+@chr19:54927230:54928098:+@chr19:54930302:54930480:+
ENSG00000167614	TTYH1	chr19:54946722:54946864:+@chr19:54947008:54947053:+@chr19:54947271:54947351:+
ENSG00000131007,ENSG00000240438	TTTY9B,OFD1P5Y	chrY:20750492:20750592:-@chrY:20750017:20750130:-@chrY:20749298:20749434:-
ENSG00000147761	TTTY7B	chrY:9546154:9546267:-@chrY:9544925:9545180:-@chrY:9544433:9544678:-
ENSG00000147753	TTTY7	chrY:6324113:6324226:+@chrY:6325200:6325455:+@chrY:6325702:6325947:+
ENSG00000124120	TTPAL	chr20:43104526:43104631:+@chr20:43107264:43107287:+@chr20:43108625:43109084:+
ENSG00000124120	TTPAL	chr20:43108625:43109084:+@chr20:43115236:43115346:+@chr20:43117904:43123244:+
ENSG00000124120	TTPAL	chr20:43108625:43109084:+@chr20:43112977:43113170:+@chr20:43115236:43115346:+
ENSG00000124120	TTPAL	chr20:43108625:43109084:+@chr20:43112977:43113068:+@chr20:43115236:43115346:+
ENSG00000237298	TTN-AS1	chr2:179388179:179388363:+@chr2:179396041:179396305:+@chr2:179400459:179400555:+
ENSG00000237298	TTN-AS1	chr2:179388179:179388363:+@chr2:179393451:179393540:+@chr2:179396041:179396305:+
ENSG00000237298	TTN-AS1	chr2:179406949:179407088:+@chr2:179436027:179436176:+@chr2:179447299:179447433:+
ENSG00000155657	TTN	chr2:179656799:179656924:-@chr2:179654705:179654842:-@chr2:179654087:179654224:-
ENSG00000155657	TTN	chr2:179623711:179623899:-@chr2:179620949:179621524:-@chr2:179617851:179617907:-
ENSG00000155657	TTN	chr2:179622269:179622643:-@chr2:179620949:179621524:-@chr2:179617851:179617907:-
ENSG00000155657	TTN	chr2:179623711:179623899:-@chr2:179622269:179622643:-@chr2:179617851:179617907:-
ENSG00000155657	TTN	chr2:179623711:179623899:-@chr2:179622269:179622643:-@chr2:179620949:179621524:-
ENSG00000155657	TTN	chr2:179393001:179393154:-@chr2:179392173:179392475:-@chr2:179390718:179392034:-
ENSG00000155657	TTN	chr2:179656799:179656924:-@chr2:179655435:179655572:-@chr2:179654705:179654842:-
ENSG00000155657	TTN	chr2:179531551:179531628:-@chr2:179530435:179530518:-@chr2:179530104:179530187:-
ENSG00000155657	TTN	chr2:179542348:179542644:-@chr2:179541928:179542014:-@chr2:179540648:179540722:-
ENSG00000155657	TTN	chr2:179504426:179504515:-@chr2:179502096:179502146:-@chr2:179501125:179501526:-
ENSG00000155657	TTN	chr2:179540648:179540722:-@chr2:179540398:179540481:-@chr2:179539766:179539840:-
ENSG00000155657	TTN	chr2:179617851:179617907:-@chr2:179603868:179606648:-@chr2:179602809:179603087:-
ENSG00000131044	TTLL9	chr20:30497540:30497725:+@chr20:30507667:30507735:+@chr20:30510766:30510856:+
ENSG00000131044	TTLL9	chr20:30525199:30525312:+@chr20:30525962:30526066:+@chr20:30526945:30527069:+
ENSG00000131044	TTLL9	chr20:30512812:30512852:+@chr20:30513676:30513763:+@chr20:30521603:30521661:+
ENSG00000131044	TTLL9	chr20:30521603:30521661:+@chr20:30522495:30522691:+@chr20:30525199:30525312:+
ENSG00000131044	TTLL9	chr20:30467630:30467700:+@chr20:30474999:30475042:+@chr20:30486276:30486368:+
ENSG00000131044	TTLL9	chr20:30512812:30512852:+@chr20:30513852:30513894:+@chr20:30521603:30521661:+
ENSG00000131044	TTLL9	chr20:30521603:30521661:+@chr20:30522125:30522211:+@chr20:30522495:30522691:+
ENSG00000131044	TTLL9	chr20:30458925:30458998:+@chr20:30471824:30471905:+@chr20:30474999:30475042:+
ENSG00000131044	TTLL9	chr20:30467630:30467700:+@chr20:30471824:30471905:+@chr20:30474999:30475042:+
ENSG00000131044	TTLL9	chr20:30525199:30525312:+@chr20:30525985:30526066:+@chr20:30526945:30527069:+
ENSG00000131044	TTLL9	chr20:30458514:30458756:+@chr20:30458925:30458998:+@chr20:30474999:30475042:+
ENSG00000131044	TTLL9	chr20:30525199:30525312:+@chr20:30526945:30527069:+@chr20:30530748:30530858:+
ENSG00000137941	TTLL7	chr1:84464614:84464833:-@chr1:84399291:84399449:-@chr1:84394819:84394913:-
ENSG00000137941	TTLL7	chr1:84369762:84369842:-@chr1:84367837:84367923:-@chr1:84356004:84356164:-
ENSG00000137941	TTLL7	chr1:84378616:84378723:-@chr1:84378127:84378186:-@chr1:84376848:84377046:-
ENSG00000137941	TTLL7	chr1:84412807:84412965:-@chr1:84408146:84408362:-@chr1:84403535:84403699:-
ENSG00000137941	TTLL7	chr1:84348646:84348819:-@chr1:84348352:84348470:-@chr1:84335057:84335765:-
ENSG00000137941	TTLL7	chr1:84348352:84348470:-@chr1:84345944:84345977:-@chr1:84345576:84345666:-
ENSG00000137941	TTLL7	chr1:84356004:84356164:-@chr1:84352860:84352967:-@chr1:84348646:84348819:-
ENSG00000137941	TTLL7	chr1:84412807:84412965:-@chr1:84411683:84412095:-@chr1:84408146:84408362:-
ENSG00000137941	TTLL7	chr1:84348646:84348819:-@chr1:84348352:84348484:-@chr1:84335057:84335765:-
ENSG00000137941	TTLL7	chr1:84348352:84348470:-@chr1:84345576:84345666:-@chr1:84335057:84335765:-
ENSG00000137941	TTLL7	chr1:84383287:84383373:-@chr1:84378616:84378723:-@chr1:84376848:84377046:-
ENSG00000137941	TTLL7	chr1:84352860:84352967:-@chr1:84350759:84350777:-@chr1:84348646:84348819:-
ENSG00000137941	TTLL7	chr1:84386770:84386843:-@chr1:84386206:84386298:-@chr1:84385382:84385517:-
ENSG00000170703	TTLL6	chr17:46894332:46894469:-@chr17:46893144:46893213:-@chr17:46892696:46892760:-
ENSG00000170703	TTLL6	chr17:46871566:46871686:-@chr17:46868740:46868965:-@chr17:46867293:46867468:-
ENSG00000170703	TTLL6	chr17:46894332:46894469:-@chr17:46892696:46892760:-@chr17:46882134:46882353:-
ENSG00000170703	TTLL6	chr17:46878617:46878747:-@chr17:46877434:46877640:-@chr17:46876966:46877122:-
ENSG00000119685	TTLL5	chr14:76201538:76201632:+@chr14:76203909:76203950:+@chr14:76211438:76211551:+
ENSG00000119685	TTLL5	chr14:76219236:76219298:+@chr14:76224174:76224212:+@chr14:76230958:76231115:+
ENSG00000135912	TTLL4	chr2:219575568:219575760:+@chr2:219591992:219592070:+@chr2:219602302:219603886:+
ENSG00000135912	TTLL4	chr2:219611726:219611917:+@chr2:219612320:219612461:+@chr2:219612828:219612950:+
ENSG00000135912	TTLL4	chr2:219611726:219611917:+@chr2:219612320:219612448:+@chr2:219612828:219612950:+
ENSG00000135912	TTLL4	chr2:219610878:219610954:+@chr2:219611753:219611917:+@chr2:219612013:219612095:+
ENSG00000135912	TTLL4	chr2:219611726:219611917:+@chr2:219612013:219612095:+@chr2:219612320:219612448:+
ENSG00000135912	TTLL4	chr2:219612320:219612448:+@chr2:219612828:219612950:+@chr2:219613559:219613657:+
ENSG00000135912	TTLL4	chr2:219610878:219610954:+@chr2:219611726:219611917:+@chr2:219612013:219612095:+
ENSG00000135912	TTLL4	chr2:219591992:219592070:+@chr2:219592748:219592790:+@chr2:219602302:219603886:+
ENSG00000135912	TTLL4	chr2:219591992:219592070:+@chr2:219601035:219601099:+@chr2:219602302:219603886:+
ENSG00000214021,ENSG00000250151	TTLL3,ARPC4-TTLL3	chr3:9854932:9855029:+@chr3:9857758:9857886:+@chr3:9860239:9860604:+
ENSG00000214021,ENSG00000250151	TTLL3,ARPC4-TTLL3	chr3:9854932:9855029:+@chr3:9857758:9857886:+@chr3:9859329:9859443:+
ENSG00000214021,ENSG00000250151	TTLL3,ARPC4-TTLL3	chr3:9854932:9855029:+@chr3:9859329:9859443:+@chr3:9860239:9860604:+
ENSG00000214021,ENSG00000250151	TTLL3,ARPC4-TTLL3	chr3:9857758:9857886:+@chr3:9859329:9859443:+@chr3:9860239:9860604:+
ENSG00000214021,ENSG00000250151	TTLL3,ARPC4-TTLL3	chr3:9854932:9855029:+@chr3:9859374:9859443:+@chr3:9860239:9860604:+
ENSG00000214021,ENSG00000250151	TTLL3,ARPC4-TTLL3	chr3:9874788:9874929:+@chr3:9876111:9876187:+@chr3:9876365:9876591:+
ENSG00000214021	TTLL3	chr3:9870644:9871079:+@chr3:9876365:9876591:+@chr3:9876778:9878040:+
ENSG00000120440	TTLL2	chr6:167738574:167738708:+@chr6:167741492:167741872:+@chr6:167752135:167752291:+
ENSG00000213471,ENSG00000261147	TTLL13,RP11-697E2.6	chr15:90805238:90805423:+@chr15:90805724:90805901:+@chr15:90806198:90807290:+
ENSG00000175764	TTLL11	chr9:124801551:124801647:-@chr9:124794002:124794135:-@chr9:124751474:124752049:-
ENSG00000162571	TTLL10	chr1:1120349:1120489:+@chr1:1131766:1131868:+@chr1:1131980:1132096:+
ENSG00000100271	TTLL1	chr22:43471480:43471596:-@chr22:43466177:43466248:-@chr22:43465642:43465850:-
ENSG00000100271	TTLL1	chr22:43455390:43455533:-@chr22:43447807:43447893:-@chr22:43442416:43442579:-
ENSG00000112742	TTK	chr6:80715559:80715699:+@chr6:80715822:80715892:+@chr6:80717526:80717748:+
ENSG00000129696	TTI2	chr8:33367264:33367450:-@chr8:33364747:33364839:-@chr8:33361266:33361453:-
ENSG00000129696	TTI2	chr8:33370600:33370703:-@chr8:33370478:33370522:-@chr8:33369485:33370230:-
ENSG00000101407	TTI1	chr20:36661806:36661833:-@chr20:36647407:36647546:-@chr20:36639917:36642259:-
ENSG00000116830	TTF2	chr1:117639973:117640055:+@chr1:117640828:117640860:+@chr1:117641455:117641529:+
ENSG00000116830	TTF2	chr1:117638771:117638921:+@chr1:117639973:117640055:+@chr1:117640828:117640860:+
ENSG00000162222	TTC9C	chr11:62496295:62496558:+@chr11:62500590:62500671:+@chr11:62502854:62503036:+
ENSG00000165533	TTC8	chr14:89290918:89291165:+@chr14:89303252:89303410:+@chr14:89305796:89305916:+
ENSG00000165533	TTC8	chr14:89310150:89310194:+@chr14:89313192:89313251:+@chr14:89319315:89319400:+
ENSG00000165533	TTC8	chr14:89310150:89310194:+@chr14:89319315:89319400:+@chr14:89323534:89323621:+
ENSG00000165533	TTC8	chr14:89338674:89338796:+@chr14:89341370:89341453:+@chr14:89343638:89344335:+
ENSG00000165533	TTC8	chr14:89307769:89307858:+@chr14:89310150:89310194:+@chr14:89319315:89319400:+
ENSG00000165533	TTC8	chr14:89310150:89310194:+@chr14:89312942:89313019:+@chr14:89319315:89319400:+
ENSG00000165533	TTC8	chr14:89290918:89291165:+@chr14:89300037:89300066:+@chr14:89305796:89305916:+
ENSG00000165533	TTC8	chr14:89307381:89307540:+@chr14:89307769:89307858:+@chr14:89310150:89310194:+
ENSG00000165914	TTC7B	chr14:91196419:91196540:-@chr14:91165502:91165567:-@chr14:91161844:91161922:-
ENSG00000165914	TTC7B	chr14:91059830:91059970:-@chr14:91044450:91044652:-@chr14:91006932:91007933:-
ENSG00000165914	TTC7B	chr14:91077086:91077183:-@chr14:91068350:91068544:-@chr14:91059830:91059970:-
ENSG00000165914	TTC7B	chr14:91077086:91077183:-@chr14:91071941:91072102:-@chr14:91069597:91069647:-
ENSG00000165914	TTC7B	chr14:91077086:91077183:-@chr14:91069597:91069647:-@chr14:91059830:91059970:-
ENSG00000068724	TTC7A	chr2:47238470:47238574:+@chr2:47249001:47249118:+@chr2:47250547:47250604:+
ENSG00000068724	TTC7A	chr2:47177502:47177665:+@chr2:47178741:47178872:+@chr2:47183978:47184146:+
ENSG00000068724	TTC7A	chr2:47183978:47184146:+@chr2:47185634:47185691:+@chr2:47202112:47202242:+
ENSG00000068724	TTC7A	chr2:47273454:47273570:+@chr2:47274405:47274476:+@chr2:47277088:47277185:+
ENSG00000068724	TTC7A	chr2:47256363:47256523:+@chr2:47273454:47273570:+@chr2:47277088:47277185:+
ENSG00000068724	TTC7A	chr2:47220589:47220667:+@chr2:47221496:47221653:+@chr2:47222275:47222338:+
ENSG00000068724	TTC7A	chr2:47238470:47238574:+@chr2:47250547:47250604:+@chr2:47251426:47251498:+
ENSG00000139865	TTC6	chr14:38296401:38296571:+@chr14:38306527:38306747:+@chr14:38310650:38310875:+
ENSG00000171811	TTC40	chr10:134624454:134624535:-@chr10:134624089:134624225:-@chr10:134623913:134623993:-
ENSG00000168234	TTC39C	chr18:21645976:21646104:+@chr18:21649121:21649235:+@chr18:21660549:21660903:+
ENSG00000155158	TTC39B	chr9:15225915:15226010:-@chr9:15224338:15224503:-@chr9:15214137:15214247:-
ENSG00000155158	TTC39B	chr9:15225915:15226010:-@chr9:15224358:15224503:-@chr9:15214137:15214247:-
ENSG00000155158	TTC39B	chr9:15203821:15203888:-@chr9:15199859:15199923:-@chr9:15192588:15192693:-
ENSG00000155158	TTC39B	chr9:15267912:15267946:-@chr9:15262775:15262842:-@chr9:15225915:15226010:-
ENSG00000155158	TTC39B	chr9:15185278:15185404:-@chr9:15183270:15183454:-@chr9:15182305:15182413:-
ENSG00000085831	TTC39A	chr1:51763463:51763662:-@chr1:51761751:51761842:-@chr1:51760063:51760183:-
ENSG00000085831	TTC39A	chr1:51810663:51810788:-@chr1:51808679:51808750:-@chr1:51787393:51787497:-
ENSG00000075234	TTC38	chr22:46685723:46685796:+@chr22:46688100:46688225:+@chr22:46688688:46689905:+
ENSG00000075234	TTC38	chr22:46664411:46664488:+@chr22:46665039:46665186:+@chr22:46668232:46668313:+
ENSG00000075234	TTC38	chr22:46677496:46677615:+@chr22:46677868:46678048:+@chr22:46679870:46679929:+
ENSG00000075234	TTC38	chr22:46669795:46669966:+@chr22:46671145:46671318:+@chr22:46674483:46674558:+
ENSG00000198677	TTC37	chr5:94882765:94882855:-@chr5:94878888:94879031:-@chr5:94877519:94877610:-
ENSG00000172425	TTC36	chr11:118398187:118398327:+@chr11:118398637:118398771:+@chr11:118399318:118399506:+
ENSG00000113638	TTC33	chr5:40746900:40747121:-@chr5:40730364:40730445:-@chr5:40728447:40728578:-
ENSG00000183891	TTC32	chr2:20101467:20101744:-@chr2:20097630:20097796:-@chr2:20096514:20096887:-
ENSG00000115282	TTC31	chr2:74710449:74710537:+@chr2:74717152:74717254:+@chr2:74717371:74717600:+
ENSG00000182670	TTC3	chr21:38461099:38461186:+@chr21:38462533:38462586:+@chr21:38463593:38463713:+
ENSG00000182670	TTC3	chr21:38528957:38529208:+@chr21:38529463:38529516:+@chr21:38532001:38532047:+
ENSG00000182670	TTC3	chr21:38519781:38519903:+@chr21:38520846:38520947:+@chr21:38522378:38522470:+
ENSG00000182670	TTC3	chr21:38459547:38459701:+@chr21:38460133:38460175:+@chr21:38460496:38460646:+
ENSG00000182670	TTC3	chr21:38528957:38529208:+@chr21:38530433:38530505:+@chr21:38532001:38532047:+
ENSG00000182670	TTC3	chr21:38480692:38480746:+@chr21:38494117:38494279:+@chr21:38495283:38495328:+
ENSG00000182670	TTC3	chr21:38463593:38463713:+@chr21:38466305:38466390:+@chr21:38467650:38467744:+
ENSG00000182670	TTC3	chr21:38563635:38563725:+@chr21:38564413:38564514:+@chr21:38567976:38568337:+
ENSG00000182670	TTC3	chr21:38480692:38480746:+@chr21:38493537:38493642:+@chr21:38494117:38494279:+
ENSG00000137473	TTC29	chr4:147866183:147866229:-@chr4:147865249:147865502:-@chr4:147863736:147863836:-
ENSG00000137473	TTC29	chr4:147866183:147866229:-@chr4:147865249:147865502:-@chr4:147860956:147861053:-
ENSG00000137473	TTC29	chr4:147866183:147866229:-@chr4:147863736:147863836:-@chr4:147860956:147861053:-
ENSG00000137473	TTC29	chr4:147865249:147865502:-@chr4:147863736:147863836:-@chr4:147860956:147861053:-
ENSG00000137473	TTC29	chr4:147754958:147755049:-@chr4:147752793:147752946:-@chr4:147741277:147741400:-
ENSG00000137473	TTC29	chr4:147866183:147866229:-@chr4:147865249:147865485:-@chr4:147863736:147863836:-
ENSG00000137473	TTC29	chr4:147866183:147866229:-@chr4:147865249:147865485:-@chr4:147860956:147861053:-
ENSG00000235954	TTC28-AS1	chr22:28331139:28331218:+@chr22:28385870:28386014:+@chr22:28389112:28389523:+
ENSG00000235954	TTC28-AS1	chr22:28331139:28331218:+@chr22:28389112:28389523:+@chr22:28390461:28390641:+
ENSG00000235954	TTC28-AS1	chr22:28331139:28331218:+@chr22:28390461:28390641:+@chr22:28393399:28393727:+
ENSG00000235954	TTC28-AS1	chr22:28393399:28393727:+@chr22:28393974:28394140:+@chr22:28394592:28394826:+
ENSG00000235954	TTC28-AS1	chr22:28393399:28393727:+@chr22:28393974:28394826:+@chr22:28395418:28398667:+
ENSG00000235954	TTC28-AS1	chr22:28315364:28315533:+@chr22:28318006:28318166:+@chr22:28331139:28331218:+
ENSG00000235954	TTC28-AS1	chr22:28315364:28315533:+@chr22:28318006:28318166:+@chr22:28320335:28320951:+
ENSG00000235954	TTC28-AS1	chr22:28331139:28331218:+@chr22:28336008:28336159:+@chr22:28393399:28393727:+
ENSG00000235954	TTC28-AS1	chr22:28393399:28393727:+@chr22:28394592:28394826:+@chr22:28395418:28398667:+
ENSG00000235954	TTC28-AS1	chr22:28315364:28315533:+@chr22:28331139:28331218:+@chr22:28381680:28382380:+
ENSG00000235954	TTC28-AS1	chr22:28315364:28315533:+@chr22:28315711:28315954:+@chr22:28318006:28318166:+
ENSG00000100154	TTC28	chr22:28388575:28388651:-@chr22:28386777:28386800:-@chr22:28385866:28385995:-
ENSG00000018699	TTC27	chr2:32983359:32983586:+@chr2:32991535:32991616:+@chr2:33002949:33003047:+
ENSG00000018699	TTC27	chr2:33002949:33003047:+@chr2:33005121:33005179:+@chr2:33007693:33007745:+
ENSG00000105948	TTC26	chr7:138827002:138827051:+@chr7:138845694:138845768:+@chr7:138849878:138849980:+
ENSG00000105948	TTC26	chr7:138819401:138819538:+@chr7:138822593:138822685:+@chr7:138824636:138824750:+
ENSG00000105948	TTC26	chr7:138865838:138865944:+@chr7:138872152:138872285:+@chr7:138874067:138874550:+
ENSG00000187862	TTC24	chr1:156552023:156552226:+@chr1:156552834:156552962:+@chr1:156553592:156553687:+
ENSG00000205838	TTC23L	chr5:34866997:34867174:+@chr5:34869010:34869118:+@chr5:34880286:34880413:+
ENSG00000205838	TTC23L	chr5:34845592:34845778:+@chr5:34850290:34850413:+@chr5:34863003:34863159:+
ENSG00000205838	TTC23L	chr5:34840770:34840844:+@chr5:34845592:34845778:+@chr5:34863003:34863159:+
ENSG00000103852	TTC23	chr15:99789376:99789815:-@chr15:99781570:99781764:-@chr15:99768738:99768937:-
ENSG00000103852	TTC23	chr15:99785594:99785715:-@chr15:99781570:99781764:-@chr15:99768738:99768937:-
ENSG00000103852	TTC23	chr15:99789622:99789815:-@chr15:99781570:99781764:-@chr15:99768738:99768937:-
ENSG00000103852	TTC23	chr15:99789376:99789815:-@chr15:99785594:99785715:-@chr15:99781570:99781764:-
ENSG00000103852	TTC23	chr15:99789376:99789815:-@chr15:99785594:99785715:-@chr15:99768738:99768937:-
ENSG00000103852	TTC23	chr15:99789827:99790004:-@chr15:99785594:99785715:-@chr15:99768738:99768937:-
