ensembl_gene_id	probe_id	hgnc_symbol	entrezgene_id	biotype
ENSG00000099326	204139_x_at	MZF1	7593	protein_coding
ENSG00000099330	205441_at	OCEL1	79629	protein_coding
ENSG00000099331	217297_s_at	MYO9B	4650	protein_coding
ENSG00000099331	214780_s_at	MYO9B	4650	protein_coding
ENSG00000099337	223658_at	KCNK6	9424	protein_coding
ENSG00000099338	234353_at	CATSPERG	57828	protein_coding
ENSG00000099338	221316_at	CATSPERG	57828	protein_coding
ENSG00000099338	231261_at	CATSPERG	57828	protein_coding
ENSG00000099341	200820_at	PSMD8	5714	protein_coding
ENSG00000099364	228277_at	FBXL19	54620	protein_coding
ENSG00000099365	208207_at	STX1B	112755	protein_coding
ENSG00000099365	230691_at	STX1B	112755	protein_coding
ENSG00000099377	222817_at	HSD3B7	80270	protein_coding
ENSG00000099381	213202_at	SETD1A	9739	protein_coding
ENSG00000099385	219072_at	BCL7C	9274	protein_coding
ENSG00000099399	206218_at	MAGEB2	4113	protein_coding
ENSG00000099617	1553573_s_at	EFNA2	1943	protein_coding
ENSG00000099617	208256_at	EFNA2	1943	protein_coding
ENSG00000099617	238956_at	EFNA2	1943	protein_coding
ENSG00000099622	200811_at	CIRBP	1153	protein_coding
ENSG00000099622	200810_s_at	CIRBP	1153	protein_coding
ENSG00000099622	230142_s_at	CIRBP	1153	protein_coding
ENSG00000099622	225191_at	CIRBP	1153	protein_coding
ENSG00000099622	228519_x_at	CIRBP	1153	protein_coding
ENSG00000099624	213041_s_at	ATP5F1D	513	protein_coding
ENSG00000099624	203926_x_at	ATP5F1D	513	protein_coding
ENSG00000099625	1552354_at	CBARP	255057	protein_coding
ENSG00000099625	1552355_s_at	CBARP	255057	protein_coding
ENSG00000099625	215325_x_at	CBARP	255057	protein_coding
ENSG00000099625	231019_x_at	CBARP	255057	protein_coding
ENSG00000099715	211227_s_at	PCDH11Y	83259	protein_coding
ENSG00000099721	208220_x_at	AMELY	266	protein_coding
ENSG00000099725	206279_at	PRKY	5616	protein_coding
ENSG00000099769	215712_s_at	IGFALS	3483	protein_coding
ENSG00000099783	200072_s_at	HNRNPM	4670	protein_coding
ENSG00000099783	1555843_at	HNRNPM	4670	protein_coding
ENSG00000099783	1555844_s_at	HNRNPM	4670	protein_coding
ENSG00000099785	210075_at	MARCHF2	51257	protein_coding
ENSG00000099795	202839_s_at	NDUFB7	4713	protein_coding
ENSG00000099797	1569392_at	TECR	9524	protein_coding
ENSG00000099797	208336_s_at	TECR	9524	protein_coding
ENSG00000099800	218188_s_at	TIMM13	26517	protein_coding
ENSG00000099804	212540_at	CDC34	997	protein_coding
ENSG00000099810	216685_s_at	MTAP	4507	protein_coding
ENSG00000099810	204956_at	MTAP	4507	protein_coding
ENSG00000099810	231984_at	MTAP	4507	protein_coding
ENSG00000099812	212925_at	MISP	126353	protein_coding
ENSG00000099814	213242_x_at	CEP170B	283638	protein_coding
ENSG00000099817	213887_s_at	POLR2E	5434	protein_coding
ENSG00000099817	217854_s_at	POLR2E	5434	protein_coding
ENSG00000099822	207592_s_at	HCN2	610	protein_coding
ENSG00000099822	214893_x_at	HCN2	610	protein_coding
ENSG00000099834	220075_s_at	CDHR5	53841	protein_coding
ENSG00000099834	219796_s_at	CDHR5	53841	protein_coding
ENSG00000099834	220074_at	CDHR5	53841	protein_coding
ENSG00000099840	215734_at	IZUMO4	113177	protein_coding
ENSG00000099840	214296_x_at	IZUMO4	113177	protein_coding
ENSG00000099849	204927_at	RASSF7	8045	protein_coding
ENSG00000099849	40359_at	RASSF7	8045	protein_coding
ENSG00000099860	209305_s_at	GADD45B	4616	protein_coding
ENSG00000099860	209304_x_at	GADD45B	4616	protein_coding
ENSG00000099860	207574_s_at	GADD45B	4616	protein_coding
ENSG00000099864	203859_s_at	PALM	5064	protein_coding
ENSG00000099866	208037_s_at	MADCAM1	8174	protein_coding
ENSG00000099869	220561_at	IGF2-AS	51214	lncRNA
ENSG00000099875	223199_at	MKNK2	2872	protein_coding
ENSG00000099875	218205_s_at	MKNK2	2872	protein_coding
ENSG00000099889	1556149_at	ARVCF	421	protein_coding
ENSG00000099889	205784_x_at	ARVCF	421	protein_coding
ENSG00000099889	217516_x_at	ARVCF	421	protein_coding
ENSG00000099899	218475_at	TRMT2A	27037	protein_coding
ENSG00000099901	202482_x_at	RANBP1	5902	protein_coding
ENSG00000099901	202483_s_at	RANBP1	5902	protein_coding
ENSG00000099904	225744_at	ZDHHC8	29801	protein_coding
ENSG00000099904	230731_x_at	ZDHHC8	29801	protein_coding
ENSG00000099910	221837_at	KLHL22	84861	protein_coding
ENSG00000099910	221838_at	KLHL22	84861	protein_coding
ENSG00000099910	49329_at	KLHL22	84861	protein_coding
ENSG00000099917	222175_s_at	MED15	51586	protein_coding
ENSG00000099937	205576_at	SERPIND1	3053	protein_coding
ENSG00000099940	218327_s_at	SNAP29	9342	protein_coding
ENSG00000099940	222597_at	SNAP29	9342	protein_coding
ENSG00000099940	239084_at	SNAP29	9342	protein_coding
ENSG00000099942	206184_at	CRKL	1399	protein_coding
ENSG00000099942	212180_at	CRKL	1399	protein_coding
ENSG00000099949	203412_at	LZTR1	8216	protein_coding
ENSG00000099953	203876_s_at	MMP11	4320	protein_coding
ENSG00000099953	203878_s_at	MMP11	4320	protein_coding
ENSG00000099954	233695_s_at	CECR2	27443	protein_coding
ENSG00000099954	223729_at	CECR2	27443	protein_coding
ENSG00000099954	239752_at	CECR2	27443	protein_coding
ENSG00000099956	212167_s_at	SMARCB1	6598	protein_coding
ENSG00000099956	231324_at	SMARCB1	6598	protein_coding
ENSG00000099956	229719_s_at	SMARCB1	6598	protein_coding
ENSG00000099956	228898_s_at	SMARCB1	6598	protein_coding
ENSG00000099957	211147_s_at	P2RX6	9127	protein_coding
ENSG00000099957	206880_at	P2RX6	9127	protein_coding
ENSG00000099958	229721_x_at	DERL3	91319	protein_coding
ENSG00000099958	228897_at	DERL3	91319	protein_coding
ENSG00000099960	214406_s_at	SLC7A4	6545	protein_coding
ENSG00000099960	205864_at	SLC7A4	6545	protein_coding
ENSG00000099968	223664_x_at	BCL2L13	23786	protein_coding
ENSG00000099968	1560977_a_at	BCL2L13	23786	protein_coding
ENSG00000099968	224035_s_at	BCL2L13	23786	protein_coding
ENSG00000099968	217955_at	BCL2L13	23786	protein_coding
ENSG00000099968	226798_at	BCL2L13	23786	protein_coding
ENSG00000099985	214637_at	OSM	5008	protein_coding
ENSG00000099985	230170_at	OSM	5008	protein_coding
ENSG00000099991	202624_s_at	CABIN1	23523	protein_coding
ENSG00000099991	37652_at	CABIN1	23523	protein_coding
ENSG00000099992	226133_s_at	TBC1D10A	83874	protein_coding
ENSG00000099994	234310_s_at	SUSD2	56241	protein_coding
ENSG00000099994	227480_at	SUSD2	56241	protein_coding
ENSG00000099995	201357_s_at	SF3A1	10291	protein_coding
ENSG00000099995	216457_s_at	SF3A1	10291	protein_coding
ENSG00000099995	201356_at	SF3A1	10291	protein_coding
ENSG00000099995	227516_at	SF3A1	10291	protein_coding
ENSG00000099998	205582_s_at	GGT5	2687	protein_coding
ENSG00000099999	234461_at	RNF215	200312	protein_coding
ENSG00000099999	1569365_a_at	RNF215	200312	protein_coding
ENSG00000099999	232933_at	RNF215	200312	protein_coding
ENSG00000100003	204541_at	SEC14L2	23541	protein_coding
ENSG00000100003	230316_at	SEC14L2	23541	protein_coding
ENSG00000100003	240024_at	SEC14L2	23541	protein_coding
ENSG00000100012	216346_at	SEC14L3	266629	protein_coding
ENSG00000100012	240699_at	SEC14L3	266629	protein_coding
ENSG00000100014	212480_at	SPECC1L	23384	protein_coding
ENSG00000100023	223999_at	PPIL2	23759	protein_coding
ENSG00000100023	206064_s_at	PPIL2	23759	protein_coding
ENSG00000100023	206063_x_at	PPIL2	23759	protein_coding
ENSG00000100023	214986_x_at	PPIL2	23759	protein_coding
ENSG00000100023	217407_x_at	PPIL2	23759	protein_coding
ENSG00000100023	209299_x_at	PPIL2	23759	protein_coding
ENSG00000100024	224043_s_at	UPB1	51733	protein_coding
ENSG00000100024	228219_s_at	UPB1	51733	protein_coding
ENSG00000100024	220507_s_at	UPB1	51733	protein_coding
ENSG00000100027	213996_at	YPEL1	29799	protein_coding
ENSG00000100027	228296_at	YPEL1	29799	protein_coding
ENSG00000100027	228788_at	YPEL1	29799	protein_coding
ENSG00000100029	236434_at	PES1	23481	protein_coding
ENSG00000100029	202212_at	PES1	23481	protein_coding
ENSG00000100030	1552264_a_at	MAPK1	5594	protein_coding
ENSG00000100030	208351_s_at	MAPK1	5594	protein_coding
ENSG00000100030	1552263_at	MAPK1	5594	protein_coding
ENSG00000100030	212271_at	MAPK1	5594	protein_coding
ENSG00000100030	224621_at	MAPK1	5594	protein_coding
ENSG00000100033	214203_s_at	PRODH	5625	protein_coding
ENSG00000100034	1555091_at	PPM1F	9647	protein_coding
ENSG00000100034	1555470_a_at	PPM1F	9647	protein_coding
ENSG00000100034	37384_at	PPM1F	9647	protein_coding
ENSG00000100034	203063_at	PPM1F	9647	protein_coding
ENSG00000100036	1568623_a_at	SLC35E4	339665	protein_coding
ENSG00000100036	241078_at	SLC35E4	339665	protein_coding
ENSG00000100038	215781_s_at	TOP3B	8940	protein_coding
ENSG00000100038	213660_s_at	TOP3B	8940	protein_coding
ENSG00000100053	207685_at	CRYBB3	1417	protein_coding
ENSG00000100055	1554335_at	CYTH4	27128	protein_coding
ENSG00000100055	211521_s_at	CYTH4	27128	protein_coding
ENSG00000100055	219183_s_at	CYTH4	27128	protein_coding
ENSG00000100056	204383_at	ESS2	8220	protein_coding
ENSG00000100056	32032_at	ESS2	8220	protein_coding
ENSG00000100056	217285_at	ESS2	8220	protein_coding
ENSG00000100056	239730_at	ESS2	8220	protein_coding
ENSG00000100058	222048_at	CRYBB2P1	1416	transcribed_unprocessed_pseudogene
ENSG00000100058	233556_at	CRYBB2P1	1416	transcribed_unprocessed_pseudogene
ENSG00000100058	1561274_at	CRYBB2P1	1416	transcribed_unprocessed_pseudogene
ENSG00000100060	204152_s_at	MFNG	4242	protein_coding
ENSG00000100060	204153_s_at	MFNG	4242	protein_coding
ENSG00000100065	210025_s_at	CARD10	29775	protein_coding
ENSG00000100065	210026_s_at	CARD10	29775	protein_coding
ENSG00000100068	214873_at	LRP5L	91355	protein_coding
ENSG00000100075	210010_s_at	SLC25A1	6576	protein_coding
ENSG00000100077	204183_s_at	GRK3	157	protein_coding
ENSG00000100077	204184_s_at	GRK3	157	protein_coding
ENSG00000100077	228771_at	GRK3	157	protein_coding
ENSG00000100078	220780_at	PLA2G3	50487	protein_coding
ENSG00000100079	208450_at	LGALS2	3957	protein_coding
ENSG00000100083	1554670_at	GGA1	26088	protein_coding
ENSG00000100083	217560_at	GGA1	26088	protein_coding
ENSG00000100083	218114_at	GGA1	26088	protein_coding
ENSG00000100083	45572_s_at	GGA1	26088	protein_coding
ENSG00000100083	50277_at	GGA1	26088	protein_coding
ENSG00000100084	217427_s_at	HIRA	7290	protein_coding
ENSG00000100092	213633_at	SH3BP1	23616	protein_coding
ENSG00000100095	207873_x_at	SEZ6L	23544	protein_coding
ENSG00000100095	211894_x_at	SEZ6L	23544	protein_coding
ENSG00000100095	216047_x_at	SEZ6L	23544	protein_coding
ENSG00000100095	213609_s_at	SEZ6L	23544	protein_coding
ENSG00000100097	201105_at	LGALS1	3956	protein_coding
ENSG00000100099	218402_s_at	HPS4	89781	protein_coding
ENSG00000100099	54037_at	HPS4	89781	protein_coding
ENSG00000100099	1552652_at	HPS4	89781	protein_coding
ENSG00000100100	1555632_at	PIK3IP1	113791	protein_coding
ENSG00000100100	221757_at	PIK3IP1	113791	protein_coding
ENSG00000100100	221756_at	PIK3IP1	113791	protein_coding
ENSG00000100104	213608_s_at	SRRD	402055	protein_coding
ENSG00000100104	227615_at	SRRD	402055	protein_coding
ENSG00000100105	211392_s_at	PATZ1	23598	protein_coding
ENSG00000100105	209494_s_at	PATZ1	23598	protein_coding
ENSG00000100105	211391_s_at	PATZ1	23598	protein_coding
ENSG00000100105	210581_x_at	PATZ1	23598	protein_coding
ENSG00000100105	209431_s_at	PATZ1	23598	protein_coding
ENSG00000100106	1552332_at	TRIOBP	11078	protein_coding
ENSG00000100106	1552334_at	TRIOBP	11078	protein_coding
ENSG00000100106	210276_s_at	TRIOBP	11078	protein_coding
ENSG00000100106	216210_x_at	TRIOBP	11078	protein_coding
ENSG00000100106	202795_x_at	TRIOBP	11078	protein_coding
ENSG00000100106	243690_at	TRIOBP	11078	protein_coding
ENSG00000100109	202750_s_at	TFIP11	24144	protein_coding
ENSG00000100109	202751_at	TFIP11	24144	protein_coding
ENSG00000100116	36475_at	GCAT	23464	protein_coding
ENSG00000100116	205164_at	GCAT	23464	protein_coding
ENSG00000100122	206185_at	CRYBB1	1414	protein_coding
ENSG00000100124	1558193_at	ANKRD54	129138	protein_coding
ENSG00000100124	231847_at	ANKRD54	129138	protein_coding
ENSG00000100138	230443_at	SNU13	4809	protein_coding
ENSG00000100138	201077_s_at	SNU13	4809	protein_coding
ENSG00000100138	201076_at	SNU13	4809	protein_coding
ENSG00000100139	221779_at	MICALL1	85377	protein_coding
ENSG00000100139	55081_at	MICALL1	85377	protein_coding
ENSG00000100142	209511_at	POLR2F	5435	protein_coding
ENSG00000100142	232643_at	POLR2F	5435	protein_coding
ENSG00000100146	209843_s_at	SOX10	6663	protein_coding
ENSG00000100146	209842_at	SOX10	6663	protein_coding
ENSG00000100147	220077_at	CCDC134	79879	protein_coding
ENSG00000100147	235434_at	CCDC134	79879	protein_coding
ENSG00000100150	205223_at	DEPDC5	9681	protein_coding
ENSG00000100151	204746_s_at	PICK1	9463	protein_coding
ENSG00000100154	234004_at	TTC28	23331	protein_coding
ENSG00000100154	215146_s_at	TTC28	23331	protein_coding
ENSG00000100154	213058_at	TTC28	23331	protein_coding
ENSG00000100156	220455_at	SLC16A8	23539	protein_coding
ENSG00000100162	218741_at	CENPM	79019	protein_coding
ENSG00000100167	223362_s_at	SEPTIN3	55964	protein_coding
ENSG00000100170	206628_at	SLC5A1	6523	protein_coding
ENSG00000100170	242773_at	SLC5A1	6523	protein_coding
ENSG00000100181	243952_at	TPTEP1	387590	transcribed_unprocessed_pseudogene
ENSG00000100181	1569348_at	TPTEP1	387590	transcribed_unprocessed_pseudogene
ENSG00000100181	233469_at	TPTEP1	387590	transcribed_unprocessed_pseudogene
ENSG00000100191	215960_at	SLC5A4	6527	protein_coding
ENSG00000100196	207265_s_at	KDELR3	11015	protein_coding
ENSG00000100196	207264_at	KDELR3	11015	protein_coding
ENSG00000100196	204017_at	KDELR3	11015	protein_coding
ENSG00000100201	213998_s_at	DDX17	10521	protein_coding
ENSG00000100201	230180_at	DDX17	10521	protein_coding
ENSG00000100201	208719_s_at	DDX17	10521	protein_coding
ENSG00000100201	208151_x_at	DDX17	10521	protein_coding
ENSG00000100201	208718_at	DDX17	10521	protein_coding
ENSG00000100206	208382_s_at	DMC1	11144	protein_coding
ENSG00000100206	208386_x_at	DMC1	11144	protein_coding
ENSG00000100207	212931_at	TCF20	6942	protein_coding
ENSG00000100209	223647_x_at	HSCB	150274	protein_coding
ENSG00000100211	203450_at	CBY1	25776	protein_coding
ENSG00000100216	217960_s_at	TOMM22	56993	protein_coding
ENSG00000100216	222474_s_at	TOMM22	56993	protein_coding
ENSG00000100218	229977_at	RSPH14	27156	protein_coding
ENSG00000100218	220105_at	RSPH14	27156	protein_coding
ENSG00000100219	200670_at	XBP1	7494	protein_coding
ENSG00000100220	200042_at	RTCB	51493	protein_coding
ENSG00000100221	201751_at	JOSD1	9929	protein_coding
ENSG00000100225	1554423_a_at	FBXO7	25793	protein_coding
ENSG00000100225	201178_at	FBXO7	25793	protein_coding
ENSG00000100226	205276_s_at	GTPBP1	9567	protein_coding
ENSG00000100226	205275_at	GTPBP1	9567	protein_coding
ENSG00000100226	226359_at	GTPBP1	9567	protein_coding
ENSG00000100226	219357_at	GTPBP1	9567	protein_coding
ENSG00000100227	215357_s_at	POLDIP3	84271	protein_coding
ENSG00000100227	212100_s_at	POLDIP3	84271	protein_coding
ENSG00000100228	211471_s_at	RAB36	9609	protein_coding
ENSG00000100234	201149_s_at	TIMP3	7078	protein_coding
ENSG00000100234	201147_s_at	TIMP3	7078	protein_coding
ENSG00000100234	201148_s_at	TIMP3	7078	protein_coding
ENSG00000100234	201150_s_at	TIMP3	7078	protein_coding
ENSG00000100239	202791_s_at	PPP6R2	9701	protein_coding
ENSG00000100239	202792_s_at	PPP6R2	9701	protein_coding
ENSG00000100241	212389_at	SBF1	6305	protein_coding
ENSG00000100241	39835_at	SBF1	6305	protein_coding
ENSG00000100241	212393_at	SBF1	6305	protein_coding
ENSG00000100241	213383_at	SBF1	6305	protein_coding
ENSG00000100242	212144_at	SUN2	25777	protein_coding
ENSG00000100243	1554574_a_at	CYB5R3	1727	protein_coding
ENSG00000100243	201885_s_at	CYB5R3	1727	protein_coding
ENSG00000100246	204008_at	DNAL4	10126	protein_coding
ENSG00000100249	206839_at	C22orf31	25770	protein_coding
ENSG00000100253	224179_s_at	MIOX	55586	protein_coding
ENSG00000100258	212682_s_at	LMF2	91289	protein_coding
ENSG00000100258	31837_at	LMF2	91289	protein_coding
ENSG00000100263	204402_at	RHBDD3	25807	protein_coding
ENSG00000100266	233705_at	PACSIN2	11252	protein_coding
ENSG00000100266	1554691_a_at	PACSIN2	11252	protein_coding
ENSG00000100266	201651_s_at	PACSIN2	11252	protein_coding
ENSG00000100271	205652_s_at	TTLL1	25809	protein_coding
ENSG00000100276	206850_at	RASL10A	10633	protein_coding
ENSG00000100280	205423_at	AP1B1	162	protein_coding
ENSG00000100281	212596_s_at	HMGXB4	10042	protein_coding
ENSG00000100281	212597_s_at	HMGXB4	10042	protein_coding
ENSG00000100284	202807_s_at	TOM1	10043	protein_coding
ENSG00000100285	204412_s_at	NEFH	4744	protein_coding
ENSG00000100285	33767_at	NEFH	4744	protein_coding
ENSG00000100288	204193_at	CHKB	1120	protein_coding
ENSG00000100290	205780_at	BIK	638	protein_coding
ENSG00000100292	203665_at	HMOX1	3162	protein_coding
ENSG00000100294	213132_s_at	MCAT	27349	protein_coding
ENSG00000100296	209418_s_at	THOC5	8563	protein_coding
ENSG00000100296	209419_at	THOC5	8563	protein_coding
ENSG00000100297	201755_at	MCM5	4174	protein_coding
ENSG00000100297	216237_s_at	MCM5	4174	protein_coding
ENSG00000100299	204443_at	ARSA	410	protein_coding
ENSG00000100299	236541_at	ARSA	410	protein_coding
ENSG00000100300	202096_s_at	TSPO	706	protein_coding
ENSG00000100302	223634_at	RASD2	23551	protein_coding
ENSG00000100304	216251_s_at	TTLL12	23170	protein_coding
ENSG00000100304	1552257_a_at	TTLL12	23170	protein_coding
ENSG00000100307	212914_at	CBX7	23492	protein_coding
ENSG00000100311	216061_x_at	PDGFB	5155	protein_coding
ENSG00000100311	204200_s_at	PDGFB	5155	protein_coding
ENSG00000100311	217112_at	PDGFB	5155	protein_coding
ENSG00000100314	234796_at	CABP7	164633	protein_coding
ENSG00000100314	243173_at	CABP7	164633	protein_coding
ENSG00000100316	211666_x_at	RPL3	6122	protein_coding
ENSG00000100316	211073_x_at	RPL3	6122	protein_coding
ENSG00000100316	201217_x_at	RPL3	6122	protein_coding
ENSG00000100319	218752_at	ZMAT5	55954	protein_coding
ENSG00000100320	213901_x_at	RBFOX2	23543	protein_coding
ENSG00000100320	212104_s_at	RBFOX2	23543	protein_coding
ENSG00000100320	216215_s_at	RBFOX2	23543	protein_coding
ENSG00000100321	210613_s_at	SYNGR1	9145	protein_coding
ENSG00000100321	213854_at	SYNGR1	9145	protein_coding
ENSG00000100321	204287_at	SYNGR1	9145	protein_coding
ENSG00000100324	203901_at	TAB1	10454	protein_coding
ENSG00000100324	235827_at	TAB1	10454	protein_coding
ENSG00000100325	215684_s_at	ASCC2	84164	protein_coding
ENSG00000100330	211507_s_at	MTMR3	8897	protein_coding
ENSG00000100330	202198_s_at	MTMR3	8897	protein_coding
ENSG00000100330	202197_at	MTMR3	8897	protein_coding
ENSG00000100330	226956_at	MTMR3	8897	protein_coding
ENSG00000100335	224319_s_at	MIEF1	54471	protein_coding
ENSG00000100335	221516_s_at	MIEF1	54471	protein_coding
ENSG00000100335	204593_s_at	MIEF1	54471	protein_coding
ENSG00000100335	204594_s_at	MIEF1	54471	protein_coding
ENSG00000100336	224491_at	APOL4	80832	protein_coding
ENSG00000100336	1555600_s_at	APOL4	80832	protein_coding
ENSG00000100336	223801_s_at	APOL4	80832	protein_coding
ENSG00000100341	233597_at	PNPLA5	150379	protein_coding
ENSG00000100342	209546_s_at	APOL1	8542	protein_coding
ENSG00000100344	220675_s_at	PNPLA3	80339	protein_coding
ENSG00000100344	233030_at	PNPLA3	80339	protein_coding
ENSG00000100345	211926_s_at	MYH9	4627	protein_coding
ENSG00000100346	211830_s_at	CACNA1I	8911	protein_coding
ENSG00000100346	208299_at	CACNA1I	8911	protein_coding
ENSG00000100346	221631_at	CACNA1I	8911	protein_coding
ENSG00000100347	243239_at	SAMM50	25813	protein_coding
ENSG00000100347	201570_at	SAMM50	25813	protein_coding
ENSG00000100347	230396_at	SAMM50	25813	protein_coding
ENSG00000100347	201569_s_at	SAMM50	25813	protein_coding
ENSG00000100348	209078_s_at	TXN2	25828	protein_coding
ENSG00000100348	209077_at	TXN2	25828	protein_coding
ENSG00000100350	233250_x_at	FOXRED2	80020	protein_coding
ENSG00000100350	220707_s_at	FOXRED2	80020	protein_coding
ENSG00000100350	231846_at	FOXRED2	80020	protein_coding
ENSG00000100351	208406_s_at	GRAP2	9402	protein_coding
ENSG00000100353	200005_at	EIF3D	8664	protein_coding
ENSG00000100354	213254_at	TNRC6B	23112	protein_coding
ENSG00000100354	228998_at	TNRC6B	23112	protein_coding
ENSG00000100354	238468_at	TNRC6B	23112	protein_coding
ENSG00000100354	230779_at	TNRC6B	23112	protein_coding
ENSG00000100354	229036_at	TNRC6B	23112	protein_coding
ENSG00000100354	1558142_at	TNRC6B	23112	protein_coding
ENSG00000100359	203014_x_at	SGSM3	27352	protein_coding
ENSG00000100359	214779_s_at	SGSM3	27352	protein_coding
ENSG00000100359	215519_x_at	SGSM3	27352	protein_coding
ENSG00000100360	243812_at	IFT27	11020	protein_coding
ENSG00000100360	205037_at	IFT27	11020	protein_coding
ENSG00000100360	213784_at	IFT27	11020	protein_coding
ENSG00000100362	205336_at	PVALB	5816	protein_coding
ENSG00000100364	217118_s_at	KIAA0930	23313	protein_coding
ENSG00000100364	212421_at	KIAA0930	23313	protein_coding
ENSG00000100364	227144_at	KIAA0930	23313	protein_coding
ENSG00000100365	205147_x_at	NCF4	4689	protein_coding
ENSG00000100365	207677_s_at	NCF4	4689	protein_coding
ENSG00000100368	205159_at	CSF2RB	1439	protein_coding
ENSG00000100372	211754_s_at	SLC25A17	10478	protein_coding
ENSG00000100372	214210_at	SLC25A17	10478	protein_coding
ENSG00000100373	206771_at	UPK3A	7380	protein_coding
ENSG00000100376	219629_at	FAM118A	55007	protein_coding
ENSG00000100376	226475_at	FAM118A	55007	protein_coding
ENSG00000100379	205561_at	KCTD17	79734	protein_coding
ENSG00000100380	207040_s_at	ST13	6767	protein_coding
ENSG00000100380	208666_s_at	ST13	6767	protein_coding
ENSG00000100380	208667_s_at	ST13	6767	protein_coding
ENSG00000100385	205291_at	IL2RB	3560	protein_coding
ENSG00000100387	218117_at	RBX1	9978	protein_coding
ENSG00000100393	213579_s_at	EP300	2033	protein_coding
ENSG00000100393	202221_s_at	EP300	2033	protein_coding
ENSG00000100395	1555815_a_at	L3MBTL2	83746	protein_coding
ENSG00000100395	223205_s_at	L3MBTL2	83746	protein_coding
ENSG00000100399	1557123_a_at	CHADL	150356	protein_coding
ENSG00000100401	1553535_a_at	RANGAP1	5905	protein_coding
ENSG00000100401	212125_at	RANGAP1	5905	protein_coding
ENSG00000100401	212127_at	RANGAP1	5905	protein_coding
ENSG00000100403	206169_x_at	ZC3H7B	23264	protein_coding
ENSG00000100403	213323_s_at	ZC3H7B	23264	protein_coding
ENSG00000100403	205877_s_at	ZC3H7B	23264	protein_coding
ENSG00000100410	225309_at	PHF5A	84844	protein_coding
ENSG00000100412	200793_s_at	ACO2	50	protein_coding
ENSG00000100413	225682_s_at	POLR3H	171568	protein_coding
ENSG00000100413	232857_at	POLR3H	171568	protein_coding
ENSG00000100413	225678_at	POLR3H	171568	protein_coding
ENSG00000100416	204317_at	TRMU	55687	protein_coding
ENSG00000100416	213634_s_at	TRMU	55687	protein_coding
ENSG00000100417	203467_at	PMM1	5372	protein_coding
ENSG00000100418	212527_at	DESI1	27351	protein_coding
ENSG00000100418	212528_at	DESI1	27351	protein_coding
ENSG00000100422	218421_at	CERK	64781	protein_coding
ENSG00000100425	215460_x_at	BRD1	23774	protein_coding
ENSG00000100425	204520_x_at	BRD1	23774	protein_coding
ENSG00000100426	204799_at	ZBED4	9889	protein_coding
ENSG00000100427	213395_at	MLC1	23209	protein_coding
ENSG00000100429	232870_at	HDAC10	83933	protein_coding
ENSG00000100429	226672_s_at	HDAC10	83933	protein_coding
ENSG00000100433	220727_at	KCNK10	54207	protein_coding
ENSG00000100433	231230_at	KCNK10	54207	protein_coding
ENSG00000100433	1556927_at	KCNK10	54207	protein_coding
ENSG00000100439	218581_at	ABHD4	63874	protein_coding
ENSG00000100439	242023_at	ABHD4	63874	protein_coding
ENSG00000100441	212355_at	KHNYN	23351	protein_coding
ENSG00000100441	212356_at	KHNYN	23351	protein_coding
ENSG00000100442	218003_s_at	FKBP3	2287	protein_coding
ENSG00000100445	213398_s_at	SDR39U1	56948	protein_coding
ENSG00000100448	205653_at	CTSG	1511	protein_coding
ENSG00000100450	210321_at	GZMH	2999	protein_coding
ENSG00000100453	210164_at	GZMB	3002	protein_coding
ENSG00000100461	219816_s_at	RBM23	55147	protein_coding
ENSG00000100462	217786_at	PRMT5	10419	protein_coding
ENSG00000100462	1564520_s_at	PRMT5	10419	protein_coding
ENSG00000100462	1564521_x_at	PRMT5	10419	protein_coding
ENSG00000100473	1554242_a_at	COCH	1690	protein_coding
ENSG00000100473	205229_s_at	COCH	1690	protein_coding
ENSG00000100473	1554241_at	COCH	1690	protein_coding
ENSG00000100478	210278_s_at	AP4S1	11154	protein_coding
ENSG00000100478	210952_at	AP4S1	11154	protein_coding
ENSG00000100478	210277_at	AP4S1	11154	protein_coding
ENSG00000100478	235647_at	AP4S1	11154	protein_coding
ENSG00000100479	205909_at	POLE2	5427	protein_coding
ENSG00000100483	218940_at	VCPKMT	79609	protein_coding
ENSG00000100485	217576_x_at	SOS2	6655	protein_coding
ENSG00000100485	217644_s_at	SOS2	6655	protein_coding
ENSG00000100485	211665_s_at	SOS2	6655	protein_coding
ENSG00000100485	212870_at	SOS2	6655	protein_coding
ENSG00000100490	207766_at	CDKL1	8814	protein_coding
ENSG00000100490	1555286_at	CDKL1	8814	protein_coding
ENSG00000100490	235512_at	CDKL1	8814	protein_coding
ENSG00000100503	224303_x_at	NIN	51199	protein_coding
ENSG00000100503	224304_x_at	NIN	51199	protein_coding
ENSG00000100503	223981_at	NIN	51199	protein_coding
ENSG00000100503	234299_s_at	NIN	51199	protein_coding
ENSG00000100503	225921_at	NIN	51199	protein_coding
ENSG00000100504	202990_at	PYGL	5836	protein_coding
ENSG00000100505	230280_at	TRIM9	114088	protein_coding
ENSG00000100505	209859_at	TRIM9	114088	protein_coding
ENSG00000100522	225853_at	GNPNAT1	64841	protein_coding
ENSG00000100523	243705_at	DDHD1	80821	protein_coding
ENSG00000100523	225965_at	DDHD1	80821	protein_coding
ENSG00000100523	225970_at	DDHD1	80821	protein_coding
ENSG00000100523	225971_at	DDHD1	80821	protein_coding
