ID	Symbol	Entrez_Gene_ID	Geneid	hgnc_symbol	entrezgene_id	biotype
ILMN_1687546	HSP90AA1	3320	ENSG00000080824	HSP90AA1	3320	protein_coding
ILMN_2373515	HSP90AA1	3320	ENSG00000080824	HSP90AA1	3320	protein_coding
ILMN_1691097	HSP90AA1	3320	ENSG00000080824	HSP90AA1	3320	protein_coding
ILMN_2396546	IGSF3	3321	ENSG00000143061	IGSF3	3321	protein_coding
ILMN_1704353	IGSF3	3321	ENSG00000143061	IGSF3	3321	protein_coding
ILMN_1673711	HSP90AB1	3326	ENSG00000096384	HSP90AB1	3326	protein_coding
ILMN_2381397	HSPD1	3329	ENSG00000144381	HSPD1	3329	protein_coding
ILMN_1784367	HSPD1	3329	ENSG00000144381	HSPD1	3329	protein_coding
ILMN_1774410	HSPD1	3329	ENSG00000144381	HSPD1	3329	protein_coding
ILMN_2092536	HSPE1	3336	ENSG00000115541	HSPE1	3336	protein_coding
ILMN_1775304	DNAJB1	3337	ENSG00000132002	DNAJB1	3337	protein_coding
ILMN_1687683	DNAJC4	3338	ENSG00000110011	DNAJC4	3338	protein_coding
ILMN_3307827	DNAJC4	3338	ENSG00000110011	DNAJC4	3338	protein_coding
ILMN_1787548	HSPG2	3339	ENSG00000142798	HSPG2	3339	protein_coding
ILMN_1807283	NDST1	3340	ENSG00000070614	NDST1	3340	protein_coding
ILMN_1736510	FOXN2	3344	ENSG00000170802	FOXN2	3344	protein_coding
ILMN_1662481	HTN1	3346	ENSG00000126550	HTN1	3346	protein_coding
ILMN_2049909	HTN3	3347	ENSG00000205649	HTN3	3347	protein_coding
ILMN_1813690	HTR1A	3350	ENSG00000178394	HTR1A	3350	protein_coding
ILMN_1814206	HTR1B	3351	ENSG00000135312	HTR1B	3351	protein_coding
ILMN_1804886	HTR1D	3352	ENSG00000179546	HTR1D	3352	protein_coding
ILMN_1794095	HTR1E	3354	ENSG00000168830	HTR1E	3354	protein_coding
ILMN_1685285	HTR1F	3355	ENSG00000179097	HTR1F	3355	protein_coding
ILMN_1715496	HTR2A	3356	ENSG00000102468	HTR2A	3356	protein_coding
ILMN_1735764	HTR2B	3357	ENSG00000135914	HTR2B	3357	protein_coding
ILMN_1660097	HTR2C	3358	ENSG00000147246	HTR2C	3358	protein_coding
ILMN_1801357	HTR2C	3358	ENSG00000147246	HTR2C	3358	protein_coding
ILMN_1681492	HTR3A	3359	ENSG00000166736	HTR3A	3359	protein_coding
ILMN_1662070	HTR3A	3359	ENSG00000166736	HTR3A	3359	protein_coding
ILMN_2371079	HTR3A	3359	ENSG00000166736	HTR3A	3359	protein_coding
ILMN_1786080	HTR4	3360	ENSG00000164270	HTR4	3360	protein_coding
ILMN_1676350	HTR4	3360	ENSG00000164270	HTR4	3360	protein_coding
ILMN_2410905	HTR4	3360	ENSG00000164270	HTR4	3360	protein_coding
ILMN_1808258	HTR4	3360	ENSG00000164270	HTR4	3360	protein_coding
ILMN_1721147	HTR5A	3361	ENSG00000157219	HTR5A	3361	protein_coding
ILMN_1800989	HTR6	3362	ENSG00000158748	HTR6	3362	protein_coding
ILMN_1652732	HTR7	3363	ENSG00000148680	HTR7	3363	protein_coding
ILMN_1744217	HTR7	3363	ENSG00000148680	HTR7	3363	protein_coding
ILMN_1670462	HUS1	3364	ENSG00000136273	HUS1	3364	protein_coding
ILMN_2136615	HUS1	3364	ENSG00000136273	HUS1	3364	protein_coding
ILMN_2145670	TNC	3371	ENSG00000041982	TNC	3371	protein_coding
ILMN_1719759	TNC	3371	ENSG00000041982	TNC	3371	protein_coding
ILMN_1739813	HYAL1	3373	ENSG00000114378	HYAL1	3373	protein_coding
ILMN_2314417	HYAL1	3373	ENSG00000114378	HYAL1	3373	protein_coding
ILMN_1712620	HYAL1	3373	ENSG00000114378	HYAL1	3373	protein_coding
ILMN_1693230	HYAL1	3373	ENSG00000114378	HYAL1	3373	protein_coding
ILMN_1679527	IAPP	3375	ENSG00000121351	IAPP	3375	protein_coding
ILMN_1733956	IARS	3376	ENSG00000196305	IARS1	3376	protein_coding
ILMN_1801639	IARS	3376	ENSG00000196305	IARS1	3376	protein_coding
ILMN_1719194	IBSP	3381	ENSG00000029559	IBSP	3381	protein_coding
ILMN_1814787	ICA1	3382	ENSG00000003147	ICA1	3382	protein_coding
ILMN_1812567	ICA1	3382	ENSG00000003147	ICA1	3382	protein_coding
ILMN_2365569	ICA1	3382	ENSG00000003147	ICA1	3382	protein_coding
ILMN_2270909	ICA1	3382	ENSG00000003147	ICA1	3382	protein_coding
ILMN_1812226	ICAM1	3383	ENSG00000090339	ICAM1	3383	protein_coding
ILMN_1786823	ICAM2	3384	ENSG00000108622	ICAM2	3384	protein_coding
ILMN_2212763	ICAM3	3385	ENSG00000076662	ICAM3	3385	protein_coding
ILMN_1681296	ICAM4	3386	ENSG00000105371	ICAM4	3386	protein_coding
ILMN_2393067	ICAM4	3386	ENSG00000105371	ICAM4	3386	protein_coding
ILMN_1734660	ICAM4	3386	ENSG00000105371	ICAM4	3386	protein_coding
ILMN_1666594	IRF8	3394	ENSG00000140968	IRF8	3394	protein_coding
ILMN_2182198	ICT1	3396	ENSG00000167862	MRPL58	3396	protein_coding
ILMN_1665832	ID1	3397	ENSG00000125968	ID1	3397	protein_coding
ILMN_1664861	ID1	3397	ENSG00000125968	ID1	3397	protein_coding
ILMN_2086095	ID2	3398	ENSG00000115738	ID2	3398	protein_coding
ILMN_1793990	ID2	3398	ENSG00000115738	ID2	3398	protein_coding
ILMN_1732296	ID3	3399	ENSG00000117318	ID3	3399	protein_coding
ILMN_1721758	ID4	3400	ENSG00000172201	ID4	3400	protein_coding
ILMN_1769883	IDE	3416	ENSG00000119912	IDE	3416	protein_coding
ILMN_2091347	IDH1	3417	ENSG00000138413	IDH1	3417	protein_coding
ILMN_1696432	IDH1	3417	ENSG00000138413	IDH1	3417	protein_coding
ILMN_1751753	IDH2	3418	ENSG00000182054	IDH2	3418	protein_coding
ILMN_1698533	IDH3A	3419	ENSG00000166411	IDH3A	3419	protein_coding
ILMN_1721669	IDH3B	3420	ENSG00000101365	IDH3B	3420	protein_coding
ILMN_2373632	IDH3B	3420	ENSG00000101365	IDH3B	3420	protein_coding
ILMN_1810400	IDH3B	3420	ENSG00000101365	IDH3B	3420	protein_coding
ILMN_1682762	IDH3G	3421	ENSG00000067829	IDH3G	3421	protein_coding
ILMN_1802706	IDH3G	3421	ENSG00000067829	IDH3G	3421	protein_coding
ILMN_1755075	IDI1	3422	ENSG00000067064	IDI1	3422	protein_coding
ILMN_1758626	IDS	3423	ENSG00000010404	IDS	3423	protein_coding
ILMN_1798448	IDS	3423	ENSG00000010404	IDS	3423	protein_coding
ILMN_1815445	IDS	3423	ENSG00000010404	IDS	3423	protein_coding
ILMN_1703041	IDUA	3425	ENSG00000127415	IDUA	3425	protein_coding
ILMN_1727815	CFI	3426	ENSG00000205403	CFI	3426	protein_coding
ILMN_1710937	IFI16	3428	ENSG00000163565	IFI16	3428	protein_coding
ILMN_2058782	IFI27	3429	ENSG00000165949	IFI27	3429	protein_coding
ILMN_1745374	IFI35	3430	ENSG00000068079	IFI35	3430	protein_coding
ILMN_1731418	SP110	3431	ENSG00000135899	SP110	3431	protein_coding
ILMN_1672661	SP110	3431	ENSG00000135899	SP110	3431	protein_coding
ILMN_2415144	SP110	3431	ENSG00000135899	SP110	3431	protein_coding
ILMN_1813455	SP110	3431	ENSG00000135899	SP110	3431	protein_coding
ILMN_1739428	IFIT2	3433	ENSG00000119922	IFIT2	3433	protein_coding
ILMN_1707695	IFIT1	3434	ENSG00000185745	IFIT1	3434	protein_coding
ILMN_2239754	IFIT3	3437	ENSG00000119917	IFIT3	3437	protein_coding
ILMN_1701789	IFIT3	3437	ENSG00000119917	IFIT3	3437	protein_coding
ILMN_1664543	IFIT3	3437	ENSG00000119917	IFIT3	3437	protein_coding
ILMN_1688663	IFNA1	3439	ENSG00000197919	IFNA1	3439	protein_coding
ILMN_1698186	IFNA2	3440	ENSG00000188379	IFNA2	3440	protein_coding
ILMN_2202096	IFNA4	3441	ENSG00000236637	IFNA4	3441	protein_coding
ILMN_1660195	IFNA5	3442	ENSG00000147873	IFNA5	3442	protein_coding
ILMN_1684538	IFNA6	3443	ENSG00000120235	IFNA6	3443	protein_coding
ILMN_2186745	IFNA7	3444	ENSG00000214042	IFNA7	3444	protein_coding
ILMN_2110561	IFNA8	3445	ENSG00000120242	IFNA8	3445	protein_coding
ILMN_1769988	IFNA10	3446	ENSG00000186803	IFNA10	3446	protein_coding
ILMN_2193942	IFNA13	3447	ENSG00000233816	IFNA13	3447	protein_coding
ILMN_2129202	IFNA14	3448	ENSG00000228083	IFNA14	3448	protein_coding
ILMN_1733136	IFNA16	3449	ENSG00000147885	IFNA16	3449	protein_coding
ILMN_1652376	IFNA17	3451	ENSG00000234829	IFNA17	3451	protein_coding
ILMN_1675192	IFNA21	3452	ENSG00000137080	IFNA21	3452	protein_coding
ILMN_1752923	IFNAR1	3454	ENSG00000142166	IFNAR1	3454	protein_coding
ILMN_1765146	IFNAR2	3455	ENSG00000159110	IFNAR2	3455	protein_coding
ILMN_1791057	IFNAR2	3455	ENSG00000159110	IFNAR2	3455	protein_coding
ILMN_2347999	IFNAR2	3455	ENSG00000159110	IFNAR2	3455	protein_coding
ILMN_1682245	IFNB1	3456	ENSG00000171855	IFNB1	3456	protein_coding
ILMN_2207291	IFNG	3458	ENSG00000111537	IFNG	3458	protein_coding
ILMN_1675939	IFNGR1	3459	ENSG00000027697	IFNGR1	3459	protein_coding
ILMN_1764964	IFNGR2	3460	ENSG00000159128	IFNGR2	3460	protein_coding
ILMN_2176225	IFNW1	3467	ENSG00000177047	IFNW1	3467	protein_coding
ILMN_1781057	IFNW1	3467	ENSG00000177047	IFNW1	3467	protein_coding
ILMN_1687390	IFRD1	3475	ENSG00000006652	IFRD1	3475	protein_coding
ILMN_1667561	IFRD1	3475	ENSG00000006652	IFRD1	3475	protein_coding
ILMN_1717165	IGBP1	3476	ENSG00000089289	IGBP1	3476	protein_coding
ILMN_2056087	IGF1	3479	ENSG00000017427	IGF1	3479	protein_coding
ILMN_1709613	IGF1	3479	ENSG00000017427	IGF1	3479	protein_coding
ILMN_1675048	IGF1R	3480	ENSG00000140443	IGF1R	3480	protein_coding
ILMN_2413956	IGF2	3481	ENSG00000167244	IGF2	3481	protein_coding
ILMN_2298035	IGF2	3481	ENSG00000167244	IGF2	3481	protein_coding
ILMN_1807662	IGF2R	3482	ENSG00000197081	IGF2R	3482	protein_coding
ILMN_2188966	IGFALS	3483	ENSG00000099769	IGFALS	3483	protein_coding
ILMN_2387385	IGFBP1	3484	ENSG00000146678	IGFBP1	3484	protein_coding
ILMN_1728445	IGFBP1	3484	ENSG00000146678	IGFBP1	3484	protein_coding
ILMN_1725193	IGFBP2	3485	ENSG00000115457	IGFBP2	3485	protein_coding
ILMN_2396875	IGFBP3	3486	ENSG00000146674	IGFBP3	3486	protein_coding
ILMN_1746085	IGFBP3	3486	ENSG00000146674	IGFBP3	3486	protein_coding
ILMN_1665865	IGFBP4	3487	ENSG00000141753	IGFBP4	3487	protein_coding
ILMN_1750324	IGFBP5	3488	ENSG00000115461	IGFBP5	3488	protein_coding
ILMN_2132982	IGFBP5	3488	ENSG00000115461	IGFBP5	3488	protein_coding
ILMN_1669362	IGFBP6	3489	ENSG00000167779	IGFBP6	3489	protein_coding
ILMN_2062468	IGFBP7	3490	ENSG00000163453	IGFBP7	3490	protein_coding
ILMN_2188264	CYR61	3491	ENSG00000142871	CCN1	3491	protein_coding
ILMN_1801909	IGHMBP2	3508	ENSG00000132740	IGHMBP2	3508	protein_coding
ILMN_2105441	IGJ	3512	ENSG00000132465	JCHAIN	3512	protein_coding
ILMN_2316844	RBPJ	3516	ENSG00000168214	RBPJ	3516	protein_coding
ILMN_1726913	RBPJ	3516	ENSG00000168214	RBPJ	3516	protein_coding
ILMN_1708537	RBPJ	3516	ENSG00000168214	RBPJ	3516	protein_coding
ILMN_2393765	IGLL1	3543	ENSG00000128322	IGLL1	3543	protein_coding
ILMN_1815840	IGLL1	3543	ENSG00000128322	IGLL1	3543	protein_coding
ILMN_1704675	IGSF1	3547	ENSG00000147255	IGSF1	3547	protein_coding
ILMN_1657316	IGSF1	3547	ENSG00000147255	IGSF1	3547	protein_coding
ILMN_1679299	IGSF1	3547	ENSG00000147255	IGSF1	3547	protein_coding
ILMN_1801953	IHH	3549	ENSG00000163501	IHH	3549	protein_coding
ILMN_1699362	IK	3550	ENSG00000113141	IK	3550	protein_coding
ILMN_2172588	IKBKB	3551	ENSG00000104365	IKBKB	3551	protein_coding
ILMN_1727142	IKBKB	3551	ENSG00000104365	IKBKB	3551	protein_coding
ILMN_1658483	IL1A	3552	ENSG00000115008	IL1A	3552	protein_coding
ILMN_1775501	IL1B	3553	ENSG00000125538	IL1B	3553	protein_coding
ILMN_1810584	IL1R1	3554	ENSG00000115594	IL1R1	3554	protein_coding
ILMN_1793870	IL1RAP	3556	ENSG00000196083	IL1RAP	3556	protein_coding
ILMN_1686884	IL1RAP	3556	ENSG00000196083	IL1RAP	3556	protein_coding
ILMN_2357062	IL1RAP	3556	ENSG00000196083	IL1RAP	3556	protein_coding
ILMN_1806249	IL1RN	3557	ENSG00000136689	IL1RN	3557	protein_coding
ILMN_1774874	IL1RN	3557	ENSG00000136689	IL1RN	3557	protein_coding
ILMN_1689734	IL1RN	3557	ENSG00000136689	IL1RN	3557	protein_coding
ILMN_1704321	IL2	3558	ENSG00000109471	IL2	3558	protein_coding
ILMN_1683774	IL2RA	3559	ENSG00000134460	IL2RA	3559	protein_coding
ILMN_2108699	IL2RA	3559	ENSG00000134460	IL2RA	3559	protein_coding
ILMN_1684349	IL2RB	3560	ENSG00000100385	IL2RB	3560	protein_coding
ILMN_1794386	IL2RG	3561	ENSG00000147168	IL2RG	3561	protein_coding
ILMN_1766320	IL3	3562	ENSG00000164399	IL3	3562	protein_coding
ILMN_1747344	IL3RA	3563	ENSG00000185291	IL3RA	3563	protein_coding
ILMN_1669174	IL4	3565	ENSG00000113520	IL4	3565	protein_coding
ILMN_2389080	IL4	3565	ENSG00000113520	IL4	3565	protein_coding
ILMN_1652185	IL4R	3566	ENSG00000077238	IL4R	3566	protein_coding
ILMN_1691881	IL4R	3566	ENSG00000077238	IL4R	3566	protein_coding
ILMN_2207190	IL5	3567	ENSG00000113525	IL5	3567	protein_coding
ILMN_1709300	IL5	3567	ENSG00000113525	IL5	3567	protein_coding
ILMN_1756455	IL5RA	3568	ENSG00000091181	IL5RA	3568	protein_coding
ILMN_2327812	IL5RA	3568	ENSG00000091181	IL5RA	3568	protein_coding
ILMN_1699651	IL6	3569	ENSG00000136244	IL6	3569	protein_coding
ILMN_1696394	IL6R	3570	ENSG00000160712	IL6R	3570	protein_coding
ILMN_1754753	IL6R	3570	ENSG00000160712	IL6R	3570	protein_coding
ILMN_1797861	IL6ST	3572	ENSG00000134352	IL6ST	3572	protein_coding
ILMN_1746604	IL6ST	3572	ENSG00000134352	IL6ST	3572	protein_coding
ILMN_2059744	IL7	3574	ENSG00000104432	IL7	3574	protein_coding
ILMN_1705769	IL7	3574	ENSG00000104432	IL7	3574	protein_coding
ILMN_2342579	IL7R	3575	ENSG00000168685	IL7R	3575	protein_coding
ILMN_1666733	IL8	3576	ENSG00000169429	CXCL8	3576	protein_coding
ILMN_2184373	IL8	3576	ENSG00000169429	CXCL8	3576	protein_coding
ILMN_1662524	CXCR1	3577	ENSG00000163464	CXCR1	3577	protein_coding
ILMN_2151676	IL9	3578	ENSG00000145839	IL9	3578	protein_coding
ILMN_1653704	IL9	3578	ENSG00000145839	IL9	3578	protein_coding
ILMN_1680397	IL8RB	3579	ENSG00000180871	CXCR2	3579	protein_coding
ILMN_2073307	IL10	3586	ENSG00000136634	IL10	3586	protein_coding
ILMN_1674167	IL10	3586	ENSG00000136634	IL10	3586	protein_coding
ILMN_1652825	IL10RA	3587	ENSG00000110324	IL10RA	3587	protein_coding
ILMN_2230892	IL10RB	3588	ENSG00000243646	IL10RB	3588	protein_coding
ILMN_1767360	IL10RB	3588	ENSG00000243646	IL10RB	3588	protein_coding
ILMN_1788107	IL11	3589	ENSG00000095752	IL11	3589	protein_coding
ILMN_1653459	IL11RA	3590	ENSG00000137070	IL11RA	3590	protein_coding
ILMN_1720024	IL11RA	3590	ENSG00000137070	IL11RA	3590	protein_coding
ILMN_1664912	IL11RA	3590	ENSG00000137070	IL11RA	3590	protein_coding
ILMN_1671353	IL12A	3592	ENSG00000168811	IL12A	3592	protein_coding
ILMN_1681132	IL12B	3593	ENSG00000113302	IL12B	3593	protein_coding
ILMN_1815890	IL12RB1	3594	ENSG00000096996	IL12RB1	3594	protein_coding
ILMN_1699908	IL12RB1	3594	ENSG00000096996	IL12RB1	3594	protein_coding
ILMN_1789645	IL12RB1	3594	ENSG00000096996	IL12RB1	3594	protein_coding
ILMN_1761921	IL12RB2	3595	ENSG00000081985	IL12RB2	3595	protein_coding
ILMN_2052511	IL13	3596	ENSG00000169194	IL13	3596	protein_coding
ILMN_1768505	IL13RA1	3597	ENSG00000131724	IL13RA1	3597	protein_coding
ILMN_1688722	IL13RA2	3598	ENSG00000123496	IL13RA2	3598	protein_coding
ILMN_2273053	IL15	3600	ENSG00000164136	IL15	3600	protein_coding
ILMN_2369221	IL15	3600	ENSG00000164136	IL15	3600	protein_coding
ILMN_1724181	IL15	3600	ENSG00000164136	IL15	3600	protein_coding
ILMN_1665682	IL15RA	3601	ENSG00000134470	IL15RA	3601	protein_coding
ILMN_1693910	IL15RA	3601	ENSG00000134470	IL15RA	3601	protein_coding
ILMN_1759958	IL15RA	3601	ENSG00000134470	IL15RA	3601	protein_coding
ILMN_1813572	IL16	3603	ENSG00000172349	IL16	3603	protein_coding
ILMN_2290628	IL16	3603	ENSG00000172349	IL16	3603	protein_coding
ILMN_1813379	TNFRSF9	3604	ENSG00000049249	TNFRSF9	3604	protein_coding
ILMN_1774983	IL17A	3605	ENSG00000112115	IL17A	3605	protein_coding
ILMN_1778457	IL18	3606	ENSG00000150782	IL18	3606	protein_coding
ILMN_2310685	FOXK2	3607	ENSG00000141568	FOXK2	3607	protein_coding
ILMN_2241317	FOXK2	3607	ENSG00000141568	FOXK2	3607	protein_coding
ILMN_1745172	ILF2	3608	ENSG00000143621	ILF2	3608	protein_coding
ILMN_1789018	ILF3	3609	ENSG00000129351	ILF3	3609	protein_coding
ILMN_1669584	ILF3	3609	ENSG00000129351	ILF3	3609	protein_coding
ILMN_1698463	ILF3	3609	ENSG00000129351	ILF3	3609	protein_coding
ILMN_2358980	ILK	3611	ENSG00000166333	ILK	3611	protein_coding
ILMN_1732827	ILK	3611	ENSG00000166333	ILK	3611	protein_coding
ILMN_2364376	ILK	3611	ENSG00000166333	ILK	3611	protein_coding
ILMN_1758811	IMPA1	3612	ENSG00000133731	IMPA1	3612	protein_coding
ILMN_2094061	IMPA2	3613	ENSG00000141401	IMPA2	3613	protein_coding
ILMN_3306977	IMPDH1	3614	ENSG00000106348	IMPDH1	3614	protein_coding
ILMN_2388363	IMPDH1	3614	ENSG00000106348	IMPDH1	3614	protein_coding
ILMN_1690343	IMPDH1	3614	ENSG00000106348	IMPDH1	3614	protein_coding
ILMN_1676515	IMPDH1	3614	ENSG00000106348	IMPDH1	3614	protein_coding
ILMN_1705737	IMPDH2	3615	ENSG00000178035	IMPDH2	3615	protein_coding
ILMN_1722369	IMPG1	3617	ENSG00000112706	IMPG1	3617	protein_coding
ILMN_2226973	IMPG1	3617	ENSG00000112706	IMPG1	3617	protein_coding
ILMN_2355738	INCENP	3619	ENSG00000149503	INCENP	3619	protein_coding
ILMN_1698171	INCENP	3619	ENSG00000149503	INCENP	3619	protein_coding
ILMN_3239965	IDO1	3620	ENSG00000131203	IDO1	3620	protein_coding
ILMN_1656310	INDO	3620	ENSG00000131203	IDO1	3620	protein_coding
ILMN_1730817	ING1	3621	ENSG00000153487	ING1	3621	protein_coding
ILMN_1655537	ING1	3621	ENSG00000153487	ING1	3621	protein_coding
ILMN_1735022	ING1	3621	ENSG00000153487	ING1	3621	protein_coding
ILMN_1662243	ING1	3621	ENSG00000153487	ING1	3621	protein_coding
ILMN_2085722	ING2	3622	ENSG00000168556	ING2	3622	protein_coding
ILMN_1756443	INHA	3623	ENSG00000123999	INHA	3623	protein_coding
ILMN_1719547	INHBA	3624	ENSG00000122641	INHBA	3624	protein_coding
ILMN_1685714	INHBB	3625	ENSG00000163083	INHBB	3625	protein_coding
ILMN_1765986	INHBC	3626	ENSG00000175189	INHBC	3626	protein_coding
ILMN_1791759	CXCL10	3627	ENSG00000169245	CXCL10	3627	protein_coding
ILMN_1667239	INPP1	3628	ENSG00000151689	INPP1	3628	protein_coding
ILMN_1666966	INS	3630	ENSG00000254647	INS	3630	protein_coding
ILMN_1652647	INPP4A	3631	ENSG00000040933	INPP4A	3631	protein_coding
ILMN_1655283	INPP4A	3631	ENSG00000040933	INPP4A	3631	protein_coding
ILMN_1693709	INPP4A	3631	ENSG00000040933	INPP4A	3631	protein_coding
ILMN_1664608	INPP5A	3632	ENSG00000068383	INPP5A	3632	protein_coding
ILMN_1810116	INPP5B	3633	ENSG00000204084	INPP5B	3633	protein_coding
ILMN_1744212	INPP5D	3635	ENSG00000168918	INPP5D	3635	protein_coding
ILMN_1728426	INPPL1	3636	ENSG00000165458	INPPL1	3636	protein_coding
ILMN_1793474	INSIG1	3638	ENSG00000186480	INSIG1	3638	protein_coding
ILMN_1686989	INSIG1	3638	ENSG00000186480	INSIG1	3638	protein_coding
ILMN_2226271	INSL3	3640	ENSG00000248099	INSL3	3640	protein_coding
ILMN_1720540	INSL4	3641	ENSG00000120211	INSL4	3641	protein_coding
ILMN_1797668	INSM1	3642	ENSG00000173404	INSM1	3642	protein_coding
ILMN_1670918	INSR	3643	ENSG00000171105	INSR	3643	protein_coding
ILMN_1715374	INSRR	3645	ENSG00000027644	INSRR	3645	protein_coding
ILMN_1739257	EIF3E	3646	ENSG00000104408	EIF3E	3646	protein_coding
ILMN_3249216	PDX1	3651	ENSG00000139515	PDX1	3651	protein_coding
ILMN_1742993	IPF1	3651	ENSG00000139515	PDX1	3651	protein_coding
ILMN_1789106	IPP	3652	ENSG00000197429	IPP	3652	protein_coding
ILMN_2379130	IRAK1	3654	ENSG00000184216	IRAK1	3654	protein_coding
ILMN_2267488	ITGA6	3655	ENSG00000091409	ITGA6	3655	protein_coding
ILMN_2359287	ITGA6	3655	ENSG00000091409	ITGA6	3655	protein_coding
ILMN_1745964	IRAK2	3656	ENSG00000134070	IRAK2	3656	protein_coding
ILMN_1726554	IREB2	3658	ENSG00000136381	IREB2	3658	protein_coding
ILMN_1708375	IRF1	3659	ENSG00000125347	IRF1	3659	protein_coding
ILMN_2090607	IRF2	3660	ENSG00000168310	IRF2	3660	protein_coding
ILMN_1765547	IRF2	3660	ENSG00000168310	IRF2	3660	protein_coding
ILMN_1765649	IRF3	3661	ENSG00000126456	IRF3	3661	protein_coding
ILMN_1754507	IRF4	3662	ENSG00000137265	IRF4	3662	protein_coding
ILMN_1670576	IRF5	3663	ENSG00000128604	IRF5	3663	protein_coding
ILMN_2312606	IRF5	3663	ENSG00000128604	IRF5	3663	protein_coding
ILMN_2072357	IRF6	3664	ENSG00000117595	IRF6	3664	protein_coding
ILMN_1798181	IRF7	3665	ENSG00000185507	IRF7	3665	protein_coding
ILMN_2349061	IRF7	3665	ENSG00000185507	IRF7	3665	protein_coding
ILMN_1674646	IRF7	3665	ENSG00000185507	IRF7	3665	protein_coding
ILMN_1759232	IRS1	3667	ENSG00000169047	IRS1	3667	protein_coding
ILMN_1659913	ISG20	3669	ENSG00000172183	ISG20	3669	protein_coding
ILMN_1763390	ISL1	3670	ENSG00000016082	ISL1	3670	protein_coding
ILMN_1747593	ISLR	3671	ENSG00000129009	ISLR	3671	protein_coding
ILMN_1711009	ISLR	3671	ENSG00000129009	ISLR	3671	protein_coding
ILMN_1673609	ISLR	3671	ENSG00000129009	ISLR	3671	protein_coding
ILMN_1802411	ITGA1	3672	ENSG00000213949	ITGA1	3672	protein_coding
ILMN_1665792	ITGA2	3673	ENSG00000164171	ITGA2	3673	protein_coding
ILMN_1721888	ITGA2B	3674	ENSG00000005961	ITGA2B	3674	protein_coding
ILMN_1685397	ITGA3	3675	ENSG00000005884	ITGA3	3675	protein_coding
ILMN_1654074	ITGA3	3675	ENSG00000005884	ITGA3	3675	protein_coding
ILMN_1747052	ITGA4	3676	ENSG00000115232	ITGA4	3676	protein_coding
ILMN_1792679	ITGA5	3678	ENSG00000161638	ITGA5	3678	protein_coding
ILMN_1791409	ITGA7	3679	ENSG00000135424	ITGA7	3679	protein_coding
ILMN_1813117	ITGA9	3680	ENSG00000144668	ITGA9	3680	protein_coding
ILMN_1681945	ITGAD	3681	ENSG00000156886	ITGAD	3681	protein_coding
ILMN_1683927	ITGAE	3682	ENSG00000083457	ITGAE	3682	protein_coding
ILMN_1749591	ITGAL	3683	ENSG00000005844	ITGAL	3683	protein_coding
ILMN_1685009	ITGAM	3684	ENSG00000169896	ITGAM	3684	protein_coding
ILMN_2169439	ITGAV	3685	ENSG00000138448	ITGAV	3685	protein_coding
ILMN_2254635	ITGAX	3687	ENSG00000140678	ITGAX	3687	protein_coding
ILMN_1730176	ITGAX	3687	ENSG00000140678	ITGAX	3687	protein_coding
ILMN_1726175	ITGAX	3687	ENSG00000140678	ITGAX	3687	protein_coding
ILMN_1723467	ITGB1	3688	ENSG00000150093	ITGB1	3688	protein_coding
ILMN_1784454	ITGB1	3688	ENSG00000150093	ITGB1	3688	protein_coding
ILMN_1754233	ITGB1	3688	ENSG00000150093	ITGB1	3688	protein_coding
ILMN_2383934	ITGB1	3688	ENSG00000150093	ITGB1	3688	protein_coding
ILMN_1714820	ITGB1	3688	ENSG00000150093	ITGB1	3688	protein_coding
ILMN_2244108	ITGB1	3688	ENSG00000150093	ITGB1	3688	protein_coding
ILMN_2175912	ITGB2	3689	ENSG00000160255	ITGB2	3689	protein_coding
ILMN_1733324	ITGB3	3690	ENSG00000259207	ITGB3	3690	protein_coding
ILMN_1653965	ITGB4	3691	ENSG00000132470	ITGB4	3691	protein_coding
ILMN_2317543	ITGB4	3691	ENSG00000132470	ITGB4	3691	protein_coding
ILMN_2253707	ITGB4	3691	ENSG00000132470	ITGB4	3691	protein_coding
ILMN_2334210	ITGB4	3691	ENSG00000132470	ITGB4	3691	protein_coding
ILMN_1722151	EIF6	3692	ENSG00000242372	EIF6	3692	protein_coding
ILMN_2387636	ITGB4BP	3692	ENSG00000242372	EIF6	3692	protein_coding
ILMN_1787410	EIF6	3692	ENSG00000242372	EIF6	3692	protein_coding
ILMN_1796755	ITGB5	3693	ENSG00000082781	ITGB5	3693	protein_coding
ILMN_1668374	ITGB5	3693	ENSG00000082781	ITGB5	3693	protein_coding
ILMN_2311166	ITGB5	3693	ENSG00000082781	ITGB5	3693	protein_coding
ILMN_1789846	ITGB6	3694	ENSG00000115221	ITGB6	3694	protein_coding
ILMN_1777519	ITGB7	3695	ENSG00000139626	ITGB7	3695	protein_coding
ILMN_1732921	ITGB8	3696	ENSG00000105855	ITGB8	3696	protein_coding
ILMN_1755251	ITIH1	3697	ENSG00000055957	ITIH1	3697	protein_coding
ILMN_1808494	ITIH2	3698	ENSG00000151655	ITIH2	3698	protein_coding
ILMN_1757461	ITIH3	3699	ENSG00000162267	ITIH3	3699	protein_coding
ILMN_1718525	ITIH4	3700	ENSG00000055955	ITIH4	3700	protein_coding
ILMN_1699160	ITK	3702	ENSG00000113263	ITK	3702	protein_coding
ILMN_1746090	STT3A	3703	ENSG00000134910	STT3A	3703	protein_coding
