probe_id	ensembl_gene_id	hgnc_symbol	entrezgene_id	biotype
213628_at	ENSG00000121940	CLCC1	23155	protein_coding
205240_at	ENSG00000121957	GPSM2	29899	protein_coding
221922_at	ENSG00000121957	GPSM2	29899	protein_coding
230002_at	ENSG00000121957	GPSM2	29899	protein_coding
233058_at	ENSG00000121957	GPSM2	29899	protein_coding
238585_at	ENSG00000121964	GTDC1	79712	protein_coding
219770_at	ENSG00000121964	GTDC1	79712	protein_coding
239390_at	ENSG00000121964	GTDC1	79712	protein_coding
236457_at	ENSG00000121964	GTDC1	79712	protein_coding
211919_s_at	ENSG00000121966	CXCR4	7852	protein_coding
209201_x_at	ENSG00000121966	CXCR4	7852	protein_coding
217028_at	ENSG00000121966	CXCR4	7852	protein_coding
239538_at	ENSG00000121988	ZRANB3	84083	protein_coding
244092_at	ENSG00000121988	ZRANB3	84083	protein_coding
224124_at	ENSG00000121988	ZRANB3	84083	protein_coding
205327_s_at	ENSG00000121989	ACVR2A	92	protein_coding
228416_at	ENSG00000121989	ACVR2A	92	protein_coding
1555317_at	ENSG00000122008	POLK	51426	protein_coding
223260_s_at	ENSG00000122008	POLK	51426	protein_coding
223261_at	ENSG00000122008	POLK	51426	protein_coding
216086_at	ENSG00000122012	SV2C	22987	protein_coding
242530_at	ENSG00000122012	SV2C	22987	protein_coding
243139_at	ENSG00000122012	SV2C	22987	protein_coding
1562372_at	ENSG00000122012	SV2C	22987	protein_coding
206674_at	ENSG00000122025	FLT3	2322	protein_coding
223356_s_at	ENSG00000122033	MTIF3	219402	protein_coding
201338_x_at	ENSG00000122034	GTF3A	2971	protein_coding
215091_s_at	ENSG00000122034	GTF3A	2971	protein_coding
238353_at	ENSG00000122035	RASL11A	387496	protein_coding
201534_s_at	ENSG00000122042	UBL3	5412	protein_coding
201535_at	ENSG00000122042	UBL3	5412	protein_coding
233804_at	ENSG00000122043	LINC00544	NA	lncRNA
224642_at	ENSG00000122068	FYTTD1	84248	protein_coding
224641_at	ENSG00000122068	FYTTD1	84248	protein_coding
1557966_x_at	ENSG00000122085	MTERF4	130916	protein_coding
1557965_at	ENSG00000122085	MTERF4	130916	protein_coding
214364_at	ENSG00000122085	MTERF4	130916	protein_coding
226486_at	ENSG00000122085	MTERF4	130916	protein_coding
216910_at	ENSG00000122121	XPNPEP2	7512	protein_coding
206484_s_at	ENSG00000122121	XPNPEP2	7512	protein_coding
204923_at	ENSG00000122122	SASH3	54440	protein_coding
208316_s_at	ENSG00000122126	OCRL	4952	protein_coding
203446_s_at	ENSG00000122126	OCRL	4952	protein_coding
206859_s_at	ENSG00000122133	PAEP	5047	protein_coding
220848_x_at	ENSG00000122136	OBP2A	29991	protein_coding
234436_x_at	ENSG00000122136	OBP2A	29991	protein_coding
218001_at	ENSG00000122140	MRPS2	51116	protein_coding
224017_at	ENSG00000122145	TBX22	50945	protein_coding
202709_at	ENSG00000122176	FMOD	2331	protein_coding
207282_s_at	ENSG00000122180	MYOG	4656	protein_coding
207734_at	ENSG00000122188	LAX1	54900	protein_coding
209977_at	ENSG00000122194	PLG	5340	protein_coding
230931_at	ENSG00000122194	PLG	5340	protein_coding
224502_s_at	ENSG00000122203	KIAA1191	57179	protein_coding
214336_s_at	ENSG00000122218	COPA	1314	protein_coding
214337_at	ENSG00000122218	COPA	1314	protein_coding
208684_at	ENSG00000122218	COPA	1314	protein_coding
234320_at	ENSG00000122223	CD244	51744	protein_coding
220307_at	ENSG00000122223	CD244	51744	protein_coding
231124_x_at	ENSG00000122224	LY9	4063	protein_coding
215967_s_at	ENSG00000122224	LY9	4063	protein_coding
210370_s_at	ENSG00000122224	LY9	4063	protein_coding
219697_at	ENSG00000122254	HS3ST2	9956	protein_coding
228814_at	ENSG00000122257	RBBP6	5930	protein_coding
223802_s_at	ENSG00000122257	RBBP6	5930	protein_coding
1552329_at	ENSG00000122257	RBBP6	5930	protein_coding
232044_at	ENSG00000122257	RBBP6	5930	protein_coding
205178_s_at	ENSG00000122257	RBBP6	5930	protein_coding
212783_at	ENSG00000122257	RBBP6	5930	protein_coding
212781_at	ENSG00000122257	RBBP6	5930	protein_coding
226897_s_at	ENSG00000122299	ZC3H7A	29066	protein_coding
218348_s_at	ENSG00000122299	ZC3H7A	29066	protein_coding
210122_at	ENSG00000122304	PRM2	5620	protein_coding
1569864_at	ENSG00000122335	SERAC1	84947	protein_coding
232183_at	ENSG00000122335	SERAC1	84947	protein_coding
206200_s_at	ENSG00000122359	ANXA11	311	protein_coding
214783_s_at	ENSG00000122359	ANXA11	311	protein_coding
228727_at	ENSG00000122359	ANXA11	311	protein_coding
213717_at	ENSG00000122367	LDB3	11155	protein_coding
216887_s_at	ENSG00000122367	LDB3	11155	protein_coding
213371_at	ENSG00000122367	LDB3	11155	protein_coding
234226_at	ENSG00000122375	OPN4	94233	protein_coding
224435_at	ENSG00000122378	PRXL2A	84293	protein_coding
228155_at	ENSG00000122378	PRXL2A	84293	protein_coding
232662_x_at	ENSG00000122378	PRXL2A	84293	protein_coding
206416_at	ENSG00000122386	ZNF205	7755	protein_coding
218661_at	ENSG00000122390	NAA60	79903	protein_coding
45526_g_at	ENSG00000122390	NAA60	79903	protein_coding
200937_s_at	ENSG00000122406	RPL5	6125	protein_coding
213080_x_at	ENSG00000122406	RPL5	6125	protein_coding
230926_s_at	ENSG00000122417	ODF2L	57489	protein_coding
228577_x_at	ENSG00000122417	ODF2L	57489	protein_coding
231909_x_at	ENSG00000122417	ODF2L	57489	protein_coding
237420_at	ENSG00000122417	ODF2L	57489	protein_coding
1555097_a_at	ENSG00000122420	PTGFR	5737	protein_coding
207177_at	ENSG00000122420	PTGFR	5737	protein_coding
221057_at	ENSG00000122432	SPATA1	100505741	protein_coding
232489_at	ENSG00000122435	TRMT13	54482	protein_coding
219130_at	ENSG00000122435	TRMT13	54482	protein_coding
227532_at	ENSG00000122477	LRRC39	127495	protein_coding
1553725_s_at	ENSG00000122482	ZNF644	84146	protein_coding
222580_at	ENSG00000122482	ZNF644	84146	protein_coding
228022_at	ENSG00000122483	CCDC18	343099	protein_coding
236665_at	ENSG00000122483	CCDC18	343099	protein_coding
232362_at	ENSG00000122483	CCDC18	343099	protein_coding
222893_s_at	ENSG00000122484	RPAP2	79871	protein_coding
219504_s_at	ENSG00000122484	RPAP2	79871	protein_coding
218208_at	ENSG00000122490	SLC66A2	80148	protein_coding
1555555_at	ENSG00000122507	BBS9	27241	protein_coding
209958_s_at	ENSG00000122507	BBS9	27241	protein_coding
216239_at	ENSG00000122507	BBS9	27241	protein_coding
37549_g_at	ENSG00000122507	BBS9	27241	protein_coding
37547_at	ENSG00000122507	BBS9	27241	protein_coding
221525_at	ENSG00000122515	ZMIZ2	83637	protein_coding
54970_at	ENSG00000122515	ZMIZ2	83637	protein_coding
221924_at	ENSG00000122515	ZMIZ2	83637	protein_coding
213151_s_at	ENSG00000122545	SEPTIN7	989	protein_coding
217721_at	ENSG00000122545	SEPTIN7	989	protein_coding
1569640_s_at	ENSG00000122547	EEPD1	80820	protein_coding
225631_at	ENSG00000122547	EEPD1	80820	protein_coding
225630_at	ENSG00000122547	EEPD1	80820	protein_coding
207161_at	ENSG00000122548	KIAA0087	9808	lncRNA
220238_s_at	ENSG00000122550	KLHL7	55975	protein_coding
220239_at	ENSG00000122550	KLHL7	55975	protein_coding
223250_at	ENSG00000122550	KLHL7	55975	protein_coding
1558699_a_at	ENSG00000122557	HERPUD2	64224	protein_coding
1552628_a_at	ENSG00000122557	HERPUD2	64224	protein_coding
222751_at	ENSG00000122557	HERPUD2	64224	protein_coding
1555920_at	ENSG00000122565	CBX3	11335	protein_coding
201091_s_at	ENSG00000122565	CBX3	11335	protein_coding
200037_s_at	ENSG00000122565	CBX3	11335	protein_coding
244131_at	ENSG00000122566	HNRNPA2B1	3181	protein_coding
205292_s_at	ENSG00000122566	HNRNPA2B1	3181	protein_coding
225932_s_at	ENSG00000122566	HNRNPA2B1	3181	protein_coding
225107_at	ENSG00000122566	HNRNPA2B1	3181	protein_coding
240089_at	ENSG00000122566	HNRNPA2B1	3181	protein_coding
232389_at	ENSG00000122574	WIPF3	644150	protein_coding
241601_at	ENSG00000122574	WIPF3	644150	protein_coding
229849_at	ENSG00000122574	WIPF3	644150	protein_coding
232377_at	ENSG00000122584	NXPH1	30010	protein_coding
206001_at	ENSG00000122585	NPY	4852	protein_coding
231396_s_at	ENSG00000122591	FAM126A	84668	protein_coding
223625_at	ENSG00000122591	FAM126A	84668	protein_coding
244115_at	ENSG00000122591	FAM126A	84668	protein_coding
227239_at	ENSG00000122591	FAM126A	84668	protein_coding
234657_at	ENSG00000122591	FAM126A	84668	protein_coding
206847_s_at	ENSG00000122592	HOXA7	3204	protein_coding
235753_at	ENSG00000122592	HOXA7	3204	protein_coding
210511_s_at	ENSG00000122641	INHBA	3624	protein_coding
204926_at	ENSG00000122641	INHBA	3624	protein_coding
227140_at	ENSG00000122641	INHBA	3624	protein_coding
223298_s_at	ENSG00000122643	NT5C3A	51251	protein_coding
222238_s_at	ENSG00000122678	POLM	27434	protein_coding
205326_at	ENSG00000122679	RAMP3	10268	protein_coding
213943_at	ENSG00000122691	TWIST1	7291	protein_coding
218393_s_at	ENSG00000122692	SMU1	55234	protein_coding
222618_at	ENSG00000122692	SMU1	55234	protein_coding
233946_at	ENSG00000122692	SMU1	55234	protein_coding
225604_s_at	ENSG00000122694	GLIPR2	152007	protein_coding
225602_at	ENSG00000122694	GLIPR2	152007	protein_coding
232092_at	ENSG00000122696	SLC25A51	92014	protein_coding
238574_at	ENSG00000122696	SLC25A51	92014	protein_coding
200960_x_at	ENSG00000122705	CLTA	1211	protein_coding
216295_s_at	ENSG00000122705	CLTA	1211	protein_coding
1558115_at	ENSG00000122707	RECK	8434	protein_coding
1558116_x_at	ENSG00000122707	RECK	8434	protein_coding
205407_at	ENSG00000122707	RECK	8434	protein_coding
207214_at	ENSG00000122711	SPINK4	27290	protein_coding
1553011_at	ENSG00000122728	TAF1L	138474	protein_coding
207071_s_at	ENSG00000122729	ACO1	48	protein_coding
237622_at	ENSG00000122729	ACO1	48	protein_coding
213636_at	ENSG00000122733	PHF24	23349	protein_coding
37566_at	ENSG00000122733	PHF24	23349	protein_coding
220125_at	ENSG00000122735	DNAI1	27019	protein_coding
222804_x_at	ENSG00000122741	DCAF10	79269	protein_coding
219001_s_at	ENSG00000122741	DCAF10	79269	protein_coding
226511_at	ENSG00000122741	DCAF10	79269	protein_coding
230679_at	ENSG00000122741	DCAF10	79269	protein_coding
205723_at	ENSG00000122756	CNTFR	1271	protein_coding
223575_at	ENSG00000122778	KIAA1549	57670	protein_coding
232921_at	ENSG00000122778	KIAA1549	57670	protein_coding
238885_at	ENSG00000122778	KIAA1549	57670	protein_coding
213301_x_at	ENSG00000122779	TRIM24	8805	protein_coding
204391_x_at	ENSG00000122779	TRIM24	8805	protein_coding
1569316_at	ENSG00000122779	TRIM24	8805	protein_coding
220949_s_at	ENSG00000122783	CYREN	78996	protein_coding
1561894_at	ENSG00000122783	CYREN	78996	protein_coding
201615_x_at	ENSG00000122786	CALD1	800	protein_coding
215199_at	ENSG00000122786	CALD1	800	protein_coding
215198_s_at	ENSG00000122786	CALD1	800	protein_coding
205525_at	ENSG00000122786	CALD1	800	protein_coding
201616_s_at	ENSG00000122786	CALD1	800	protein_coding
201617_x_at	ENSG00000122786	CALD1	800	protein_coding
214880_x_at	ENSG00000122786	CALD1	800	protein_coding
212077_at	ENSG00000122786	CALD1	800	protein_coding
207102_at	ENSG00000122787	AKR1D1	6718	protein_coding
241596_at	ENSG00000122824	NUDT10	170685	protein_coding
207965_at	ENSG00000122859	NEUROG3	50674	protein_coding
211668_s_at	ENSG00000122861	PLAU	5328	protein_coding
205479_s_at	ENSG00000122861	PLAU	5328	protein_coding
201858_s_at	ENSG00000122862	SRGN	5552	protein_coding
201859_at	ENSG00000122862	SRGN	5552	protein_coding
208252_s_at	ENSG00000122863	CHST3	9469	protein_coding
32094_at	ENSG00000122863	CHST3	9469	protein_coding
209834_at	ENSG00000122863	CHST3	9469	protein_coding
220580_at	ENSG00000122870	BICC1	80114	protein_coding
213429_at	ENSG00000122870	BICC1	80114	protein_coding
218597_s_at	ENSG00000122873	CISD1	55847	protein_coding
205249_at	ENSG00000122877	EGR2	1959	protein_coding
203013_at	ENSG00000122882	ECD	11319	protein_coding
207543_s_at	ENSG00000122884	P4HA1	5033	protein_coding
209910_at	ENSG00000122912	SLC25A16	8034	protein_coding
214140_at	ENSG00000122912	SLC25A16	8034	protein_coding
235747_at	ENSG00000122912	SLC25A16	8034	protein_coding
204026_s_at	ENSG00000122952	ZWINT	11130	protein_coding
201807_at	ENSG00000122958	VPS26A	9559	protein_coding
205115_s_at	ENSG00000122965	RBM19	9904	protein_coding
206019_at	ENSG00000122965	RBM19	9904	protein_coding
242872_at	ENSG00000122966	CIT	11113	protein_coding
212801_at	ENSG00000122966	CIT	11113	protein_coding
223736_at	ENSG00000122970	IFT81	28981	protein_coding
219372_at	ENSG00000122970	IFT81	28981	protein_coding
202366_at	ENSG00000122971	ACADS	35	protein_coding
226879_at	ENSG00000122986	HVCN1	84329	protein_coding
225428_s_at	ENSG00000123064	DDX54	79039	protein_coding
219111_s_at	ENSG00000123064	DDX54	79039	protein_coding
224433_s_at	ENSG00000123064	DDX54	79039	protein_coding
242911_at	ENSG00000123066	MED13L	23389	protein_coding
216109_at	ENSG00000123066	MED13L	23389	protein_coding
212208_at	ENSG00000123066	MED13L	23389	protein_coding
212207_at	ENSG00000123066	MED13L	23389	protein_coding
212209_at	ENSG00000123066	MED13L	23389	protein_coding
211792_s_at	ENSG00000123080	CDKN2C	1031	protein_coding
204159_at	ENSG00000123080	CDKN2C	1031	protein_coding
208924_at	ENSG00000123091	RNF11	26994	protein_coding
241735_at	ENSG00000123094	RASSF8	11228	protein_coding
207754_at	ENSG00000123094	RASSF8	11228	protein_coding
235996_at	ENSG00000123094	RASSF8	11228	protein_coding
225946_at	ENSG00000123094	RASSF8	11228	protein_coding
223185_s_at	ENSG00000123095	BHLHE41	79365	protein_coding
231243_s_at	ENSG00000123095	BHLHE41	79365	protein_coding
221530_s_at	ENSG00000123095	BHLHE41	79365	protein_coding
1561517_at	ENSG00000123096	SSPN	8082	protein_coding
204964_s_at	ENSG00000123096	SSPN	8082	protein_coding
204963_at	ENSG00000123096	SSPN	8082	protein_coding
226932_at	ENSG00000123096	SSPN	8082	protein_coding
211360_s_at	ENSG00000123104	ITPR2	3709	protein_coding
202662_s_at	ENSG00000123104	ITPR2	3709	protein_coding
202660_at	ENSG00000123104	ITPR2	3709	protein_coding
202661_at	ENSG00000123104	ITPR2	3709	protein_coding
218545_at	ENSG00000123106	CCDC91	55297	protein_coding
233305_at	ENSG00000123119	NECAB1	64168	protein_coding
212638_s_at	ENSG00000123124	WWP1	11059	protein_coding
212637_s_at	ENSG00000123124	WWP1	11059	protein_coding
221641_s_at	ENSG00000123130	ACOT9	23597	protein_coding
239277_at	ENSG00000123130	ACOT9	23597	protein_coding
201923_at	ENSG00000123131	PRDX4	10549	protein_coding
201584_s_at	ENSG00000123136	DDX39A	10212	protein_coding
202161_at	ENSG00000123143	PKN1	5585	protein_coding
223003_at	ENSG00000123144	TRIR	79002	protein_coding
202910_s_at	ENSG00000123146	ADGRE5	976	protein_coding
224434_s_at	ENSG00000123154	WDR83	84292	protein_coding
207525_s_at	ENSG00000123159	GIPC1	10755	protein_coding
221167_s_at	ENSG00000123171	CCDC70	83446	protein_coding
214668_at	ENSG00000123178	SPRYD7	57213	protein_coding
230151_at	ENSG00000123178	SPRYD7	57213	protein_coding
204624_at	ENSG00000123191	ATP7B	540	protein_coding
209851_at	ENSG00000123200	ZC3H13	23091	protein_coding
212402_at	ENSG00000123200	ZC3H13	23091	protein_coding
227536_at	ENSG00000123200	ZC3H13	23091	protein_coding
220506_at	ENSG00000123201	GUCY1B2	2974	transcribed_unitary_pseudogene
224063_at	ENSG00000123213	NLN	57486	protein_coding
225943_at	ENSG00000123213	NLN	57486	protein_coding
225944_at	ENSG00000123213	NLN	57486	protein_coding
225942_at	ENSG00000123213	NLN	57486	protein_coding
228797_at	ENSG00000123213	NLN	57486	protein_coding
222848_at	ENSG00000123219	CENPK	64105	protein_coding
202074_s_at	ENSG00000123240	OPTN	10133	protein_coding
202073_at	ENSG00000123240	OPTN	10133	protein_coding
219064_at	ENSG00000123243	ITIH5	80760	protein_coding
1553243_at	ENSG00000123243	ITIH5	80760	protein_coding
1565269_s_at	ENSG00000123268	ATF1	466	protein_coding
1558233_s_at	ENSG00000123268	ATF1	466	protein_coding
222103_at	ENSG00000123268	ATF1	466	protein_coding
221318_at	ENSG00000123307	NEUROD4	58158	protein_coding
226906_s_at	ENSG00000123329	ARHGAP9	64333	protein_coding
224451_x_at	ENSG00000123329	ARHGAP9	64333	protein_coding
232543_x_at	ENSG00000123329	ARHGAP9	64333	protein_coding
209734_at	ENSG00000123338	NCKAP1L	3071	protein_coding
217549_at	ENSG00000123338	NCKAP1L	3071	protein_coding
238668_at	ENSG00000123338	NCKAP1L	3071	protein_coding
204575_s_at	ENSG00000123342	MMP19	4327	protein_coding
204574_s_at	ENSG00000123342	MMP19	4327	protein_coding
222593_s_at	ENSG00000123352	SPATS2	65244	protein_coding
1570130_at	ENSG00000123352	SPATS2	65244	protein_coding
222594_s_at	ENSG00000123352	SPATS2	65244	protein_coding
218324_s_at	ENSG00000123352	SPATS2	65244	protein_coding
218556_at	ENSG00000123353	ORMDL2	29095	protein_coding
210226_at	ENSG00000123358	NR4A1	3164	protein_coding
202340_x_at	ENSG00000123358	NR4A1	3164	protein_coding
211143_x_at	ENSG00000123358	NR4A1	3164	protein_coding
206444_at	ENSG00000123360	PDE1B	5153	protein_coding
219832_s_at	ENSG00000123364	HOXC13	3229	protein_coding
211804_s_at	ENSG00000123374	CDK2	1017	protein_coding
204252_at	ENSG00000123374	CDK2	1017	protein_coding
1555353_at	ENSG00000123384	LRP1	4035	protein_coding
1569042_at	ENSG00000123384	LRP1	4035	protein_coding
200784_s_at	ENSG00000123384	LRP1	4035	protein_coding
200785_s_at	ENSG00000123384	LRP1	4035	protein_coding
206745_at	ENSG00000123388	HOXC11	3227	protein_coding
218214_at	ENSG00000123395	ATG101	60673	protein_coding
209930_s_at	ENSG00000123405	NFE2	4778	protein_coding
1553512_at	ENSG00000123407	HOXC12	3228	protein_coding
208472_at	ENSG00000123411	IKZF4	64375	protein_coding
229752_at	ENSG00000123411	IKZF4	64375	protein_coding
226761_at	ENSG00000123411	IKZF4	64375	protein_coding
226759_at	ENSG00000123411	IKZF4	64375	protein_coding
223684_s_at	ENSG00000123415	SMUG1	23583	protein_coding
218685_s_at	ENSG00000123415	SMUG1	23583	protein_coding
211072_x_at	ENSG00000123416	TUBA1B	10376	protein_coding
213646_x_at	ENSG00000123416	TUBA1B	10376	protein_coding
212639_x_at	ENSG00000123416	TUBA1B	10376	protein_coding
211058_x_at	ENSG00000123416	TUBA1B	10376	protein_coding
201090_x_at	ENSG00000123416	TUBA1B	10376	protein_coding
213861_s_at	ENSG00000123427	EEF1AKMT3	25895	protein_coding
223765_s_at	ENSG00000123444	KBTBD4	55709	protein_coding
218569_s_at	ENSG00000123444	KBTBD4	55709	protein_coding
218570_at	ENSG00000123444	KBTBD4	55709	protein_coding
211322_s_at	ENSG00000123453	SARDH	1757	protein_coding
210862_s_at	ENSG00000123453	SARDH	1757	protein_coding
210063_at	ENSG00000123453	SARDH	1757	protein_coding
206450_at	ENSG00000123454	DBH	1621	protein_coding
224729_s_at	ENSG00000123472	ATPAF1	64756	protein_coding
224728_at	ENSG00000123472	ATPAF1	64756	protein_coding
205339_at	ENSG00000123473	STIL	6491	protein_coding
218726_at	ENSG00000123485	HJURP	55355	protein_coding
206172_at	ENSG00000123496	IL13RA2	3598	protein_coding
205941_s_at	ENSG00000123500	COL10A1	1300	protein_coding
217428_s_at	ENSG00000123500	COL10A1	1300	protein_coding
201196_s_at	ENSG00000123505	AMD1	262	protein_coding
201197_at	ENSG00000123505	AMD1	262	protein_coding
236090_at	ENSG00000123505	AMD1	262	protein_coding
219006_at	ENSG00000123545	NDUFAF4	29078	protein_coding
227559_at	ENSG00000123545	NDUFAF4	29078	protein_coding
224441_s_at	ENSG00000123552	USP45	85015	protein_coding
238057_at	ENSG00000123552	USP45	85015	protein_coding
210198_s_at	ENSG00000123560	PLP1	5354	protein_coding
206386_at	ENSG00000123561	SERPINA7	6906	protein_coding
243857_at	ENSG00000123562	MORF4L2	9643	protein_coding
201994_at	ENSG00000123562	MORF4L2	9643	protein_coding
222918_at	ENSG00000123570	RAB9B	51209	protein_coding
232771_at	ENSG00000123572	NRK	203447	protein_coding
227971_at	ENSG00000123572	NRK	203447	protein_coding
242781_at	ENSG00000123575	FAM199X	139231	protein_coding
227133_at	ENSG00000123575	FAM199X	139231	protein_coding
225216_at	ENSG00000123575	FAM199X	139231	protein_coding
1552445_a_at	ENSG00000123576	ESX1	80712	protein_coding
216539_at	ENSG00000123594	ATXN3L	92552	protein_coding
221808_at	ENSG00000123595	RAB9A	9367	protein_coding
1554667_s_at	ENSG00000123600	METTL8	79828	protein_coding
220007_at	ENSG00000123600	METTL8	79828	protein_coding
232533_at	ENSG00000123600	METTL8	79828	protein_coding
220064_at	ENSG00000123607	TTC21B	79809	protein_coding
203964_at	ENSG00000123609	NMI	9111	protein_coding
206025_s_at	ENSG00000123610	TNFAIP6	7130	protein_coding
206026_s_at	ENSG00000123610	TNFAIP6	7130	protein_coding
1552519_at	ENSG00000123612	ACVR1C	130399	protein_coding
1563182_at	ENSG00000123612	ACVR1C	130399	protein_coding
203080_s_at	ENSG00000123636	BAZ2B	29994	protein_coding
1553272_at	ENSG00000123643	SLC36A1	206358	protein_coding
213119_at	ENSG00000123643	SLC36A1	206358	protein_coding
1555058_a_at	ENSG00000123684	LPGAT1	9926	protein_coding
202651_at	ENSG00000123684	LPGAT1	9926	protein_coding
227476_at	ENSG00000123684	LPGAT1	9926	protein_coding
220358_at	ENSG00000123685	BATF3	55509	protein_coding
213524_s_at	ENSG00000123689	G0S2	50486	protein_coding
206765_at	ENSG00000123700	KCNJ2	3759	protein_coding
218669_at	ENSG00000123728	RAP2C	57826	protein_coding
218668_s_at	ENSG00000123728	RAP2C	57826	protein_coding
205061_s_at	ENSG00000123737	EXOSC9	5393	protein_coding
223373_s_at	ENSG00000123739	PLA2G12A	81579	protein_coding
242323_at	ENSG00000123739	PLA2G12A	81579	protein_coding
228084_at	ENSG00000123739	PLA2G12A	81579	protein_coding
219766_at	ENSG00000123810	B9D2	80776	protein_coding
242609_x_at	ENSG00000123815	COQ8B	79934	protein_coding
220434_at	ENSG00000123815	COQ8B	79934	protein_coding
227324_at	ENSG00000123815	COQ8B	79934	protein_coding
224051_at	ENSG00000123836	PFKFB2	5208	protein_coding
207931_s_at	ENSG00000123836	PFKFB2	5208	protein_coding
238450_at	ENSG00000123836	PFKFB2	5208	protein_coding
226733_at	ENSG00000123836	PFKFB2	5208	protein_coding
209992_at	ENSG00000123836	PFKFB2	5208	protein_coding
205654_at	ENSG00000123838	C4BPA	722	protein_coding
208209_s_at	ENSG00000123843	C4BPB	725	protein_coding
219412_at	ENSG00000123892	RAB38	23682	protein_coding
222953_at	ENSG00000123901	GPR83	10888	protein_coding
225827_at	ENSG00000123908	AGO2	27161	protein_coding
243304_at	ENSG00000123908	AGO2	27161	protein_coding
1561042_at	ENSG00000123908	AGO2	27161	protein_coding
213310_at	ENSG00000123908	AGO2	27161	protein_coding
225569_at	ENSG00000123908	AGO2	27161	protein_coding
212347_x_at	ENSG00000123933	MXD4	10608	protein_coding
210778_s_at	ENSG00000123933	MXD4	10608	protein_coding
212346_s_at	ENSG00000123933	MXD4	10608	protein_coding
204170_s_at	ENSG00000123975	CKS2	1164	protein_coding
242162_at	ENSG00000123977	DAW1	164781	protein_coding
201662_s_at	ENSG00000123983	ACSL3	2181	protein_coding
201661_s_at	ENSG00000123983	ACSL3	2181	protein_coding
201660_at	ENSG00000123983	ACSL3	2181	protein_coding
202175_at	ENSG00000123989	CHPF	79586	protein_coding
215135_at	ENSG00000123992	DNPEP	23549	protein_coding
201937_s_at	ENSG00000123992	DNPEP	23549	protein_coding
38703_at	ENSG00000123992	DNPEP	23549	protein_coding
217604_at	ENSG00000123992	DNPEP	23549	protein_coding
210141_s_at	ENSG00000123999	INHA	3623	protein_coding
1553062_at	ENSG00000124003	MOGAT1	116255	protein_coding
212776_s_at	ENSG00000124006	OBSL1	23363	protein_coding
212775_at	ENSG00000124006	OBSL1	23363	protein_coding
227574_at	ENSG00000124006	OBSL1	23363	protein_coding
227573_s_at	ENSG00000124006	OBSL1	23363	protein_coding
213946_s_at	ENSG00000124006	OBSL1	23363	protein_coding
214928_at	ENSG00000124006	OBSL1	23363	protein_coding
220637_at	ENSG00000124019	FAM124B	79843	protein_coding
209401_s_at	ENSG00000124067	SLC12A4	6560	protein_coding
209402_s_at	ENSG00000124067	SLC12A4	6560	protein_coding
211112_at	ENSG00000124067	SLC12A4	6560	protein_coding
223407_at	ENSG00000124074	ENKD1	84080	protein_coding
221442_at	ENSG00000124089	MC3R	4159	protein_coding
234540_at	ENSG00000124091	GCNT7	140687	protein_coding
1552368_at	ENSG00000124092	CTCFL	140690	protein_coding
224693_at	ENSG00000124098	FAM210B	116151	protein_coding
224690_at	ENSG00000124098	FAM210B	116151	protein_coding
203691_at	ENSG00000124102	PI3	5266	protein_coding
41469_at	ENSG00000124102	PI3	5266	protein_coding
233086_at	ENSG00000124103	FAM209A	200232	protein_coding
226595_at	ENSG00000124104	SNX21	90203	protein_coding
1553961_s_at	ENSG00000124104	SNX21	90203	protein_coding
1553960_at	ENSG00000124104	SNX21	90203	protein_coding
203021_at	ENSG00000124107	SLPI	6590	protein_coding
232602_at	ENSG00000124116	WFDC3	140686	protein_coding
219633_at	ENSG00000124120	TTPAL	79183	protein_coding
228031_at	ENSG00000124120	TTPAL	79183	protein_coding
224909_s_at	ENSG00000124126	PREX1	57580	protein_coding
224925_at	ENSG00000124126	PREX1	57580	protein_coding
207366_at	ENSG00000124134	KCNS1	3787	protein_coding
210040_at	ENSG00000124140	SLC12A5	57468	protein_coding
202071_at	ENSG00000124145	SDC4	6385	protein_coding
209062_x_at	ENSG00000124151	NCOA3	8202	protein_coding
209060_x_at	ENSG00000124151	NCOA3	8202	protein_coding
211352_s_at	ENSG00000124151	NCOA3	8202	protein_coding
207700_s_at	ENSG00000124151	NCOA3	8202	protein_coding
209061_at	ENSG00000124151	NCOA3	8202	protein_coding
1568986_x_at	ENSG00000124155	PIGT	51604	protein_coding
217770_at	ENSG00000124155	PIGT	51604	protein_coding
216030_s_at	ENSG00000124157	SEMG2	6407	protein_coding
207123_s_at	ENSG00000124159	MATN4	8785	protein_coding
234471_s_at	ENSG00000124160	NCOA5	57727	protein_coding
225145_at	ENSG00000124160	NCOA5	57727	protein_coding
202550_s_at	ENSG00000124164	VAPB	9217	protein_coding
202549_at	ENSG00000124164	VAPB	9217	protein_coding
225923_at	ENSG00000124164	VAPB	9217	protein_coding
211907_s_at	ENSG00000124171	PARD6B	84612	protein_coding
214827_at	ENSG00000124171	PARD6B	84612	protein_coding
235165_at	ENSG00000124171	PARD6B	84612	protein_coding
217801_at	ENSG00000124172	ATP5F1E	514	protein_coding
230535_s_at	ENSG00000124172	ATP5F1E	514	protein_coding
1555463_a_at	ENSG00000124177	CHD6	84181	protein_coding
234681_s_at	ENSG00000124177	CHD6	84181	protein_coding
225026_at	ENSG00000124177	CHD6	84181	protein_coding
225031_at	ENSG00000124177	CHD6	84181	protein_coding
216551_x_at	ENSG00000124181	PLCG1	5335	protein_coding
