probe_id	Geneid	hgnc_symbol	entrezgene_id	biotype
238542_at	ENSG00000131015	ULBP2	80328	protein_coding
227529_s_at	ENSG00000131016	AKAP12	9590	protein_coding
227530_at	ENSG00000131016	AKAP12	9590	protein_coding
232027_at	ENSG00000131018	SYNE1	23345	protein_coding
244070_at	ENSG00000131018	SYNE1	23345	protein_coding
244144_at	ENSG00000131018	SYNE1	23345	protein_coding
231748_at	ENSG00000131019	ULBP3	79465	protein_coding
230655_at	ENSG00000131019	ULBP3	79465	protein_coding
227772_at	ENSG00000131023	LATS1	9113	protein_coding
234336_s_at	ENSG00000131044	TTLL9	164395	protein_coding
234337_at	ENSG00000131044	TTLL9	164395	protein_coding
232357_at	ENSG00000131044	TTLL9	164395	protein_coding
237099_at	ENSG00000131050	BPIFA2	140683	protein_coding
227223_at	ENSG00000131051	RBM39	9584	protein_coding
226404_at	ENSG00000131051	RBM39	9584	protein_coding
232761_at	ENSG00000131055	COX4I2	84701	protein_coding
240359_at	ENSG00000131059	BPIFA3	128861	protein_coding
233362_at	ENSG00000131061	ZNF341	84905	protein_coding
240449_at	ENSG00000131061	ZNF341	84905	protein_coding
226471_at	ENSG00000131067	GGT7	2686	protein_coding
226469_s_at	ENSG00000131067	GGT7	2686	protein_coding
226470_at	ENSG00000131067	GGT7	2686	protein_coding
233221_at	ENSG00000131068	DEFB118	117285	protein_coding
234312_s_at	ENSG00000131069	ACSS2	55902	protein_coding
229259_at	ENSG00000131095	GFAP	2670	protein_coding
227689_at	ENSG00000131115	ZNF227	7770	protein_coding
223906_s_at	ENSG00000131126	TEX101	83639	protein_coding
235580_at	ENSG00000131127	ZNF141	7700	protein_coding
200086_s_at	ENSG00000131143	COX4I1	1327	protein_coding
227363_s_at	ENSG00000131148	EMC8	10328	protein_coding
222504_s_at	ENSG00000131148	EMC8	10328	protein_coding
243136_at	ENSG00000131153	GINS2	51659	protein_coding
239252_at	ENSG00000131174	COX7B	1349	protein_coding
225739_at	ENSG00000131242	RAB11FIP4	84440	protein_coding
225746_at	ENSG00000131242	RAB11FIP4	84440	protein_coding
224482_s_at	ENSG00000131242	RAB11FIP4	84440	protein_coding
222815_at	ENSG00000131263	RLIM	51132	protein_coding
225416_at	ENSG00000131263	RLIM	51132	protein_coding
226308_at	ENSG00000131351	HAUS8	93323	protein_coding
224869_s_at	ENSG00000131368	MRPS25	64432	protein_coding
224015_s_at	ENSG00000131368	MRPS25	64432	protein_coding
224873_s_at	ENSG00000131368	MRPS25	64432	protein_coding
226848_at	ENSG00000131368	MRPS25	64432	protein_coding
223211_at	ENSG00000131373	HACL1	26061	protein_coding
224273_at	ENSG00000131379	C3orf20	84077	protein_coding
231765_at	ENSG00000131381	RBSN	64145	protein_coding
226581_at	ENSG00000131381	RBSN	64145	protein_coding
236361_at	ENSG00000131386	GALNT15	117248	protein_coding
228501_at	ENSG00000131386	GALNT15	117248	protein_coding
228754_at	ENSG00000131389	SLC6A6	6533	protein_coding
243893_at	ENSG00000131398	KCNC3	3748	protein_coding
230531_at	ENSG00000131398	KCNC3	3748	protein_coding
223806_s_at	ENSG00000131400	NAPSA	9476	protein_coding
228055_at	ENSG00000131401	NAPSB	256236	transcribed_unprocessed_pseudogene
228056_s_at	ENSG00000131401	NAPSB	256236	transcribed_unprocessed_pseudogene
239320_at	ENSG00000131409	LRRC4B	94030	protein_coding
228680_at	ENSG00000131437	KIF3A	11127	protein_coding
224608_s_at	ENSG00000131475	VPS25	84313	protein_coding
229457_at	ENSG00000131503	ANKHD1	54882	protein_coding
222422_s_at	ENSG00000131507	NDFIP1	80762	protein_coding
222423_at	ENSG00000131507	NDFIP1	80762	protein_coding
235974_at	ENSG00000131558	EXOC4	60412	protein_coding
240528_s_at	ENSG00000131558	EXOC4	60412	protein_coding
224926_at	ENSG00000131558	EXOC4	60412	protein_coding
225529_at	ENSG00000131584	ACAP3	116983	protein_coding
225542_at	ENSG00000131584	ACAP3	116983	protein_coding
222865_x_at	ENSG00000131634	TMEM204	79652	protein_coding
228947_x_at	ENSG00000131634	TMEM204	79652	protein_coding
223029_s_at	ENSG00000131653	TRAF7	84231	protein_coding
223031_s_at	ENSG00000131653	TRAF7	84231	protein_coding
226084_at	ENSG00000131711	MAP1B	4131	protein_coding
225538_at	ENSG00000131732	ZCCHC9	84240	protein_coding
230398_at	ENSG00000131746	TNS4	84951	protein_coding
225165_at	ENSG00000131771	PPP1R1B	84152	protein_coding
230249_at	ENSG00000131773	KHDRBS3	10656	protein_coding
238070_at	ENSG00000131778	CHD1L	9557	protein_coding
225278_at	ENSG00000131791	PRKAB2	5565	protein_coding
238527_at	ENSG00000131797	CLUHP3	100132341	transcribed_unprocessed_pseudogene
238910_at	ENSG00000131797	CLUHP3	100132341	transcribed_unprocessed_pseudogene
235920_at	ENSG00000131797	CLUHP3	100132341	transcribed_unprocessed_pseudogene
223209_s_at	ENSG00000131871	SELENOS	55829	protein_coding
236594_at	ENSG00000131899	LLGL1	3996	protein_coding
227196_at	ENSG00000131941	RHPN2	85415	protein_coding
225863_s_at	ENSG00000131943	C19orf12	83636	protein_coding
223983_s_at	ENSG00000131943	C19orf12	83636	protein_coding
227704_at	ENSG00000131943	C19orf12	83636	protein_coding
237974_at	ENSG00000131969	ABHD12B	145447	protein_coding
223419_at	ENSG00000132004	FBXW9	84261	protein_coding
226786_at	ENSG00000132005	RFX1	5989	protein_coding
223719_s_at	ENSG00000132026	RTBDN	83546	protein_coding
238459_x_at	ENSG00000132122	SPATA6	54558	protein_coding
242086_at	ENSG00000132122	SPATA6	54558	protein_coding
230871_at	ENSG00000132153	DHX30	22907	protein_coding
239772_x_at	ENSG00000132153	DHX30	22907	protein_coding
230286_at	ENSG00000132164	SLC6A11	6538	protein_coding
235400_at	ENSG00000132185	FCRLA	84824	protein_coding
235401_s_at	ENSG00000132185	FCRLA	84824	protein_coding
235372_at	ENSG00000132185	FCRLA	84824	protein_coding
224045_x_at	ENSG00000132204	LINC00470	NA	lncRNA
223977_s_at	ENSG00000132204	LINC00470	NA	lncRNA
224181_at	ENSG00000132204	LINC00470	NA	lncRNA
242288_s_at	ENSG00000132205	EMILIN2	84034	protein_coding
224374_s_at	ENSG00000132205	EMILIN2	84034	protein_coding
223830_s_at	ENSG00000132256	TRIM5	85363	protein_coding
222481_at	ENSG00000132286	TIMM10B	26515	protein_coding
233767_at	ENSG00000132297	HHLA1	10086	protein_coding
228590_at	ENSG00000132300	PTCD3	55037	protein_coding
228512_at	ENSG00000132300	PTCD3	55037	protein_coding
228020_at	ENSG00000132300	PTCD3	55037	protein_coding
222775_s_at	ENSG00000132313	MRPL35	51318	protein_coding
225255_at	ENSG00000132313	MRPL35	51318	protein_coding
238584_at	ENSG00000132321	IQCA1	79781	protein_coding
233978_at	ENSG00000132334	PTPRE	5791	protein_coding
225984_at	ENSG00000132356	PRKAA1	5562	protein_coding
225985_at	ENSG00000132356	PRKAA1	5562	protein_coding
224414_s_at	ENSG00000132357	CARD6	84674	protein_coding
233803_s_at	ENSG00000132382	MYBBP1A	10514	protein_coding
236675_at	ENSG00000132383	RPA1	6117	protein_coding
226005_at	ENSG00000132388	UBE2G1	7326	protein_coding
227540_at	ENSG00000132394	EEFSEC	60678	protein_coding
224622_at	ENSG00000132405	TBC1D14	57533	protein_coding
223515_s_at	ENSG00000132423	COQ3	51805	protein_coding
226412_at	ENSG00000132424	PNISR	25957	protein_coding
225507_at	ENSG00000132424	PNISR	25957	protein_coding
222560_at	ENSG00000132434	LANCL2	55915	protein_coding
222561_at	ENSG00000132434	LANCL2	55915	protein_coding
222843_at	ENSG00000132436	FIGNL1	63979	protein_coding
224379_at	ENSG00000132446	FTHL17	53940	protein_coding
223893_at	ENSG00000132464	ENAM	10117	protein_coding
225852_at	ENSG00000132466	ANKRD17	26057	protein_coding
228357_at	ENSG00000132478	UNK	85451	protein_coding
226376_at	ENSG00000132478	UNK	85451	protein_coding
225868_at	ENSG00000132481	TRIM47	91107	protein_coding
223016_x_at	ENSG00000132485	ZRANB2	9406	protein_coding
241345_at	ENSG00000132485	ZRANB2	9406	protein_coding
223716_s_at	ENSG00000132485	ZRANB2	9406	protein_coding
228617_at	ENSG00000132530	XAF1	54739	protein_coding
236254_at	ENSG00000132549	VPS13B	157680	protein_coding
223691_at	ENSG00000132554	RGS22	26166	protein_coding
237196_at	ENSG00000132561	MATN2	4147	protein_coding
240846_at	ENSG00000132570	PCBD2	84105	protein_coding
223712_at	ENSG00000132570	PCBD2	84105	protein_coding
223397_s_at	ENSG00000132603	NIP7	51388	protein_coding
229790_at	ENSG00000132604	TERF2	7014	protein_coding
235872_at	ENSG00000132604	TERF2	7014	protein_coding
234610_at	ENSG00000132622	HSPA12B	116835	protein_coding
229172_at	ENSG00000132622	HSPA12B	116835	protein_coding
222951_s_at	ENSG00000132623	ANKEF1	63926	protein_coding
231134_at	ENSG00000132631	SCP2D1	140856	protein_coding
225505_s_at	ENSG00000132635	PCED1A	64773	protein_coding
239419_at	ENSG00000132670	PTPRA	5786	protein_coding
229346_at	ENSG00000132688	NES	10763	protein_coding
224193_s_at	ENSG00000132704	FCRL2	79368	protein_coding
224192_at	ENSG00000132704	FCRL2	79368	protein_coding
238340_at	ENSG00000132716	DCAF8	50717	protein_coding
243746_at	ENSG00000132740	IGHMBP2	3508	protein_coding
230481_at	ENSG00000132744	ACY3	91703	protein_coding
242918_at	ENSG00000132780	NASP	4678	protein_coding
232966_at	ENSG00000132793	LPIN3	64900	protein_coding
228223_at	ENSG00000132801	ZSWIM3	140831	protein_coding
226973_at	ENSG00000132821	VSTM2L	128434	protein_coding
231790_at	ENSG00000132837	DMGDH	29958	protein_coding
230309_at	ENSG00000132840	BHMT2	23743	protein_coding
228402_at	ENSG00000132846	ZBED3	84327	protein_coding
235109_at	ENSG00000132846	ZBED3	84327	protein_coding
240570_at	ENSG00000132849	PATJ	10207	protein_coding
239173_at	ENSG00000132849	PATJ	10207	protein_coding
223681_s_at	ENSG00000132849	PATJ	10207	protein_coding
229125_at	ENSG00000132854	KANK4	163782	protein_coding
243799_x_at	ENSG00000132855	ANGPTL3	27329	protein_coding
223529_at	ENSG00000132872	SYT4	6860	protein_coding
222861_x_at	ENSG00000132879	FBXO44	93611	protein_coding
223517_at	ENSG00000132879	FBXO44	93611	protein_coding
237451_x_at	ENSG00000132906	CASP9	842	protein_coding
240437_at	ENSG00000132906	CASP9	842	protein_coding
224088_at	ENSG00000132911	NMUR2	56923	protein_coding
224594_x_at	ENSG00000132912	DCTN4	51164	protein_coding
222488_s_at	ENSG00000132912	DCTN4	51164	protein_coding
233490_at	ENSG00000132912	DCTN4	51164	protein_coding
231395_at	ENSG00000132932	ATP8A2	51761	protein_coding
244676_s_at	ENSG00000132938	MTUS2	23281	protein_coding
235620_x_at	ENSG00000132950	ZMYM5	9205	protein_coding
222649_at	ENSG00000132953	XPO4	64328	protein_coding
222402_at	ENSG00000132963	POMP	51371	protein_coding
224384_s_at	ENSG00000132972	RNF17	56163	protein_coding
224383_at	ENSG00000132972	RNF17	56163	protein_coding
242488_at	ENSG00000133019	CHRM3	1131	protein_coding
223221_at	ENSG00000133028	SCO1	6341	protein_coding
231255_at	ENSG00000133030	MPRIP	23164	protein_coding
238328_at	ENSG00000133030	MPRIP	23164	protein_coding
225896_at	ENSG00000133030	MPRIP	23164	protein_coding
229017_s_at	ENSG00000133059	DSTYK	25778	protein_coding
225570_at	ENSG00000133065	SLC41A1	254428	protein_coding
227819_at	ENSG00000133067	LGR6	59352	protein_coding
229800_at	ENSG00000133083	DCLK1	9201	protein_coding
230962_at	ENSG00000133083	DCLK1	9201	protein_coding
225769_at	ENSG00000133103	COG6	57511	protein_coding
232786_at	ENSG00000133103	COG6	57511	protein_coding
236600_at	ENSG00000133104	SPART	23111	protein_coding
227609_at	ENSG00000133106	EPSTI1	94240	protein_coding
235276_at	ENSG00000133106	EPSTI1	94240	protein_coding
224219_s_at	ENSG00000133107	TRPC4	7223	protein_coding
224220_x_at	ENSG00000133107	TRPC4	7223	protein_coding
229431_at	ENSG00000133111	RFXAP	5994	protein_coding
223606_x_at	ENSG00000133114	GPALPP1	55425	protein_coding
226429_at	ENSG00000133114	GPALPP1	55425	protein_coding
229078_s_at	ENSG00000133114	GPALPP1	55425	protein_coding
229891_x_at	ENSG00000133114	GPALPP1	55425	protein_coding
231119_at	ENSG00000133119	RFC3	5983	protein_coding
242686_at	ENSG00000133121	STARD13	90627	protein_coding
224367_at	ENSG00000133134	BEX2	84707	protein_coding
238067_at	ENSG00000133138	TBC1D8B	54885	protein_coding
225319_s_at	ENSG00000133193	FAM104A	84923	protein_coding
227046_at	ENSG00000133195	SLC39A11	201266	protein_coding
230088_at	ENSG00000133216	EPHB2	2048	protein_coding
230119_at	ENSG00000133216	EPHB2	2048	protein_coding
241742_at	ENSG00000133246	PRAM1	84106	protein_coding
224431_s_at	ENSG00000133247	KMT5C	84787	protein_coding
227071_at	ENSG00000133250	ZNF414	84330	protein_coding
223542_at	ENSG00000133302	SLF1	84250	protein_coding
230725_at	ENSG00000133302	SLF1	84250	protein_coding
230950_at	ENSG00000133313	CNDP2	55748	protein_coding
223828_s_at	ENSG00000133317	LGALS12	85329	protein_coding
224564_s_at	ENSG00000133318	RTN3	10313	protein_coding
228133_s_at	ENSG00000133392	MYH11	4629	protein_coding
225088_at	ENSG00000133393	CEP20	123811	protein_coding
225087_at	ENSG00000133393	CEP20	123811	protein_coding
223247_at	ENSG00000133398	MED10	84246	protein_coding
233026_s_at	ENSG00000133401	PDZD2	23037	protein_coding
228449_at	ENSG00000133422	MORC2	22880	protein_coding
232167_at	ENSG00000133460	SLC2A11	66035	protein_coding
242444_at	ENSG00000133466	C1QTNF6	114904	protein_coding
223571_at	ENSG00000133466	C1QTNF6	114904	protein_coding
235269_at	ENSG00000133477	FAM83F	113828	protein_coding
239492_at	ENSG00000133488	SEC14L4	284904	protein_coding
229367_s_at	ENSG00000133561	GIMAP6	474344	protein_coding
231299_at	ENSG00000133612	AGAP3	116988	protein_coding
239026_x_at	ENSG00000133612	AGAP3	116988	protein_coding
225789_at	ENSG00000133612	AGAP3	116988	protein_coding
236275_at	ENSG00000133619	KRBA1	84626	protein_coding
223817_at	ENSG00000133640	LRRIQ1	84125	protein_coding
228378_at	ENSG00000133641	C12orf29	91298	protein_coding
239733_at	ENSG00000133665	DYDC2	84332	protein_coding
222545_s_at	ENSG00000133678	TMEM254	80195	protein_coding
224397_s_at	ENSG00000133687	TMTC1	83857	protein_coding
244506_at	ENSG00000133687	TMTC1	83857	protein_coding
226931_at	ENSG00000133687	TMTC1	83857	protein_coding
226322_at	ENSG00000133687	TMTC1	83857	protein_coding
225528_at	ENSG00000133704	IPO8	10526	protein_coding
223888_s_at	ENSG00000133706	LARS1	51520	protein_coding
222427_s_at	ENSG00000133706	LARS1	51520	protein_coding
222428_s_at	ENSG00000133706	LARS1	51520	protein_coding
231872_at	ENSG00000133739	LRRCC1	85444	protein_coding
222792_s_at	ENSG00000133773	CCDC59	29080	protein_coding
233914_s_at	ENSG00000133812	SBF2	81846	protein_coding
242935_at	ENSG00000133812	SBF2	81846	protein_coding
226169_at	ENSG00000133812	SBF2	81846	protein_coding
243611_at	ENSG00000133816	MICAL2	9645	protein_coding
232760_at	ENSG00000133863	TEX15	56154	protein_coding
244361_at	ENSG00000133884	DPF2	5977	protein_coding
229550_at	ENSG00000133958	UNC79	57578	protein_coding
230462_at	ENSG00000133961	NUMB	8650	protein_coding
236930_at	ENSG00000133961	NUMB	8650	protein_coding
227075_at	ENSG00000134014	ELP3	55140	protein_coding
227848_at	ENSG00000134020	PEBP4	157310	protein_coding
224324_at	ENSG00000134042	MRO	83876	protein_coding
224323_s_at	ENSG00000134042	MRO	83876	protein_coding
231358_at	ENSG00000134042	MRO	83876	protein_coding
223071_at	ENSG00000134049	IER3IP1	51124	protein_coding
224302_s_at	ENSG00000134056	MRPS36	92259	protein_coding
228729_at	ENSG00000134057	CCNB1	891	protein_coding
231779_at	ENSG00000134070	IRAK2	3656	protein_coding
225730_s_at	ENSG00000134077	THUMPD3	25917	protein_coding
223804_s_at	ENSG00000134077	THUMPD3	25917	protein_coding
225741_at	ENSG00000134077	THUMPD3	25917	protein_coding
222442_s_at	ENSG00000134108	ARL8B	55207	protein_coding
234583_at	ENSG00000134121	CHL1	10752	protein_coding
238662_at	ENSG00000134146	DPH6	89978	protein_coding
232094_at	ENSG00000134152	KATNBL1	79768	protein_coding
222745_s_at	ENSG00000134152	KATNBL1	79768	protein_coding
237069_s_at	ENSG00000134160	TRPM1	4308	protein_coding
237070_at	ENSG00000134160	TRPM1	4308	protein_coding
230270_at	ENSG00000134186	PRPF38B	55119	protein_coding
238984_at	ENSG00000134193	REG4	83998	protein_coding
223447_at	ENSG00000134193	REG4	83998	protein_coding
227236_at	ENSG00000134198	TSPAN2	10100	protein_coding
227233_at	ENSG00000134198	TSPAN2	10100	protein_coding
235867_at	ENSG00000134202	GSTM3	2947	protein_coding
244227_at	ENSG00000134207	SYT6	148281	protein_coding
224221_s_at	ENSG00000134215	VAV3	10451	protein_coding
240110_at	ENSG00000134240	HMGCS2	3158	protein_coding
236539_at	ENSG00000134242	PTPN22	26191	protein_coding
224818_at	ENSG00000134243	SORT1	6272	protein_coding
236123_at	ENSG00000134245	WNT2B	7482	protein_coding
238512_at	ENSG00000134245	WNT2B	7482	protein_coding
224950_at	ENSG00000134247	PTGFRN	5738	protein_coding
224937_at	ENSG00000134247	PTGFRN	5738	protein_coding
243520_x_at	ENSG00000134249	ADAM30	11085	protein_coding
242056_at	ENSG00000134253	TRIM45	80263	protein_coding
231714_s_at	ENSG00000134262	AP4B1	10717	protein_coding
231962_at	ENSG00000134262	AP4B1	10717	protein_coding
225448_at	ENSG00000134265	NAPG	8774	protein_coding
225018_at	ENSG00000134278	SPIRE1	56907	protein_coding
224995_at	ENSG00000134278	SPIRE1	56907	protein_coding
234459_at	ENSG00000134283	PPHLN1	51535	protein_coding
225073_at	ENSG00000134283	PPHLN1	51535	protein_coding
227025_at	ENSG00000134283	PPHLN1	51535	protein_coding
228308_at	ENSG00000134285	FKBP11	51303	protein_coding
200011_s_at	ENSG00000134287	ARF3	377	protein_coding
239831_at	ENSG00000134291	TMEM106C	79022	protein_coding
222982_x_at	ENSG00000134294	SLC38A2	54407	protein_coding
242032_at	ENSG00000134313	KIDINS220	57498	protein_coding
242852_at	ENSG00000134313	KIDINS220	57498	protein_coding
236166_at	ENSG00000134313	KIDINS220	57498	protein_coding
222830_at	ENSG00000134317	GRHL1	29841	protein_coding
242625_at	ENSG00000134321	RSAD2	91543	protein_coding
226702_at	ENSG00000134326	CMPK2	129607	protein_coding
225908_at	ENSG00000134330	IAH1	285148	protein_coding
230621_at	ENSG00000134330	IAH1	285148	protein_coding
234967_at	ENSG00000134352	IL6ST	3572	protein_coding
226847_at	ENSG00000134363	FST	10468	protein_coding
224771_at	ENSG00000134369	NAV1	89796	protein_coding
224770_s_at	ENSG00000134369	NAV1	89796	protein_coding
233870_at	ENSG00000134369	NAV1	89796	protein_coding
224774_s_at	ENSG00000134369	NAV1	89796	protein_coding
224773_at	ENSG00000134369	NAV1	89796	protein_coding
224772_at	ENSG00000134369	NAV1	89796	protein_coding
227584_at	ENSG00000134369	NAV1	89796	protein_coding
235196_at	ENSG00000134371	CDC73	79577	protein_coding
229828_at	ENSG00000134371	CDC73	79577	protein_coding
244403_at	ENSG00000134376	CRB1	23418	protein_coding
229882_at	ENSG00000134419	RPS15A	6210	protein_coding
235309_at	ENSG00000134419	RPS15A	6210	protein_coding
200027_at	ENSG00000134440	NARS1	4677	protein_coding
225508_at	ENSG00000134444	RELCH	57614	protein_coding
225506_at	ENSG00000134444	RELCH	57614	protein_coding
224683_at	ENSG00000134452	FBH1	84893	protein_coding
225751_at	ENSG00000134453	RBM17	84991	protein_coding
224781_s_at	ENSG00000134453	RBM17	84991	protein_coding
224780_at	ENSG00000134453	RBM17	84991	protein_coding
231423_s_at	ENSG00000134461	ANKRD16	54522	protein_coding
229058_at	ENSG00000134461	ANKRD16	54522	protein_coding
224493_x_at	ENSG00000134490	TMEM241	85019	protein_coding
244495_x_at	ENSG00000134490	TMEM241	85019	protein_coding
236057_at	ENSG00000134504	KCTD1	284252	protein_coding
226246_at	ENSG00000134504	KCTD1	284252	protein_coding
226245_at	ENSG00000134504	KCTD1	284252	protein_coding
225532_at	ENSG00000134508	CABLES1	91768	protein_coding
225531_at	ENSG00000134508	CABLES1	91768	protein_coding
234233_s_at	ENSG00000134531	EMP1	2012	protein_coding
229011_at	ENSG00000134531	EMP1	2012	protein_coding
238009_at	ENSG00000134532	SOX5	6660	protein_coding
244745_at	ENSG00000134533	RERG	85004	protein_coding
227758_at	ENSG00000134533	RERG	85004	protein_coding
229778_at	ENSG00000134548	SPX	80763	protein_coding
224532_at	ENSG00000134588	USP26	83844	protein_coding
224407_s_at	ENSG00000134602	STK26	51765	protein_coding
230480_at	ENSG00000134627	PIWIL4	143689	protein_coding
235417_at	ENSG00000134668	SPOCD1	90853	protein_coding
238131_at	ENSG00000134686	PHC2	1912	protein_coding
222842_at	ENSG00000134698	AGO4	192670	protein_coding
227930_at	ENSG00000134698	AGO4	192670	protein_coding
225792_at	ENSG00000134709	HOOK1	51361	protein_coding
226963_at	ENSG00000134717	BTF3L4	91408	protein_coding
225976_at	ENSG00000134717	BTF3L4	91408	protein_coding
238675_x_at	ENSG00000134717	BTF3L4	91408	protein_coding
223230_at	ENSG00000134748	PRPF38A	84950	protein_coding
235612_at	ENSG00000134748	PRPF38A	84950	protein_coding
226817_at	ENSG00000134755	DSC2	1824	protein_coding
231033_at	ENSG00000134755	DSC2	1824	protein_coding
235075_at	ENSG00000134757	DSG3	1830	protein_coding
239143_x_at	ENSG00000134758	RNF138	51444	protein_coding
235623_at	ENSG00000134759	ELP2	55250	protein_coding
231713_s_at	ENSG00000134759	ELP2	55250	protein_coding
238709_at	ENSG00000134759	ELP2	55250	protein_coding
243735_at	ENSG00000134759	ELP2	55250	protein_coding
230178_s_at	ENSG00000134759	ELP2	55250	protein_coding
244107_at	ENSG00000134762	DSC3	1825	protein_coding
244142_at	ENSG00000134769	DTNA	1837	protein_coding
227084_at	ENSG00000134769	DTNA	1837	protein_coding
235793_at	ENSG00000134779	TPGS2	25941	protein_coding
244233_at	ENSG00000134779	TPGS2	25941	protein_coding
239601_at	ENSG00000134779	TPGS2	25941	protein_coding
236540_at	ENSG00000134779	TPGS2	25941	protein_coding
243953_at	ENSG00000134824	FADS2	9415	protein_coding
222515_x_at	ENSG00000134851	TMEM165	55858	protein_coding
226825_s_at	ENSG00000134851	TMEM165	55858	protein_coding
230657_at	ENSG00000134851	TMEM165	55858	protein_coding
225856_at	ENSG00000134852	CLOCK	9575	protein_coding
227531_at	ENSG00000134852	CLOCK	9575	protein_coding
237869_at	ENSG00000134864	GGACT	87769	protein_coding
232422_at	ENSG00000134864	GGACT	87769	protein_coding
224298_s_at	ENSG00000134882	UBAC2	337867	protein_coding
222508_s_at	ENSG00000134884	ARGLU1	55082	protein_coding
227448_at	ENSG00000134884	ARGLU1	55082	protein_coding
233255_s_at	ENSG00000134897	BIVM	54841	protein_coding
222761_at	ENSG00000134897	BIVM	54841	protein_coding
229478_x_at	ENSG00000134897	BIVM	54841	protein_coding
233415_at	ENSG00000134899	ERCC5	2073	protein_coding
231023_at	ENSG00000134905	CARS2	79587	protein_coding
237555_at	ENSG00000134905	CARS2	79587	protein_coding
242196_at	ENSG00000134909	ARHGAP32	9743	protein_coding
229648_at	ENSG00000134909	ARHGAP32	9743	protein_coding
235649_at	ENSG00000134917	ADAMTS8	11095	protein_coding
224833_at	ENSG00000134954	ETS1	2113	protein_coding
238638_at	ENSG00000134955	SLC37A2	219855	protein_coding
244276_at	ENSG00000134962	KLB	152831	protein_coding
235708_at	ENSG00000134962	KLB	152831	protein_coding
238411_x_at	ENSG00000134986	NREP	9315	protein_coding
238677_at	ENSG00000134987	WDR36	134430	protein_coding
226180_at	ENSG00000134987	WDR36	134430	protein_coding
222989_s_at	ENSG00000135018	UBQLN1	29979	protein_coding
222991_s_at	ENSG00000135018	UBQLN1	29979	protein_coding
222990_at	ENSG00000135018	UBQLN1	29979	protein_coding
222781_s_at	ENSG00000135045	C9orf40	55071	protein_coding
233011_at	ENSG00000135046	ANXA1	301	protein_coding
223062_s_at	ENSG00000135069	PSAT1	29968	protein_coding
235458_at	ENSG00000135077	HAVCR2	84868	protein_coding
223602_at	ENSG00000135093	USP30	84749	protein_coding
227572_at	ENSG00000135093	USP30	84749	protein_coding
222917_s_at	ENSG00000135111	TBX3	6926	protein_coding
229576_s_at	ENSG00000135111	TBX3	6926	protein_coding
225544_at	ENSG00000135111	TBX3	6926	protein_coding
237187_at	ENSG00000135116	HRK	8739	protein_coding
229552_at	ENSG00000135116	HRK	8739	protein_coding
228320_x_at	ENSG00000135127	BICDL1	92558	protein_coding
227336_at	ENSG00000135144	DTX1	1840	protein_coding
243196_s_at	ENSG00000135148	TRAFD1	10906	protein_coding
227091_at	ENSG00000135205	CCDC146	57639	protein_coding
223396_at	ENSG00000135211	TMEM60	85025	protein_coding
228766_at	ENSG00000135218	CD36	948	protein_coding
223309_x_at	ENSG00000135241	PNPLA8	50640	protein_coding
223982_s_at	ENSG00000135241	PNPLA8	50640	protein_coding
223310_x_at	ENSG00000135241	PNPLA8	50640	protein_coding
231466_at	ENSG00000135248	FAM71F1	84691	protein_coding
236214_at	ENSG00000135248	FAM71F1	84691	protein_coding
242855_at	ENSG00000135253	KCP	375616	protein_coding
224430_s_at	ENSG00000135297	MTO1	25821	protein_coding
233665_x_at	ENSG00000135297	MTO1	25821	protein_coding
235975_at	ENSG00000135297	MTO1	25821	protein_coding
241024_at	ENSG00000135314	KHDC1	80759	protein_coding
230055_at	ENSG00000135314	KHDC1	80759	protein_coding
236146_at	ENSG00000135316	SYNCRIP	10492	protein_coding
225101_s_at	ENSG00000135317	SNX14	57231	protein_coding
227226_at	ENSG00000135324	MRAP2	112609	protein_coding
238533_at	ENSG00000135333	EPHA7	2045	protein_coding
229288_at	ENSG00000135333	EPHA7	2045	protein_coding
223143_s_at	ENSG00000135334	AKIRIN2	55122	protein_coding
223145_s_at	ENSG00000135334	AKIRIN2	55122	protein_coding
223144_s_at	ENSG00000135334	AKIRIN2	55122	protein_coding
244401_at	ENSG00000135338	LCA5	167691	protein_coding
242006_at	ENSG00000135338	LCA5	167691	protein_coding
229953_x_at	ENSG00000135338	LCA5	167691	protein_coding
237042_at	ENSG00000135355	GJA10	84694	protein_coding
231049_at	ENSG00000135363	LMO2	4005	protein_coding
227090_at	ENSG00000135365	PHF21A	51317	protein_coding
232361_s_at	ENSG00000135373	EHF	26298	protein_coding
232360_at	ENSG00000135373	EHF	26298	protein_coding
224189_x_at	ENSG00000135373	EHF	26298	protein_coding
222932_at	ENSG00000135373	EHF	26298	protein_coding
225645_at	ENSG00000135373	EHF	26298	protein_coding
238513_at	ENSG00000135378	PRRG4	79056	protein_coding
226289_at	ENSG00000135387	CAPRIN1	4076	protein_coding
226285_at	ENSG00000135387	CAPRIN1	4076	protein_coding
225340_s_at	ENSG00000135387	CAPRIN1	4076	protein_coding
226990_at	ENSG00000135387	CAPRIN1	4076	protein_coding
243370_at	ENSG00000135387	CAPRIN1	4076	protein_coding
223420_at	ENSG00000135392	DNAJC14	85406	protein_coding
233333_x_at	ENSG00000135407	AVIL	10677	protein_coding
224540_at	ENSG00000135413	LACRT	90070	protein_coding
226234_at	ENSG00000135414	GDF11	10220	protein_coding
226232_at	ENSG00000135414	GDF11	10220	protein_coding
222920_s_at	ENSG00000135426	TESPA1	9840	protein_coding
