ensembl_gene_id	probe_id
ENSG00000109618	235516_at
ENSG00000109618	227982_at
ENSG00000109654	243945_at
ENSG00000109654	215945_s_at
ENSG00000109654	202341_s_at
ENSG00000109654	202342_s_at
ENSG00000109667	240223_at
ENSG00000109667	219991_at
ENSG00000109670	239494_at
ENSG00000109670	218751_s_at
ENSG00000109670	222729_at
ENSG00000109670	229419_at
ENSG00000109674	219502_at
ENSG00000109680	220260_at
ENSG00000109684	1570239_a_at
ENSG00000109684	1562587_at
ENSG00000109684	241483_at
ENSG00000109685	222777_s_at
ENSG00000109685	222778_s_at
ENSG00000109685	223472_at
ENSG00000109685	209052_s_at
ENSG00000109685	209053_s_at
ENSG00000109685	209054_s_at
ENSG00000109686	1558647_at
ENSG00000109686	225162_at
ENSG00000109689	234140_s_at
ENSG00000109689	225246_at
ENSG00000109689	225250_at
ENSG00000109705	207031_at
ENSG00000109736	209215_at
ENSG00000109738	205279_s_at
ENSG00000109738	205280_at
ENSG00000109738	244680_at
ENSG00000109743	205715_at
ENSG00000109756	215992_s_at
ENSG00000109756	203096_s_at
ENSG00000109756	203097_s_at
ENSG00000109758	207027_at
ENSG00000109762	1555388_s_at
ENSG00000109762	227408_s_at
ENSG00000109762	232425_at
ENSG00000109771	207797_s_at
ENSG00000109775	218449_at
ENSG00000109787	219657_s_at
ENSG00000109787	222913_at
ENSG00000109787	225140_at
ENSG00000109787	225133_at
ENSG00000109790	233866_at
ENSG00000109790	226001_at
ENSG00000109794	214889_at
ENSG00000109794	214890_s_at
ENSG00000109794	222291_at
ENSG00000109805	218663_at
ENSG00000109805	218662_s_at
ENSG00000109814	203343_at
ENSG00000109819	1569141_a_at
ENSG00000109819	219195_at
ENSG00000109832	219945_at
ENSG00000109846	209283_at
ENSG00000109854	210253_at
ENSG00000109854	207180_s_at
ENSG00000109854	209448_at
ENSG00000109861	225647_s_at
ENSG00000109861	225646_at
ENSG00000109861	231234_at
ENSG00000109861	201487_at
ENSG00000109881	1553666_at
ENSG00000109881	226287_at
ENSG00000109906	205883_at
ENSG00000109906	227762_at
ENSG00000109906	228854_at
ENSG00000109906	231262_at
ENSG00000109911	203829_at
ENSG00000109917	200054_at
ENSG00000109917	1559062_at
ENSG00000109919	217772_s_at
ENSG00000109919	222403_at
ENSG00000109920	229272_at
ENSG00000109920	235101_at
ENSG00000109920	212232_at
ENSG00000109927	221296_at
ENSG00000109927	236904_x_at
ENSG00000109929	211423_s_at
ENSG00000109929	215064_at
ENSG00000109943	206914_at
ENSG00000109944	1555787_at
ENSG00000109944	220141_at
ENSG00000109944	235658_at
ENSG00000109956	219521_at
ENSG00000109971	210338_s_at
ENSG00000109971	208687_x_at
ENSG00000109971	224187_x_at
ENSG00000109971	221891_x_at
ENSG00000109991	208338_at
ENSG00000110002	210102_at
ENSG00000110002	205011_at
ENSG00000110011	223371_s_at
ENSG00000110011	206781_at
ENSG00000110011	206782_s_at
ENSG00000110011	228622_s_at
ENSG00000110013	1554354_at
ENSG00000110013	1554355_a_at
ENSG00000110013	223744_s_at
ENSG00000110013	224391_s_at
ENSG00000110031	216250_s_at
ENSG00000110042	212611_at
ENSG00000110046	213300_at
ENSG00000110047	222221_x_at
ENSG00000110047	209037_s_at
ENSG00000110047	209038_s_at
ENSG00000110047	209039_x_at
ENSG00000110047	208112_x_at
ENSG00000110048	201799_s_at
ENSG00000110048	201800_s_at
ENSG00000110057	225869_s_at
ENSG00000110057	220998_s_at
ENSG00000110060	221277_s_at
ENSG00000110063	218774_at
ENSG00000110063	1555973_at
ENSG00000110063	1555974_a_at
ENSG00000110066	222759_at
ENSG00000110066	218242_s_at
ENSG00000110066	222566_at
ENSG00000110074	223128_at
ENSG00000110075	222467_s_at
ENSG00000110075	217928_s_at
ENSG00000110076	209982_s_at
ENSG00000110076	209983_s_at
ENSG00000110077	223922_x_at
ENSG00000110077	232724_at
ENSG00000110077	224356_x_at
ENSG00000110077	223280_x_at
ENSG00000110077	219666_at
ENSG00000110079	1555728_a_at
ENSG00000110079	219607_s_at
ENSG00000110079	224357_s_at
ENSG00000110080	203759_at
ENSG00000110080	215710_at
ENSG00000110090	210688_s_at
ENSG00000110090	203634_s_at
ENSG00000110090	203633_at
ENSG00000110090	210687_at
ENSG00000110092	208711_s_at
ENSG00000110092	208712_at
ENSG00000110104	203119_at
ENSG00000110107	203103_s_at
ENSG00000110108	201361_at
ENSG00000110148	234475_x_at
ENSG00000110148	210381_s_at
ENSG00000110169	210013_at
ENSG00000110169	39763_at
ENSG00000110171	204910_s_at
ENSG00000110171	204911_s_at
ENSG00000110171	213884_s_at
ENSG00000110171	213885_at
ENSG00000110172	239436_at
ENSG00000110172	218566_s_at
ENSG00000110195	204437_s_at
ENSG00000110200	204218_at
ENSG00000110203	206371_at
ENSG00000110218	204715_at
ENSG00000110237	203756_at
ENSG00000110243	224244_s_at
ENSG00000110243	224243_at
ENSG00000110244	206894_at
ENSG00000110245	205820_s_at
ENSG00000110274	1558953_s_at
ENSG00000110274	204250_s_at
ENSG00000110274	204251_s_at
ENSG00000110315	219104_at
ENSG00000110315	1565546_at
ENSG00000110315	226106_at
ENSG00000110318	232166_at
ENSG00000110318	235956_at
ENSG00000110318	236325_at
ENSG00000110321	1557964_at
ENSG00000110321	217607_x_at
ENSG00000110321	200004_at
ENSG00000110324	204912_at
ENSG00000110328	233188_at
ENSG00000110328	1554079_at
ENSG00000110330	202076_at
ENSG00000110344	202038_at
ENSG00000110367	204909_at
ENSG00000110367	225549_at
ENSG00000110375	207862_at
ENSG00000110395	206607_at
ENSG00000110395	229010_at
ENSG00000110395	243475_at
ENSG00000110395	225234_at
ENSG00000110395	225231_at
ENSG00000110400	211846_s_at
ENSG00000110400	208455_at
ENSG00000110400	225211_at
ENSG00000110400	211845_at
ENSG00000110422	207764_s_at
ENSG00000110422	210148_at
ENSG00000110422	226297_at
ENSG00000110427	214772_at
ENSG00000110427	244584_at
ENSG00000110427	235486_at
ENSG00000110429	232815_at
ENSG00000110429	238686_at
ENSG00000110429	229955_at
ENSG00000110429	242791_at
ENSG00000110429	218432_at
ENSG00000110435	203067_at
ENSG00000110436	217055_x_at
ENSG00000110436	208389_s_at
ENSG00000110436	1558009_at
ENSG00000110436	1558010_s_at
ENSG00000110436	225491_at
ENSG00000110442	218072_at
ENSG00000110446	219593_at
ENSG00000110448	206485_at
ENSG00000110448	230489_at
ENSG00000110455	228264_at
ENSG00000110484	206378_at
ENSG00000110492	209035_at
ENSG00000110497	234237_s_at
ENSG00000110497	234236_at
ENSG00000110497	219141_s_at
ENSG00000110497	52731_at
ENSG00000110514	210252_s_at
ENSG00000110514	38398_at
ENSG00000110536	225901_at
ENSG00000110536	229535_at
ENSG00000110583	218734_at
ENSG00000110583	222369_at
ENSG00000110619	240982_at
ENSG00000110619	240983_s_at
ENSG00000110619	202402_s_at
ENSG00000110619	212971_at
ENSG00000110628	204981_at
ENSG00000110651	200675_at
ENSG00000110660	200908_s_at
ENSG00000110660	218826_at
ENSG00000110665	1568978_s_at
ENSG00000110665	220560_at
ENSG00000110675	1564787_at
ENSG00000110675	231930_at
ENSG00000110680	217495_x_at
ENSG00000110680	210728_s_at
ENSG00000110680	210727_at
ENSG00000110680	217561_at
ENSG00000110693	1570486_at
ENSG00000110693	1563454_at
ENSG00000110693	224178_s_at
ENSG00000110693	223865_at
ENSG00000110693	228214_at
ENSG00000110693	227497_at
ENSG00000110693	227498_at
ENSG00000110696	201784_s_at
ENSG00000110696	200084_at
ENSG00000110696	225811_at
ENSG00000110697	203826_s_at
ENSG00000110711	201781_s_at
ENSG00000110711	201782_s_at
ENSG00000110713	210793_s_at
ENSG00000110713	203194_s_at
ENSG00000110713	203195_s_at
ENSG00000110717	203189_s_at
ENSG00000110717	232169_x_at
ENSG00000110717	203190_at
ENSG00000110719	204158_s_at
ENSG00000110721	204233_s_at
ENSG00000110721	204266_s_at
ENSG00000110723	214734_at
ENSG00000110723	213929_at
ENSG00000110756	1555685_at
ENSG00000110756	204544_at
ENSG00000110768	242656_at
ENSG00000110768	202453_s_at
ENSG00000110768	202451_at
ENSG00000110777	1569675_at
ENSG00000110777	205267_at
ENSG00000110786	233471_at
ENSG00000110786	236456_at
ENSG00000110799	233980_s_at
ENSG00000110799	202112_at
ENSG00000110801	207805_s_at
ENSG00000110801	209334_s_at
ENSG00000110811	204854_at
ENSG00000110841	214374_s_at
ENSG00000110841	1569464_at
ENSG00000110841	214375_at
ENSG00000110841	203736_s_at
ENSG00000110841	203735_x_at
ENSG00000110844	226966_at
ENSG00000110848	209795_at
ENSG00000110851	49485_at
ENSG00000110851	218329_at
ENSG00000110852	209732_at
ENSG00000110871	223114_at
ENSG00000110876	209880_s_at
ENSG00000110876	209879_at
ENSG00000110880	221676_s_at
ENSG00000110880	222409_at
ENSG00000110881	37953_s_at
ENSG00000110881	205156_s_at
ENSG00000110887	206878_at
ENSG00000110888	1555608_at
ENSG00000110888	218456_at
ENSG00000110900	227610_at
ENSG00000110906	223208_at
ENSG00000110906	226518_at
ENSG00000110911	203125_x_at
ENSG00000110911	203123_s_at
ENSG00000110911	203124_s_at
ENSG00000110911	210047_at
ENSG00000110917	200616_s_at
ENSG00000110917	200617_at
ENSG00000110921	215649_s_at
ENSG00000110921	36907_at
ENSG00000110921	204056_s_at
ENSG00000110921	236686_at
ENSG00000110925	225042_s_at
ENSG00000110925	221260_s_at
ENSG00000110931	207359_at
ENSG00000110931	213812_s_at
ENSG00000110931	210787_s_at
ENSG00000110931	212252_at
ENSG00000110934	219191_s_at
ENSG00000110944	220054_at
ENSG00000110955	201322_at
ENSG00000110958	200627_at
ENSG00000110987	203796_s_at
ENSG00000110987	203795_s_at
ENSG00000111011	202301_s_at
ENSG00000111011	202302_s_at
ENSG00000111012	205676_at
ENSG00000111046	206372_at
ENSG00000111049	207424_at
ENSG00000111052	206440_at
ENSG00000111052	240027_at
ENSG00000111052	241652_x_at
ENSG00000111052	227929_at
ENSG00000111058	219616_at
ENSG00000111058	229222_at
ENSG00000111077	212494_at
ENSG00000111087	206646_at
ENSG00000111110	233911_s_at
ENSG00000111110	212686_at
ENSG00000111142	209861_s_at
ENSG00000111142	213899_at
ENSG00000111142	227993_at
ENSG00000111144	208771_s_at
ENSG00000111145	206127_at
ENSG00000111145	221773_at
ENSG00000111181	206058_at
ENSG00000111186	223537_s_at
ENSG00000111186	221029_s_at
ENSG00000111196	218894_s_at
ENSG00000111196	222776_at
ENSG00000111199	219516_at
ENSG00000111203	220589_s_at
ENSG00000111203	220590_at
ENSG00000111203	226295_at
ENSG00000111203	214148_at
ENSG00000111206	202580_x_at
ENSG00000111218	207772_s_at
ENSG00000111218	230839_at
ENSG00000111224	220315_at
ENSG00000111224	229138_at
ENSG00000111224	1554116_s_at
ENSG00000111231	218461_at
ENSG00000111237	223026_s_at
ENSG00000111241	208417_at
ENSG00000111245	209742_s_at
ENSG00000111247	204146_at
ENSG00000111249	1566528_at
ENSG00000111249	213920_at
ENSG00000111252	203320_at
ENSG00000111254	207344_at
ENSG00000111261	220945_x_at
ENSG00000111262	208479_at
ENSG00000111262	230849_at
ENSG00000111266	1555399_a_at
ENSG00000111266	224336_s_at
ENSG00000111266	224832_at
ENSG00000111269	201988_s_at
ENSG00000111269	201989_s_at
ENSG00000111269	201990_s_at
ENSG00000111271	238655_at
ENSG00000111271	237482_s_at
ENSG00000111271	219986_s_at
ENSG00000111275	201425_at
ENSG00000111276	209112_at
ENSG00000111291	221297_at
ENSG00000111300	227245_at
ENSG00000111300	236816_at
ENSG00000111300	225888_at
ENSG00000111305	221252_s_at
ENSG00000111319	217264_s_at
ENSG00000111319	215026_x_at
ENSG00000111319	203453_at
ENSG00000111321	243400_x_at
ENSG00000111321	1559458_at
ENSG00000111321	203005_at
ENSG00000111328	201938_at
ENSG00000111331	232666_at
ENSG00000111331	218400_at
ENSG00000111335	228607_at
ENSG00000111335	206553_at
ENSG00000111335	204972_at
ENSG00000111339	207220_at
ENSG00000111339	242496_at
ENSG00000111341	202291_s_at
ENSG00000111341	238481_at
ENSG00000111344	233144_s_at
ENSG00000111344	219752_at
ENSG00000111348	1555812_a_at
ENSG00000111348	201288_at
ENSG00000111358	222104_x_at
ENSG00000111358	239346_at
ENSG00000111361	201632_at
ENSG00000111364	231843_at
ENSG00000111371	218237_s_at
ENSG00000111371	224580_at
ENSG00000111371	224579_at
ENSG00000111404	220276_at
ENSG00000111405	206605_at
ENSG00000111412	222767_s_at
ENSG00000111412	218867_s_at
ENSG00000111412	234983_at
ENSG00000111412	1558758_s_at
ENSG00000111412	1558757_at
ENSG00000111424	204253_s_at
ENSG00000111424	204255_s_at
ENSG00000111424	204254_s_at
ENSG00000111432	219764_at
ENSG00000111445	203210_s_at
ENSG00000111445	203209_at
ENSG00000111445	213734_at
ENSG00000111450	207346_at
ENSG00000111450	213434_at
ENSG00000111452	232267_at
ENSG00000111481	222386_s_at
ENSG00000111481	217726_at
ENSG00000111490	213912_at
ENSG00000111490	213913_s_at
ENSG00000111490	215186_at
ENSG00000111530	239771_at
ENSG00000111530	207483_s_at
ENSG00000111530	208839_s_at
ENSG00000111530	208838_at
ENSG00000111530	243910_x_at
ENSG00000111530	235224_s_at
ENSG00000111536	221111_at
ENSG00000111537	210354_at
ENSG00000111540	201276_at
ENSG00000111554	220397_at
ENSG00000111554	213761_at
ENSG00000111581	218768_at
ENSG00000111596	233054_at
ENSG00000111596	222182_s_at
ENSG00000111596	217798_at
ENSG00000111602	203046_s_at
ENSG00000111602	215455_at
ENSG00000111605	202469_s_at
ENSG00000111605	202470_s_at
ENSG00000111605	226934_at
ENSG00000111615	203203_s_at
ENSG00000111615	203202_at
ENSG00000111615	235038_at
ENSG00000111615	233515_at
ENSG00000111615	243930_x_at
ENSG00000111639	224334_s_at
ENSG00000111639	223086_x_at
ENSG00000111640	213453_x_at
ENSG00000111640	217398_x_at
ENSG00000111640	212581_x_at
ENSG00000111642	201184_s_at
ENSG00000111644	223718_at
ENSG00000111644	230833_at
ENSG00000111644	223717_s_at
ENSG00000111647	1554292_a_at
ENSG00000111647	1554291_at
ENSG00000111647	213118_at
ENSG00000111652	209029_at
ENSG00000111653	218234_at
ENSG00000111653	48825_at
ENSG00000111664	206047_at
ENSG00000111665	221436_s_at
ENSG00000111665	223307_at
ENSG00000111666	221675_s_at
ENSG00000111666	230364_at
ENSG00000111667	206031_s_at
ENSG00000111669	200822_x_at
ENSG00000111669	213011_s_at
ENSG00000111669	210050_at
ENSG00000111670	220398_at
ENSG00000111670	240106_at
ENSG00000111670	212959_s_at
ENSG00000111671	223580_at
ENSG00000111674	201313_at
ENSG00000111676	1555754_s_at
ENSG00000111676	211076_x_at
ENSG00000111676	40489_at
ENSG00000111676	208871_at
ENSG00000111678	224719_s_at
ENSG00000111679	206687_s_at
ENSG00000111684	202793_at
ENSG00000111696	218786_at
ENSG00000111696	234737_at
ENSG00000111700	206354_at
ENSG00000111701	207158_at
ENSG00000111707	233841_s_at
ENSG00000111707	224974_at
ENSG00000111711	218193_s_at
ENSG00000111711	222552_at
ENSG00000111716	213564_x_at
ENSG00000111716	201030_x_at
ENSG00000111725	201835_s_at
ENSG00000111725	201834_at
ENSG00000111726	218111_s_at
ENSG00000111727	219484_at
ENSG00000111727	235264_at
ENSG00000111728	1569788_at
ENSG00000111728	210073_at
ENSG00000111731	212943_at
ENSG00000111732	224499_s_at
ENSG00000111732	219841_at
ENSG00000111737	205461_at
ENSG00000111737	225620_at
ENSG00000111737	221819_at
ENSG00000111783	207672_at
ENSG00000111783	1552809_at
ENSG00000111783	223673_at
ENSG00000111785	219446_at
ENSG00000111785	229637_at
ENSG00000111786	200044_at
ENSG00000111786	201698_s_at
ENSG00000111790	1556283_s_at
ENSG00000111790	243619_at
ENSG00000111790	236808_at
ENSG00000111790	223263_s_at
ENSG00000111790	223262_s_at
ENSG00000111790	233898_s_at
ENSG00000111796	214470_at
ENSG00000111799	234951_s_at
ENSG00000111799	231766_s_at
ENSG00000111799	231879_at
ENSG00000111799	225664_at
ENSG00000111801	38241_at
ENSG00000111801	204821_at
ENSG00000111802	202266_at
ENSG00000111816	207178_s_at
ENSG00000111816	235924_at
ENSG00000111817	1557560_at
ENSG00000111817	1558867_at
ENSG00000111817	1558868_a_at
ENSG00000111817	218854_at
ENSG00000111832	219598_s_at
ENSG00000111832	240214_at
ENSG00000111834	233071_at
ENSG00000111837	1555315_a_at
ENSG00000111837	220302_at
ENSG00000111843	223106_at
ENSG00000111845	218886_at
ENSG00000111846	211020_at
ENSG00000111846	230788_at
ENSG00000111850	213312_at
ENSG00000111850	213314_at
ENSG00000111850	236178_at
ENSG00000111850	233438_at
ENSG00000111850	230506_at
ENSG00000111859	1569020_at
ENSG00000111859	242861_at
ENSG00000111859	202150_s_at
ENSG00000111859	202149_at
ENSG00000111860	232444_at
ENSG00000111860	228007_at
ENSG00000111863	215100_at
ENSG00000111863	229070_at
ENSG00000111875	203428_s_at
ENSG00000111875	203427_at
ENSG00000111877	1553759_at
ENSG00000111877	219673_at
ENSG00000111879	220150_s_at
ENSG00000111880	211387_x_at
ENSG00000111880	211849_s_at
ENSG00000111880	204207_s_at
ENSG00000111880	204208_at
ENSG00000111885	208116_s_at
ENSG00000111885	221760_at
ENSG00000111886	208217_at
ENSG00000111897	208671_at
ENSG00000111906	203259_s_at
ENSG00000111906	203260_at
ENSG00000111907	210372_s_at
ENSG00000111907	203786_s_at
ENSG00000111911	226537_at
ENSG00000111911	226533_at
ENSG00000111911	228697_at
ENSG00000111912	243807_at
ENSG00000111912	225344_at
ENSG00000111913	206707_x_at
ENSG00000111913	209829_at
ENSG00000111961	41644_at
ENSG00000111961	213236_at
ENSG00000111961	226022_at
ENSG00000111962	205138_s_at
ENSG00000111962	205139_s_at
ENSG00000111981	221323_at
ENSG00000112029	234863_x_at
ENSG00000112029	218875_s_at
ENSG00000112031	217204_at
ENSG00000112031	225206_s_at
ENSG00000112033	210636_at
ENSG00000112033	208044_s_at
ENSG00000112033	37152_at
ENSG00000112038	211359_s_at
ENSG00000112038	207994_s_at
ENSG00000112038	207989_at
ENSG00000112039	220255_at
ENSG00000112041	206705_at
ENSG00000112053	237340_at
ENSG00000112062	211087_x_at
ENSG00000112062	210449_x_at
ENSG00000112062	211561_x_at
ENSG00000112062	202530_at
ENSG00000112077	211254_x_at
ENSG00000112077	206146_s_at
ENSG00000112077	206145_at
ENSG00000112078	214849_at
ENSG00000112078	223176_at
ENSG00000112078	228299_at
ENSG00000112079	1553117_a_at
ENSG00000112079	202951_at
ENSG00000112081	202899_s_at
ENSG00000112081	208672_s_at
ENSG00000112081	208673_s_at
ENSG00000112081	235324_at
ENSG00000112096	215078_at
ENSG00000112096	215223_s_at
ENSG00000112096	216841_s_at
ENSG00000112096	221477_s_at
ENSG00000112110	217907_at
ENSG00000112115	216876_s_at
ENSG00000112115	208402_at
ENSG00000112116	234408_at
ENSG00000112118	201555_at
ENSG00000112130	203160_s_at
ENSG00000112130	203161_s_at
ENSG00000112137	213638_at
ENSG00000112137	232045_at
ENSG00000112139	242757_at
ENSG00000112139	232237_at
ENSG00000112139	238543_x_at
ENSG00000112144	204569_at
ENSG00000112146	1566507_a_at
ENSG00000112146	1566509_s_at
ENSG00000112146	210638_s_at
ENSG00000112146	1559096_x_at
ENSG00000112146	1559094_at
ENSG00000112146	212987_at
ENSG00000112146	212991_at
ENSG00000112146	238472_at
ENSG00000112149	204440_at
ENSG00000112159	234854_at
ENSG00000112159	212693_at
ENSG00000112164	208391_s_at
ENSG00000112164	211232_x_at
ENSG00000112164	208390_s_at
ENSG00000112164	208400_at
ENSG00000112164	208401_s_at
ENSG00000112167	222741_s_at
ENSG00000112167	218784_s_at
ENSG00000112175	205431_s_at
ENSG00000112175	205430_at
ENSG00000112182	227173_s_at
ENSG00000112182	221234_s_at
ENSG00000112183	235004_at
ENSG00000112186	212551_at
ENSG00000112186	212554_at
ENSG00000112195	219748_at
ENSG00000112200	1556060_a_at
ENSG00000112200	231885_at
ENSG00000112200	215012_at
ENSG00000112200	212557_at
ENSG00000112208	209406_at
ENSG00000112208	230750_at
ENSG00000112210	220955_x_at
ENSG00000112210	223463_at
ENSG00000112210	229504_at
ENSG00000112212	215449_at
ENSG00000112214	1555191_a_at
ENSG00000112214	220170_at
ENSG00000112218	220993_s_at
ENSG00000112232	215527_at
ENSG00000112234	209943_at
ENSG00000112234	236994_at
ENSG00000112234	235450_at
ENSG00000112237	1569126_at
ENSG00000112237	201955_at
ENSG00000112238	221168_at
ENSG00000112242	203692_s_at
ENSG00000112242	203693_s_at
ENSG00000112246	1552796_a_at
ENSG00000112246	206876_at
ENSG00000112246	1556300_s_at
ENSG00000112249	231269_at
ENSG00000112249	212815_at
ENSG00000112273	232680_at
ENSG00000112276	223853_at
ENSG00000112276	228783_at
ENSG00000112280	1555527_at
ENSG00000112280	222008_at
ENSG00000112282	242707_at
ENSG00000112282	242706_s_at
ENSG00000112282	223947_s_at
ENSG00000112282	218846_at
ENSG00000112282	223946_at
ENSG00000112290	204165_at
ENSG00000112293	217405_x_at
ENSG00000112293	215554_at
ENSG00000112293	206265_s_at
ENSG00000112293	206264_at
ENSG00000112293	238752_at
ENSG00000112294	203609_s_at
ENSG00000112294	203608_at
ENSG00000112297	212543_at
ENSG00000112299	1558549_s_at
ENSG00000112299	205844_at
ENSG00000112303	205922_at
ENSG00000112304	204565_at
ENSG00000112305	218137_s_at
ENSG00000112308	213875_x_at
ENSG00000112308	208809_s_at
ENSG00000112309	234146_at
ENSG00000112309	239144_at
ENSG00000112312	218350_s_at
ENSG00000112319	1561088_at
ENSG00000112319	207327_at
ENSG00000112319	238877_at
ENSG00000112320	244279_at
ENSG00000112320	218974_at
ENSG00000112320	229034_at
ENSG00000112333	207443_at
ENSG00000112335	208781_x_at
ENSG00000112335	210648_x_at
ENSG00000112335	200067_x_at
ENSG00000112335	213545_x_at
ENSG00000112337	207097_s_at
ENSG00000112339	209316_s_at
ENSG00000112339	209314_s_at
ENSG00000112339	209315_at
ENSG00000112339	240602_at
ENSG00000112343	203610_s_at
ENSG00000112343	203567_s_at
ENSG00000112343	203568_s_at
ENSG00000112343	235084_x_at
ENSG00000112343	238972_at
ENSG00000112357	211033_s_at
ENSG00000112357	205420_at
ENSG00000112365	1554037_a_at
ENSG00000112365	205340_at
ENSG00000112367	203656_at
ENSG00000112378	217744_s_at
ENSG00000112378	222392_x_at
ENSG00000112378	236009_at
ENSG00000112379	231856_at
ENSG00000112379	236037_at
ENSG00000112379	242098_at
ENSG00000112379	228051_at
ENSG00000112394	222939_s_at
ENSG00000112394	219915_s_at
ENSG00000112394	236220_at
ENSG00000112406	218603_at
ENSG00000112414	233887_at
ENSG00000112414	213094_at
ENSG00000112419	204047_s_at
ENSG00000112419	204048_s_at
ENSG00000112419	204049_s_at
ENSG00000112419	244774_at
ENSG00000112419	227947_at
ENSG00000112425	210870_s_at
ENSG00000112425	205231_s_at
ENSG00000112462	221431_s_at
ENSG00000112473	202667_s_at
ENSG00000112499	207429_at
ENSG00000112511	202928_s_at
ENSG00000112511	40446_at
ENSG00000112514	221488_s_at
ENSG00000112530	215472_at
ENSG00000112530	214204_at
ENSG00000112531	1555154_a_at
ENSG00000112531	214543_x_at
ENSG00000112531	214541_s_at
ENSG00000112531	212636_at
ENSG00000112531	212263_at
ENSG00000112531	212262_at
ENSG00000112531	212265_at
ENSG00000112531	228540_at
ENSG00000112531	236154_at
ENSG00000112539	232777_s_at
ENSG00000112541	230251_at
ENSG00000112541	211171_s_at
ENSG00000112541	211170_s_at
ENSG00000112541	205501_at
ENSG00000112559	205375_at
ENSG00000112561	221866_at
ENSG00000112561	50221_at
ENSG00000112562	243946_at
ENSG00000112562	223235_s_at
ENSG00000112576	201700_at
ENSG00000112578	203612_at
ENSG00000112584	227895_at
ENSG00000112584	226774_at
ENSG00000112592	203135_at
ENSG00000112599	215841_at
ENSG00000112599	235528_at
ENSG00000112619	206625_at
ENSG00000112624	213208_at
ENSG00000112624	38892_at
ENSG00000112640	211159_s_at
ENSG00000112640	202513_s_at
ENSG00000112651	218887_at
ENSG00000112655	1555324_at
ENSG00000112655	207011_s_at
ENSG00000112658	202400_s_at
ENSG00000112658	202401_s_at
ENSG00000112659	236392_at
ENSG00000112659	213204_at
ENSG00000112667	204238_s_at
ENSG00000112667	39817_s_at
ENSG00000112679	226440_at
ENSG00000112679	218845_at
ENSG00000112685	219349_s_at
ENSG00000112685	226270_at
ENSG00000112695	201597_at
ENSG00000112697	232591_s_at
ENSG00000112697	217743_s_at
ENSG00000112697	222391_at
ENSG00000112699	204875_s_at
ENSG00000112699	214106_s_at
ENSG00000112701	214790_at
ENSG00000112701	202318_s_at
ENSG00000112701	202319_at
ENSG00000112706	207054_at
ENSG00000112715	210513_s_at
ENSG00000112715	211527_x_at
ENSG00000112715	212171_x_at
ENSG00000112715	210512_s_at
ENSG00000112739	211090_s_at
ENSG00000112739	202126_at
ENSG00000112739	202127_at
ENSG00000112742	204822_at
ENSG00000112759	201801_s_at
ENSG00000112759	201802_at
ENSG00000112761	210861_s_at
ENSG00000112763	215493_x_at
ENSG00000112763	211256_x_at
ENSG00000112763	203944_x_at
ENSG00000112763	244063_at
ENSG00000112769	210089_s_at
ENSG00000112769	210990_s_at
ENSG00000112769	210989_at
ENSG00000112769	216081_at
ENSG00000112769	202202_s_at
ENSG00000112773	221766_s_at
ENSG00000112773	224973_at
ENSG00000112782	234329_at
ENSG00000112782	243917_at
ENSG00000112782	219866_at
ENSG00000112782	217628_at
ENSG00000112782	213317_at
ENSG00000112787	239676_x_at
ENSG00000112787	228522_at
ENSG00000112787	225703_at
ENSG00000112787	225704_at
ENSG00000112796	227803_at
ENSG00000112796	237054_at
ENSG00000112799	205859_at
ENSG00000112812	208165_s_at
ENSG00000112818	206000_at
ENSG00000112837	1559840_s_at
ENSG00000112837	233889_at
ENSG00000112837	242107_x_at
ENSG00000112837	1559839_at
ENSG00000112851	222473_s_at
ENSG00000112851	217941_s_at
ENSG00000112852	231725_at
ENSG00000112852	242481_at
ENSG00000112855	209252_at
ENSG00000112874	223535_at
ENSG00000112877	219531_at
ENSG00000112893	205105_at
ENSG00000112893	235103_at
ENSG00000112893	226538_at
ENSG00000112902	205405_at
ENSG00000112902	229427_at
ENSG00000112902	213169_at
ENSG00000112936	235979_at
ENSG00000112936	202992_at
ENSG00000112936	241302_at
ENSG00000112941	202466_at
ENSG00000112964	205498_at
ENSG00000112972	205822_s_at
ENSG00000112972	221750_at
ENSG00000112977	201095_at
ENSG00000112981	206197_at
ENSG00000112983	202227_s_at
ENSG00000112983	210352_at
ENSG00000112984	218755_at
ENSG00000112992	244531_at
ENSG00000112992	202784_s_at
ENSG00000112992	202783_at
ENSG00000112992	238530_at
ENSG00000112996	218398_at
ENSG00000112996	227600_at
ENSG00000112996	222275_at
ENSG00000113013	232200_at
ENSG00000113013	200692_s_at
ENSG00000113013	200691_s_at
ENSG00000113013	200690_at
ENSG00000113013	241840_at
ENSG00000113048	212145_at
ENSG00000113068	201507_at
ENSG00000113070	244857_at
ENSG00000113070	203821_at
ENSG00000113070	38037_at
ENSG00000113073	224053_s_at
ENSG00000113073	233183_at
ENSG00000113083	213640_s_at
ENSG00000113083	204298_s_at
ENSG00000113083	215446_s_at
ENSG00000113088	206666_at
ENSG00000113100	207729_at
ENSG00000113108	204650_s_at
ENSG00000113119	221096_s_at
ENSG00000113140	200665_s_at
ENSG00000113140	212667_at
ENSG00000113141	213550_s_at
ENSG00000113161	202539_s_at
ENSG00000113161	202540_s_at
ENSG00000113163	219625_s_at
ENSG00000113163	223466_x_at
ENSG00000113163	223465_at
ENSG00000113163	226277_at
ENSG00000113194	212106_at
